Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1447A-22H-7-A,71.0,77.0,201.7,201.76,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,22,H,7,A
353-U1447A-22H-7-A,77.0,85.0,201.76,201.84,,foraminifer rich,calcareous ooze,with nannofossils,foraminifer rich calcareous ooze,foraminifer rich calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray sandy blebs all along the interval.,,,,353,U1447,A,22,H,7,A
353-U1447A-22H-7-A,85.0,97.0,201.84,201.96,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,22,H,7,A
353-U1447A-22H-7-A,97.0,110.5,201.96,202.095,,foraminifer rich,calcareous ooze,with nannofossils,foraminifer rich calcareous ooze,foraminifer rich calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray sandy blebs all along the interval.,,,,353,U1447,A,22,H,7,A
353-U1447A-22H-7-A,110.5,123.0,202.095,202.22,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,22,H,7,A
353-U1447A-22H-CC-A,0.0,20.0,202.22,202.42,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,22,H,CC,A
353-U1447A-22H-CC-A,20.0,35.0,202.42,202.57,,foraminifer rich,calcareous ooze,with nannofossils,foraminifer rich calcareous ooze,foraminifer rich calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,22,H,CC,A
353-U1447A-22H-CC-A,35.0,49.0,202.57,202.71,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,22,H,CC,A
353-U1447A-23H-1-A,0.0,36.0,202.0,202.36,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,white,2.5Y 8/1 (white),erosive,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,36.0,43.0,202.36,202.43,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,43.0,47.0,202.43,202.47,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,47.0,50.0,202.47,202.5,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,50.0,53.0,202.5,202.53,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,53.0,90.0,202.53,202.9,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,90.0,102.0,202.9,203.02,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,102.0,115.0,203.02,203.15,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-1-A,115.0,140.0,203.15,203.4,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,1,A
353-U1447A-23H-2-A,0.0,87.0,203.4,204.27,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thick bed,normally graded,,,,,Turbidite,,,One thick and two medium turbidites.,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-2-A,87.0,91.0,204.27,204.31,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-2-A,91.0,101.0,204.31,204.41,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-2-A,101.0,108.0,204.41,204.48,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-2-A,108.0,115.0,204.48,204.55,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-2-A,115.0,116.0,204.55,204.56,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,2,A
353-U1447A-23H-3-A,0.0,7.0,204.56,204.63,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,7.0,16.0,204.63,204.72,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,16.0,25.0,204.72,204.81,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,25.0,29.0,204.81,204.85,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,29.0,31.0,204.85,204.87,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,31.0,36.0,204.87,204.92,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,36.0,40.0,204.92,204.96,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-3-A,40.0,130.0,204.96,205.86,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),,,,very thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,3,A
353-U1447A-23H-4-A,0.0,14.0,205.86,206.0,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,14.0,17.0,206.0,206.03,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,17.0,23.0,206.03,206.09,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,One very thin and one thin sandy turbidites.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,23.0,28.0,206.09,206.14,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,28.0,91.0,206.14,206.77,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thick bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,91.0,105.0,206.77,206.91,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,105.0,111.0,206.91,206.97,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,One very thin and one thin sandy turbidites.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,111.0,121.0,206.97,207.07,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,121.0,135.0,207.07,207.21,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-4-A,135.0,141.0,207.21,207.27,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Large light gray blebs along the section.,,,,353,U1447,A,23,H,4,A
353-U1447A-23H-5-A,0.0,30.0,207.27,207.57,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Large light gray blebs along the interval.,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,30.0,37.0,207.57,207.64,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,37.0,56.0,207.64,207.83,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,56.0,67.0,207.83,207.94,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,67.0,83.0,207.94,208.1,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,83.0,87.0,208.1,208.14,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,87.0,100.0,208.14,208.27,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,100.0,101.0,208.27,208.28,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,101.0,120.0,208.28,208.47,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,120.0,124.0,208.47,208.51,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,124.0,130.0,208.51,208.57,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,130.0,133.0,208.57,208.6,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-5-A,133.0,141.0,208.6,208.68,,,calcareous ooze,with nannofossils,calcareous ooze,calcareous ooze with nannofossils,calcareous ooze with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,5,A
353-U1447A-23H-6-A,0.0,6.0,208.68,208.74,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,6.0,7.5,208.74,208.755,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,7.5,13.5,208.755,208.815,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,13.5,14.5,208.815,208.825,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,14.5,38.0,208.825,209.06,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,38.0,41.0,209.06,209.09,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,41.0,55.0,209.09,209.23,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,55.0,65.0,209.23,209.33,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,65.0,77.0,209.33,209.45,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,77.0,80.5,209.45,209.485,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,80.5,121.0,209.485,209.89,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,121.0,125.0,209.89,209.93,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,125.0,133.0,209.93,210.01,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,133.0,138.0,210.01,210.06,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-6-A,138.0,141.0,210.06,210.09,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,6,A
353-U1447A-23H-7-A,0.0,21.0,210.09,210.3,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,21.0,27.0,210.3,210.36,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,27.0,41.0,210.36,210.5,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,41.0,58.0,210.5,210.67,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,58.0,69.0,210.67,210.78,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,69.0,71.0,210.78,210.8,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-7-A,71.0,91.0,210.8,211.0,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,7,A
353-U1447A-23H-8-A,0.0,6.0,211.0,211.06,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,8,A
353-U1447A-23H-8-A,6.0,31.0,211.06,211.31,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,8,A
353-U1447A-23H-8-A,31.0,48.0,211.31,211.48,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,8,A
353-U1447A-23H-8-A,48.0,60.0,211.48,211.6,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,8,A
353-U1447A-23H-8-A,60.0,70.0,211.6,211.7,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,8,A
353-U1447A-23H-CC-A,0.0,3.0,211.7,211.73,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,CC,A
353-U1447A-23H-CC-A,3.0,6.5,211.73,211.765,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,CC,A
353-U1447A-23H-CC-A,6.5,8.0,211.765,211.78,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,23,H,CC,A
353-U1447A-23H-CC-A,8.0,20.0,211.78,211.9,,authigenic carbonate rich,nannofossil ooze,with foraminifers,authigenic carbonate rich nannofossil ooze,authigenic carbonate rich nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,23,H,CC,A
353-U1447A-24H-1-A,0.0,30.0,211.5,211.8,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,10 cm-long large burrow filled with bioclastic sand.,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,30.0,31.0,211.8,211.81,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,31.0,41.0,211.81,211.91,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,41.0,48.0,211.91,211.98,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,48.0,59.0,211.98,212.09,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,59.0,82.5,212.09,212.325,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,2.5Y 7/2 (light gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1447,A,24,H,1,A
353-U1447A-24H-1-A,82.5,91.0,212.325,212.41,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1447,A,24,H,1,A
