Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1461D-15R-1-A,0,150,642.6,644.1,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation and sparse glauconite and forams",,,,356,U1461,D,15,R,1,A
356-U1461D-15R-2-A,0,150,644.1,645.6,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, small benthic foraminifers common, bivalve fragments",,,,356,U1461,D,15,R,2,A
356-U1461D-15R-3-A,0,153,645.6,647.13,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish brown,,,,,slight [B06],2,,,"Lihtified, light grayish brown wackestone with slight bioturbaition (Zoophycus), bivalve and gastropod fragments and small benthic foraminfers.",,,,356,U1461,D,15,R,3,A
356-U1461D-15R-4-A,0,150,647.13,648.63,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish brown,,,,,slight [B06],2,,,"Lithified, light grayish brown wackestone with slight bioturbation (zoophycus), fragments of bivalves and gastropods, sparse small benthic forams.",,,,356,U1461,D,15,R,4,A
356-U1461D-15R-5-A,0,150,648.63,650.13,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish brown,,,,,slight [B06],2,,,,,,,356,U1461,D,15,R,5,A
356-U1461D-15R-6-A,0,150,650.13,651.63,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation (zoophycus), bivalve and gastropod fragments and small benthic foraminifers.",,,,356,U1461,D,15,R,6,A
356-U1461D-15R-7-A,0,74,651.63,652.37,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation with bivalve fragments and small benthic foraminifers. Some burrows filled with coarse sand size grains.",,,,356,U1461,D,15,R,7,A
356-U1461D-15R-CC-A,0,14,652.37,652.51,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation",,,,356,U1461,D,15,R,CC,A
356-U1461D-15R-CC-A,14,24,652.51,652.61,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,15,R,CC,A
356-U1461D-16R-1-A,0,136,652.3,653.66,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with common bioturbation and bivalve fragments.",,,,356,U1461,D,16,R,1,A
356-U1461D-16R-2-A,0,114,653.66,654.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lithified, olive gray wackestone with common bioturbation bivalve and identified fragments and small benthic forams.",,,,356,U1461,D,16,R,2,A
356-U1461D-16R-3-A,0,84,654.8,655.64,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation bivalve and gastropod fragments, sparse small benthic foraminifers.",,,,356,U1461,D,16,R,3,A
356-U1461D-16R-CC-A,0,16,655.64,655.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with bivalve and unidentified fragments, slight bioturbation.",,,,356,U1461,D,16,R,CC,A
356-U1461D-16R-CC-A,16,26,655.8,655.9,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,16,R,CC,A
356-U1461D-17R-1-A,0,142,662.0,663.42,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation with bivalve and gastropod fragments.",,,,356,U1461,D,17,R,1,A
356-U1461D-17R-2-A,0,141,663.42,664.83,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation, small benthic forams, and gastropod bivalve and unidentified fragments.",,,,356,U1461,D,17,R,2,A
356-U1461D-17R-3-A,0,79,664.83,665.62,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with small forams and gastropod fragments",,,,356,U1461,D,17,R,3,A
356-U1461D-17R-CC-A,0,5,665.62,665.67,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,17,R,CC,A
356-U1461D-18R-1-A,0,132,671.7,673.02,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation with bivalves and small benthic forams",,,,356,U1461,D,18,R,1,A
356-U1461D-18R-2-A,0,151,673.02,674.53,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation with bivalve fragments, small benthic forams",,,,356,U1461,D,18,R,2,A
356-U1461D-18R-3-A,0,104,674.53,675.57,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation with bivalve fragments and small benthic foraminifers. Possibly disseminated pyrite grains near the base of the Section.",,,,356,U1461,D,18,R,3,A
356-U1461D-18R-4-A,0,150,675.57,677.07,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, bivalves, small benthic forams and disseminated pyrite.",,,,356,U1461,D,18,R,4,A
356-U1461D-18R-5-A,0,135,677.07,678.42,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray grading into light olive gray wackestone below 42 cm, with moderate bioturbation, bivalve fragments, gastropod shell and small benthic forams, disseminated pyrite.",,,,356,U1461,D,18,R,5,A
356-U1461D-18R-6-A,0,150,678.42,679.92,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with moderate bioturbation (chondrites), bivalve fragments and small benthic forams.",,,,356,U1461,D,18,R,6,A
356-U1461D-18R-7-A,0,144,679.92,681.36,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation, macro fragments, small benthic forams",,,,356,U1461,D,18,R,7,A
356-U1461D-18R-CC-A,0,19,681.36,681.55,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and small forams",,,,356,U1461,D,18,R,CC,A
356-U1461D-18R-CC-A,19,29,681.55,681.65,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,18,R,CC,A
356-U1461D-19R-1-A,0,148,681.4,682.88,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,neritic,olive gray,,,,,moderate [B06],3,,,"Lithified, olive gray wackestone with moderate bioturbation, bivalve fragments and sparse small benthic forams",,,,356,U1461,D,19,R,1,A
356-U1461D-19R-2-A,0,105,682.88,683.93,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and sparse small benthic forams",,,,356,U1461,D,19,R,2,A
356-U1461D-19R-3-A,0,69,683.93,684.62,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and sparse small benthic foraminifers",,,,356,U1461,D,19,R,3,A
356-U1461D-19R-CC-A,0,8,684.62,684.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation",,,,356,U1461,D,19,R,CC,A
356-U1461D-19R-CC-A,8,18,684.7,684.8,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,19,R,CC,A
356-U1461D-20R-1-A,0,150,691.1,692.6,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,moderate [B06],3,,,dark grayish green fine grain size packstone with small benthic foraminifers and rare larger benthics. Moderately bioturbated throughout (mostly chondrites).,,,,356,U1461,D,20,R,1,A
356-U1461D-20R-2-A,0,150,692.6,694.1,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,common [B06],4,,,dark grayish green fine grain size packstone with small benthic foraminifers and rare larger benthics. Commonly bioturbated throughout (mostly chondrites).,,,,356,U1461,D,20,R,2,A
356-U1461D-20R-3-A,0,60,694.1,694.7,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,moderate [B06],3,gradational,sub-horizontal,dark grayish green fine grain size packstone with small benthic foraminifers and rare larger benthics. Moderately bioturbated throughout (mostly chondrites).,,,,356,U1461,D,20,R,3,A
356-U1461D-20R-3-A,60,122,694.7,695.32,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray fine grain size packstone with small benthic foraminifers and rare larger benthics. Slightly bioturbated.,,,,356,U1461,D,20,R,3,A
356-U1461D-20R-3-A,122,129,695.32,695.39,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray medium grain size packstone with small benthic foraminifers and rare larger benthics. Slightly bioturbated throughout. More porous. Spongy texture. More glauconite is present.,,,,356,U1461,D,20,R,3,A
356-U1461D-20R-4-A,0,39,695.39,695.78,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,gradational,sub-horizontal,Olive gray medium grain size packstone with small benthic foraminifers and rare larger benthics. Slightly bioturbated throughout. More porous. Spongy texture. More glauconite is present. Echinoderm fragments are visible at 32 cm.,,,,356,U1461,D,20,R,4,A
356-U1461D-20R-4-A,0,39,695.39,695.78,,,,,,,,,echinoderm,,,,,,gradational,sub-horizontal,,,,,356,U1461,D,20,R,4,A
356-U1461D-20R-4-A,39,150,695.78,696.89,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray medium grain size packstone with small benthic foraminifers. Slightly bioturbated throughout although there are some commonly bioturbated intervals.,,,,356,U1461,D,20,R,4,A
356-U1461D-20R-5-A,0,150,696.89,698.39,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Oive gray lithified fine grain packstone with moderate bioturbation.,,,,356,U1461,D,20,R,5,A
356-U1461D-20R-6-A,0,150,698.39,699.89,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,slight [B06],2,,,Dark grayish gray slightly bioturbated packstone with foraminifers.,,,,356,U1461,D,20,R,6,A
356-U1461D-20R-7-A,0,61,699.89,700.5,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,slight [B06],2,,,Dark grayish gray slightly bioturbated packstone with foraminifers.,,,,356,U1461,D,20,R,7,A
356-U1461D-20R-7-A,61,71,700.5,700.6,,,,,,,,,,,,,,,,,IW,,,,356,U1461,D,20,R,7,A
356-U1461D-22R-1-A,0,28,710.5,710.78,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,dark grayish green,foraminifera (small benthic),,,,slight [B06],2,gradational,sub-horizontal,Dark grayish green slightly bioturbated lithified wackstone with foraminifers and low percentage of glauconite. Spongy texture.,,,,356,U1461,D,22,R,1,A
356-U1461D-22R-1-A,28,148,710.78,711.98,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray lithified moderately bioturbated packstone with foraminifers.,,,,356,U1461,D,22,R,1,A
356-U1461D-22R-2-A,0,117,711.98,713.15,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,Olive gray lithified commonly bioturbated packstone with foraminifers.,,,,356,U1461,D,22,R,2,A
356-U1461D-22R-CC-A,0,12,713.15,713.27,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray lithified moderately bioturbated packstone with foraminifers.,,,,356,U1461,D,22,R,CC,A
356-U1461D-22R-CC-A,0,24,713.15,713.39,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,22,R,CC,A
356-U1461D-23R-1-A,0,113,720.2,721.33,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,Olive gray commonly bioturbated fine grain size lithified packstone. Darker patches of bioturbation (Zoophycos ??) and Chondrites (63-69 and 94-112 cm). Moldic pores.,,,,356,U1461,D,23,R,1,A
356-U1461D-23R-2-A,0,150,721.33,722.83,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray moderately bioturbated fine grain size lithified packstone.,,,,356,U1461,D,23,R,2,A
356-U1461D-23R-3-A,0,117,722.83,724.0,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray moderately bioturbated fine grain size lithified packstone.,,,,356,U1461,D,23,R,3,A
356-U1461D-23R-4-A,0,150,724.0,725.5,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray moderately bioturbated fine grain size lithified packstone. It includes some darker patches of more bioturbated sediments.,,,,356,U1461,D,23,R,4,A
356-U1461D-23R-5-A,0,55,725.5,726.05,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,gradational,sub-horizontal,Olive gray moderately bioturbated fine grain size lithified packstone. It includes some darker patches of more bioturbated sediments.,,,,356,U1461,D,23,R,5,A
356-U1461D-23R-5-A,55,65,726.05,726.15,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,partly cemented fracture,,moderate [B06],3,gradational,sub-horizontal,Olive gray moderately bioturbated medium grain size lithified and more cemented packstone. Percentage of small benthic foraminifers increases.,,,,356,U1461,D,23,R,5,A
356-U1461D-23R-5-A,65,80,726.15,726.3,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,gradational,sub-horizontal,Olive gray moderately bioturbated fine grain size lithified packstone.,,,,356,U1461,D,23,R,5,A
356-U1461D-23R-5-A,80,150,726.3,727.0,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,light olive gray moderately bioturbated packstone with foraminifers. Mottled (darker patches of bioturbation).,,,,356,U1461,D,23,R,5,A
356-U1461D-23R-6-A,0,20,727.0,727.2,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,gradational,sub-horizontal,light olive gray moderately bioturbated packstone with foraminifers. Mottled (darker patches of bioturbation).,,,,356,U1461,D,23,R,6,A
356-U1461D-23R-6-A,20,60,727.2,727.6,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,complete [B06],6,gradational,sub-horizontal,light olive gray commonly bioturbated packstone with foraminifers. Mottled (darker patches of bioturbation and glauconite).,,,,356,U1461,D,23,R,6,A
356-U1461D-23R-6-A,60,147,727.6,728.47,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray slightly bioturbated packstone with foraminifers. Mottled (darker patches of bioturbation and glauconite).,,,,356,U1461,D,23,R,6,A
356-U1461D-23R-7-A,0,131,728.47,729.78,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray slightly bioturbated packstone with foraminifers. Mottled (darker patches of bioturbation and glauconite).,,,,356,U1461,D,23,R,7,A
356-U1461D-23R-CC-A,0,5,729.78,729.83,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Olive gray slightly bioturbated packstone with foraminifers.,,,,356,U1461,D,23,R,CC,A
356-U1461D-23R-CC-A,5,16,729.83,729.94,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,23,R,CC,A
356-U1461D-24R-1-A,0,57,729.9,730.47,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,complete [B06],6,bioturbated,sub-horizontal,Completely bioturbated gray olive medium grain size packstone with foraminifers. Mottled with bioturbation and high concentration of glauconite.,,,,356,U1461,D,24,R,1,A
356-U1461D-24R-1-A,57,123,730.47,731.13,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Slightly bioturbated light olive gray fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,1,A
356-U1461D-24R-2-A,0,42,731.13,731.55,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,bioturbated,sub-horizontal,Slightly bioturbated light olive gray fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,2,A
356-U1461D-24R-2-A,42,136,731.55,732.49,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,complete [B06],6,,,Completely bioturbated gray olive medium grain size packstone with foraminifers. Mottled with bioturbation and high concentration of glauconite.,,,,356,U1461,D,24,R,2,A
356-U1461D-24R-3-A,0,15,732.49,732.64,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,complete [B06],6,bioturbated,sub-horizontal,Completely bioturbated light olive gray medium grain size packstone with foraminifers. Mottled with bioturbation.,,,,356,U1461,D,24,R,3,A
356-U1461D-24R-3-A,15,80,732.64,733.29,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,common [B06],4,gradational,sub-horizontal,Commonly bioturbated light olive gray fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,3,A
356-U1461D-24R-3-A,80,102,733.29,733.51,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,complete [B06],6,bioturbated,sub-horizontal,Completely bioturbated light olive gray medium grain size packstone with foraminifers. Mottled with bioturbation.,,,,356,U1461,D,24,R,3,A
356-U1461D-24R-3-A,102,150,733.51,733.99,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,common [B06],4,gradational,sub-horizontal,Commonly bioturbated light olive gray fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,3,A
356-U1461D-24R-4-A,0,118,733.99,735.17,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,common [B06],4,,,Commonly bioturbated light olive gray fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,4,A
356-U1461D-24R-5-A,0,53,735.17,735.7,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,common [B06],4,bioturbated,sub-horizontal,"Commonly bioturbated, mottled fine grain size packstone with foraminifers. Zoophycos (??) the most common type of bioturbation.",,,,356,U1461,D,24,R,5,A
356-U1461D-24R-5-A,53,133,735.7,736.5,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Slightly bioturbated fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,5,A
356-U1461D-24R-6-A,0,46,736.5,736.96,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,common [B06],4,bioturbated,sub-horizontal,light gray olive patchy and commonly bioturbated fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,6,A
356-U1461D-24R-6-A,46,147,736.96,737.97,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Slightly bioturbated fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,6,A
356-U1461D-24R-7-A,0,104,737.97,739.01,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Slightly bioturbated fine grain size packstone with foraminifers.,,,,356,U1461,D,24,R,7,A
356-U1461D-24R-7-A,104,115,739.01,739.12,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,24,R,7,A
356-U1461D-25R-1-A,0,141,739.6,741.01,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,very fine sand grain size. fine to medium sand grain size packstone patches are sporadically present.,,,,356,U1461,D,25,R,1,A
356-U1461D-25R-2-A,0,150,741.01,742.51,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,25,R,2,A
356-U1461D-25R-3-A,0,150,742.51,744.01,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,25,R,3,A
356-U1461D-25R-4-A,0,95,744.01,744.96,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,sharp,horizontal,,,,,356,U1461,D,25,R,4,A
356-U1461D-25R-4-A,95,125,744.96,745.26,lithified [B84],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,medium sand grain size packstone,,,,356,U1461,D,25,R,4,A
356-U1461D-25R-5-A,0,128,745.26,746.54,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,bivalve,,,,moderate [B06],3,,,,,,,356,U1461,D,25,R,5,A
356-U1461D-25R-6-A,0,149,746.54,748.03,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,25,R,6,A
356-U1461D-25R-CC-A,0,9,748.03,748.12,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,25,R,CC,A
356-U1461D-25R-CC-A,9,19,748.12,748.22,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,25,R,CC,A
356-U1461D-27R-1-A,0,150,759.0,760.5,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,1,A
356-U1461D-27R-2-A,0,150,760.5,762.0,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,2,A
356-U1461D-27R-3-A,0,150,762.0,763.5,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,3,A
356-U1461D-27R-4-A,0,101,763.5,764.51,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,medium sand grain size wackestone beds,,,,356,U1461,D,27,R,4,A
356-U1461D-27R-5-A,0,66,764.51,765.17,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,medium sand grain size wackestone beds,,,,356,U1461,D,27,R,5,A
356-U1461D-27R-6-A,0,103,765.17,766.2,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,6,A
356-U1461D-27R-7-A,0,62,766.2,766.82,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,7,A
356-U1461D-27R-CC-A,0,10,766.82,766.92,lithified [B84],,wackestone [E&K72; D62],2,with foraminifers [2014],wackestone with foraminifers,hemipelagic,light olive gray,,,,,moderate [B06],3,,,,,,,356,U1461,D,27,R,CC,A
356-U1461D-27R-CC-A,10,20,766.92,767.02,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,27,R,CC,A
356-U1461D-28R-1-A,0,15,768.7,768.85,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,medium sand sized grains in wackestone,,,,356,U1461,D,28,R,1,A
