Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1335B-1H-1-A,320,U1335,B,1,1-1,H,1,A,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-1H-1-A,320,U1335,B,1,1-1,H,1,A,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-1H-1-A,320,U1335,B,1,1-1,H,1,A,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-1H-1-A,320,U1335,B,1,1-1,H,1,A,0,150,0,1.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-1H-2-A,320,U1335,B,1,1-2,H,2,A,0,150,1.5,3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-1H-2-A,320,U1335,B,1,1-2,H,2,A,0,150,1.5,3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-1H-2-A,320,U1335,B,1,1-2,H,2,A,0,150,1.5,3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-1H-2-A,320,U1335,B,1,1-2,H,2,A,0,150,1.5,3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-1H-3-A,320,U1335,B,1,1-3,H,3,A,0,33,3,3.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-1H-3-A,320,U1335,B,1,1-3,H,3,A,0,33,3,3.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-1H-3-A,320,U1335,B,1,1-3,H,3,A,0,33,3,3.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-1H-3-A,320,U1335,B,1,1-3,H,3,A,0,33,3,3.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-1H-CC-A,320,U1335,B,1,1-CC,H,CC,A,0,10,3.33,3.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-1H-CC-A,320,U1335,B,1,1-CC,H,CC,A,0,10,3.33,3.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-1H-CC-A,320,U1335,B,1,1-CC,H,CC,A,0,10,3.33,3.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-1H-CC-A,320,U1335,B,1,1-CC,H,CC,A,0,10,3.33,3.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-1-A,320,U1335,B,2,2-1,H,1,A,0,150,3.3,4.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-1-A,320,U1335,B,2,2-1,H,1,A,0,150,3.3,4.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-1-A,320,U1335,B,2,2-1,H,1,A,0,150,3.3,4.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-1-A,320,U1335,B,2,2-1,H,1,A,0,150,3.3,4.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-2-A,320,U1335,B,2,2-2,H,2,A,0,150,4.8,6.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-2-A,320,U1335,B,2,2-2,H,2,A,0,150,4.8,6.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-2-A,320,U1335,B,2,2-2,H,2,A,0,150,4.8,6.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-2-A,320,U1335,B,2,2-2,H,2,A,0,150,4.8,6.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-3-A,320,U1335,B,2,2-3,H,3,A,0,150,6.3,7.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-3-A,320,U1335,B,2,2-3,H,3,A,0,150,6.3,7.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-3-A,320,U1335,B,2,2-3,H,3,A,0,150,6.3,7.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-3-A,320,U1335,B,2,2-3,H,3,A,0,150,6.3,7.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-4-A,320,U1335,B,2,2-4,H,4,A,0,150,7.8,9.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-4-A,320,U1335,B,2,2-4,H,4,A,0,150,7.8,9.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-4-A,320,U1335,B,2,2-4,H,4,A,0,150,7.8,9.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-4-A,320,U1335,B,2,2-4,H,4,A,0,150,7.8,9.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-5-A,320,U1335,B,2,2-5,H,5,A,0,150,9.3,10.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-5-A,320,U1335,B,2,2-5,H,5,A,0,150,9.3,10.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-5-A,320,U1335,B,2,2-5,H,5,A,0,150,9.3,10.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-5-A,320,U1335,B,2,2-5,H,5,A,0,150,9.3,10.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,0,51,10.8,11.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,0,51,10.8,11.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,0,51,10.8,11.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,0,51,10.8,11.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,51,97,11.31,11.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 4/2,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,97,150,11.77,12.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,97,150,11.77,12.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,97,150,11.77,12.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-6-A,320,U1335,B,2,2-6,H,6,A,97,150,11.77,12.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-7-A,320,U1335,B,2,2-7,H,7,A,0,57,12.3,12.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-7-A,320,U1335,B,2,2-7,H,7,A,0,57,12.3,12.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-7-A,320,U1335,B,2,2-7,H,7,A,0,57,12.3,12.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-7-A,320,U1335,B,2,2-7,H,7,A,0,57,12.3,12.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-2H-CC-A,320,U1335,B,2,2-CC,H,CC,A,0,18,12.87,13.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,with clay and radiolarians and foraminifers,Diatom nannofossil ooze with clay and radiolarians and foraminifers,10,soft,2.5Y 4/3,,,
320-U1335B-2H-CC-A,320,U1335,B,2,2-CC,H,CC,A,0,18,12.87,13.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians and foraminifers and diatoms,Nannofossil ooze with clay and radiolarians and foraminifers and diatoms,40,soft,10YR 4/3,,,
320-U1335B-2H-CC-A,320,U1335,B,2,2-CC,H,CC,A,0,18,12.87,13.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers and diatoms,Nannofossil ooze with foraminifers and diatoms,40,soft,10YR 7/1,,,
320-U1335B-2H-CC-A,320,U1335,B,2,2-CC,H,CC,A,0,18,12.87,13.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 5/2,,,
320-U1335B-3H-1-A,320,U1335,B,3,3-1,H,1,A,0,150,12.8,14.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil diatom,with clay and foraminifers,Nannofossil diatom ooze with clay and foraminifers,50,soft,2.5Y 4/3,,,
320-U1335B-3H-1-A,320,U1335,B,3,3-1,H,1,A,0,150,12.8,14.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil diatom,with foraminifers,Nannofossil diatom ooze with foraminifers,50,soft,10YR 7/3,,,
320-U1335B-3H-2-A,320,U1335,B,3,3-2,H,2,A,0,150,14.3,15.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil diatom,with clay and foraminifers,Nannofossil diatom ooze with clay and foraminifers,50,soft,2.5Y 4/3,,,
320-U1335B-3H-2-A,320,U1335,B,3,3-2,H,2,A,0,150,14.3,15.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil diatom,with foraminifers,Nannofossil diatom ooze with foraminifers,50,soft,10YR 7/3,,,
320-U1335B-3H-3-A,320,U1335,B,3,3-3,H,3,A,0,150,15.8,17.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil diatom,with clay and foraminifers,Nannofossil diatom ooze with clay and foraminifers,50,soft,2.5Y 4/3,,,
