Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1431D-32X-7-A,23,51,293.65,293.93,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,2.5Y 6/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,inclined,thick bed,,moderate,2,fracture,inclined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
349-U1431D-32X-7-A,51,61,293.93,294.03,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,90,5Y 6/1 (gray),well consolidated,clay,1,clay,1,well,,,,,silt,with clay,silt ,silt with clay ,10,100,,,,,,medium bed,parallel stratification,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
349-U1431D-32X-CC-A,0,12,294.03,294.15,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,CC,A,
349-U1431D-33X-1-A,0,51,294.2,294.71,,silty sand,,silty sand ,silty sand ,100,5Y 5/2 (olive gray),slightly consolidated,fine sand,4,fine sand,4,very well,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,1,A,
349-U1431D-33X-1-A,51,150,294.71,295.7,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,very thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,1,A,
349-U1431D-33X-2-A,0,78,295.7,296.48,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,2,A,
349-U1431D-33X-2-A,78,105,296.48,296.75,silty,nannofossil ooze,,silty nannofossil ooze ,silty nannofossil ooze ,100,2.5Y 7/2 (light gray),moderately consolidated,clay,1,silt,2,very well,,,,,,,,,,100,,,,erosive,horizontal,thick bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,2,A,
349-U1431D-33X-2-A,105,130,296.75,297,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,2,A,
349-U1431D-33X-3-A,0,29,297.2,297.49,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,3,A,
349-U1431D-33X-3-A,29,46,297.49,297.66,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,3,A,
349-U1431D-33X-3-A,46,57,297.66,297.77,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,3,A,
349-U1431D-33X-3-A,57,94,297.77,298.14,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,3,A,
349-U1431D-33X-CC-A,0,24,298.14,298.38,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,CC,A,
349-U1431D-33X-CC-A,24,42,298.38,298.56,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,33,X,CC,A,
349-U1431D-34X-1-A,0,14,303.9,304.04,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,1,A,
349-U1431D-34X-1-A,14,138,304.04,305.28,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,planar,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,1,A,
349-U1431D-34X-1-A,138,150,305.28,305.4,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,1,A,
349-U1431D-34X-2-A,0,43,305.4,305.83,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,planar,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,2,A,
349-U1431D-34X-2-A,43,78,305.83,306.18,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,2,A,
349-U1431D-34X-2-A,78,150,306.18,306.9,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,2,A,
349-U1431D-34X-3-A,0,27,306.9,307.17,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,3,A,
349-U1431D-34X-3-A,27,39,307.17,307.29,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,curved,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,3,A,
349-U1431D-34X-3-A,39,97,307.29,307.87,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,3,A,
349-U1431D-34X-3-A,97,121,307.87,308.11,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,3,A,
349-U1431D-34X-3-A,121,135,308.11,308.25,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,3,A,
349-U1431D-34X-4-A,0,16,308.4,308.56,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,4,A,
349-U1431D-34X-4-A,16,74,308.56,309.14,,clay,,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,,moderate,2,,,concretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,4,A,
349-U1431D-34X-4-A,74,92,309.14,309.32,,clay,with nannofossils,clay ,clay with nannofossils ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,planar,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,4,A,
349-U1431D-34X-4-A,92,114,309.32,309.54,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 7/5GY (light grrenish grey),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,4,A,
349-U1431D-34X-4-A,114,150,309.54,309.9,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,4,A,
349-U1431D-34X-5-A,0,52,309.9,310.42,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,moderate,,,,,,,,,,100,,,,erosive,curved,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,5,A,
349-U1431D-34X-5-A,52,64,310.42,310.54,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,,heavy,3,,,concretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,5,A,
349-U1431D-34X-5-A,64,150,310.54,311.4,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,5,A,
349-U1431D-34X-6-A,0,131,311.4,312.71,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,6,A,
349-U1431D-34X-7-A,0,52,312.71,313.23,clayey,nannofossil ooze,,clayey nannofossil ooze ,clayey nannofossil ooze ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,very thick bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,7,A,
349-U1431D-34X-CC-A,0,27,313.23,313.5,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze ,clayey nannofossil ooze with foraminifers ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,CC,A,
349-U1431D-34X-CC-A,0,33,313.23,313.56,,,,,clayey nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,34,X,CC,A,
349-U1431D-35X-1-A,0,130,313.6,314.9,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,Planar,Horizontal,,color banding,Moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,1,A,
349-U1431D-35X-2-A,0,9,315.1,315.19,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,2,A,
349-U1431D-35X-2-A,9,29,315.19,315.39,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,pod,Heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,2,A,
349-U1431D-35X-2-A,29,75,315.39,315.85,,clay,,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,Planar,Horizontal,,,Slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,2,A,
349-U1431D-35X-2-A,75,120,315.85,316.3,,silt,,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,Irregular,inclined,,fining upward,Slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,2,A,
349-U1431D-35X-2-A,120,150,316.3,316.6,,sandy silt,,sandy silt ,sandy silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,2,A,
349-U1431D-35X-3-A,17,78,316.77,317.38,,silty sand,,silty sand ,silty sand ,100,10BG 3/1 (dark greenish gray),indurated,very fine sand,3,medium sand,5,very well,,,,,,,,,,100,,,,irregular,horizontal,,dispersed layer,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,3,A,
349-U1431D-35X-CC-A,0,26,317.38,317.64,,silty sand,,silty sand ,silty sand ,100,10BG 3/1 (dark greenish gray),indurated,very fine sand,3,medium sand,5,very well,,,,,,,,,,100,,,,Irregular,Horizontal,,dispersed layer,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,35,X,CC,A,
349-U1431D-36X-1-A,0,13,323.3,323.43,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,rhythmic lamination,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,1,A,
349-U1431D-36X-1-A,13,15,323.43,323.45,,silt,,silt ,silt ,100,GLEY 1 3/N (very dark gray),moderately consolidated,silt,2,very fine sand,3,well,,,,,,,,,,100,,,,irregular,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,1,A,
349-U1431D-36X-1-A,15,51,323.45,323.81,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,wavy lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,1,A,
349-U1431D-36X-1-A,51,150,323.81,324.8,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,1,A,
349-U1431D-36X-2-A,0,43,324.8,325.23,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,2,A,
349-U1431D-36X-2-A,43,132,325.23,326.12,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/10Y (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,2,A,
349-U1431D-36X-2-A,132,150,326.12,326.3,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,2,A,
349-U1431D-36X-3-A,0,37,326.3,326.67,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,3,A,
349-U1431D-36X-3-A,37,56,326.67,326.86,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,3,A,
349-U1431D-36X-3-A,56,131,326.86,327.61,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,3,A,
349-U1431D-36X-4-A,0,45,327.8,328.25,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,irregular,sub-horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,4,A,
349-U1431D-36X-4-A,45,55,328.25,328.35,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,4,A,
349-U1431D-36X-4-A,55,70,328.35,328.5,foraminifer rich,sand,,foraminifer rich sand ,foraminifer rich sand ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated,fine sand,4,fine sand,4,well,,,,,,,,,,100,,,,planar,horizontal,,parallel stratification,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,4,A,
349-U1431D-36X-4-A,70,101,328.5,328.81,,clay,,clay ,clay ,100,GLEY 1 3/N (very dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,4,A,
349-U1431D-36X-5-A,0,31,328.81,329.12,,clay,,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,5,A,
349-U1431D-36X-5-A,31,65,329.12,329.46,,silty sand,,silty sand ,silty sand ,100,GLEY 1 4/10Y (dark greenish gray),indurated,fine sand,4,very fine sand,3,well,,,,,,,,,,100,,,,planar,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,5,A,
349-U1431D-36X-CC-A,0,5,329.46,329.51,,silty sand,,silty sand ,silty sand ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,silt,2,fine sand,4,,,,,,,,,,,,,,,planar,curved,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,CC,A,
349-U1431D-36X-CC-A,5,9,329.51,329.55,,clay,with silt,clay ,clay with silt ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,,,,,,,,,,,,,,,planar,inclined,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,CC,A,
349-U1431D-36X-CC-A,9,18,329.55,329.64,,silty sand,,silty sand ,silty sand ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,silt,2,fine sand,4,,,,,,,,,,,,,,,planar,curved,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,CC,A,
349-U1431D-36X-CC-A,18,23,329.64,329.69,,clay,with silt,clay ,clay with silt ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,,,,,,,,,,,,,,,planar,curved,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,CC,A,
349-U1431D-36X-CC-A,23,29,329.69,329.75,,silty sand,,silty sand ,silty sand ,,GLEY 1 5/10Y (greenish gray),moderately consolidated,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,36,X,CC,A,
349-U1431D-37X-1-A,0,45,333,333.45,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 5/N (gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,37,X,1,A,
349-U1431D-37X-1-A,45,93,333.45,333.93,,clayey silt,,clayey silt ,clayey silt ,100,GLEY 1 4/10Y (dark greenish gray),indurated,silt,2,very fine sand,3,moderately well,,,,,,,,,,100,,,,planar,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,37,X,1,A,
349-U1431D-37X-1-A,102,136,334.02,334.36,,silty sand,,silty sand ,silty sand ,100,GLEY 1 4/10Y (dark greenish gray),indurated,very fine sand,3,very fine sand,3,moderately well,,,,,,,,,,100,,,,irregular,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,37,X,1,A,
349-U1431D-37X-CC-A,0,29,334.36,334.65,foraminifer rich,sand,,foraminifer rich sand ,foraminifer rich sand ,100,GLEY 1 4/10Y (dark greenish gray),indurated,fine sand,4,very fine sand,3,moderately well,,,,,,,,,,100,,,,planar,horizontal,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,37,X,CC,A,
349-U1431D-38X-1-A,0,16,342.7,342.86,,clay,,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,38,X,1,A,
349-U1431D-38X-1-A,16,30,342.86,343,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,GLEY 1 6/10GY (greenish gray),moderately consolidated,clay,1,clay,1,well,,,,,,,,,,100,,,,planar,horizontal,,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,38,X,1,A,
