Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1431D-30X-3-A,13,15,268.23,268.25,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,planar,horizontal,thin bed,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-3-A,15,43,268.25,268.53,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-3-A,43,66,268.53,268.76,,nannofossil ooze,with foraminifers,nannofossil ooze ,nannofossil ooze with foraminifers ,,2.5Y 5/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-3-A,66,107,268.76,269.17,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thick bed,concretion,heavy,3,,,concretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-3-A,107,109,269.17,269.19,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-3-A,109,130,269.19,269.4,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,3,A,
349-U1431D-30X-4-A,0,17,269.6,269.77,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,4,A,
349-U1431D-30X-4-A,17,19,269.77,269.79,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,erosive,horizontal,thin bed,lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,4,A,
349-U1431D-30X-4-A,19,32,269.79,269.92,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,4,A,
349-U1431D-30X-4-A,32,70,269.92,270.3,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,4,A,
349-U1431D-30X-CC-A,0,7,270.3,270.37,foraminifer rich,sand,with silt,foraminifer rich sand ,foraminifer rich sand with silt ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,fine sand,4,fine sand,4,well,,,,,,,,,,,,,,,,medium bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,30,X,CC,A,
349-U1431D-31X-1-A,0,46,274.8,275.26,,clay,with silt,clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,1,A,
349-U1431D-31X-1-A,46,75,275.26,275.55,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,1,A,
349-U1431D-31X-1-A,75,120,275.55,276,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,1,A,
349-U1431D-31X-1-A,120,150,276,276.3,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,1,A,
349-U1431D-31X-2-A,0,50,276.3,276.8,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,2,A,
349-U1431D-31X-2-A,50,74,276.8,277.04,,clay,with silt,clay ,clay with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,2,A,
349-U1431D-31X-2-A,74,150,277.04,277.8,nannofossil rich,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,2,A,
349-U1431D-31X-3-A,0,120,277.8,279,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,thick bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,3,A,
349-U1431D-31X-3-A,120,124,279,279.04,nannofossil rich,silty clay,,nannofossil rich silty clay ,nannofossil rich silty clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thin bed,graded bedding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,3,A,
349-U1431D-31X-3-A,124,141,279.04,279.21,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,100,2.5Y 6/2 (light brownish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,gradational,horizontal,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,3,A,
349-U1431D-31X-3-A,141,150,279.21,279.3,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,100,2.5Y 6/1 (gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,medium bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,3,A,
349-U1431D-31X-4-A,0,16,279.3,279.46,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-4-A,16,50,279.46,279.8,,clay,with nannofossils,clay ,clay with nannofossils ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-4-A,50,96,279.8,280.26,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-4-A,96,100,280.26,280.3,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-4-A,100,129,280.3,280.59,,clay,with nannofossils,clay ,clay with nannofossils ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-4-A,129,135,280.59,280.65,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,4,A,
349-U1431D-31X-5-A,0,16,280.8,280.96,foraminifer rich,sandy silt,,foraminifer rich sandy silt ,foraminifer rich sandy silt ,,GLEY 1 6/10Y (greenish gray),well consolidated,silt,2,medium sand,5,well,,,,,,,,,,,,,,erosive,horizontal,medium bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,0,16,280.8,280.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,16,106,280.96,281.86,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,106,112,281.86,281.92,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,112,144,281.92,282.24,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,144,146,282.24,282.26,,foraminiferal ooze,with nannofossils,foraminiferal ooze ,foraminiferal ooze with nannofossils ,,GLEY 1 6/10Y (greenish gray),well consolidated,silt,2,medium sand,5,well,,,,,,,,,,,,,,gradational,horizontal,thin bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-5-A,146,150,282.26,282.3,,clay,with nannofossils,clay ,clay with nannofossils ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,5,A,
349-U1431D-31X-6-A,0,75,282.3,283.05,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,cataclastic,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,6,A,
349-U1431D-31X-6-A,75,79,283.05,283.09,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thin bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,6,A,
349-U1431D-31X-6-A,79,125,283.09,283.55,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,6,A,
349-U1431D-31X-7-A,0,75,283.55,284.3,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,7,A,
349-U1431D-31X-CC-A,0,16,284.3,284.46,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,5Y 6/1 (gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,CC,A,
349-U1431D-31X-CC-A,16,22,284.46,284.52,,clay,with silt,clay ,clay with silt ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thin bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,CC,A,
349-U1431D-31X-CC-A,22,29,284.52,284.59,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,5Y 6/1 (gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,31,X,CC,A,
349-U1431D-32X-1-A,0,7,284.5,284.57,,nannofossil ooze,with foraminifers,nannofossil ooze ,nannofossil ooze with foraminifers ,,GLEY 1 5/10Y (greenish gray),well consolidated,fine sand,4,medium sand,5,poor,,,,,,,,,,,,,,planar,horizontal,,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,1,A,
349-U1431D-32X-1-A,7,64,284.57,285.14,,nannofossil ooze,with foraminifers,nannofossil ooze ,nannofossil ooze with foraminifers ,,GLEY 1 6/10Y (greenish gray),well consolidated,silt,2,fine sand,4,poor,,,,,,,,,,,,,,gradational,horizontal,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,1,A,
349-U1431D-32X-1-A,64,75,285.14,285.25,,nannofossil ooze,with foraminifers,nannofossil ooze ,nannofossil ooze with foraminifers ,,GLEY 1 6/10Y (greenish gray),well consolidated,fine sand,4,medium sand,5,poor,,,,,,,,,,,,,,erosive,curved,,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,1,A,
349-U1431D-32X-1-A,75,120,285.25,285.7,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,erosive,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,1,A,
349-U1431D-32X-1-A,120,150,285.7,286,,clay,with silt,clay ,clay with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated,clay,1,silt,2,moderate,,,,,,,,,,100,,,,,,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,1,A,
349-U1431D-32X-2-A,0,32,286,286.32,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,2,A,
349-U1431D-32X-2-A,32,34,286.32,286.34,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thick bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,2,A,
349-U1431D-32X-2-A,34,41,286.34,286.41,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,2 mm thick silty layer at base,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,2,A,
349-U1431D-32X-2-A,41,150,286.41,287.5,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,2,A,
349-U1431D-32X-3-A,0,41,287.5,287.91,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-3-A,41,44,287.91,287.94,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,thick bed,lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-3-A,44,51,287.94,288.01,,clay,with nannofossils,clay ,clay with nannofossils ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,moderate,,,,,,,,,,,,,,gradational,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-3-A,51,53,288.01,288.03,nannofossil rich,clay,with foraminifers,nannofossil rich clay ,nannofossil rich clay with foraminifers ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,fine sand,4,moderate,,,,,,,,,,,,,,erosive,horizontal,,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-3-A,53,108,288.03,288.58,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-3-A,108,131,288.58,288.81,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,3,A,
349-U1431D-32X-4-A,0,9,289,289.09,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,gradational,horizontal,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,4,A,
349-U1431D-32X-4-A,9,26,289.09,289.26,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,4,A,
349-U1431D-32X-4-A,26,40,289.26,289.4,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,4,A,
349-U1431D-32X-4-A,40,49,289.4,289.49,nannofossil rich,clay,,nannofossil rich clay ,nannofossil rich clay ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,erosive,horizontal,medium bed,graded bedding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,4,A,
349-U1431D-32X-4-A,49,150,289.49,290.5,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,,,thick bed,color banding,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,4,A,
349-U1431D-32X-5-A,0,124,290.5,291.74,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,gradational,horizontal,thick bed,color banding,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,5,A,
349-U1431D-32X-5-A,124,143,291.74,291.93,calcareous rich,sand,,calcareous rich sand ,calcareous rich sand ,,5Y 5/1 (gray),moderately consolidated,fine sand,4,medium sand,5,moderate,,,,,,,,,,,,,,erosive,horizontal,medium bed,graded bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,5,A,
349-U1431D-32X-5-A,143,150,291.93,292,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,,,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,5,A,
349-U1431D-32X-6-A,0,49,292,292.49,calcareous rich,silt,,calcareous rich silt ,calcareous rich silt ,,5Y 5/1 (gray),slightly consolidated,silt,2,fine sand,4,moderately well,,,,,,,,,,,,,,erosive,curved,thick bed,graded bedding,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,6,A,
349-U1431D-32X-6-A,49,135,292.49,293.35,,nannofossil ooze,,nannofossil ooze ,nannofossil ooze ,,2.5Y 6/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,bioturbated,horizontal,thick bed,color banding,heavy,3,fracture,steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,6,A,
349-U1431D-32X-6-A,135,142,293.35,293.42,,clay,with silt,clay ,clay with silt ,,GLEY 1 5/10Y (greenish gray),well consolidated,clay,1,silt,2,moderately well,,,,,,,,,,,,,,,,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,6,A,
349-U1431D-32X-7-A,0,7,293.42,293.49,,nannofossil ooze,with clay,nannofossil ooze ,nannofossil ooze with clay ,,2.5Y 6/1 (gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,erosive,curved,medium bed,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
349-U1431D-32X-7-A,7,19,293.49,293.61,,clay,,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,horizontal,medium bed,,heavy,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
349-U1431D-32X-7-A,19,21,293.61,293.63,,silty clay,,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),well consolidated,clay,1,silt,2,well,,,,,,,,,,,,,,erosive,horizontal,thin bed,lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
349-U1431D-32X-7-A,21,23,293.63,293.65,,clay,,clay ,clay ,,GLEY 1 4/N (dark gray),well consolidated,clay,1,clay,1,well,,,,,,,,,,,,,,planar,curved,thin bed,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,D,32,X,7,A,
