Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-49F-4-A,0,71,309.7,310.41,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,,,,,,,,,,,,,,"Lithified, calcareous PACKSTONE. Fine- to medium-grained. Bioclasts are abundant and fragmented. Planktic foraminifera present.",,,,359,U1468,A,49,F,4,A,
359-U1468A-50F-1-A,0,7,310.5,310.57,calcareous bioclast rich,rudstone,6,calcareous bioclast rich rudstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,,,,,,,,,,,,,,Cave-in. RUDSTONE with lithoclasts and chert nodules.,,,,359,U1468,A,50,F,1,A,
359-U1468A-50F-1-A,7,81,310.57,311.31,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,,,,,,,,,,,,,,"Lithified, calcareous PACKSTONE. Fine- to medium-grained. Bioclasts are abundant and fragmented. Planktic foraminifera present.",,,,359,U1468,A,50,F,1,A,
359-U1468A-50F-2-A,0,20,311.31,311.51,calcareous bioclast rich,wackestone,2,calcareous bioclast rich wackestone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,,,,,,,,,,,,,,Suck-in. WACKESTONE. Fine-grained. Bioclasts are abundant and fragmented. Large benthic foraminifera and echinoid spines are common.,,,,359,U1468,A,50,F,2,A,
359-U1468A-50F-2-A,20,37,311.51,311.68,calcareous bioclast rich,rudstone,6,calcareous bioclast rich rudstone,lithified,5,2.5Y 6/2 (light brownish gray),granule,8,calcareous bioclast,,foraminifera (planktic),,,,,,,,,,,,,,,Suck-in. WACKESTONE. Fine-grained. Bioclasts are abundant and fragmented. Large benthic foraminifera and echinoid spines are common.,,,,359,U1468,A,50,F,2,A,
359-U1468A-51F-1-A,0,150,315.2,316.7,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,foraminifera (benthic),,,,,,,,complete,6,,,,Lithified calcareous bioclastic-rich PACKSTONE. Bioclasts are abundant and can not be identified.,,,,359,U1468,A,51,F,1,A,
359-U1468A-51F-2-A,0,139,316.7,318.09,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,foraminifera (benthic),,,,,,,,complete,6,,,,Lithified calcareous bioclastic-rich PACKSTONE. Bioclasts are abundant and can not be identified.,,,,359,U1468,A,51,F,2,A,
359-U1468A-51F-3-A,0,126,318.2,319.46,calcareous bioclast rich,packstone,3,calcareous bioclast rich packstone,lithified,5,2.5Y 7/2 (light gray),fine sand,4,calcareous bioclast,,foraminifera (planktic),,foraminifera (benthic),,,,,,,,complete,6,,,,Lithified calcareous bioclastic-rich PACKSTONE. Bioclasts are abundant and can not be identified.,,,,359,U1468,A,51,F,3,A,
359-U1468A-52F-1-A,0,33,319.9,320.23,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Unlithified to partially lithified planktic foraminifera-rich PACKSTONE. some chert fragments.,,,,359,U1468,A,52,F,1,A,
359-U1468A-53X-1-A,0,150,324.6,326.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Moderately sorted, slightly dolomitic.",,,,359,U1468,A,53,X,1,A,
359-U1468A-53X-2-A,0,124,326.11,327.35,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/3 (pale olive),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very well-sorted, very fine- to fine-grained. Chert 08-10, 60-62, 96 cm.",,,,359,U1468,A,53,X,2,A,
359-U1468A-53X-3-A,0,117,327.45,328.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,moderate,3,Palaeophycus,,,Lithified planktic foraminifera-rich WACKESTONE. Moderately sorted.,,,,359,U1468,A,53,X,3,A,
359-U1468A-53X-4-A,0,74,328.62,329.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,foraminifera (large benthic),Amphistegina,,,,,,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately sorted.,,,,359,U1468,A,53,X,4,A,
359-U1468A-53X-CC-A,0,32,329.36,329.71,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,foraminifera (large benthic),Amphistegina,,,,,,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately sorted.,,,,359,U1468,A,53,X,CC,A,
359-U1468A-54X-1-A,0,60,330.6,331.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Chondrites.",,,,359,U1468,A,54,X,1,A,
359-U1468A-55X-1-A,0,90,340.3,341.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,chert nodule,74 to 76 cm.,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Top 60 cm is highly disturbed.",,,,359,U1468,A,55,X,1,A,
359-U1468A-55X-2-A,0,82,341.31,342.13,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,55,X,2,A,
359-U1468A-55X-CC-A,0,20,342.13,342.33,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,55,X,CC,A,
359-U1468A-57X-CC-A,0,10,346,346.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),?,,,,,,,,chert nodule,as fragments,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Fragmented.,,,,359,U1468,A,57,X,CC,A,
359-U1468A-58X-1-A,0,140,350,351.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,58,X,1,A,
359-U1468A-58X-2-A,0,90,351.5,352.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,58,X,2,A,
359-U1468A-58X-CC-A,0,34,352.4,352.74,,mudstone,1,mudstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,"MUDSTONE, unidentifiable components.",,,,359,U1468,A,58,X,CC,A,
359-U1468A-59X-1-A,0,50,359.7,360.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,59,X,1,A,
359-U1468A-59X-1-A,50,149,360.2,361.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,chert nodule,"at 65, 92 and 100 cm",,moderate,3,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted. Chert.,,,,359,U1468,A,59,X,1,A,
359-U1468A-59X-2-A,0,150,361.2,362.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Highly bisected.",,,,359,U1468,A,59,X,2,A,
359-U1468A-59X-3-A,0,150,362.7,364.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,chert nodule,from 28 to 30 cm.,,common,4,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Chondrites.",,,,359,U1468,A,59,X,3,A,
359-U1468A-59X-4-A,0,139,364.2,365.59,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Palaeophycus,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Planolites.",,,,359,U1468,A,59,X,4,A,
359-U1468A-59X-5-A,0,150,365.7,367.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,celestine nodule,68 to 102 cm.,,common,4,Thalassinoides,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, very well-sorted. Planolites and Chondrites.",,,,359,U1468,A,59,X,5,A,
359-U1468A-59X-6-A,0,65,367.2,367.85,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,chert nodule,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1468,A,59,X,6,A,
359-U1468A-59X-CC-A,0,37,367.85,368.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,chert nodule,,,common,4,,,,Lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1468,A,59,X,CC,A,
359-U1468A-60X-CC-A,0,72,369.5,370.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich WACKESTONE. Well-sorted.,,,,359,U1468,A,60,X,CC,A,
359-U1468A-61X-1-A,0,150,379.2,380.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,61,X,1,A,
359-U1468A-61X-2-A,0,150,380.7,382.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,calcareous bioclast,,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,61,X,2,A,
359-U1468A-61X-3-A,0,150,382.2,383.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/3 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,61,X,3,A,
359-U1468A-61X-4-A,0,140,383.7,385.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,chert nodule,,,,,,,,Lithified plantkic foraminifera-rich PACKSTONE.,,,,359,U1468,A,61,X,4,A,
359-U1468A-61X-5-A,0,150,385.2,386.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Chondrites.",,,,359,U1468,A,61,X,5,A,
359-U1468A-61X-6-A,0,101,386.7,387.71,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1468,A,61,X,6,A,
359-U1468A-61X-7-A,0,94,387.71,388.65,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,61,X,7,A,
359-U1468A-61X-CC-A,0,31,388.65,388.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1468,A,61,X,CC,A,
359-U1468A-62X-CC-A,0,16,388.9,389.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1468,A,62,X,CC,A,
359-U1468A-63X-1-A,0,150,398.6,400.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,Palaeophycus,,,Lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1468,A,63,X,1,A,
359-U1468A-63X-2-A,0,139,400.1,401.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/3 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,63,X,2,A,
359-U1468A-63X-3-A,0,131,401.6,402.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,63,X,3,A,
359-U1468A-63X-CC-A,0,29,402.91,403.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,chert nodule,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,63,X,CC,A,
359-U1468A-64X-1-A,0,150,408.3,409.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,64,X,1,A,
359-U1468A-64X-2-A,0,90,409.8,410.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,64,X,2,A,
359-U1468A-64X-3-A,0,91,410.81,411.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,common,4,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Chondrites.",,,,359,U1468,A,64,X,3,A,
359-U1468A-64X-CC-A,0,27,411.72,411.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,chert nodule,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Fragmented chert in base.",,,,359,U1468,A,64,X,CC,A,
359-U1468A-65X-1-A,0,107,418,419.07,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,65,X,1,A,
359-U1468A-65X-CC-A,0,7,419.07,419.14,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,65,X,CC,A,
359-U1468A-65X-CC-A,13,46,419.2,419.53,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,65,X,CC,A,
359-U1468A-66X-1-A,0,86,427.7,428.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Zoophycos, Chondrites, Palaeophycus.",,,,359,U1468,A,66,X,1,A,
359-U1468A-66X-CC-A,0,39,428.56,428.95,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,66,X,CC,A,
359-U1468A-67X-1-A,0,7,437.5,437.57,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-1-A,7,20,437.57,437.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Thalassinoides.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-1-A,20,89,437.7,438.39,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Thalassinoides, Chondrites.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-1-A,89,106,438.39,438.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Thalassinoides, Chondrites.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-1-A,106,143,438.56,438.93,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-1-A,143,150,438.93,439,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Planolites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1468,A,67,X,1,A,
359-U1468A-67X-2-A,0,10,439,439.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Chondrites.",,,,359,U1468,A,67,X,2,A,
359-U1468A-67X-2-A,10,150,439.1,440.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Chondrites.",,,,359,U1468,A,67,X,2,A,
359-U1468A-67X-3-A,0,14,440.5,440.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,3,A,
359-U1468A-67X-3-A,14,20,440.64,440.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,3,A,
359-U1468A-67X-3-A,20,109,440.7,441.59,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,3,A,
359-U1468A-67X-3-A,109,116,441.59,441.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,3,A,
359-U1468A-67X-3-A,116,150,441.66,442,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,3,A,
359-U1468A-67X-4-A,0,140,442,443.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich PACKSTONE. Moderately-sorted.,,,,359,U1468,A,67,X,4,A,
359-U1468A-67X-5-A,0,72,443.5,444.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Palaeophycus.",,,,359,U1468,A,67,X,5,A,
359-U1468A-67X-5-A,72,150,444.22,445,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, .",,,,359,U1468,A,67,X,5,A,
359-U1468A-67X-6-A,0,72,445,445.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Thalassinoides.",,,,359,U1468,A,67,X,6,A,
359-U1468A-67X-6-A,72,134,445.72,446.34,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Thalassinoides.",,,,359,U1468,A,67,X,6,A,
359-U1468A-67X-7-A,0,57,446.35,446.92,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Very fine- to fine-grained, well-sorted. Planolites, Thalassinoides.",,,,359,U1468,A,67,X,7,A,
