Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1389A-2H-1-A,339,U1389,A,2,2-1,H,1,A,127,150,5.57,5.8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and forams,100,100,
339-U1389A-2H-2-A,339,U1389,A,2,2-2,H,2,A,0,12,5.8,5.92,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments and forams,100,100,
339-U1389A-2H-2-A,339,U1389,A,2,2-2,H,2,A,12,133,5.92,7.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams cm-sized burrows,100,100,
339-U1389A-2H-2-A,339,U1389,A,2,2-2,H,2,A,133,150,7.13,7.3,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-2H-3-A,339,U1389,A,2,2-3,H,3,A,0,23,7.3,7.53,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments ,100,100,
339-U1389A-2H-3-A,339,U1389,A,2,2-3,H,3,A,23,61,7.53,7.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,50,5Y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,50,5Y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,100,irregular contact,inter-stratification,medium bed [B01],,,,slight_339 [DB91],3,rare [A48],,Small shell fragments,50,50,
339-U1389A-2H-3-A,339,U1389,A,2,2-3,H,3,A,61,101,7.91,8.31,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,
339-U1389A-2H-3-A,339,U1389,A,2,2-3,H,3,A,101,114,8.31,8.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-2H-3-A,339,U1389,A,2,2-3,H,3,A,114,150,8.44,8.8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,clay [W22_1],1,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments present,100,100,
339-U1389A-2H-4-A,339,U1389,A,2,2-4,H,4,A,0,150,8.8,10.3,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,clay [W22_1],1,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,common [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,0,67,10.3,10.97,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,clay [W22_1],1,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,common [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,67,78,10.97,11.08,calcareous [Leg339],sandy silt [Leg339],,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,5y 4/2 (olive gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams cm-sized burrows,100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,78,82,11.08,11.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams cm-sized burrows,100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,82,107,11.12,11.37,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams cm-sized burrows,100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,107,117,11.37,11.47,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams cm-sized burrows,100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,117,119,11.47,11.49,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,100,5y 4/2 (olive gray),fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,,,,100,100,
339-U1389A-2H-5-A,339,U1389,A,2,2-5,H,5,A,119,150,11.49,11.8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams,100,100,
339-U1389A-2H-6-A,339,U1389,A,2,2-6,H,6,A,0,64,11.8,12.44,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams,100,100,
339-U1389A-2H-6-A,339,U1389,A,2,2-6,H,6,A,64,82,12.44,12.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-6-A,339,U1389,A,2,2-6,H,6,A,82,119,12.62,12.99,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-6-A,339,U1389,A,2,2-6,H,6,A,119,127,12.99,13.07,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-6-A,339,U1389,A,2,2-6,H,6,A,127,152,13.07,13.32,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-7-A,339,U1389,A,2,2-7,H,7,A,0,5,13.32,13.37,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-7-A,339,U1389,A,2,2-7,H,7,A,5,12,13.37,13.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-7-A,339,U1389,A,2,2-7,H,7,A,12,14,13.44,13.46,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,100,5y 4/2 (olive gray),fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,,,,100,100,
339-U1389A-2H-7-A,339,U1389,A,2,2-7,H,7,A,14,52,13.46,13.84,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-CC-A,339,U1389,A,2,2-CC,H,CC,A,0,12,13.84,13.96,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/2 (olive gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-2H-CC-A,339,U1389,A,2,2-CC,H,CC,A,12,34,13.96,14.18,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5y 4/2 (olive gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments present, cm scale mottles and pyrite filled burrows",100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,0,11,13.8,13.91,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Mottled,100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,11,27,13.91,14.07,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"13 cm: scaphopod, 16cm:shell fragment, mottled",100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,27,48,14.07,14.28,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,inverse grading,,,,,slight_339 [DB91],3,few [A48],,"35 cm: echinoderm fragment, 37 and 42 cm: scaphopod: mottled
",100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,48,81,14.28,14.61,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,81,106,14.61,14.86,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,"Mottold, 85-91 cm: very large silt burrow",100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,106,112,14.86,14.92,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,112,138,14.92,15.18,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-1-A,339,U1389,A,3,3-1,H,1,A,138,141,15.18,15.21,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,0,26,15.21,15.47,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Heavily bioturbated with sand-filled burrows, shell fragments",100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,26,47,15.47,15.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,47,57,15.68,15.78,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,57,72,15.78,15.93,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments,100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,72,126,15.93,16.47,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"73-75 cm: scaphopod, originary at 131-132 cm, several sand-filled and shell fragments-filled burrows",100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,126,145,16.47,16.66,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,bigradational bedding,,,,,slight_339 [DB91],3,,,139/140 -141-142 cm: muddy layer-included,100,100,
339-U1389A-3H-2-A,339,U1389,A,3,3-2,H,2,A,145,150,16.66,16.71,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389A-3H-3-A,339,U1389,A,3,3-3,H,3,A,0,49,16.71,17.2,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,inverse grading,,,,,slight_339 [DB91],3,,,"6 and 19 cm: scaphopods, 22-24 cm: more muddy layer",100,100,
339-U1389A-3H-3-A,339,U1389,A,3,3-3,H,3,A,49,98,17.2,17.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Several sand-filled burrows at top,100,100,
339-U1389A-3H-3-A,339,U1389,A,3,3-3,H,3,A,98,137,17.69,18.08,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-3-A,339,U1389,A,3,3-3,H,3,A,137,151,18.08,18.22,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Sand-filled burrow,100,100,
339-U1389A-3H-4-A,339,U1389,A,3,3-4,H,4,A,0,26,18.22,18.48,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-4-A,339,U1389,A,3,3-4,H,4,A,26,36,18.48,18.58,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-4-A,339,U1389,A,3,3-4,H,4,A,36,99,18.58,19.21,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,
339-U1389A-3H-4-A,339,U1389,A,3,3-4,H,4,A,99,109,19.21,19.31,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-4-A,339,U1389,A,3,3-4,H,4,A,109,151,19.31,19.73,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,112 cm: shell fragments,100,100,
339-U1389A-3H-5-A,339,U1389,A,3,3-5,H,5,A,0,42,19.73,20.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389A-3H-5-A,339,U1389,A,3,3-5,H,5,A,42,112,20.15,20.85,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, mottled",100,100,
339-U1389A-3H-5-A,339,U1389,A,3,3-5,H,5,A,112,119,20.85,20.92,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,
339-U1389A-3H-5-A,339,U1389,A,3,3-5,H,5,A,119,151,20.92,21.24,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
