Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1386C-4R-1-A,339,U1386,C,4,4-1,R,1,,0,150,205,206.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-2-A,339,U1386,C,4,4-2,R,2,,0,150,206.5,208,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-3-A,339,U1386,C,4,4-3,R,3,,0,150,208,209.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-4-A,339,U1386,C,4,4-4,R,4,,0,150,209.5,211,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-5-A,339,U1386,C,4,4-5,R,5,,0,150,211,212.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-6-A,339,U1386,C,4,4-6,R,6,,0,120,212.5,213.7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-4R-CC-A,339,U1386,C,4,4-CC,R,CC,,0,21,213.7,213.91,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,rare [A48],,Small shell fragments and foraminifers present.,100,100,,
339-U1386C-5W-1-A,339,U1386,C,5,5-1,R,1,,0,150,214.6,216.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Wash core.  Interval is relatively intact internally, but stratigraphic position is unknown.",100,100,,
339-U1386C-5W-2-A,339,U1386,C,5,5-2,R,2,,0,150,216.1,217.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Wash core.  Interval is relatively intact internally, but stratigraphic position is unknown.",100,100,,
339-U1386C-5W-3-A,339,U1386,C,5,5-3,R,3,,0,59,217.6,218.19,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Wash core.  Interval is relatively intact internally, but stratigraphic position is unknown.",100,100,,
339-U1386C-5W-CC-A,339,U1386,C,5,5-CC,R,CC,,0,23,218.19,218.42,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Wash core.  Interval is relatively intact internally, but stratigraphic position is unknown.",100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,0,11,405,405.11,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,few [A48],,,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,11,32,405.11,405.32,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,parallel lamination,,,,,absent_339 [DB91],1,few [A48],,A 1 cm fine sand layer at the bottom. Parallel lamina and shell fragments.,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,32,86,405.32,405.86,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,parallel lamination,,,,,absent_339 [DB91],1,rare [A48],,Parallel lamination (clay-silt alternation). Rip-up clasts at 55 and 68 cm. ,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,86,87,405.86,405.87,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,rare [A48],,Rip-up clast,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,87,96,405.87,405.96,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,cross-bedding,,,,,absent_339 [DB91],1,rare [A48],,Low-angled cross lamina.  Possibly a part of turbidite (top).,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,96,100,405.96,406,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,absent_339 [DB91],1,rare [A48],,Possibly a part of turbidite (middle).,100,100,,
339-U1386C-6R-1-A,339,U1386,C,6,6-1,R,1,,100,119,406,406.19,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,,normal grading,,,,,absent_339 [DB91],1,rare [A48],,Possibly a part of turbidite (lower part).,100,100,,
339-U1386C-6R-CC-A,339,U1386,C,6,6-CC,R,CC,,0,24,406.19,406.43,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,100,contact not recovered,normal grading,,,,,sparse_339 [DB91],2,rare [A48],,Possibly a part of turbidite (bottom).,100,100,,
339-U1386C-7R-1-A,339,U1386,C,7,7-1,R,1,,0,42,414.6,415.02,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,Rip-up clasts. Burrows and chondrites.,100,100,,
339-U1386C-7R-1-A,339,U1386,C,7,7-1,R,1,,42,57,415.02,415.17,calcareous [Leg339],sandy silt [Leg339],,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1386C-7R-1-A,339,U1386,C,7,7-1,R,1,,57,66,415.17,415.26,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1386C-7R-1-A,339,U1386,C,7,7-1,R,1,,66,139,415.26,415.99,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,parallel lamination,,,,,absent_339 [DB91],1,rare [A48],,"~1 cm thick mud layers at 97, 125 and 132 cm. Also, very thin silt layers are intercalated, forming parallel laminations. Few rip-up clasts.",100,100,,
339-U1386C-7R-1-A,339,U1386,C,7,7-1,R,1,,139,150,415.99,416.1,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,,100,100,,
339-U1386C-7R-2-A,339,U1386,C,7,7-2,R,2,,0,4,416.1,416.14,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,absent_339 [DB91],1,rare [A48],,,100,100,,
339-U1386C-7R-2-A,339,U1386,C,7,7-2,R,2,,4,11,416.14,416.21,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,rare [A48],,Rip-up clast,100,100,,
339-U1386C-7R-2-A,339,U1386,C,7,7-2,R,2,,11,122,416.21,417.32,calcareous [Leg339],sandy silt [Leg339],,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,absent_339 [DB91],1,rare [A48],,~1 cm thick fine sand layers at 63 and 108 cm. Rip-up clast and spiral shell.,100,100,,
339-U1386C-7R-2-A,339,U1386,C,7,7-2,R,2,,122,150,417.32,417.6,pebbly,sand [Leg339],,pebbly  sand ,pebbly sand ,sand ,100,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,A 2 cm thick mud layer is at 143 cm.,100,100,,
339-U1386C-7R-3-A,339,U1386,C,7,7-3,R,3,,0,150,417.6,419.1,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,60,10Y 4/1 (dark greenish gray),medium sand [W22_2],5,very coarse sand [W22_2],7,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,40,10BG 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,100,irregular contact,,medium bed [B01],few [A48],,,absent_339 [DB91],1,rare [A48],contorted strata [BJ80],"Soft sediment deformation structure (slump fold?) in silty sand part (22-35, 40-76, and 79-98 cm).",60,60,,
339-U1386C-7R-4-A,339,U1386,C,7,7-4,R,4,,0,150,419.1,420.6,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,90,10Y 4/1 (dark greenish gray),medium sand [W22_2],5,granule [W22_2],8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,10,10BG 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,100,irregular contact,,,few [A48],,,absent_339 [DB91],1,rare [A48],contorted strata [BJ80],"1-3 cm thick intervals of fine grained sediments (silt to sandy silt) are in 71, 76, 117 and 132 cm. Contorted strata is in 78-117 cm.  A disc shape pebble is in 138 cm.",90,90,,
339-U1386C-7R-5-A,339,U1386,C,7,7-5,R,5,,0,110,420.6,421.7,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,90,10Y 4/1 (dark greenish gray),medium sand [W22_2],5,very coarse sand [W22_2],7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,10,10BG 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,100,irregular contact,,,few [A48],,,absent_339 [DB91],1,rare [A48],contorted strata [BJ80],Abundant mud clasts. Contorted throughout the section.,90,90,,
339-U1386C-7R-CC-A,339,U1386,C,7,7-CC,R,CC,,0,5,421.7,421.75,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,90,10Y 4/1 (dark greenish gray),medium sand [W22_2],5,granule [W22_2],8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,10,10BG 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,100,irregular contact,,,few [A48],,,absent_339 [DB91],1,rare [A48],contorted strata [BJ80],Abundant mud clasts. Contorted throughout the section.,90,90,,
339-U1386C-8R-1-A,339,U1386,C,8,8-1,R,1,,0,101,424.2,425.21,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,"A peat layer at 41 cm. Wood fragments at 48, 65 and 67 cm.",100,100,,
339-U1386C-8R-2-A,339,U1386,C,8,8-2,R,2,,0,52,425.21,425.73,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,Two thin (1-3 cm) sand beds.  Chondrites at 42-52 cm.,100,100,,
339-U1386C-8R-2-A,339,U1386,C,8,8-2,R,2,,52,69,425.73,425.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1386C-8R-CC-A,339,U1386,C,8,8-CC,R,CC,,0,18,425.9,426.08,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1386C-9R-1-A,339,U1386,C,9,9-1,R,1,,0,94,433.8,434.74,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,N 4 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,Some plant fragments,100,100,,
339-U1386C-9R-1-A,339,U1386,C,9,9-1,R,1,,94,143,434.74,435.23,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,N 3 (very dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,A thin silty sand layer is at 94-96 cm.,100,100,,
339-U1386C-9R-1-A,339,U1386,C,9,9-1,R,1,,143,150,435.23,435.3,calcareous [Leg339],sandy silt [Leg339],,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,N 3 (very dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,absent_339 [DB91],1,rare [A48],,Some plant fragments,100,100,,
339-U1386C-9R-2-A,339,U1386,C,9,9-2,R,2,,0,3,435.3,435.33,calcareous [Leg339],sandy silt [Leg339],,calcareous   sandy silt ,calcareous  sandy silt ,sandy silt ,100,N 3 (very dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,absent_339 [DB91],1,rare [A48],,Some plant fragments,100,100,,
339-U1386C-9R-2-A,339,U1386,C,9,9-2,R,2,,3,30,435.33,435.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1386C-9R-2-A,339,U1386,C,9,9-2,R,2,,30,40,435.6,435.7,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,sparse_339 [DB91],2,few [A48],,Shell fragments. Possibly a part of turbidite (upper part).,100,100,,
339-U1386C-9R-2-A,339,U1386,C,9,9-2,R,2,,40,51,435.7,435.81,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,5GY 5/1 (greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,discontinuous contact,normal grading,,,,,sparse_339 [DB91],2,few [A48],,Shell fragments.  Possibly a part of turbidite (lower part).,100,100,,
339-U1386C-9R-2-A,339,U1386,C,9,9-2,R,2,,51,150,435.81,436.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],,Sand-filled burrow.,100,100,,
339-U1386C-9R-3-A,339,U1386,C,9,9-3,R,3,,0,104,436.8,437.84,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],,Sand-filled burrow.,100,100,,
339-U1386C-9R-4-A,339,U1386,C,9,9-4,R,4,,0,61,437.84,438.45,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],,Sand-filled burrow.,100,100,,
339-U1386C-9R-CC-A,339,U1386,C,9,9-CC,R,CC,,0,10,438.45,438.55,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],,Sand-filled burrow.,100,100,,
339-U1386C-10R-1-A,339,U1386,C,10,10-1,R,1,,0,50,443.4,443.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,A 2 cm thick silty mud layer at 14 cm.,100,100,,
339-U1386C-10R-1-A,339,U1386,C,10,10-1,R,1,,50,79,443.9,444.19,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 4/1 (dark greenish gray),silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,Two thin silty mud layer at 120 and 131 cm.,100,100,,
339-U1386C-10R-1-A,339,U1386,C,10,10-1,R,1,,79,150,444.19,444.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-2-A,339,U1386,C,10,10-2,R,2,,0,150,444.9,446.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,0,40,446.4,446.8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,40,50,446.8,446.9,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,5GY 3/1 (very dark greenish gray),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,sparse_339 [DB91],2,,,Possibly turbidite,100,100,,
