Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1425E-1H-CC-A,0,16,5.53,5.69,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,1,H,CC,A,
346-U1425E-2H-1-A,0,150,5.7,7.2,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,1,A,
346-U1425E-2H-1-A,8,41,5.78,6.11,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,1,A,
346-U1425E-2H-1-A,47,118,6.17,6.88,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,1,A,
346-U1425E-2H-2-A,0,150,7.2,8.7,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,2,A,
346-U1425E-2H-3-A,0,129,8.7,9.99,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,3,A,
346-U1425E-2H-3-A,129,130,9.99,10,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,3,A,
346-U1425E-2H-3-A,130,150,10,10.2,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,3,A,
346-U1425E-2H-4-A,0,105,10.2,11.25,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,4,A,
346-U1425E-2H-4-A,105,106,11.25,11.26,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,4,A,
346-U1425E-2H-4-A,106,150,11.26,11.7,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,4,A,
346-U1425E-2H-5-A,0,108,11.7,12.78,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,5,A,
346-U1425E-2H-5-A,108,111,12.78,12.81,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,5,A,
346-U1425E-2H-5-A,111,150,12.81,13.2,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,5,A,
346-U1425E-2H-6-A,0,100,13.2,14.2,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,6,A,
346-U1425E-2H-7-A,0,67,14.2,14.87,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,7,A,
346-U1425E-2H-7-A,10,44,14.3,14.64,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,7,A,
346-U1425E-2H-CC-A,0,19,14.87,15.06,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,2,H,CC,A,
346-U1425E-3H-1-A,0,120,15.2,16.4,,clay ,,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,1,A,
346-U1425E-3H-2-A,0,91,16.4,17.31,,clay ,with foraminifers ,clay  with foraminifers ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,2,A,
346-U1425E-3H-2-A,30,113,16.7,17.53,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,2,A,
346-U1425E-3H-2-A,91,92,17.31,17.32,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,2,A,
346-U1425E-3H-2-A,92,150,17.32,17.9,,clay ,with foraminifers ,clay  with foraminifers ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,2,A,
346-U1425E-3H-2-A,132,150,17.72,17.9,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,2,A,
346-U1425E-3H-3-A,0,150,17.9,19.4,,calcareous ooze ,,calcareous ooze ,,,,lamination,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,3,A,
346-U1425E-3H-4-A,0,14,19.4,19.54,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,14,14.5,19.54,19.545,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,14.5,30,19.545,19.7,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,30,31,19.7,19.71,,tephra ,,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,31,117,19.71,20.57,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,117,117.5,20.57,20.575,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-4-A,117.5,128,20.575,20.68,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,4,A,
346-U1425E-3H-CC-A,0,7,20.68,20.75,,silty clay ,,silty clay ,,,,color banding,2.5Y 3/3 (dark olive brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,3,H,CC,A,
346-U1425E-4H-1-A,0,150,24.7,26.2,,silty clay ,,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,1,A,
346-U1425E-4H-2-A,0,150,26.2,27.7,,silty clay ,with foraminifers ,silty clay  with foraminifers ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,2,A,
346-U1425E-4H-2-A,102,150,27.22,27.7,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,2,A,
346-U1425E-4H-3-A,0,34,27.7,28.04,,silty clay ,,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,0,85,27.7,28.55,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,34,34.5,28.04,28.045,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,34.5,116,28.045,28.86,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,116,119,28.86,28.89,,calcareous ooze ,,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,119,122,28.89,28.92,,silty clay ,,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,122,123,28.92,28.93,,calcareous ooze ,,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-3-A,123,150,28.93,29.2,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,3,A,
346-U1425E-4H-4-A,0,100,29.2,30.2,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,4,A,
346-U1425E-4H-4-A,74,87,29.94,30.07,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,4,A,
346-U1425E-4H-5-A,0,14,30.2,30.34,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,5,A,
346-U1425E-4H-5-A,7,24,30.27,30.44,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,5,A,
346-U1425E-4H-5-A,14,14.5,30.34,30.345,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,5,A,
346-U1425E-4H-5-A,14.5,72,30.345,30.92,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,5,A,
346-U1425E-4H-5-A,72,75,30.92,30.95,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,5,A,
346-U1425E-4H-CC-A,0,15,30.95,31.1,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,4,H,CC,A,
346-U1425E-5H-1-A,0,150,29.2,30.7,,carbonate ooze [Leg178],,carbonate ooze ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,1,A,
346-U1425E-5H-1-A,61,87,29.81,30.07,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,1,A,
346-U1425E-5H-2-A,0,150,30.7,32.2,,carbonate ooze [Leg178],,carbonate ooze ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,2,A,
346-U1425E-5H-3-A,0,13,32.2,32.33,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,0,31,32.2,32.51,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,31,33,32.51,32.53,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,33,37,32.53,32.57,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,37,38,32.57,32.58,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,38,61.5,32.58,32.815,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,50,107,32.7,33.27,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,61.5,62,32.815,32.82,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,62,63,32.82,32.83,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,63,63.5,32.83,32.835,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,63.5,99,32.835,33.19,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,99,99.5,33.19,33.195,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-3-A,99.5,150,33.195,33.7,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,3,A,
346-U1425E-5H-4-A,0,94,33.7,34.64,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,4,A,
346-U1425E-5H-4-A,45,60,34.15,34.3,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,4,A,
346-U1425E-5H-4-A,94,124,34.64,34.94,,calcareous ooze [Leg339],,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,4,A,
346-U1425E-5H-4-A,94,124,34.64,34.94,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,4,A,
346-U1425E-5H-4-A,124,150,34.94,35.2,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,4,A,
346-U1425E-5H-5-A,0,80,35.2,36,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,5,A,
346-U1425E-5H-5-A,80,107,36,36.27,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,5,A,
346-U1425E-5H-5-A,107,150,36.27,36.7,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,5,A,
346-U1425E-5H-6-A,0,57,36.7,37.27,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,6,A,
346-U1425E-5H-6-A,57,66,37.27,37.36,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,6,A,
346-U1425E-5H-6-A,66,96,37.36,37.66,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,6,A,
346-U1425E-5H-6-A,96,99,37.66,37.69,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,6,A,
346-U1425E-5H-6-A,99,100,37.69,37.7,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,6,A,
346-U1425E-5H-7-A,0,9.5,37.7,37.795,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,7,A,
346-U1425E-5H-7-A,9.5,10.5,37.795,37.805,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,7,A,
346-U1425E-5H-7-A,10.5,57,37.805,38.27,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,7,A,
346-U1425E-5H-CC-A,0,12,38.27,38.39,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,5,H,CC,A,
346-U1425E-6H-1-A,0,6,38.7,38.76,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1425,E,6,H,1,A,
