Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1457B-9H-6-A,0,130,77.2,78.5,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-9H-7-A,0,59,78.5,79.09,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-9H-CC-A,0,30,79.09,79.39,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-1-A,0,150,79.2,80.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-2-A,0,107,80.7,81.77,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-10H-3-A,0,48,81.77,82.25,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-4-A,0,109,82.25,83.34,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-5-A,0,113,83.34,84.47,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-6-A,0,115,84.47,85.62,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,,,,,,,,,,,,
355-U1457B-10H-7-A,0,140,85.62,87.02,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-10H-CC-A,0,68,87.02,87.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-12H-1-A,0,88,91.7,92.58,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-2-A,0,116,92.58,93.74,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-3-A,0,109,93.74,94.83,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-4-A,0,111,94.83,95.94,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-5-A,0,127,95.94,97.21,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-6-A,0,102,97.21,98.23,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-12H-CC-A,0,87,98.23,99.1,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-1-A,0,150,101.2,102.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-2-A,0,150,102.7,104.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-3-A,0,136,104.2,105.56,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-4-A,0,99,105.71,106.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-5-A,0,150,106.7,108.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-13H-CC-A,0,35,108.2,108.55,,,,,,,,,,99,,,,,,,,,,,,,,1,,,,,,100,,,,,,,,,,,,,,,,
355-U1457B-13H-CC-A,0,36,108.2,108.56,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-14F-1-A,0,150,110.7,112.2,,silty,clay,,silty clay,,,brown,10R 4/1 (dark reddish gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-14F-2-A,0,152,112.2,113.72,,silty,clay,,silty clay,,,brown,10Y 4/1 (dark greenish gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-14F-3-A,0,145,113.72,115.17,,silty,clay,,silty clay,,,brown,10G 4/1 (dark greenish gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-14F-CC-A,0,19,115.17,115.36,,silty,clay,,silty clay,,,brown,10G 4/1 (dark greenish gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-14F-CC-A,0,24,115.17,115.41,,,,,,,,,,,,,,,,,,,,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,
355-U1457B-15F-1-A,0,13,115.4,115.53,,clayey,silt,,clayey silt,,,brown,10BG 4/1 (dark greenish gray),60,silt,2,silt,2,,clayey,silt,,clayey silt,clayey silt,silt,dark gray,10YR 3/1 (very dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-15F-1-A,13,150,115.53,116.9,,silty,clay,,silty clay,,,brown,10B 4/1 (dark bluish gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-15F-2-A,0,141,116.9,118.31,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,silty,clay,,silty clay,silty clay,clay,dark gray,10YR 4/1 (dark gray),10,clay,1,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-15F-3-A,0,145,118.4,119.85,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-15F-CC-A,0,14,119.85,119.99,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-17F-1-A,0,142,124.8,126.22,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-17F-2-A,0,141,126.22,127.63,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-17F-3-A,0,100,127.63,128.63,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-17F-4-A,0,78,128.63,129.41,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),70,silt,2,silt,2,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-17F-CC-A,0,20,129.41,129.61,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),60,silt,2,silt,2,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),40,clay,1,silt,2,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-19F-1-A,0,150,134.2,135.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-19F-2-A,0,140,135.7,137.1,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-19F-2-A,0,150,135.7,137.2,,,,,,,,,,,,,,,,,,,,,,,,,,,silt,2,,,,,,,,,,,,,,,,,,
355-U1457B-19F-3-A,0,82,137.2,138.02,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-19F-4-A,0,82,138.02,138.84,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-19F-CC-A,0,17,138.84,139.01,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-1-A,0,61,143.6,144.21,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-2-A,0,141,144.31,145.72,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-3-A,0,100,145.72,146.72,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-4-A,0,99,146.72,147.71,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-5-A,0,29,147.71,148,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-21F-CC-A,0,40,148,148.4,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-23F-1-A,0,141,153,154.41,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-23F-2-A,0,141,154.41,155.82,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-23F-3-A,0,82,155.91,156.73,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),60,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-23F-4-A,0,78,156.73,157.51,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-23F-CC-A,0,18,157.51,157.69,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-25F-1-A,0,71,162.4,163.11,,,clay,,clay,,,dark gray,10YR 4/1 (dark gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-25F-1-A,71,141,163.11,163.81,,,clay,,clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-25F-2-A,0,142,163.81,165.23,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-25F-3-A,0,101,165.23,166.24,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),20,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-25F-4-A,0,87,166.24,167.11,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,
355-U1457B-25F-CC-A,0,22,167.11,167.33,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,medium bedded,,,,,,,,,,,,
355-U1457B-27F-1-A,0,136,171.8,173.16,,silty,clay,,silty clay,,normal grading,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,planar,sharp,horizontal,thickly bedded,normally graded,,,,heavy,5,,,,,,
355-U1457B-27F-1-A,136,142,173.16,173.22,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),100,clay,1,silt,2,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
355-U1457B-27F-2-A,0,110,173.22,174.32,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,
355-U1457B-27F-3-A,0,59,174.42,175.01,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,
355-U1457B-27F-4-A,0,55,175.01,175.56,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,thickly bedded,,,,,heavy,5,,,,,,
355-U1457B-29F-1-A,0,21,181.2,181.41,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-1-A,21,144,181.41,182.64,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-2-A,0,31,182.64,182.95,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-2-A,31,65,182.95,183.29,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-2-A,65,91,183.29,183.55,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-2-A,91,144,183.55,184.08,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-3-A,0,17,184.08,184.25,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-3-A,17,80,184.25,184.88,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-3-A,80,95,184.88,185.03,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-3-A,95,122,185.03,185.3,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-4-A,0,67,185.3,185.97,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1457B-29F-CC-A,0,28,185.97,186.25,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-1-A,0,40,190.6,191,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),90,silt,2,fine sand,4,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-1-A,40,88,191,191.48,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-1-A,88,144,191.48,192.04,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),30,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-2-A,0,23,192.04,192.27,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-2-A,23,74,192.27,192.78,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-2-A,74,113,192.78,193.17,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),80,silt,2,fine sand,4,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),20,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-2-A,113,134,193.17,193.38,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-3-A,0,40,193.48,193.88,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-3-A,40,94,193.88,194.42,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-4-A,0,57,194.42,194.99,,sandy,silt,,sandy silt,,,brown,10YR 3/1 (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1457B-31F-4-A,57,65,194.99,195.07,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,brown,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,,,,thinly bedded,normally graded,,,,,,,,,,,
