Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data
320-U1335A-21H-2-A,320,U1335,A,21,21-2,H,2,A,0,62,190.9,191.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-2-A,320,U1335,A,21,21-2,H,2,A,62,129,191.52,192.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10YR 8/1,,,
320-U1335A-21H-2-A,320,U1335,A,21,21-2,H,2,A,129,150,192.19,192.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-3-A,320,U1335,A,21,21-3,H,3,A,0,150,192.4,193.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-4-A,320,U1335,A,21,21-4,H,4,A,0,150,193.9,195.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-5-A,320,U1335,A,21,21-5,H,5,A,0,95,195.4,196.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-5-A,320,U1335,A,21,21-5,H,5,A,95,135,196.35,196.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-5-A,320,U1335,A,21,21-5,H,5,A,135,150,196.75,196.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-6-A,320,U1335,A,21,21-6,H,6,A,0,140,196.9,198.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-7-A,320,U1335,A,21,21-7,H,7,A,0,44,198.3,198.74,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-21H-CC-A,320,U1335,A,21,21-CC,H,CC,A,0,20,198.74,198.94,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-22H-1-A,320,U1335,A,22,22-1,H,1,A,0,150,198.9,200.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-2-A,320,U1335,A,22,22-2,H,2,A,0,150,200.4,201.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-3-A,320,U1335,A,22,22-3,H,3,A,0,150,201.9,203.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-4-A,320,U1335,A,22,22-4,H,4,A,0,150,203.4,204.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-5-A,320,U1335,A,22,22-5,H,5,A,0,90,204.9,205.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-5-A,320,U1335,A,22,22-5,H,5,A,90,107,205.8,205.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10GY 8/1,sharp basal contact marked by gray (N5) layers including opaques,,
320-U1335A-22H-5-A,320,U1335,A,22,22-5,H,5,A,107,150,205.97,206.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-6-A,320,U1335,A,22,22-6,H,6,A,0,150,206.4,207.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-7-A,320,U1335,A,22,22-7,H,7,A,0,56,207.9,208.46,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-22H-CC-A,320,U1335,A,22,22-CC,H,CC,A,0,18,208.46,208.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-23H-1-A,320,U1335,A,23,23-1,H,1,A,0,100,208.4,209.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-23H-1-A,320,U1335,A,23,23-1,H,1,A,100,130,209.4,209.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10GY 8/1,sharp basal contact marked by gray (N5) layers including opaques,,
320-U1335A-23H-1-A,320,U1335,A,23,23-1,H,1,A,130,150,209.7,209.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-1-A,320,U1335,A,23,23-1,H,1,A,130,150,209.7,209.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-2-A,320,U1335,A,23,23-2,H,2,A,0,150,209.9,211.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-2-A,320,U1335,A,23,23-2,H,2,A,0,150,209.9,211.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-3-A,320,U1335,A,23,23-3,H,3,A,0,100,211.4,212.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-3-A,320,U1335,A,23,23-3,H,3,A,0,100,211.4,212.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-3-A,320,U1335,A,23,23-3,H,3,A,100,141,212.4,212.81,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10GY 8/1,Note that this is minimum thickness because the IW interval is at the bottom of section 3. ,,
320-U1335A-23H-3-A,320,U1335,A,23,23-3,H,3,A,141,150,212.81,212.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-3-A,320,U1335,A,23,23-3,H,3,A,141,150,212.81,212.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-4-A,320,U1335,A,23,23-4,H,4,A,0,150,212.9,214.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-4-A,320,U1335,A,23,23-4,H,4,A,0,150,212.9,214.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-5-A,320,U1335,A,23,23-5,H,5,A,0,150,214.4,215.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-5-A,320,U1335,A,23,23-5,H,5,A,0,150,214.4,215.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-6-A,320,U1335,A,23,23-6,H,6,A,0,150,215.9,217.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-6-A,320,U1335,A,23,23-6,H,6,A,0,150,215.9,217.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-23H-7-A,320,U1335,A,23,23-7,H,7,A,0,71,217.4,218.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,,
320-U1335A-23H-7-A,320,U1335,A,23,23-7,H,7,A,0,71,217.4,218.11,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,5GY 8/1,,,
320-U1335A-24H-1-A,320,U1335,A,24,24-1,H,1,A,0,150,217.9,219.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-2-A,320,U1335,A,24,24-2,H,2,A,0,150,219.4,220.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-3-A,320,U1335,A,24,24-3,H,3,A,0,150,220.9,222.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-4-A,320,U1335,A,24,24-4,H,4,A,0,150,222.4,223.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-5-A,320,U1335,A,24,24-5,H,5,A,0,150,223.9,225.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-6-A,320,U1335,A,24,24-6,H,6,A,0,150,225.4,226.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-7-A,320,U1335,A,24,24-7,H,7,A,0,76,226.9,227.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-24H-CC-A,320,U1335,A,24,24-CC,H,CC,A,0,17,227.66,227.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,
320-U1335A-25H-1-A,320,U1335,A,25,25-1,H,1,A,0,150,227.4,228.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-2-A,320,U1335,A,25,25-2,H,2,A,0,150,228.9,230.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-3-A,320,U1335,A,25,25-3,H,3,A,0,150,230.4,231.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-4-A,320,U1335,A,25,25-4,H,4,A,0,150,231.9,233.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-5-A,320,U1335,A,25,25-5,H,5,A,0,150,233.4,234.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-6-A,320,U1335,A,25,25-6,H,6,A,0,150,234.9,236.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-25H-7-A,320,U1335,A,25,25-7,H,7,A,0,44,236.4,236.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-1-A,320,U1335,A,26,26-1,H,1,A,0,150,236.9,238.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-2-A,320,U1335,A,26,26-2,H,2,A,0,150,238.4,239.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-3-A,320,U1335,A,26,26-3,H,3,A,0,150,239.9,241.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-4-A,320,U1335,A,26,26-4,H,4,A,0,150,241.4,242.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-5-A,320,U1335,A,26,26-5,H,5,A,0,150,242.9,244.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-6-A,320,U1335,A,26,26-6,H,6,A,0,150,244.4,245.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-7-A,320,U1335,A,26,26-7,H,7,A,0,76,245.9,246.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-26H-CC-A,320,U1335,A,26,26-CC,H,CC,A,0,10,246.66,246.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-1-A,320,U1335,A,27,27-1,H,1,A,0,113,246.4,247.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-1-A,320,U1335,A,27,27-1,H,1,A,113,150,247.53,247.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-2-A,320,U1335,A,27,27-2,H,2,A,0,16,247.9,248.06,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-2-A,320,U1335,A,27,27-2,H,2,A,16,150,248.06,249.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-3-A,320,U1335,A,27,27-3,H,3,A,0,150,249.4,250.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-4-A,320,U1335,A,27,27-4,H,4,A,0,150,250.9,252.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-5-A,320,U1335,A,27,27-5,H,5,A,0,150,252.4,253.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-6-A,320,U1335,A,27,27-6,H,6,A,0,150,253.9,255.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-7-A,320,U1335,A,27,27-7,H,7,A,0,62,255.4,256.02,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-27H-CC-A,320,U1335,A,27,27-CC,H,CC,A,0,17,256.02,256.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-1-A,320,U1335,A,28,28-1,H,1,A,0,150,255.9,257.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-2-A,320,U1335,A,28,28-2,H,2,A,0,150,257.4,258.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-3-A,320,U1335,A,28,28-3,H,3,A,0,150,258.9,260.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-4-A,320,U1335,A,28,28-4,H,4,A,0,150,260.4,261.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-5-A,320,U1335,A,28,28-5,H,5,A,0,150,261.9,263.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-6-A,320,U1335,A,28,28-6,H,6,A,0,150,263.4,264.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-7-A,320,U1335,A,28,28-7,H,7,A,0,83,264.9,265.73,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-28H-CC-A,320,U1335,A,28,28-CC,H,CC,A,0,23,265.73,265.96,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-1-A,320,U1335,A,29,29-1,H,1,A,0,35,265.4,265.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,10Y 8/1,,,
320-U1335A-29H-1-A,320,U1335,A,29,29-1,H,1,A,35,150,265.75,266.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-2-A,320,U1335,A,29,29-2,H,2,A,0,150,266.9,268.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-3-A,320,U1335,A,29,29-3,H,3,A,0,150,268.4,269.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-4-A,320,U1335,A,29,29-4,H,4,A,0,150,269.9,271.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-5-A,320,U1335,A,29,29-5,H,5,A,0,150,271.4,272.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-6-A,320,U1335,A,29,29-6,H,6,A,0,150,272.9,274.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-7-A,320,U1335,A,29,29-7,H,7,A,0,83,274.4,275.23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-29H-CC-A,320,U1335,A,29,29-CC,H,CC,A,0,32,275.23,275.55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-1-A,320,U1335,A,30,30-1,H,1,A,0,14,274.9,275.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-1-A,320,U1335,A,30,30-1,H,1,A,14,22,275.04,275.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-1-A,320,U1335,A,30,30-1,H,1,A,22,150,275.12,276.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-2-A,320,U1335,A,30,30-2,H,2,A,0,143,276.4,277.83,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-2-A,320,U1335,A,30,30-2,H,2,A,143,147,277.83,277.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-2-A,320,U1335,A,30,30-2,H,2,A,147,150,277.87,277.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-3-A,320,U1335,A,30,30-3,H,3,A,0,150,277.9,279.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-4-A,320,U1335,A,30,30-4,H,4,A,0,150,279.4,280.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-5-A,320,U1335,A,30,30-5,H,5,A,0,150,280.9,282.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-6-A,320,U1335,A,30,30-6,H,6,A,0,7,282.4,282.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-6-A,320,U1335,A,30,30-6,H,6,A,7,8,282.47,282.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-6-A,320,U1335,A,30,30-6,H,6,A,8,109,282.48,283.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-6-A,320,U1335,A,30,30-6,H,6,A,109,113,283.49,283.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-6-A,320,U1335,A,30,30-6,H,6,A,113,150,283.53,283.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-7-A,320,U1335,A,30,30-7,H,7,A,0,67,283.9,284.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-30H-CC-A,320,U1335,A,30,30-CC,H,CC,A,0,21,284.57,284.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-1-A,320,U1335,A,31,31-1,H,1,A,0,150,284.4,285.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-2-A,320,U1335,A,31,31-2,H,2,A,0,150,285.9,287.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-3-A,320,U1335,A,31,31-3,H,3,A,0,27,287.4,287.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-3-A,320,U1335,A,31,31-3,H,3,A,27,49,287.67,287.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-3-A,320,U1335,A,31,31-3,H,3,A,49,150,287.89,288.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-4-A,320,U1335,A,31,31-4,H,4,A,0,150,288.9,290.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-5-A,320,U1335,A,31,31-5,H,5,A,0,28,290.4,290.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-5-A,320,U1335,A,31,31-5,H,5,A,28,50,290.68,290.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-5-A,320,U1335,A,31,31-5,H,5,A,50,86,290.9,291.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-5-A,320,U1335,A,31,31-5,H,5,A,86,87,291.26,291.27,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-5-A,320,U1335,A,31,31-5,H,5,A,87,150,291.27,291.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-6-A,320,U1335,A,31,31-6,H,6,A,0,150,291.9,293.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-7-A,320,U1335,A,31,31-7,H,7,A,0,87,293.4,294.27,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-31H-CC-A,320,U1335,A,31,31-CC,H,CC,A,0,23,294.27,294.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-1-A,320,U1335,A,32,32-1,H,1,A,0,150,293.9,295.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-2-A,320,U1335,A,32,32-2,H,2,A,0,150,295.4,296.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
320-U1335A-32H-3-A,320,U1335,A,32,32-3,H,3,A,0,150,296.9,298.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5GY 8/1,,,
