Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-35R-6-A,105.5,110,1467.945,1467.99,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,110,117,1467.99,1468.06,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,117,119,1468.06,1468.08,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-6-A,119,143.5,1468.08,1468.325,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,6,A,
362-U1481A-35R-7-A,0,3.5,1468.32,1468.355,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,3.5,7,1468.355,1468.39,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,7,12,1468.39,1468.44,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,12,18,1468.44,1468.5,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,18,26.5,1468.5,1468.585,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,26.5,30,1468.585,1468.62,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,30,34.5,1468.62,1468.665,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,34.5,37.5,1468.665,1468.695,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,37.5,42,1468.695,1468.74,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,42,47.5,1468.74,1468.795,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,47.5,49,1468.795,1468.81,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,49,69.5,1468.81,1469.015,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,69.5,73,1469.015,1469.05,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 1 5/n (gray),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,73,75,1469.05,1469.07,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-7-A,75,92.5,1469.07,1469.245,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,7,A,
362-U1481A-35R-8-A,0,2,1469.24,1469.26,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,2,30,1469.26,1469.54,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,30,32,1469.54,1469.56,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,32,41,1469.56,1469.65,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,41,42,1469.65,1469.66,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,42,46.5,1469.66,1469.705,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,46.5,49.5,1469.705,1469.735,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,49.5,65.5,1469.735,1469.895,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,65.5,67.5,1469.895,1469.915,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,67.5,69,1469.915,1469.93,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,69,76,1469.93,1470,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,76,80.5,1470,1470.045,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,80.5,82,1470.045,1470.06,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,82,85,1470.06,1470.09,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-35R-8-A,85,95,1470.09,1470.19,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,35,R,8,A,
362-U1481A-36R-1-A,0,5,1470.6,1470.65,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,5,7.5,1470.65,1470.675,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,7.5,13.5,1470.675,1470.735,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,13.5,36,1470.735,1470.96,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,36,45.5,1470.96,1471.055,IIIA,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,45.5,50,1471.055,1471.1,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,50,58,1471.1,1471.18,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,sharp,irregular sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,58,59.5,1471.18,1471.195,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,59.5,65,1471.195,1471.25,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,65,68.5,1471.25,1471.285,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,68.5,80,1471.285,1471.4,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,80,95,1471.4,1471.55,IIIA,,silt [S54],,silt,silt,silt,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,95,99.5,1471.55,1471.595,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams.,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,99.5,106,1471.595,1471.66,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,10r 2.5/2 (very dusky red),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,complete [DB91],6,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
362-U1481A-36R-1-A,106,113,1471.66,1471.73,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10r 2.5/2 (very dusky red),irregular,sharp,irregular sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,slight [DB91],3,,,,,,,,,,,,,,,,362,U1481,A,36,R,1,A,
