Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
368-U1504A-9R-1-A,15,29,75.65,75.79,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,1,A,
368-U1504A-9R-1-A,29,89,75.79,76.39,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,1,A,
368-U1504A-9R-1-A,89,139,76.39,76.89,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,1,A,
368-U1504A-9R-2-A,0,38,77,77.38,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,2,A,
368-U1504A-9R-2-A,38,57,77.38,77.57,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,2,A,
368-U1504A-9R-2-A,57,75,77.57,77.75,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,2,A,
368-U1504A-9R-2-A,75,106,77.75,78.06,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,2,A,
368-U1504A-9R-2-A,106,114,78.06,78.14,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,2,A,
368-U1504A-9R-CC-A,0,12,78.14,78.26,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,CC,A,
368-U1504A-10R-1-A,0,14,85.2,85.34,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,1,A,
368-U1504A-10R-1-A,14,26,85.34,85.46,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,1,A,
368-U1504A-10R-1-A,26,150,85.46,86.7,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,1,A,
368-U1504A-10R-2-A,0,69,86.7,87.39,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,2,A,
368-U1504A-10R-2-A,69,145,87.39,88.15,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,2,A,
368-U1504A-10R-3-A,0,150,88.2,89.7,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/3 (pale brown),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,3,A,
368-U1504A-10R-4-A,0,5,89.7,89.75,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with irregular greenish patches,irregular,curved,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,4,A,
368-U1504A-10R-4-A,5,150,89.75,91.2,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,4,A,
368-U1504A-10R-5-A,0,146,91.2,92.66,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,5,A,
368-U1504A-10R-6-A,0,67,92.71,93.38,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 7/1 (light gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,6,A,
368-U1504A-10R-6-A,67,106,93.38,93.77,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 7/1 (light gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with pyrite filled burrows and greenish patches,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,6,A,
368-U1504A-10R-CC-A,0,14,93.77,93.91,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,10YR 7/1 (light gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with greenish patches at the top,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,10,R,CC,A,
368-U1504A-12R-1-A,0,19,104.8,104.99,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,1,A,
368-U1504A-12R-1-A,19,28,104.99,105.08,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,5YR 7/2 (pinkish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,planar,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,1,A,
368-U1504A-12R-1-A,28,36,105.08,105.16,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,10YR 6/6 (brownish yellow),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,1,A,
368-U1504A-12R-1-A,36,150,105.16,106.3,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,7.5YR 6/3 (light brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,1,A,
368-U1504A-12R-2-A,0,150,106.3,107.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,7.5YR 6/3 (light brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,2,A,
368-U1504A-12R-3-A,0,140,107.8,109.2,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,7.5YR 6/3 (light brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,3,A,
368-U1504A-12R-4-A,0,19,109.3,109.49,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 7/4 (pink),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,4,A,
368-U1504A-12R-4-A,19,50,109.49,109.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/4 (yellowish brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with mm-sized pyrite filled patches,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,4,A,
368-U1504A-12R-4-A,50,62,109.8,109.92,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 7/4 (pink),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,4,A,
368-U1504A-12R-4-A,62,150,109.92,110.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/4 (yellowish brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with brownish burrows,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,4,A,
368-U1504A-12R-5-A,0,48,110.8,111.28,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/4 (yellowish brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with brownish burrows,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,5,A,
368-U1504A-12R-5-A,48,56,111.28,111.36,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 7/4 (pink),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,5,A,
368-U1504A-12R-5-A,56,117,111.36,111.97,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/4 (yellowish brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with brownish burrows and two large (1-4 cm) pyrite (?) nodules,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,5,A,
368-U1504A-12R-6-A,0,14,111.97,112.11,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 7/4 (pink),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,6,A,
368-U1504A-12R-6-A,14,51,112.11,112.48,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/4 (yellowish brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,6,A,
368-U1504A-12R-CC-A,0,13,112.48,112.66,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/3 (brown),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,12,R,CC,A,
368-U1504A-13R-CC-A,0,7,114.7,114.77,bioclast rich,limestone [MMK88],,bioclast rich limestone,bioclast rich limestone,,5YR 8/3 (pink),lithified [B84],,,,,poor [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,pebble [W22_2],sub-rounded,100,,,,,,,,,,,,,,0-2 cm metamorphic clast,,368,U1504,A,13,R,CC,A,
368-U1504A-14R-1-A,0,12,124.5,124.62,bioclast rich,limestone [MMK88],,bioclast rich limestone,bioclast rich limestone,,5YR 8/3 (pink),lithified [B84],,,,,poor [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,14,R,1,A,
368-U1504A-14R-1-A,12,16,124.62,124.66,clast-supported,limestone [MMK88],,clast-supported limestone,clast-supported limestone,,,lithified [B84],,,pebble [W22_2],9,,,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,pebble [W22_2],sub-rounded,67,pebble [W22_2],subangular,100,,,,,,,,,,,,,,Fine-grained greenish metamorphic clasts with quartz veins and manganese coating,,368,U1504,A,14,R,1,A,
368-U1504A-14R-1-A,16,20,124.66,124.7,clast-supported,limestone [MMK88],,clast-supported limestone,clast-supported limestone,,,lithified [B84],,,pebble [W22_2],9,,,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,pebble [W22_2],sub-rounded,100,,,,,,,,,,,,,,"Green metamorphic clast with chlorite and epidote, calcite vein. Coated by calcite matrix",,368,U1504,A,14,R,1,A,
368-U1504A-14R-1-A,20,24,124.7,124.74,clast-supported,limestone [MMK88],,clast-supported limestone,clast-supported limestone,,,lithified [B84],,,pebble [W22_2],9,,,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,pebble [W22_2],sub-rounded,100,,,,,,,,,,,,,,"Metamorphic clast, weathered and partly oxidized (red)",,368,U1504,A,14,R,1,A,
368-U1504A-14R-1-A,24,35,124.74,124.85,clast-supported,limestone [MMK88],,clast-supported limestone,clast-supported limestone,,10YR 6/2 (light brownish gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,with sedimentary and metamorphic clasts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,14,R,1,A,
368-U1504A-15R-1-A,0,64,134.2,134.84,clast-supported,limestone [MMK88],with foraminifers [2014],clast-supported limestone,clast-supported limestone with foraminifers,,10YR 6/2 (light brownish gray),lithified [B84],coarse sand [W22_2],6,pebble [W22_2],9,poor [2014],,,with metamorphic clasts (60-64 cm). with large benthic foraminifera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,15,R,1,A,
368-U1504A-15R-1-A,60,64,134.8,134.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,pebble [W22_2],sub-rounded,100,,,,,,,,,,,,,,Metamorphic clast with black and reddish-brownish coatings (or crack precipitates),,368,U1504,A,15,R,1,A,
