Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1476,E,1,1-1,H,1,A,0,23,0.0,0.23,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,,,,,,,361-U1476E-1H-1-A
361,U1476,E,1,1-1,H,1,A,23,32,0.23,0.32,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1476E-1H-1-A
361,U1476,E,1,1-1,H,1,A,32,150,0.32,1.5,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,,,,,,,361-U1476E-1H-1-A
361,U1476,E,1,1-2,H,2,A,0,74,1.5,2.24,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-2-A
361,U1476,E,1,1-2,H,2,A,74,150,2.24,3.0,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-2-A
361,U1476,E,1,1-3,H,3,A,0,61,3.0,3.61,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-3-A
361,U1476,E,1,1-3,H,3,A,61,142,3.61,4.42,1,foraminifer rich,nannofossil ooze [2014],with fine sand,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-3-A
361,U1476,E,1,1-3,H,3,A,142,150,4.42,4.5,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-3-A
361,U1476,E,1,1-4,H,4,A,0,150,4.5,6.0,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-4-A
361,U1476,E,1,1-5,H,5,A,0,62,6.0,6.62,1,foraminifer rich,nannofossil ooze [2014],with fine sand,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-5-A
361,U1476,E,1,1-CC,H,CC,A,0,22,6.62,6.84,1,foraminifer rich,nannofossil ooze [2014],with fine sand,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-1H-CC-A
361,U1476,E,2,2-1,H,1,A,0,56,6.8,7.36,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-1-A
361,U1476,E,2,2-1,H,1,A,56,120,7.36,8.0,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-1-A
361,U1476,E,2,2-1,H,1,A,120,150,8.0,8.3,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-1-A
361,U1476,E,2,2-2,H,2,A,0,93,8.3,9.23,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-2-A
361,U1476,E,2,2-2,H,2,A,93,150,9.23,9.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-2-A
361,U1476,E,2,2-3,H,3,A,0,115,9.8,10.95,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-3-A
361,U1476,E,2,2-3,H,3,A,115,150,10.95,11.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-3-A
361,U1476,E,2,2-4,H,4,A,0,104,11.3,12.34,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-4-A
361,U1476,E,2,2-4,H,4,A,104,150,12.34,12.8,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-4-A
361,U1476,E,2,2-5,H,5,A,0,76,12.8,13.56,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-5-A
361,U1476,E,2,2-5,H,5,A,76,150,13.56,14.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-5-A
361,U1476,E,2,2-6,H,6,A,0,123,14.3,15.53,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-6-A
361,U1476,E,2,2-6,H,6,A,123,150,15.53,15.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-6-A
361,U1476,E,2,2-7,H,7,A,0,57,15.8,16.37,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-7-A
361,U1476,E,2,2-CC,H,CC,A,0,16,16.37,16.53,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1476E-2H-CC-A
361,U1476,E,3,3-1,H,1,A,0,14,16.3,16.44,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-1-A
361,U1476,E,3,3-1,H,1,A,14,91,16.44,17.21,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-1-A
361,U1476,E,3,3-1,H,1,A,91,150,17.21,17.8,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-1-A
361,U1476,E,3,3-2,H,2,A,0,78,17.8,18.58,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-2-A
