Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
"339-U1390A-12X-1-A, 0-150",339,U1390,A,12,12-1,X,1,A,0,150,93.1,94.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-2-A, 0-22",339,U1390,A,12,12-2,X,2,A,0,22,94.6,94.82,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-2-A, 22-36",339,U1390,A,12,12-2,X,2,A,22,36,94.82,94.96,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,bioturbated boundary or contact,bigradational bedding,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-2-A, 36-103",339,U1390,A,12,12-2,X,2,A,36,103,94.96,95.63,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-2-A, 103-150",339,U1390,A,12,12-2,X,2,A,103,150,95.63,96.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-3-A, 0-150",339,U1390,A,12,12-3,X,3,A,0,150,96.1,97.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-4-A, 0-150",339,U1390,A,12,12-4,X,4,A,0,150,97.6,99.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-5-A, 0-96",339,U1390,A,12,12-5,X,5,A,0,96,99.1,100.06,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-5-A, 96-104",339,U1390,A,12,12-5,X,5,A,96,104,100.06,100.14,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,,normal grading,,,,,,,,,,100,100,
"339-U1390A-12X-6-A, 0-47",339,U1390,A,12,12-6,X,6,A,0,47,100.14,100.61,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,,,,,,100,100,
"339-U1390A-12X-6-A, 47-70",339,U1390,A,12,12-6,X,6,A,47,70,100.61,100.84,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-12X-CC-A, 0-36",339,U1390,A,12,12-CC,X,CC,A,0,36,100.84,101.2,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragments, forams and pyrite filled burrows present.",100,100,
"339-U1390A-13X-1-A, 0-150",339,U1390,A,13,13-1,X,1,A,0,150,102.7,104.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present. Bivalve at 70 cm.,100,100,
"339-U1390A-13X-2-A, 0-150",339,U1390,A,13,13-2,X,2,A,0,150,104.2,105.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-3-A, 0-150",339,U1390,A,13,13-3,X,3,A,0,150,105.7,107.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-4-A, 0-74",339,U1390,A,13,13-4,X,4,A,0,74,107.2,107.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-4-A, 74-104",339,U1390,A,13,13-4,X,4,A,74,104,107.94,108.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-4-A, 104-116",339,U1390,A,13,13-4,X,4,A,104,116,108.24,108.36,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Slight reddish mottle. Shell fragments and forams present.,100,100,
"339-U1390A-13X-4-A, 116-150",339,U1390,A,13,13-4,X,4,A,116,150,108.36,108.7,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-5-A, 0-26",339,U1390,A,13,13-5,X,5,A,0,26,108.7,108.96,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-5-A, 26-127",339,U1390,A,13,13-5,X,5,A,26,127,108.96,109.97,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-13X-CC-A, 0-52",339,U1390,A,13,13-CC,X,CC,A,0,52,109.97,110.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and forams present.,100,100,
"339-U1390A-14X-1-A, 10-150",339,U1390,A,14,14-1,X,1,A,10,150,112.4,113.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,coarse sand [W22_2],6,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (13 and 101 cm), pyritized burrow (20, 29 and 129 cm), foram patch( (53 cm), benthic foram. (d.=1mm, 65 cm)",100,100,
"339-U1390A-14X-2-A, 0-150",339,U1390,A,14,14-2,X,2,A,0,150,113.8,115.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,coarse sand [W22_2],6,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Pyritized burrow (14, 21, 32, 59, 86, 98, 104, 111, 119, 121, 132 and 135 cm), foram. patch (19 cm), shell fragments (22-23, 46, 63, 72 and 87 cm)",100,100,
"339-U1390A-14X-3-A, 0-16",339,U1390,A,14,14-3,X,3,A,0,16,115.3,115.46,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,coarse sand [W22_2],6,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Pyritized burrow and shell fragments,100,100,
"339-U1390A-14X-3-A, 16-38",339,U1390,A,14,14-3,X,3,A,16,38,115.46,115.68,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,"Forams present, shell fragments (16 and 30 cm)",100,100,
"339-U1390A-14X-3-A, 38-94",339,U1390,A,14,14-3,X,3,A,38,94,115.68,116.24,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (66 and 83 cm), forams. present",100,100,
"339-U1390A-14X-3-A, 94-135",339,U1390,A,14,14-3,X,3,A,94,135,116.24,116.65,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,inverse grading,,,,,slight_339 [DB91],3,few [A48],,Shell fragments (121 cm),100,100,
"339-U1390A-14X-4-A, 0-7",339,U1390,A,14,14-4,X,4,A,0,7,116.65,116.72,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1390A-14X-4-A, 7-150",339,U1390,A,14,14-4,X,4,A,7,150,116.72,118.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,inter-stratification,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (15, 41, 54-56, 102 and 108 cm), pyritized burrow (84, 120 and 124 cm), foram patch (41 cm)",100,100,
"339-U1390A-14X-5-A, 0-150",339,U1390,A,14,14-5,X,5,A,0,150,118.15,119.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (15, 70, 73, 108, 115 and 141 cm), pyrite burrow (24, 101, 120 cm), gastropods (43 cm)",100,100,
"339-U1390A-14X-6-A, 0-20",339,U1390,A,14,14-6,X,6,A,0,20,119.65,119.85,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Contact is gradual color contact,100,100,
"339-U1390A-14X-6-A, 20-79",339,U1390,A,14,14-6,X,6,A,20,79,119.85,120.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,"More lighter color, contact is gradual color contact, pyritized burrow (34, 48 and 73 cm)",100,100,
"339-U1390A-14X-6-A, 79-106",339,U1390,A,14,14-6,X,6,A,79,106,120.44,120.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
"339-U1390A-14X-CC-A, 0-52",339,U1390,A,14,14-CC,X,CC,A,0,52,120.71,121.23,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Forams patch (16, 34 and 36 cm), pyritized burrow (15 cm)",100,100,
"339-U1390A-15X-1-A, 0-5",339,U1390,A,15,15-1,X,1,A,0,5,121.9,121.95,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Forams present, shell fragments, mottling",100,100,
"339-U1390A-15X-1-A, 5-12",339,U1390,A,15,15-1,X,1,A,5,12,121.95,122.02,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,inverse grading,,,,,sparse_339 [DB91],2,,,"Forams present, mottling",100,100,
"339-U1390A-15X-1-A, 12-24",339,U1390,A,15,15-1,X,1,A,12,24,122.02,122.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,"Forams present, shell fragments, mottling",100,100,
"339-U1390A-15X-1-A, 24-25",339,U1390,A,15,15-1,X,1,A,24,25,122.14,122.15,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-15X-1-A, 25-43",339,U1390,A,15,15-1,X,1,A,25,43,122.15,122.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,,,"Forams present, mottling",100,100,
"339-U1390A-15X-1-A, 43-51",339,U1390,A,15,15-1,X,1,A,43,51,122.33,122.41,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,"Forams present, mottling",100,100,
"339-U1390A-15X-1-A, 51-94",339,U1390,A,15,15-1,X,1,A,51,94,122.41,122.84,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,"Forams present, mottling",100,100,
"339-U1390A-15X-1-A, 94-95",339,U1390,A,15,15-1,X,1,A,94,95,122.84,122.85,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,mottling,100,100,
"339-U1390A-15X-1-A, 95-150",339,U1390,A,15,15-1,X,1,A,95,150,122.85,123.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Forams present, mottling",100,100,
"339-U1390A-15X-2-A, 0-78",339,U1390,A,15,15-2,X,2,A,0,78,123.4,124.18,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"pyritized burrow, mottling, mottling",100,100,
"339-U1390A-15X-2-A, 78-104",339,U1390,A,15,15-2,X,2,A,78,104,124.18,124.44,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,few [A48],,"Forams present, shell fragments, gastropod at 96 cm, mottling",100,100,
"339-U1390A-15X-2-A, 104-150",339,U1390,A,15,15-2,X,2,A,104,150,124.44,124.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"Forams present, mottling",100,100,
"339-U1390A-15X-3-A, 0-150",339,U1390,A,15,15-3,X,3,A,0,150,124.9,126.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"More silty in 8-50 cm, black patches at 52-64 cm, mottling",100,100,
"339-U1390A-15X-4-A, 0-93",339,U1390,A,15,15-4,X,4,A,0,93,126.4,127.33,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"More silty in 8-50 cm, black patches at 52-64 cm, mottling",100,100,
"339-U1390A-15X-4-A, 93-137",339,U1390,A,15,15-4,X,4,A,93,137,127.33,127.77,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3,,,"pyritized burrows at 39-79 cm, mottling",100,100,
"339-U1390A-15X-4-A, 137-150",339,U1390,A,15,15-4,X,4,A,137,150,127.77,127.9,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,mottling,100,100,
"339-U1390A-15X-5-A, 0-36",339,U1390,A,15,15-5,X,5,A,0,36,127.9,128.26,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-15X-5-A, 36-46",339,U1390,A,15,15-5,X,5,A,36,46,128.26,128.36,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-15X-5-A, 46-77",339,U1390,A,15,15-5,X,5,A,46,77,128.36,128.67,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,sparse_339 [DB91],2,few [A48],,Pyritized burrow filled with shell fragments (77 cm).,100,100,
"339-U1390A-15X-5-A, 77-81",339,U1390,A,15,15-5,X,5,A,77,81,128.67,128.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 3/1 (very dark greenish gray),silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-15X-5-A, 81-127",339,U1390,A,15,15-5,X,5,A,81,127,128.71,129.17,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-15X-CC-A, 0-26",339,U1390,A,15,15-CC,X,CC,A,0,26,129.17,129.43,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,mottling,100,100,
"339-U1390A-16X-1-A, 0-29",339,U1390,A,16,16-1,X,1,A,0,29,131.4,131.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,,,"Pyritized burrow (27 cm), forams. present ",100,100,
"339-U1390A-16X-1-A, 29-84",339,U1390,A,16,16-1,X,1,A,29,84,131.69,132.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments (49, 70 and 84 cm)",100,100,
"339-U1390A-16X-1-A, 84-95",339,U1390,A,16,16-1,X,1,A,84,95,132.24,132.35,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3,,,Forams. present,100,100,
"339-U1390A-16X-1-A, 95-117",339,U1390,A,16,16-1,X,1,A,95,117,132.35,132.57,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,inverse grading,,,,,slight_339 [DB91],3,,,Forams. present,100,100,
"339-U1390A-16X-1-A, 117-124",339,U1390,A,16,16-1,X,1,A,117,124,132.57,132.64,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,,100,100,
"339-U1390A-16X-1-A, 124-132",339,U1390,A,16,16-1,X,1,A,124,132,132.64,132.72,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,Forams and shell fragments (102 cm),100,100,
"339-U1390A-16X-1-A, 132-139",339,U1390,A,16,16-1,X,1,A,132,139,132.72,132.79,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Forams. present, silt filled burrow (139 cm)",100,100,
