Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
363-U1482C-26H-6-A,75,143,229.25,229.93,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,26,H,6,A,,,,,
363-U1482C-26H-7-A,0,37,229.93,230.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,26,H,7,A,,,,,
363-U1482C-26H-7-A,37,70,230.3,230.63,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,26,H,7,A,,,,,
363-U1482C-26H-7-A,70,120,230.63,231.13,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,26,H,7,A,,,,,
363-U1482C-26H-CC-A,0,22,231.13,231.35,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,26,H,CC,A,,,,,
363-U1482C-27H-1-A,0,14,230.9,231.04,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,27,H,1,A,,,,,
363-U1482C-27H-1-A,14,140,231.04,232.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,1,A,,,,,
363-U1482C-27H-2-A,0,92,232.3,233.22,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,2,A,,,,,
363-U1482C-27H-2-A,92,117,233.22,233.47,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,27,H,2,A,,,,,
363-U1482C-27H-2-A,117,141,233.47,233.71,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,2,A,,,,,
363-U1482C-27H-3-A,0,75,233.71,234.46,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common; void 53-55 cm,,,,,,,,,,,,,363,U1482,C,27,H,3,A,,,,,
363-U1482C-27H-3-A,75,112,234.46,234.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,27,H,3,A,,,,,
363-U1482C-27H-3-A,112,142,234.83,235.13,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,3,A,,,,,
363-U1482C-27H-4-A,0,142,235.13,236.55,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,4,A,,,,,
363-U1482C-27H-5-A,0,145,236.54,237.99,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,5,A,,,,,
363-U1482C-27H-6-A,0,140,237.99,239.39,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,27,H,6,A,,,,,
363-U1482C-27H-6-A,140,146,239.39,239.45,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout.,,,,,,,,,,,,,363,U1482,C,27,H,6,A,,,,,
363-U1482C-27H-7-A,0,43,239.45,239.88,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,7,A,,,,,
363-U1482C-27H-7-A,43,121,239.88,240.66,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,7,A,,,,,
363-U1482C-27H-CC-A,0,8,240.66,240.74,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout; gas expansion cracks common,,,,,,,,,,,,,363,U1482,C,27,H,CC,A,,,,,
363-U1482C-28H-1-A,0,84,240.4,241.24,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,1,A,,,,,
363-U1482C-28H-1-A,84,141,241.24,241.81,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,1,A,,,,,
363-U1482C-28H-2-A,0,142,241.81,243.23,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,2,A,,,,,
363-U1482C-28H-3-A,0,14,243.21,243.35,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,3,A,,,,,
363-U1482C-28H-3-A,14,142,243.35,244.63,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,3,A,,,,,
363-U1482C-28H-4-A,0,142,244.63,246.05,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,4,A,,,,,
363-U1482C-28H-5-A,0,146,246.03,247.49,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,5,A,,,,,
363-U1482C-28H-6-A,0,113,247.45,248.58,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,6,A,,,,,
363-U1482C-28H-6-A,113,139,248.58,248.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,6,A,,,,,
363-U1482C-28H-7-A,0,52,248.84,249.36,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,7,A,,,,,
363-U1482C-28H-7-A,52,111,249.36,249.95,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Specks and patches of Sulfides throughout. Color transitions extremely subtle and gradual. Gas expansion cracks abundant.,,,,,,,,,,,,,363,U1482,C,28,H,7,A,,,,,
363-U1482C-29H-1-A,0,31,249.9,250.21,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,1,A,,,,,
363-U1482C-29H-1-A,31,70,250.21,250.6,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,1,A,,,,,
363-U1482C-29H-1-A,70,142,250.6,251.32,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,1,A,,,,,
363-U1482C-29H-2-A,0,13,251.32,251.45,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,2,A,,,,,
363-U1482C-29H-2-A,13,18,251.45,251.5,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 5/1 (greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,2,A,,,,,
363-U1482C-29H-2-A,18,143,251.5,252.75,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,"Occasional sulfides, color change extreme here.",,,,,,,,,,,,,363,U1482,C,29,H,2,A,,,,,
363-U1482C-29H-3-A,0,144,252.75,254.19,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,3,A,,,,,
363-U1482C-29H-4-A,0,40,254.19,254.59,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,4,A,,,,,
363-U1482C-29H-4-A,40,100,254.59,255.19,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,4,A,,,,,
363-U1482C-29H-4-A,100,144,255.19,255.63,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,4,A,,,,,
363-U1482C-29H-5-A,0,53,255.63,256.16,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,5,A,,,,,
363-U1482C-29H-5-A,53,100,256.16,256.63,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,5,A,,,,,
363-U1482C-29H-5-A,100,145,256.63,257.08,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,5,A,,,,,
363-U1482C-29H-6-A,0,66,257.08,257.74,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,6,A,,,,,
363-U1482C-29H-6-A,66,102,257.74,258.1,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,6,A,,,,,
363-U1482C-29H-6-A,102,145,258.1,258.53,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,6,A,,,,,
363-U1482C-29H-7-A,0,130,258.53,259.83,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,7,A,,,,,
363-U1482C-29H-CC-A,0,23,259.83,260.06,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,29,H,CC,A,,,,,
363-U1482C-30H-1-A,0,22,259.4,259.62,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,1,A,,,,,
363-U1482C-30H-1-A,22,60,259.62,260,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,1,A,,,,,
363-U1482C-30H-1-A,60,124,260,260.64,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,1,A,,,,,
363-U1482C-30H-1-A,124,146,260.64,260.86,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,1,A,,,,,
363-U1482C-30H-2-A,0,31,260.86,261.17,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,2,A,,,,,
363-U1482C-30H-2-A,31,90,261.17,261.76,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,2,A,,,,,
363-U1482C-30H-2-A,90,143,261.76,262.29,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 5/1 (greenish gray),moderate [DB86],,,,,,"Occasional sulfides, color change extreme here.",,,,,,,,,,,,,363,U1482,C,30,H,2,A,,,,,
363-U1482C-30H-3-A,0,15,262.29,262.44,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 5/1 (greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,3,A,,,,,
363-U1482C-30H-3-A,15,72,262.44,263.01,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,3,A,,,,,
363-U1482C-30H-3-A,72,106,263.01,263.35,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,3,A,,,,,
363-U1482C-30H-3-A,106,146,263.35,263.75,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,3,A,,,,,
363-U1482C-30H-4-A,0,145,263.75,265.2,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,4,A,,,,,
363-U1482C-30H-5-A,0,145,265.2,266.65,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,5,A,,,,,
363-U1482C-30H-6-A,0,82,266.65,267.47,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,6,A,,,,,
363-U1482C-30H-6-A,82,143,267.47,268.08,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,6,A,,,,,
363-U1482C-30H-7-A,0,118,268.08,269.26,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,7,A,,,,,
363-U1482C-30H-CC-A,0,20,269.26,269.46,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Occasional sulfides,,,,,,,,,,,,,363,U1482,C,30,H,CC,A,,,,,
363-U1482C-31H-1-A,0,141,268.9,270.31,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,"Sulfide patches and streaks become more common in this core, with discrete layers at 111 and 135cm in section 7",,,,,,,,,,,,,363,U1482,C,31,H,1,A,,,,,
363-U1482C-31H-2-A,0,146,270.31,271.77,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,2,A,,,,,
363-U1482C-31H-3-A,0,54,271.77,272.31,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,3,A,,,,,
363-U1482C-31H-3-A,54,113,272.31,272.9,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,3,A,,,,,
363-U1482C-31H-3-A,113,145,272.9,273.22,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,3,A,,,,,
363-U1482C-31H-4-A,0,45,273.22,273.67,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,4,A,,,,,
363-U1482C-31H-4-A,45,55,273.67,273.77,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,4,A,,,,,
363-U1482C-31H-4-A,55,144,273.77,274.66,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,4,A,,,,,
363-U1482C-31H-5-A,0,148,274.66,276.14,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,5,A,,,,,
363-U1482C-31H-6-A,0,14,276.14,276.28,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,6,A,,,,,
363-U1482C-31H-6-A,14,139,276.28,277.53,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,6,A,,,,,
363-U1482C-31H-6-A,139,145,277.53,277.59,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,6,A,,,,,
363-U1482C-31H-7-A,0,45,277.59,278.04,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,7,A,,,,,
363-U1482C-31H-7-A,45,100,278.04,278.59,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,7,A,,,,,
363-U1482C-31H-7-A,100,147,278.59,279.06,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,7,A,,,,,
363-U1482C-31H-CC-A,0,22,279.06,279.28,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,31,H,CC,A,,,,,
363-U1482C-32H-1-A,0,35,278.4,278.75,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,1,A,,,,,
363-U1482C-32H-1-A,35,80,278.75,279.2,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,1,A,,,,,
363-U1482C-32H-1-A,80,105,279.2,279.45,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,1,A,,,,,
363-U1482C-32H-1-A,105,130,279.45,279.7,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,1,A,,,,,
363-U1482C-32H-1-A,130,144,279.7,279.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,1,A,,,,,
363-U1482C-32H-2-A,0,53,279.84,280.37,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,2,A,,,,,
363-U1482C-32H-2-A,53,117,280.37,281.01,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,2,A,,,,,
363-U1482C-32H-2-A,117,148,281.01,281.32,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,2,A,,,,,
363-U1482C-32H-3-A,0,100,281.32,282.32,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,3,A,,,,,
363-U1482C-32H-3-A,100,147,282.32,282.79,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,Sulfide patches and streaks common.,,,,,,,,,,,,,363,U1482,C,32,H,3,A,,,,,
