Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1424A-1H-2-A,102.0,150.0,2.52,3.0,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,2,A,
346-U1424A-1H-3-A,0.0,24.0,3.0,3.24,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,24.0,28.0,3.24,3.28,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,28.0,41.0,3.28,3.41,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,41.0,44.0,3.41,3.44,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,44.0,88.0,3.44,3.88,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,88.0,98.0,3.88,3.98,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,98.0,104.0,3.98,4.04,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,104.0,106.0,4.04,4.06,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,106.0,110.0,4.06,4.1,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,110.0,111.0,4.1,4.11,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-3-A,111.0,150.0,4.11,4.5,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,3,A,
346-U1424A-1H-4-A,0.0,15.0,4.5,4.65,,clay ,,clay ,,,,,10Y 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-4-A,15.0,24.5,4.65,4.745,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-4-A,24.5,25.5,4.745,4.755,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-4-A,25.5,36.0,4.755,4.86,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-4-A,36.0,45.0,4.86,4.95,foraminifer rich,silty clay ,with nannofossils ,foraminifer rich silty clay  with nannofossils ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-4-A,45.0,150.0,4.95,6.0,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,4,A,
346-U1424A-1H-5-A,0.0,5.0,6.0,6.05,,clay ,,clay ,,,,lamination,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,
346-U1424A-1H-5-A,5.0,6.0,6.05,6.06,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,
346-U1424A-1H-5-A,6.0,25.0,6.06,6.25,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,
346-U1424A-1H-5-A,25.0,51.0,6.25,6.51,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,
346-U1424A-1H-5-A,51.0,65.0,6.51,6.65,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,5,A,
346-U1424A-1H-CC-A,0.0,15.0,6.65,6.8,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,1,H,CC,A,
346-U1424A-2H-1-A,0.0,9.0,6.8,6.89,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,9.0,16.0,6.89,6.96,,silty clay ,,silty clay ,,,,,10R 3/1 (dark reddish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,16.0,59.0,6.96,7.39,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,59.0,64.0,7.39,7.44,,silty clay ,,silty clay ,,,,layering,10YR 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,64.0,96.0,7.44,7.76,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,96.0,98.0,7.76,7.78,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,98.0,114.0,7.78,7.94,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,114.0,119.0,7.94,7.99,,silty clay ,,silty clay ,,,,,10YR 5/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,119.0,137.0,7.99,8.17,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-1-A,137.0,150.0,8.17,8.3,,clay ,,clay ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,1,A,
346-U1424A-2H-2-A,0.0,8.0,8.3,8.38,,silty clay ,,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,8.0,10.0,8.38,8.4,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,10.0,12.0,8.4,8.42,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,12.0,32.0,8.42,8.62,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,32.0,36.0,8.62,8.66,,silty clay ,,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,35.0,36.0,8.65,8.66,,,,,pumice,trace amount,1,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,36.0,141.0,8.66,9.71,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,141.0,146.0,9.71,9.76,,silty clay ,,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-2-A,146.0,150.0,9.76,9.8,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,2,A,
346-U1424A-2H-3-A,0.0,12.0,9.8,9.92,,clay [Leg210],,clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-3-A,12.0,94.0,9.92,10.74,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-3-A,94.0,96.0,10.74,10.76,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-3-A,96.0,129.0,10.76,11.09,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-3-A,129.0,131.0,11.09,11.11,,silty clay ,,silty clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-3-A,131.0,150.0,11.11,11.3,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,3,A,
346-U1424A-2H-4-A,0.0,4.0,11.3,11.34,,tephra [FS84],,tephra ,vitric,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,4.0,11.0,11.34,11.41,,clay [Leg210],,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,11.0,15.0,11.41,11.45,,silty clay [MMK88],,silty clay ,,,,,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,15.0,29.0,11.45,11.59,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,29.0,35.0,11.59,11.65,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,35.0,48.0,11.65,11.78,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,48.0,52.0,11.78,11.82,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,52.0,75.0,11.82,12.05,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,75.0,79.0,12.05,12.09,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-4-A,79.0,150.0,12.09,12.8,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,4,A,
346-U1424A-2H-5-A,0.0,30.0,12.8,13.1,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,30.0,38.0,13.1,13.18,,clay [Leg210],,clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,36.0,37.0,13.16,13.17,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,38.0,42.0,13.18,13.22,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,42.0,44.0,13.22,13.24,,silty clay [MMK88],,silty clay ,,,,,10YR 6/1 (gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,44.0,114.0,13.24,13.94,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,114.0,117.0,13.94,13.97,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,117.0,139.0,13.97,14.19,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,139.0,144.0,14.19,14.24,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-5-A,144.0,150.0,14.24,14.3,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,5,A,
346-U1424A-2H-6-A,0.0,6.0,14.3,14.36,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-6-A,6.0,7.0,14.36,14.37,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-6-A,7.0,9.0,14.37,14.39,,silty clay [MMK88],,silty clay ,,,,,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-6-A,9.0,116.0,14.39,15.46,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-6-A,116.0,117.0,15.46,15.47,clayey [Leg339],tephra [FS84],,clayey  tephra ,,,,,N 6 (gray),,,,,,,,,,,,,,,,,clayey   tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-6-A,117.0,122.0,15.47,15.52,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,6,A,
346-U1424A-2H-7-A,0.0,4.0,15.52,15.56,,clay [Leg210],,clay ,,,,,5Y 4/4 (olive),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,4.0,14.0,15.56,15.66,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,14.0,15.0,15.66,15.67,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,15.0,24.0,15.67,15.76,,silty clay [MMK88],,silty clay ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,24.0,33.0,15.76,15.85,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,33.0,36.0,15.85,15.88,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,36.0,39.0,15.88,15.91,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,39.0,59.0,15.91,16.11,,clay [Leg210],with foraminifers [Leg339],clay  with foraminifers ,,,,lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
346-U1424A-2H-7-A,59.0,66.0,16.11,16.18,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1424,A,2,H,7,A,
