Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1511B-28R-3-A,0,150,377.7,379.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-4-A,0,150,379.2,380.7,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-5-A,0,150,380.7,382.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-6-A,0,101,382.2,383.21,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-7-A,0,84,383.31,384.15,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-28R-CC-A,0,10,384.15,384.25,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray and light greenish gray (Gley 1 7/10Y) at about 20 to 30 cm long per cycle. Green laminae rarely occur. Laminae and thin beds that have high concentrations of large (0.5 mm) are observed within 2 to 6 cm. Zoophycus burrows are observed. Gray nodules rarely occur. Shear veins are observed at the base of section 3. Beds are tilted at 4-5 degrees.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-1-A,0,109,384.3,385.39,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle. White specks are scattered throughout the section and are probably large radiolarians.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-1-A,109,150,385.39,385.8,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-2-A,0,18,385.8,385.98,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-2-A,18,22,385.98,386.02,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 5/5GY (greenish gray),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-2-A,22,150,386.02,387.3,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-3-A,0,150,387.3,388.8,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-4-A,0,72,388.8,389.52,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-4-A,75,104,389.55,389.84,,,,,,diatomite [USGS],with clay,diatomite with clay,,,GLEY 1 6/5GY (greenish gray),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-4-A,104,140,389.84,390.2,,,,,,diatomite [USGS],with clay,diatomite with clay,,,10yr 5/4 (moderate yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-5-A,0,150,390.3,391.8,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-6-A,0,125,391.8,393.05,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-7-A,0,84,393.15,393.99,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-29R-CC-A,0,10,393.99,394.09,,,,,,diatomite [USGS],with clay,diatomite with clay,,,2.5Y 6/4 (light yellowish brown),color banding,,,,,,,,,slight [B06],2,Subtle color banding between greenish gray (Gley 1 6/5GY) and light yellow brown (2.5Y 6/4) at about 20 to 30 cm long per cycle.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-30R-1-A,0,150,393.8,395.3,,,,,,diatomite [USGS],with clay,diatomite with clay,,,5Y 6/3 (pale olive),color banding,,,,,,,,,,,Brown Cherty layer at 69-71 cm. Also fragments of chert in the drilling slurry. ~10 cm color banding between greenish gray (Gley 1 6/5GY) and pale olive (5Y 6/3),,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-30R-2-A,0,150,395.3,396.8,,,,,,diatomite [USGS],with clay,diatomite with clay,,,5Y 6/3 (pale olive),color banding,,,,,,,,,,,Core gradually changes downcore from pale olive to greenish gray,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-30R-3-A,0,150,396.8,398.3,,,,,clayey,diatomite [USGS],,clayey diatomite,,,2.5Y 6/3 (light yellowish brown),color banding,,,,,,,,,,,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-30R-4-A,0,140,398.3,399.7,,,,,clayey,diatomite [USGS],,clayey diatomite,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,,,,,,,,,,,,,,,,,clayey diatomite,diatomite,,,
371-U1511B-30R-5-A,0,94,399.8,400.74,,,,,,diatomite [USGS],with clay,diatomite with clay,,,5Y 6/3 (pale olive),color banding,,,,,,,,,,,Cherty interval 17 cm.,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-30R-CC-A,0,8,400.74,400.82,,,,,,diatomite [USGS],with clay,diatomite with clay,,,5Y 6/3 (pale olive),color banding,,,,,,,,,,,,,,,,,,,,,diatomite,diatomite with clay,,,
371-U1511B-31R-1-A,0,91,403.4,404.31,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/4 (reddish brown),color banding,,,,,clay [W22_1],1,,,,,highly disturbed pieces of reddish brown and greenish gray materials. Presence of white rounded aspect biosiliceous microfossils,,,,,,,,,,claystone,claystone,,,
371-U1511B-31R-2-A,0,68,404.31,404.99,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/4 (reddish brown),color banding,,,,,clay [W22_1],1,,,,,highly disturbed pieces of reddish brown and greenish gray materials. Presence of white rounded specks likely biosiliceous microfossils,,,,,,,,,,claystone,claystone,,,
371-U1511B-32R-1-A,0,150,413,414.5,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,Presence of white rounded specks likely biosiliceous microfossils,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-2-A,0,150,414.5,416,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-3-A,0,65,416,416.65,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-3-A,65,68,416.65,416.68,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,absent,0,presence of copper (medium-grained size),,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-3-A,68,150,416.68,417.5,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-4-A,0,150,417.5,419,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-5-A,0,97,419,419.97,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,2.5YR 5/6 (red),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-5-A,97,150,419.97,420.5,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-6-A,0,95,420.5,421.45,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-7-A,0,118,421.55,422.73,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-32R-CC-A,0,7,422.73,422.8,,,,,,claystone [USGS],with radiolarians,claystone with radiolarians,,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone with radiolarians,,,
371-U1511B-33R-1-A,0,153,422.6,424.13,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/2 (dark reddish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-2-A,0,150,424.13,425.63,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/2 (dark reddish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-3-A,0,150,425.63,427.13,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/2 (dark reddish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-4-A,0,150,427.13,428.63,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/4 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-5-A,0,150,428.63,430.13,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-6-A,0,134,430.13,431.47,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-7-A,0,72,431.57,432.29,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-7-A,72,78,432.29,432.35,,,,,,claystone [USGS],,claystone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-CC-A,0,2,432.35,432.37,,,,,,claystone [USGS],,claystone,radiolarians,,5YR 4/3 (reddish brown),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-33R-CC-A,2,7,432.37,432.42,,,,,,claystone [USGS],,claystone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,absent,0,Medium-sand sized gray grains occur in bottom 1 cm,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-1-A,0,28,432.2,432.48,,,,,,claystone [USGS],,claystone,,,5YR 4/2 (dark reddish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-1-A,28,150,432.48,433.7,,,,,,claystone [USGS],,claystone,,,5YR 5/2 (pale brown),,,,,,clay [W22_1],1,,,absent,0,Interval completely destroyed. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-2-A,0,74,433.7,434.44,,,,,,claystone [USGS],,claystone,,,5YR 5/2 (pale brown),,,,,,clay [W22_1],1,,,absent,0,Interval completely destroyed. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-2-A,74,150,434.44,435.2,,,,,,claystone [USGS],,claystone,radiolarians,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous (greenish gray to pale brown) and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-3-A,0,85,435.2,436.05,,,,,,claystone [USGS],,claystone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous (greenish gray to pale brown) and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-3-A,85,150,436.05,436.7,,,,,,claystone [USGS],,claystone,,,5YR 5/1 (gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous (greenish gray to pale brown) and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-34R-4-A,0,60,436.7,437.3,,,,,,claystone [USGS],,claystone,,,5YR 5/1 (gray),,,,,,clay [W22_1],1,,,absent,0,Color is more heterogeneous (greenish gray to pale brown) and fracturing is more pervasive than in the overlying core. Possible in situ brittle deformation (shear zone).,,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-1-A,0,150,441.7,443.2,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with 5YR (reddish brown),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-2-A,0,150,443.2,444.7,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-3-A,0,150,444.7,446.2,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with 5YR (reddish brown),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-4-A,0,47,446.2,446.67,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,~5 cm interval of red claystone with pink blebs at 35-40 cm. Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-4-A,47,150,446.67,447.7,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with 5YR (reddish brown),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-5-A,0,50,447.7,448.2,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with 5YR (reddish brown),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-5-A,50,150,448.2,449.2,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-35R-6-A,0,128,449.2,450.48,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-1-A,0,91,451.3,452.21,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-1-A,91,131,452.21,452.61,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with 5YR (reddish brown),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-1-A,131,150,452.61,452.8,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-2-A,0,150,452.8,454.3,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-3-A,0,58,454.3,454.88,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-3-A,58,150,454.88,455.8,,,,,,claystone [USGS],,claystone,,,5YR 5/2 (pale brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-4-A,0,37,455.8,456.17,,,,,,claystone [USGS],,claystone,,,5YR 5/2 (pale brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-4-A,37,150,456.17,457.3,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-5-A,0,66,457.3,457.96,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-5-A,66,150,457.96,458.8,,,,,,claystone [USGS],,claystone,,,2.5YR 4/6 (red),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-6-A,0,150,458.8,460.3,,,,,,claystone [USGS],,claystone,,,2.5YR 4/6 (red),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-36R-7-A,0,73,460.3,461.03,,,,,,claystone [USGS],,claystone,,,2.5YR 4/6 (red),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-1-A,0,150,460.9,462.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-2-A,0,61,462.4,463.01,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-2-A,61,150,463.01,463.9,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-3-A,0,35,463.9,464.25,,,,,,claystone [USGS],,claystone,,,5YR 5/3 (reddish brown),,,,,,clay [W22_1],1,,,moderate [B06],3,Color is mottled with GLEY 1 5/10Y (greenish gray),,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-3-A,35,128,464.25,465.18,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,clay [W22_1],1,,,moderate [B06],3,claystone,claystone,,,
371-U1511B-37R-3-A,128,150,465.18,465.4,,,,,,claystone [USGS],,claystone,,,2.5YR 4/6 (red),,,,,,clay [W22_1],1,,,slight [B06],2,"Rare white specks, likely agglutinated foraminifera, throughout.",,,,,,,,,,claystone,claystone,,,
371-U1511B-37R-4-A,0,138,465.4,466.78,,,,,,claystone [USGS],,claystone,,,2.5YR 4/6 (red),,,,,,clay [W22_1],1,,,slight [B06],2,"Rare white specks, likely agglutinated foraminifera, throughout.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-1-A,0,150,470.5,472,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-2-A,0,150,472,473.5,,,,,,claystone [USGS],,claystone,,,GLEY 1 6/5GY (greenish gray),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a greenish gray (Gley 1 6/5GY) claystone with lenses, very thin beds of grayish red (5R 4/2) claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-3-A,0,150,473.5,475,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-4-A,0,150,475,476.5,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-5-A,0,106,476.5,477.56,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-5-A,106,137,477.56,477.87,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-5-A,137,150,477.87,478,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-6-A,0,10,478,478.1,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,"Mainly a grayish red claystone with lenses, very thin beds of greenish gray (Gley 1 6/5GY)claystone.",,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-6-A,10,28,478.1,478.28,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
