Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-7H-5-A,3.0,98.0,59.73,60.68,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,7,H,5,A
371-U1507A-7H-5-A,98.0,107.0,60.68,60.77,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,greenish color from white (10GY 8/1) to greenish gray (10GY 6/1) as well as decreasing bioturbation.,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,5,A
371-U1507A-7H-5-A,107.0,112.0,60.77,60.82,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,"10y 8/1 light greenish gray with a slightly darker basal contact (10GY 6/1, greenish gray)",bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,5,A
371-U1507A-7H-5-A,112.0,150.0,60.82,61.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,7,H,5,A
371-U1507A-7H-6-A,0.0,50.0,61.2,61.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,7,H,6,A
371-U1507A-7H-6-A,50.0,59.5,61.7,61.795,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,greenish color from white (10GY 8/1) to greenish gray (10GY 6/1) as well as decreasing bioturbation.,undulating or wavy boundary or contact [BJ80],,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,6,A
371-U1507A-7H-6-A,59.5,150.0,61.795,62.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,7,H,6,A
371-U1507A-7H-7-A,0.0,30.0,62.7,63.0,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,7,H,7,A
371-U1507A-7H-7-A,30.0,33.0,63.0,63.03,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,greenish color from white (10GY 8/1) to greenish gray (10GY 6/1) as well as decreasing bioturbation.,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,7,A
371-U1507A-7H-7-A,33.0,49.0,63.03,63.19,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,7,H,7,A
371-U1507A-7H-7-A,49.0,55.0,63.19,63.25,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,greenish color from white (10GY 8/1) to greenish gray (10GY 6/1) as well as decreasing bioturbation.,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,7,A
371-U1507A-7H-CC-A,0.0,12.0,63.25,63.37,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,greenish color from white (10GY 8/1) to greenish gray (10GY 6/1) as well as decreasing bioturbation.,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,CC,A
371-U1507A-8H-1-A,0.0,10.0,63.2,63.3,,,,,nannofossil-rich [2014b],clay [USGS],,nannofossil-rich clay,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,slight [B06],2,massive clay that is bioturbated in lower 4 cm.,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay,,,,371,U1507,A,8,H,1,A
371-U1507A-8H-1-A,10.0,145.0,63.3,64.65,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,8,H,1,A
371-U1507A-8H-2-A,0.0,16.0,64.7,64.86,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,8,H,2,A
371-U1507A-8H-2-A,16.0,150.0,64.86,66.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,white,,,,,,,,,,absent,0,"very thinly bedded alternating white and light gray (Gley1 7/1) at: 16-34 cm; 94-106 cm,",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,8,H,2,A
371-U1507A-8H-3-A,0.0,150.0,66.2,67.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,"""very thinly bedded alternating white and light gray (Gley1 7/1) at: 3-6 cm 12-14 cm 19-20 cm 59-61 cm 78-98 cm",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,3,A
371-U1507A-8H-4-A,0.0,150.0,67.7,69.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,4,A
371-U1507A-8H-5-A,0.0,150.0,69.2,70.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,5,A
371-U1507A-8H-6-A,0.0,101.0,70.7,71.71,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,6,A
371-U1507A-8H-6-A,101.0,104.0,71.71,71.74,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,5GY 6/1 (greenish gray),,,,,,,,,,absent,0,,bioturbated boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,6,A
371-U1507A-8H-6-A,104.0,145.0,71.74,72.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,6,A
371-U1507A-8H-7-A,0.0,63.0,72.2,72.83,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,7,A
371-U1507A-8H-CC-A,0.0,9.0,72.83,72.92,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,8,H,CC,A
371-U1507A-9H-1-A,0.0,145.0,72.7,74.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,1,A
371-U1507A-9H-2-A,0.0,150.0,74.2,75.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,2,A
371-U1507A-9H-3-A,0.0,151.0,75.7,77.21,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,3,A
371-U1507A-9H-4-A,0.0,150.0,77.21,78.71,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,4,A
371-U1507A-9H-5-A,0.0,150.0,78.71,80.21,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,5,A
371-U1507A-9H-6-A,0.0,140.0,80.21,81.61,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,6,A
371-U1507A-9H-7-A,0.0,51.0,81.71,82.22,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,7,A
371-U1507A-9H-CC-A,0.0,21.0,82.22,82.43,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals. Pyrite clast 1.5 cm in diameter.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,9,H,CC,A
371-U1507A-10H-1-A,0.0,140.0,82.2,83.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,Top more bioturbated. Faint light gray 1cm bed at 38cm. Greenish 4cm layer at 112-116,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,1,A
371-U1507A-10H-2-A,0.0,150.0,83.7,85.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,greenish 5cm layer at 100-105cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,2,A
371-U1507A-10H-3-A,0.0,85.0,85.2,86.05,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,"Greenish and grayish, cm thick layers occur throughout",gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,3,A
371-U1507A-10H-3-A,85.0,93.0,86.05,86.13,,,,,clayey,nannofossil ooze [Leg339],,clayey nannofossil ooze,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,slight [B06],2,massive clay that is bioturbated in lower 4 cm.,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,3,A
371-U1507A-10H-3-A,93.0,130.0,86.13,86.5,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),layering,,,,thin lamina [B01],fine sand [W22_2],4,,,sparse [B06],1,faint light gray thick laminae to very thin beds occur at irregular intervals.,,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,10,H,3,A
371-U1507A-10H-3-A,130.0,140.0,86.5,86.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,"Greenish and grayish, cm thick layers occur throughout",gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,3,A
371-U1507A-10H-3-A,140.0,150.0,86.6,86.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,sparse [B06],1,"Greenish and grayish, cm thick layers occur throughout",gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,3,A
371-U1507A-10H-4-A,0.0,57.0,86.7,87.27,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,"Greenish interval at 51-58cm. Grayish intervals at 82-83, 108-114, and 136-150cm.",sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,4,A
371-U1507A-10H-4-A,57.0,150.0,87.27,88.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals. Pyrite clast 1.5 cm in diameter.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,4,A
371-U1507A-10H-5-A,0.0,13.0,88.2,88.33,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,sparse [B06],1,Grayish and greenish alternations at 10-22cm and 120-133cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,5,A
371-U1507A-10H-5-A,13.0,20.0,88.33,88.4,,,,,clayey,nannofossil ooze [Leg339],,clayey nannofossil ooze,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,slight [B06],2,massive clay that is bioturbated in lower 4 cm.,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,5,A
371-U1507A-10H-5-A,20.0,120.0,88.4,89.4,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals. Pyrite clast 1.5 cm in diameter.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,5,A
371-U1507A-10H-5-A,120.0,125.0,89.4,89.45,,,,,clayey,nannofossil ooze [Leg339],,clayey nannofossil ooze,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,slight [B06],2,massive clay that is bioturbated in lower 4 cm.,bioturbated boundary or contact,,diffuse,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,5,A
371-U1507A-10H-5-A,125.0,140.0,89.45,89.6,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,faint light gray thick laminae to very thin beds occur at irregular intervals. Pyrite clast 1.5 cm in diameter.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,5,A
371-U1507A-10H-6-A,0.0,94.0,89.7,90.64,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,sparse [B06],1,"Grayish layers at 62-63cm and 125-126cm. Greenish layer at 96-101cm, becoming a discrete dark green bed at 101-102, with sharp contact at the base. Foraminiferal sand with black grains below 126cm.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,10,H,6,A
371-U1507A-10H-6-A,94.0,101.0,90.64,90.71,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,slight [B06],2,massive clay that is bioturbated in lower 4 cm.,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,10,H,6,A
371-U1507A-10H-6-A,101.0,126.0,90.71,90.96,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),massive [BJ84],,,,,,,,,slight [B06],2,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,10,H,6,A
371-U1507A-10H-6-A,126.0,150.0,90.96,91.2,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,foraminiferals medium grain size with glass and volcanic ash ?,,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,10,H,6,A
371-U1507A-10H-7-A,0.0,5.0,91.2,91.25,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),massive [BJ84],,,flame structure,,medium sand [W22_2],5,,,absent,0,foraminiferals medium grain size with glass and volcanic ash ?,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,10,H,7,A
371-U1507A-10H-7-A,5.0,64.0,91.25,91.84,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,7,A
371-U1507A-10H-CC-A,0.0,17.0,91.85,92.02,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,10,H,CC,A
371-U1507A-11H-1-A,0.0,8.0,91.7,91.78,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,sparse [B06],1,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,8.0,16.0,91.78,91.86,,,,,clayey,nannofossil ooze [Leg339],,clayey nannofossil ooze,,,10GY 6/1 (greenish gray),massive [BJ84],,,,,,,,,moderate [B06],3,,sharp boundary or contact,,diffuse,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,16.0,45.0,91.86,92.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,sparse [B06],1,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,45.0,49.0,92.15,92.19,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,,,,very fine sand [W22_2],3,,,absent,0,presence of dark mineral at the bottom of the bed (pyrite ?),sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,49.0,118.0,92.19,92.88,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,sparse [B06],1,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,118.0,126.0,92.88,92.96,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,,,,very fine sand [W22_2],3,,,absent,0,presence of dark mineral at the bottom of the bed (pyrite ?),sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-1-A,126.0,138.0,92.96,93.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,1,A
371-U1507A-11H-2-A,0.0,74.0,93.2,93.94,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,sharp boundary or contact,,sharp to gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,2,A
371-U1507A-11H-2-A,74.0,76.0,93.94,93.96,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,,,,very fine sand [W22_2],3,,,absent,0,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,2,A
371-U1507A-11H-2-A,76.0,150.0,93.96,94.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,absent,0,"mm-scale lblack to green layering, likely diagenetic",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,2,A
371-U1507A-11H-3-A,0.0,39.0,94.7,95.09,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,absent,0,"mm-scale lblack to green layering, likely diagenetic",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,39.0,45.0,95.09,95.15,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,fine sand [W22_2],4,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,45.0,59.0,95.15,95.29,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,absent,0,"mm-scale lblack to green layering, likely diagenetic",sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,59.0,77.0,95.29,95.47,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,10GY 6/1 (greenish gray),,,,,,fine sand [W22_2],4,,,absent,0,"mm-scale lblack to green layering, likely diagenetic",gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,77.0,100.0,95.47,95.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,moderate [B06],3,,sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,100.0,112.0,95.7,95.82,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,normal grading,,thick bed [B01],fine sand [W22_2],4,,,absent,0,,,,diffuse,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,112.0,128.0,95.82,95.98,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-3-A,128.0,150.0,95.98,96.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,3,A
371-U1507A-11H-4-A,0.0,71.0,96.2,96.91,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,71.0,87.0,96.91,97.07,,,,,,foraminiferal ooze [Leg339],,foraminiferal ooze,,,N 8 (white),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,87.0,122.0,97.07,97.42,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,122.0,128.0,97.42,97.48,,,,,clayey,nannofossil ooze [Leg339],,clayey nannofossil ooze,,,10GY 6/1 (greenish gray),,,,,,,,,,absent,0,green color from chlorite,sharp boundary or contact,,sharp,,,,,,,clayey nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,128.0,141.0,97.48,97.61,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,141.0,147.0,97.61,97.67,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,green color from chlorite,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-4-A,147.0,150.0,97.67,97.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,centimeter bed thickmess of volcanic ash bearing nannofossil ooze with foraminifers,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,4,A
371-U1507A-11H-5-A,0.0,140.0,97.7,99.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),massive [BJ84],,,,,,,,,absent,0,centimeter bed thickmess of volcanic ash bearing nannofossil ooze with foraminifers,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,11,H,5,A
