dupes and comments,Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Drilling disturbance type,Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1414A-2H-2-A,344,U1414,A,2,2-2,H,2,A,66,,112,3.97,4.43,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-2-A,344,U1414,A,2,2-2,H,2,A,112,,114,4.43,4.45,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-2-A,344,U1414,A,2,2-2,H,2,A,114,,131,4.45,4.62,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-2-A,344,U1414,A,2,2-2,H,2,A,131,,134,4.62,4.65,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-2-A,344,U1414,A,2,2-2,H,2,A,134,,141,4.65,4.72,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,0,,27,4.72,4.99,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,27,,29,4.99,5.01,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,29,,58,5.01,5.3,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,58,,61,5.3,5.33,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,61,,75,5.33,5.47,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,75,,79,5.47,5.51,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,79,,98,5.51,5.7,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,98,,100,5.7,5.72,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,100,,103,5.72,5.75,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,103,,104,5.75,5.76,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,104,,131,5.76,6.03,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-3-A,344,U1414,A,2,2-3,H,3,A,131,,141,6.03,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,0,,4,6.13,6.17,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,4,,5,6.17,6.18,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,5,,36,6.18,6.49,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,36,,38,6.49,6.51,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,38,,40,6.51,6.53,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,40,,42,6.53,6.55,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-2H-4-A,344,U1414,A,2,2-4,H,4,A,42,,141,6.55,7.54,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-5-A,344,U1414,A,2,2-5,H,5,A,0,,81,7.54,8.35,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-5-A,344,U1414,A,2,2-5,H,5,A,81,,84,8.35,8.38,minimal [drilling disturbance],1,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-2H-5-A,344,U1414,A,2,2-5,H,5,A,84,,131,8.38,8.85,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-5-A,344,U1414,A,2,2-5,H,5,A,131,,141,8.85,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-2H-6-A,344,U1414,A,2,2-6,H,6,A,0,,141,8.95,10.36,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-7-A,344,U1414,A,2,2-7,H,7,A,0,,124,10.36,11.6,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-2H-CC-A,344,U1414,A,2,2-CC,H,CC,A,0,,25,11.6,11.85,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-1-A,344,U1414,A,3,3-1,H,1,A,0,,141,11.4,12.81,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-2-A,344,U1414,A,3,3-2,H,2,A,0,,130,12.81,14.11,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-2-A,344,U1414,A,3,3-2,H,2,A,130,,141,14.11,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-3H-3-A,344,U1414,A,3,3-3,H,3,A,0,,141,14.22,15.63,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-4-A,344,U1414,A,3,3-4,H,4,A,0,,141,15.63,17.04,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-5-A,344,U1414,A,3,3-5,H,5,A,0,,130,17.04,18.34,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-5-A,344,U1414,A,3,3-5,H,5,A,130,,141,18.34,18.45,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-3H-6-A,344,U1414,A,3,3-6,H,6,A,0,,141,18.45,19.86,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-7-A,344,U1414,A,3,3-7,H,7,A,0,,125,19.86,21.11,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-3H-CC-A,344,U1414,A,3,3-CC,H,CC,A,0,,38,21.11,21.49,minimal [drilling disturbance],1,silty,clay [USGS],with nannofossils [Leg339],10Y 3/2 (very dark grayish green),silty  clay ,silty clay  with nannofossils ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-1-A,344,U1414,A,4,4-1,H,1,A,0,,141,20.9,22.31,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-2-A,344,U1414,A,4,4-2,H,2,A,0,,131,22.31,23.62,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-2-A,344,U1414,A,4,4-2,H,2,A,131,,141,23.62,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-4H-3-A,344,U1414,A,4,4-3,H,3,A,0,,125,23.72,24.97,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-3-A,344,U1414,A,4,4-3,H,3,A,125,,142,24.97,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,STIPP,,,
,344-U1414A-4H-4-A,344,U1414,A,4,4-4,H,4,A,0,,141,25.14,26.55,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-5-A,344,U1414,A,4,4-5,H,5,A,0,,131,26.55,27.86,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,heavy [B06],5,Between 0 and 10 color changes to more brown and contains more sapropel,,,
,344-U1414A-4H-5-A,344,U1414,A,4,4-5,H,5,A,131,,142,27.86,27.97,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-4H-6-A,344,U1414,A,4,4-6,H,6,A,0,,141,27.97,29.38,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-7-A,344,U1414,A,4,4-7,H,7,A,0,,119,29.38,30.57,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-4H-CC-A,344,U1414,A,4,4-CC,H,CC,A,0,,22,30.57,30.79,minimal [drilling disturbance],1,nannofossil,clay [USGS],with silt [Leg339],10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay  with silt ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-1-A,344,U1414,A,5,5-1,H,1,A,0,,106,30.4,31.46,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-1-A,344,U1414,A,5,5-1,H,1,A,106,,107,31.46,31.47,,,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-5H-1-A,344,U1414,A,5,5-1,H,1,A,107,,141,31.47,31.81,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-2-A,344,U1414,A,5,5-2,H,2,A,0,,130,31.81,33.11,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-2-A,344,U1414,A,5,5-2,H,2,A,130,,141,33.11,33.22,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-5H-3-A,344,U1414,A,5,5-3,H,3,A,0,,126,33.22,34.48,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-3-A,344,U1414,A,5,5-3,H,3,A,126,,141,34.48,34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,SAFF,,,
,344-U1414A-5H-4-A,344,U1414,A,5,5-4,H,4,A,0,,141,34.63,36.04,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-5-A,344,U1414,A,5,5-5,H,5,A,0,,131,36.04,37.35,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-5-A,344,U1414,A,5,5-5,H,5,A,131,,141,37.35,37.45,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-5H-6-A,344,U1414,A,5,5-6,H,6,A,0,,141,37.45,38.86,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-7-A,344,U1414,A,5,5-7,H,7,A,0,,112,38.86,39.98,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-5H-CC-A,344,U1414,A,5,5-CC,H,CC,A,0,,32,39.98,40.3,minimal [drilling disturbance],1,nannofossil,clay [USGS],,10Y 3/2 (very dark grayish green),nannofossil  clay ,nannofossil clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-1-A,344,U1414,A,6,6-1,H,1,A,0,,130,39.9,41.2,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,Void/Gap at 130-145 cm due to HASH sample. ,,,
,344-U1414A-6H-2-A,344,U1414,A,6,6-2,H,2,A,0,,136,41.35,42.71,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-2-A,344,U1414,A,6,6-2,H,2,A,136,,145,42.71,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-6H-3-A,344,U1414,A,6,6-3,H,3,A,0,,145,42.8,44.25,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-4-A,344,U1414,A,6,6-4,H,4,A,0,,146,44.25,45.71,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,0,,50,45.71,46.21,minimal [drilling disturbance],1,,clay [USGS],,10Y 4/2 (grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,50,,51,46.21,46.22,,,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,51,,65,46.22,46.36,minimal [drilling disturbance],1,,clay [USGS],,10Y 4/2 (grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,65,,66,46.36,46.37,,,,sand [USGS],,10BG 3/1 (dark greenish gray),sand ,sand ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,66,,136,46.37,47.07,minimal [drilling disturbance],1,,clay [USGS],,10Y 4/2 (grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-5-A,344,U1414,A,6,6-5,H,5,A,136,,146,47.07,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-6H-6-A,344,U1414,A,6,6-6,H,6,A,0,,146,47.17,48.63,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-7-A,344,U1414,A,6,6-7,H,7,A,0,,78,48.63,49.41,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-6H-CC-A,344,U1414,A,6,6-CC,H,CC,A,0,,12,49.41,49.53,minimal [drilling disturbance],1,,clay [USGS],,10Y 3/2 (very dark grayish green),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-7H-1-A,344,U1414,A,7,7-1,H,1,A,0,,150,49.4,50.9,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,"homogenous, rare white mm-sized clasts (sponge spicules, possibly white ash?) disseminated in clay
",,,,,,,,,,,,common [B06],4,,,,
DUPE of row below; ditto: row below deleted.,344-U1414A-7H-2-A,344,U1414,A,7,7-2,H,2,A,0,,140,50.9,52.3,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,"homogenous, rare white mm-sized clasts (sponge spicules, possibly white ash?) disseminated in clay",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-7H-3-A,344,U1414,A,7,7-3,H,3,A,0,,150,52.4,53.9,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,"homogenous, smattering of dark ash specs at 78 cm and around 100 cm ",,,,,,,,,,,,common [B06],4,,,,
