Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,88.0,95.0,3.88,3.95,slight [drilling disturbance],2,volcanic very coarse sand [Leg152],80,coarse sand [T07],7,calcareous sand [Leg210],20,,,100,,30,90,granule [T07],0,,10,granule [T07],0,,0,,0,,0,,,very poorly sorted concentration of pumice and dense andesitic lava clasts.,angular,70,0,25,0,0.0,0,0,2.0,3,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,95.0,140.0,3.95,4.4,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,50,25.0,25,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-1H-3-A,340,U1395,B,1,1-3,H,3,A,140.0,150.0,4.4,4.5,,,,,,,,,,,,WR sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1395B-1H-4-A,340,U1395,B,1,1-4,H,4,A,0.0,20.0,4.5,4.7,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,0,,0,,40,,0,,60,,,,rounded,0,0,0,0,0.0,0,0,0.0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-1H-4-A,340,U1395,B,1,1-4,H,4,A,20.0,108.0,4.7,5.58,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,0.0,14.0,5.58,5.72,severe [drilling disturbance],7,volcaniclastic-mud [BGS-S81],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100.0,0,0,0.0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,14.0,26.0,5.72,5.84,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,3,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,26.0,32.0,5.84,5.9,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,0.0,3.0,5.9,5.93,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,,,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,3.0,5.0,5.93,5.95,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,100.0,0,0,0.0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,5.0,25.0,5.95,6.15,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],50,silt-fine mud [T07],2,calcareous ooze [Leg339],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50.0,0,0,0.0,0,50,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,25.0,43.0,6.15,6.33,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,medium sand [T07],6,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,100.0,0,0,0.0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,43.0,44.5,6.33,6.345,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,44.5,150.0,6.345,7.4,minimal [drilling disturbance],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1395B-2H-1-A,340,U1395,B,2,2-1,H,1,A,44.5,150.0,6.345,7.4,,1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-2H-2-A,340,U1395,B,2,2-2,H,2,A,0.0,150.0,7.4,8.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,0.0,87.0,8.9,9.77,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,angular,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,87.0,137.0,9.77,10.27,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,10,0,,0,,0,,0,,40,fine sand [T07],0,,60,fine sand [T07],,,rounded,0,0,0,0,0.0,0,0,0.0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,137.0,140.0,10.27,10.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-3-A,340,U1395,B,2,2-3,H,3,A,140.0,150.0,10.3,10.4,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,0.0,18.0,10.4,10.58,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,18.0,24.0,10.58,10.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75.0,0,5,15.0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,24.0,59.0,10.64,10.99,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,59.0,62.0,10.99,11.02,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75.0,0,5,15.0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,62.0,72.0,11.02,11.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,75.0,0,5,15.0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,72.0,89.0,11.12,11.29,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,89.0,107.0,11.29,11.47,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,107.0,118.0,11.47,11.58,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,70,0,10.0,0,0,5.0,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-4-A,340,U1395,B,2,2-4,H,4,A,118.0,150.0,11.58,11.9,minimal [drilling disturbance],1,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10.0,0,0,35.0,50,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-5-A,340,U1395,B,2,2-5,H,5,A,0.0,150.0,11.9,13.4,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5.0,0,0,5.0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-6-A,340,U1395,B,2,2-6,H,6,A,0.0,130.0,13.4,14.7,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5.0,0,0,5.0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-7-A,340,U1395,B,2,2-7,H,7,A,0.0,65.0,14.7,15.35,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5.0,0,0,5.0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,0.0,12.0,15.35,15.47,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,5.0,0,0,5.0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,12.0,18.0,15.47,15.53,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,0.0,8.0,15.4,15.48,moderate [drilling disturbance],4,volcanic sand [Leg152],100,coarse sand [T07],7,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,0.0,0,0,40.0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,8.0,11.0,15.48,15.51,moderate [drilling disturbance],4,volcanic fine silt [Leg152],100,silt-fine mud [T07],2,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,0,0,0.0,0,100,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,11.0,15.0,15.51,15.55,moderate [drilling disturbance],4,volcanic medium sand [Leg152],100,fine medium sand [T07],5,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,90,0,0.0,0,0,10.0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,15.0,46.0,15.55,15.86,minimal [drilling disturbance],1,volcanic medium sand [Leg152],100,medium sand [T07],6,,0,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,95,0,0.0,0,0,5.0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-1-A,340,U1395,B,3,3-1,H,1,A,46.0,150.0,15.86,16.9,minimal [drilling disturbance],1,volcanic coarse sand [Leg152],100,very coarse sand [T07],8,,0,,,100,,20,30,pebble [W22_2],0,,0,,70,,0,,0,,0,,,,,0,0,95,0,0.0,0,0,5.0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-2-A,340,U1395,B,3,3-2,H,2,A,0.0,147.0,16.9,18.37,slight [drilling disturbance],2,volcanic very coarse sand [Leg152],100,very coarse sand [T07],8,,,,,100,,1,0,,0,,100,,0,,0,,0,,0,,,,rounded,0,0,70,10,10.0,1,4,1.0,2,2,,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,
340-U1395B-3H-2-A,340,U1395,B,3,3-2,H,2,A,147.0,150.0,18.37,18.4,slight [drilling disturbance],2,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,,2,0,,0,,100,,0,,0,,0,,0,,,,rounded,0,0,0,0,100.0,0,0,0.0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,0.0,12.0,18.4,18.52,minimal [drilling disturbance],1,volcanic very coarse sandstone [Leg152],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,20,0,15.0,0,0,5.0,0,0,,moderate [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,12.0,24.0,18.52,18.64,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,100,0,0.0,0,0,,moderate [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,24.0,33.0,18.64,18.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,0,16,0,0.0,0,0,0.0,0,4,,moderate [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,33.0,58.0,18.73,18.98,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,100,0,0.0,0,0,,poor [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,58.0,78.0,18.98,19.18,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,0,16,0,0.0,0,0,0.0,0,4,,very well [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,78.0,118.0,19.18,19.58,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,100,0,0.0,0,0,,moderate [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,118.0,135.0,19.58,19.75,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,90,0,9,0,0.0,0,0,0.0,0,1,,very well [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-3-A,340,U1395,B,3,3-3,H,3,A,135.0,150.0,19.75,19.9,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0.0,100,0,0.0,0,0,,moderate [BP01],,,,,,,,,,,,,,,
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,0.0,87.0,19.9,20.77,minimal [drilling disturbance],1,calcareous ooze [Leg339],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,0.0,100,0,0.0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,87.0,91.0,20.77,20.81,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,15.0,0,0,0.0,0,85,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1395B-3H-4-A,340,U1395,B,3,3-4,H,4,A,91.0,106.0,20.81,20.96,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,,,,,,,,0,0,0,0,15.0,0,0,0.0,0,85,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
