Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1508A-3H-2-A,112,131,13.04,13.23,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,medium sand [W22_2],5,,,,,,uncertain boundary or contact,,sharp to gradational,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-2-A,131,142,13.23,13.34,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-3-A,0,121,13.34,14.55,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-3-A,121,138,14.55,14.72,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-4-A,0,123,14.72,15.95,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-5-A,0,28,15.95,16.23,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-5-A,28,45,16.23,16.4,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-5-A,45,144,16.4,17.39,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-3H-6-A,0,129,17.45,18.74,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-1-A,0,8,20.3,20.38,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/1 (white),,,,,,medium sand [W22_2],5,,,,,,uncertain boundary or contact,,sharp to gradational,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-1-A,8,85,20.38,21.15,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,very fine sand [W22_2],3,,,,,,color boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-1-A,85,152,21.15,21.82,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,N 8 (white),,,,,,very fine sand [W22_2],3,,,,,presence of black blebs,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-2-A,0,150,21.82,23.32,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,N 8 (white),,,,,,very fine sand [W22_2],3,,,,,presence of black blebs,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-3-A,0,84,23.32,24.16,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,N 8 (white),,,,,,very fine sand [W22_2],3,,,,,presence of black blebs,color boundary or contact,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-3-A,84,151,24.16,24.83,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/2 (pale yellow),,,,,,very fine sand [W22_2],3,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-4-A,0,110,24.83,25.93,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/2 (pale yellow),,,,,,very fine sand [W22_2],3,,,,,,color boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-4-A,110,151,25.93,26.34,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-5-A,0,141,26.34,27.75,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,5Y 6/3 (pale olive),color banding,,,,,medium sand [W22_2],5,,,,,,color boundary or contact,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-5-A,141,151,27.75,27.85,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/2 (pale yellow),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-6-A,0,85,27.85,28.7,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/2 (pale yellow),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-4H-7-A,0,74,28.76,29.5,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 8/2 (pale yellow),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-5H-1-A,0,150,29.8,31.3,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-2-A,0,150,31.3,32.8,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/2 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-3-A,0,146,32.8,34.26,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/2 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-4-A,0,137,34.26,35.63,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-5-A,0,133,35.63,36.96,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-6-A,0,115,36.96,38.11,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-7-A,0,54,38.11,38.65,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-5H-CC-A,0,10,38.65,38.75,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/1 (light gray),,,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-6H-1-A,0,9,39.3,39.39,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,uncertain boundary or contact,,sharp to gradational,,,,,,,foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-6H-1-A,9,88,39.39,40.18,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/2 (light gray),,,,,,fine sand [W22_2],4,,,,,,gradational boundary or contact,gradational,diffuse,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-6H-1-A,88,109,40.18,40.39,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-6H-2-A,0,124,40.39,41.63,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-6H-3-A,0,151,41.63,43.14,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with sponge spicules [2014],nannofossil-rich foraminiferal ooze with sponge spicules,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with sponge spicules,,,
371-U1508A-6H-4-A,0,79,43.14,43.93,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with sponge spicules [2014],nannofossil-rich foraminiferal ooze with sponge spicules,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with sponge spicules,,,
371-U1508A-6H-5-A,0,5,43.93,43.98,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with sponge spicules [2014],nannofossil-rich foraminiferal ooze with sponge spicules,,,2.5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,,,,gradational boundary or contact,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with sponge spicules,,,
371-U1508A-6H-5-A,5,127,43.98,45.2,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,silicate minerals,,GLEY 1 7/10Y (light greenish grey),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-6H-6-A,0,22,45.2,45.42,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,silicate minerals,,GLEY 1 7/10Y (light greenish grey),,,,,,medium sand [W22_2],5,,,,,,gradational boundary or contact,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-6H-6-A,22,52,45.42,45.72,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],with sponge spicules [2014],nannofossil-rich foraminiferal chalk with sponge spicules,,,5Y 6/2 (light olive gray),,,,,,medium sand [W22_2],5,,,,,,gradational boundary or contact,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk with sponge spicules,,,
371-U1508A-6H-6-A,52,84,45.72,46.04,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,silicate minerals,,GLEY 1 7/10Y (light greenish grey),,,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-1-A,0,126,48.8,50.06,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-1-A,126,131,50.06,50.11,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 7/1 (light gray),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-1-A,131,149,50.11,50.29,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-2-A,0,151,50.29,51.8,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-3-A,0,150,51.8,53.3,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-4-A,0,152,53.3,54.82,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-5-A,0,145,54.82,56.27,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-7H-6-A,0,125,56.32,57.57,,,,,,foraminiferal ooze [Leg339],with bioclasts,foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-1-A,0,128,58.3,59.58,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed. The upper 35 cm of section 1 contains millimeter size shell fragments and pyrite grains.,,,,C [A58],,granule [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-2-A,0,129,59.58,60.87,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-3-A,0,129,60.87,62.16,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-4-A,0,135,62.16,63.51,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-5-A,0,135,63.51,64.86,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-6-A,0,91,64.86,65.77,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-8H-7-A,0,58,65.77,66.35,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-1-A,0,70,67.8,68.5,,,,,bioclastic,foraminiferal ooze [Leg339],with nannofossils [2014],bioclastic foraminiferal ooze with nannofossils,,,2.5Y 9/1 (white),,,,,,coarse sand [W22_2],6,,,,,Common~5mm bryozoans and rare pyrite medium to coarse grained size grains between 0 and ~70 cm in section 1. Scattered fine grained size grains of sulfide throughout.,,,,,,,,bryozoa,abundant [A47],bioclastic foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-9H-1-A,70,134,68.5,69.14,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-2-A,0,136,69.14,70.5,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-3-A,0,126,70.5,71.76,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-4-A,0,143,71.76,73.19,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-5-A,0,145,73.19,74.64,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-9H-6-A,0,83,74.64,75.47,,,,,bioclastic,foraminiferal ooze [Leg339],with nannofossils [2014],bioclastic foraminiferal ooze with nannofossils,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],bioclastic foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1508A-9H-7-A,0,83,75.47,76.3,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant ~5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains are observed.,,,,,,,,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
