Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466B-50R-1-A,100,114,732.4,732.54,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,10YR 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,slight,2,chondrites,,,Lithified wackestone-packstone with strong convolute bedding with flattened and stretched chondrites.,,,,359,U1466,B,50,R,1,A
359-U1466B-50R-CC-A,0,18,732.54,732.72,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,10YR 7/1 (light gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,fish debris,,,,,,,,slight,1,chondrites,,,Lithified wackestone-packstone with strong convolute bedding with flattened and stretched chondrites.,,,,359,U1466,B,50,R,CC,A
359-U1466B-51R-1-A,0,6,741.1,741.16,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,,,,,,,,,,,,,common,4,,bioturbated,horizontal,Burrow fill is packstone.,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,6,15,741.16,741.25,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,bioturbated,horizontal,Fine grained.,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,15,21,741.25,741.31,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,,,,,,,,common,4,Thalassinoides,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,21,41,741.31,741.51,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,41,46,741.51,741.56,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,Blackend grain infill.,,,,,common,4,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,46,64,741.56,741.74,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,64,78,741.74,741.88,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,,,,,,,,,,,complete,6,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,78,87,741.88,741.97,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,common,4,chondrites,bioturbated,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,87,97,741.97,742.07,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,common,4,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,97,113,742.07,742.23,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,common,4,chondrites,bioturbated,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,113,131,742.23,742.41,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,medium laminated,common,4,,bioturbated,horizontal,H2S smell.,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,131,137,742.41,742.47,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,common,4,,bioturbated,horizontal,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-1-A,137,147,742.47,742.57,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/1 (white),very fine sand,3,,,,,,,,,,,,,complete,6,,,,,,,,359,U1466,B,51,R,1,A
359-U1466B-51R-2-A,0,51,742.57,743.08,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),Partly as mold porosity,,,,,intraclast,Blackened grains at 039 cm.,,mold,,,common,4,,gradational,horizontal,"Very fine- to fine-grained, locally packstone. Lamination between 023 to 024 cm (with gray grains).",,,,359,U1466,B,51,R,2,A
359-U1466B-51R-2-A,51,58,743.08,743.15,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),Partly as mold porosity,,,,,,,,mold,,,common,4,,gradational,horizontal,,,,,359,U1466,B,51,R,2,A
359-U1466B-51R-2-A,58,81,743.15,743.38,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),Partly as mold porosity,,,,,,,,mold,,,common,4,Thalassinoides,gradational,horizontal,"Other ichnofossils: Chondrites, Planolites.",,,,359,U1466,B,51,R,2,A
359-U1466B-51R-2-A,81,112,743.38,743.69,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),Partly as mold porosity,,,,,,,,mold,,,common,4,Thalassinoides,,,"Other ichnofossils: Chondrites, Zoophycos.",,,,359,U1466,B,51,R,2,A
359-U1466B-51R-CC-A,0,13,743.69,743.82,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),As moldic porosity,,,,,,,,mold,,,common,4,,,,,,,,359,U1466,B,51,R,CC,A
359-U1466B-52R-1-A,0,7,750.8,750.87,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,,,,,,,intraclast,Blackened grains.,,,,,,,,sharp,horizontal,Packstone-wackestone. Burrows are filled with grainstone.,,,,359,U1466,B,52,R,1,A
359-U1466B-52R-1-A,7,126,750.87,752.06,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,,,Wackestone-packstone. Cross cutting with no real orientation. Convolute bedding.,,,,359,U1466,B,52,R,1,A
359-U1466B-52R-2-A,0,5,752.06,752.11,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,gradational,horizontal,Wackestone-packstone. Cross cutting with no real orientation. Convolute bedding.,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,5,13,752.11,752.19,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,gradational,horizontal,Wackestone-packstone. Cross cutting with no real orientation. Convolute bedding.,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,13,21,752.19,752.27,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,flame structure,mold,,,,,,sharp,sub-horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,21,26,752.27,752.32,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,sharp,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,26,36,752.32,752.42,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),Partly as mold porosity,,,,,,,convolute bedded,mold,,,common,4,Thalassinoides,bioturbated,sub-horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,36,45,752.42,752.51,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),Partly as mold porosity,,,,,,,convolute bedded,mold,,,,,,bioturbated,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,45,102,752.51,753.08,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),Partly as mold porosity,,,,,,,convolute bedded,mold,,,common,4,Zoophycos,bioturbated,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,102,107,753.08,753.13,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,bioturbated,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,107,118,753.13,753.24,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,pyrite (disseminated),infill in pores.,,moderate,3,Chondrites,bioturbated,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,118,123,753.24,753.29,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,moderate,3,Thalassinoides,bioturbated,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,123,132,753.29,753.38,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,,,,bioturbated,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-2-A,132,151,753.38,753.57,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),Partly as mold porosity,foraminifera (benthic),Partly as mold porosity,,,,,convolute bedded,mold,,,moderate,3,Thalassinoides,sharp,horizontal,,,,,359,U1466,B,52,R,2,A
359-U1466B-52R-3-A,0,5,753.57,753.62,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,,,chondrites,gradational,horizontal,,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,5,49,753.62,754.06,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,,,,,,,,,convolute bedded,,,,,,,gradational,horizontal,,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,49,56,754.06,754.13,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,,,,,,,,,,,,,,,,sharp,horizontal,Inclined bedding.,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,56,66,754.13,754.23,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,foraminifera (benthic),,,,,,,,load cast,,,,moderate,3,Thalassinoides,,,Other ichnofossils: Planolites.,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,66,102,754.23,754.59,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,,,,,,,intraclast,Blackened grains.,,,,,moderate,3,Thalassinoides,,,Other ichnofossils: Thalassinoides.,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,102,126,754.59,754.83,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,,,,,,,,,,,,,common,4,Chondrites,bioturbated,horizontal,,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-3-A,126,142,754.83,754.99,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,,,,,,,,,,,,,common,4,,bioturbated,horizontal,,,,,359,U1466,B,52,R,3,A
359-U1466B-52R-4-A,0,18,754.99,755.17,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,,,,,,,,,,,,,common,4,Planolites,bioturbated,horizontal,Other ichnofossils: Thalassinoides.,,,,359,U1466,B,52,R,4,A
359-U1466B-52R-4-A,18,31,755.17,755.3,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,common,4,Thalassinoides,bioturbated,horizontal,"Other ichnofossils: Chondrites (F), Thalassinoides (F), Palaeophycus (F).",,,,359,U1466,B,52,R,4,A
359-U1466B-52R-4-A,31,54,755.3,755.53,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,moderate,3,Thalassinoides,,,"Other ichnofossils: Chondrites (A), Zoophycos (F).",,,,359,U1466,B,52,R,4,A
359-U1466B-52R-4-A,54,92,755.53,755.91,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,pyrite (disseminated),infill in pores.,,common,4,Thalassinoides,,,"Other ichnofossils: Chondrites (A), Zoophycos (F).",,,,359,U1466,B,52,R,4,A
359-U1466B-52R-5-A,0,38,755.91,756.29,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,mold,,,moderate,3,Thalassinoides,gradational,horizontal,"Other ichnofossils: Chondrites (A), Zoophycos (F).",,,,359,U1466,B,52,R,5,A
359-U1466B-52R-5-A,38,52,756.29,756.43,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,mold,,,common,4,Thalassinoides,gradational,horizontal,"Other ichnofossils: Chondrites (C), Palaeophycus (C), Planolites (C).",,,,359,U1466,B,52,R,5,A
359-U1466B-52R-5-A,52,78,756.43,756.69,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,mold,,,moderate,3,Thalassinoides,gradational,horizontal,"Other ichnofossils: Chondrites (C), Palaeophycus (C), Planolites (C).",,,,359,U1466,B,52,R,5,A
359-U1466B-52R-5-A,78,95,756.69,756.86,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,mold,,,moderate,3,Thalassinoides,,,"Other ichnofossils: Chondrites (C), Palaeophycus (C), Planolites (C).",,,,359,U1466,B,52,R,5,A
359-U1466B-52R-CC-A,0,12,756.86,756.98,,,,,,,2.5y 7/2 (light gray),,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,B,52,R,CC,A
359-U1466B-52R-CC-A,0,14,756.86,757.0,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,mold,,,moderate,3,Thalassinoides,,,Other ichnofossils: Chondrites (C).,,,,359,U1466,B,52,R,CC,A
359-U1466B-53R-1-A,0,36,760.5,760.86,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),very fine sand,3,,,,,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,Other ichnofossils: Palaeophycus (P).,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,36,44,760.86,760.94,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,,,,,,,,,,,,,common,4,,sharp,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,44,67,760.94,761.17,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,common,4,,gradational,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,67,80,761.17,761.3,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,slight,2,,gradational,horizontal,Top turbidite,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,80,88,761.3,761.38,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/2 (grayish brown),medium sand,5,foraminifera (large benthic),"Hetrostegina , Nummulite",,,,,extraclast,lithoclasts.,,,,,slight,2,,gradational,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,88,93,761.38,761.43,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 5/2 (grayish brown),coarse sand,6,foraminifera (large benthic),"Hetrostegina , Nummulite",Red algae,,,,extraclast,lithoclasts.,,,,,absent,0,,erosive,horizontal,Base turbidite,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,93,101,761.43,761.51,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,,,,,,,,,,,,,complete,6,Planolites,gradational,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,101,103,761.51,761.53,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 8/1 (white),medium sand,5,foraminifera (large benthic),,Red algae,,,,,,,,,,absent,0,,erosive,horizontal,Base turbidite,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,103,119,761.53,761.69,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/1 (gray),very fine sand,3,,,,,,,,,,,,,common,4,,gradational,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,119,121,761.69,761.71,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,common,4,,sharp,horizontal,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,121,127,761.71,761.77,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 5/1 (gray),very fine sand,3,,,,,,,,,,,,,common,4,Thalassinoides,gradational,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-1-A,127,135,761.77,761.85,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,,,,,,,,,,,,,common,4,Chondrites,,,,,,,359,U1466,B,53,R,1,A
359-U1466B-53R-2-A,0,14,761.85,761.99,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,foraminifera (large benthic),,,,,,,,,,common,4,Thalassinoides,,,Other ichnofossils: Chondrites (C).,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,14,22,761.99,762.07,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/2 (dark grayish brown),very fine sand,3,foraminifera (benthic),,foraminifera (large benthic),,,,,,,,,,common,4,Planolites,,,Mudstone-wackestone. Other ichnofossils: Chondrites (C).,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,22,42,762.07,762.27,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (benthic),,foraminifera (large benthic),,,,,,,,,,common,4,Chondrites,,,,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,42,48,762.27,762.33,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),"Operculina, Lepidocyclina Sp (Eulepidina), Meterostegina",,,,,,,,,,,common,4,,erosive,horizontal,,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,48,66,762.33,762.51,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,absent,0,,,,,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,66,77,762.51,762.62,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,,,,,,,,,,,,,,,,,,"Distorted and Inclined bedding, <30Â°.",,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,77,91,762.62,762.76,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,,,,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,91,110,762.76,762.95,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,,,,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,110,120,762.95,763.05,Dolomitic,grainstone,4,Dolomitic grainstone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,,,,,,,,,,,,,,,,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,120,129,763.05,763.14,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Hetrostegina",,,,,,,,,,,,,,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,129,144,763.14,763.29,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,,,,,,,,,,,,,,,Palaeophycus,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-2-A,144,151,763.29,763.36,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/1 (very dark gray),clay,1,,,,,,,,,,,,,,,,,,Slump.,,,,359,U1466,B,53,R,2,A
359-U1466B-53R-3-A,0,4,763.36,763.4,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5y 3/1 (very dark gray),clay,1,foraminifera (benthic),,,,,,,,,,,,,,,sharp,horizontal,,,,,359,U1466,B,53,R,3,A
359-U1466B-53R-3-A,4,17,763.4,763.53,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,moderate,3,Planolites,sharp,horizontal,Other ichnofossils: Trichichnus (?).,,,,359,U1466,B,53,R,3,A
359-U1466B-53R-3-A,17,59,763.53,763.95,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (benthic),,,,,,,,,,,,moderate,3,Chondrites,sharp,horizontal,"Grads from 2.5y 2.5/1 (top) to 2.5y 4/1 (base), possible organic matter. Other ichnofossils: Planolites.",,,,359,U1466,B,53,R,3,A
359-U1466B-53R-3-A,59,72,763.95,764.08,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,moderate,3,,sharp,horizontal,,,,,359,U1466,B,53,R,3,A
359-U1466B-53R-3-A,72,78,764.08,764.14,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,,,chondrites,,,,,,,359,U1466,B,53,R,3,A
359-U1466B-53R-CC-A,4,21,764.18,764.35,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,,,Thalassinoides,,,Other ichnofossils: Chondrites.,,,,359,U1466,B,53,R,CC,A
359-U1466B-54R-1-A,0,45,770.2,770.65,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 3/2 (very dark grayish brown),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,slight,2,Zoophycos,gradational,horizontal,color grade from 2.5y 3/2 to 2.5y 4/2,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,45,58,770.65,770.78,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,Foraminifera (planktic),,,,,,,,,,common,4,,gradational,horizontal,,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,58,80,770.78,771.0,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 4/1 (dark gray),very fine sand,3,,,,,,,,,,,,,slight,2,chondrites,gradational,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,80,89,771.0,771.09,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,,,,,,,,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,89,94,771.09,771.14,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 4/1 (dark gray),very fine sand,3,,,,,,,,,,,,,slight,2,chondrites,gradational,horizontal,Other ichnofossils: Planolites.,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,94,103,771.14,771.23,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,103,107,771.23,771.27,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/2 (grayish brown),,,,,,,,,,,,,,,slight,2,,bioturbated,horizontal,Top fining upward trend.,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,107,113,771.27,771.33,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/1 (light gray),,,,,,,,,,,,,,,,,,sharp,horizontal,,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,113,117,771.33,771.37,Dolomitic,packstone,3,Dolomitic packstone,lithified,5,2.5y 8/2 (pale yellow),,,,,,,,,,,,,,,,,chondrites,bioturbated,horizontal,Base fining upward trend.,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-1-A,117,130,771.37,771.5,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),,,,,,,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,B,54,R,1,A
