Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,0,15.5,0,0.155,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],90,medium sand [T07],6,carbonate ooze [Leg178],10,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,44,0,2,0,50,0,2,1,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,15.5,29,0.155,0.29,high [drilling disturbance],6,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,29,31,0.29,0.31,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,24,0,1,0,60,0,0,0,5,10,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,31,52,0.31,0.52,slight [drilling disturbance],2,carbonate ooze [Leg178],90,fine mud [T07],3,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,52,58.5,0.52,0.585,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,13,0,2,0,80,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,58.5,80,0.585,0.8,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,100,0,0,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,80,92,0.8,0.92,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,0,0,60,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,92,103,0.92,1.03,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,25,0,0,0,60,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,103,125.5,1.03,1.255,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,100,0,0,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-1-A,340,U1400,A,1,1-1,H,1,A,125.5,144,1.255,1.44,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,,1,0,,0,,0,,0,,0,,0,,100,granule [T07],,,,13,0,2,0,55,0,0,5,5,20,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-2-A,340,U1400,A,1,1-2,H,2,A,0,48,1.44,1.92,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],75,medium sand [T07],6,calcareous sand [Leg210],25,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,0,0,60,0,0,10,5,10,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,0,50,1.92,2.42,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,angular,5,0,10,5,79,0,0,1,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,50,70,2.42,2.62,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,3,0,45,15,37,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,70,78,2.62,2.7,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,5,79,0,0,1,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,78,89,2.7,2.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,89,91,2.81,2.83,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,15,70,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,91,118,2.83,3.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,118,135,3.1,3.27,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],100,cobble [T07],10,,,,,100,,70,95,cobble [T07],0,,5,pebble [W22_2],0,,0,,0,,0,,,,angular,5,0,10,10,65,0,0,2,2,6,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,135,141,3.27,3.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,141,144,3.33,3.36,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,angular,10,0,25,20,35,0,0,5,5,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-3-A,340,U1400,A,1,1-3,H,3,A,144,154,3.36,3.46,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-CC-A,340,U1400,A,1,1-CC,H,CC,A,0,5,3.46,3.51,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-1H-CC-A,340,U1400,A,1,1-CC,H,CC,A,5,10,3.51,3.56,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400A-1H-CC-A,340,U1400,A,1,1-CC,H,CC,A,10,13,3.56,3.59,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-1-A,340,U1400,A,2,2-1,H,1,A,0,15,3.5,3.65,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],85,pebble [W22_2],9,volcaniclastic-sand [BGS-S81],15,very coarse sand [T07],8,100,,85,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,44,0,5,0,50,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-1-A,340,U1400,A,2,2-1,H,1,A,15,34,3.65,3.84,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],70,very coarse sand [T07],8,volcaniclastic-gravel [BGS-S81],30,pebble [W22_2],9,100,,30,50,pebble [W22_2],0,,0,,0,,0,,50,pebble [W22_2],0,,,,rounded,44,0,5,0,50,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-1-A,340,U1400,A,2,2-1,H,1,A,34,128,3.84,4.78,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,2,90,pebble [W22_2],0,,0,,5,pebble [W22_2],0,,0,,5,pebble [W22_2],,,rounded,44,0,5,0,50,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,0,8,4.78,4.86,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,44,0,5,0,50,0,0,1,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,8,22,4.86,5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,22,45,5,5.23,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,43,0,5,0,50,0,0,1,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,45,51,5.23,5.29,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,29,0,10,50,0,0,0,5,3,3,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,51,53,5.29,5.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
