Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name
363-U1484A-6H-4-A,0,80.0,45.91,46.71,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,4,A,,,,
363-U1484A-6H-4-A,80,95.0,46.71,46.86,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,4,A,,,,
363-U1484A-6H-4-A,95,116.0,46.86,47.07,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,4,A,,,,
363-U1484A-6H-5-A,0,82.0,47.07,47.89,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,5,A,,,,
363-U1484A-6H-5-A,82,88.0,47.89,47.95,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,5,A,,,,
363-U1484A-6H-5-A,88,133.0,47.95,48.4,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,5,A,,,,
363-U1484A-6H-6-A,0,4.0,48.4,48.44,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,4,9.0,48.44,48.49,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,9,28.0,48.49,48.68,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,28,37.0,48.68,48.77,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,37,45.0,48.77,48.85,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,45,88.0,48.85,49.28,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,88,96.0,49.28,49.36,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,96,100.0,49.36,49.4,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,100,109.0,49.4,49.49,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,109,113.0,49.49,49.53,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-6-A,113,142.0,49.53,49.82,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,6,A,,,,
363-U1484A-6H-7-A,0,76.0,49.82,50.58,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,7,A,,,,
363-U1484A-6H-7-A,76,83.0,50.58,50.65,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,7,A,,,,
363-U1484A-6H-7-A,83,104.0,50.65,50.86,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,7,A,,,,
363-U1484A-6H-7-A,104,109.0,50.86,50.91,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,7,A,,,,
363-U1484A-6H-7-A,109,135.0,50.91,51.17,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,7,A,,,,
363-U1484A-6H-8-A,0,33.0,51.22,51.55,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-8-A,33,40.0,51.55,51.62,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-8-A,40,57.0,51.62,51.79,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-8-A,57,69.0,51.79,51.91,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,"sand, wood at 57 cm",,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-8-A,69,132.0,51.91,52.54,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-8-A,132,136.0,52.54,52.58,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,8,A,,,,
363-U1484A-6H-CC-A,0,4.0,52.58,52.62,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,6,H,CC,A,,,,
363-U1484A-6H-CC-A,4,37.0,52.62,52.95,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,6,H,CC,A,,,,
363-U1484A-7H-1-A,4,86.0,52.54,53.36,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,gas expansion cracks,,,,,,,,,,,,,363,U1484,A,7,H,1,A,,,,
363-U1484A-7H-2-A,0,4.0,53.36,53.4,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-2-A,4,11.0,53.4,53.47,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-2-A,11,59.0,53.47,53.95,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-2-A,59,60.0,53.95,53.96,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-2-A,60,71.0,53.96,54.07,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-2-A,80,115.0,54.16,54.51,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,2,A,,,,
363-U1484A-7H-3-A,0,53.0,54.51,55.04,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,3,A,,,,
363-U1484A-7H-3-A,53,58.0,55.04,55.09,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,3,A,,,,
363-U1484A-7H-3-A,58,124.0,55.09,55.75,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,3,A,,,,
363-U1484A-7H-4-A,0,34.0,55.75,56.09,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,4,A,,,,
363-U1484A-7H-4-A,34,39.0,56.09,56.14,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,4,A,,,,
363-U1484A-7H-4-A,39,48.0,56.14,56.23,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,4,A,,,,
363-U1484A-7H-4-A,55,118.0,56.3,56.93,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,4,A,,,,
363-U1484A-7H-5-A,0,47.0,56.93,57.4,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,5,A,,,,
363-U1484A-7H-5-A,47,50.0,57.4,57.43,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,5,A,,,,
363-U1484A-7H-5-A,50,97.0,57.43,57.9,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,5,A,,,,
363-U1484A-7H-6-A,0,129.0,57.9,59.19,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,6,A,,,,
363-U1484A-7H-7-A,0,86.0,59.19,60.05,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,7,A,,,,
363-U1484A-7H-7-A,96,141.0,60.15,60.6,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,7,A,,,,
363-U1484A-7H-8-A,0,91.0,60.65,61.56,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,8,A,,,,
363-U1484A-7H-8-A,91,102.0,61.56,61.67,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,7,H,8,A,,,,
363-U1484A-7H-8-A,102,124.0,61.67,61.89,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,8,A,,,,
363-U1484A-7H-CC-A,0,38.0,61.89,62.27,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, thin sand layers throughout cm-scale and smaller; sand layer bottom contacts sharp",,,,,,,,,,,,,363,U1484,A,7,H,CC,A,,,,
363-U1484A-8H-1-A,0,53.0,62.0,62.53,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,"shell fragments, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,1,A,,,,
363-U1484A-8H-10-A,0,33.0,70.6,70.93,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,10,A,,,,
363-U1484A-8H-10-A,33,51.0,70.93,71.11,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,10,A,,,,
363-U1484A-8H-10-A,51,103.0,71.11,71.63,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,10,A,,,,
363-U1484A-8H-2-A,0,86.0,62.53,63.39,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,"shell fragments, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,2,A,,,,
363-U1484A-8H-3-A,0,30.0,63.39,63.69,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,"shell fragments, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,3,A,,,,
363-U1484A-8H-3-A,30,111.0,63.69,64.5,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,3,A,,,,
363-U1484A-8H-4-A,0,78.0,64.5,65.28,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,4,A,,,,
363-U1484A-8H-5-A,0,16.0,65.28,65.44,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,16,23.0,65.44,65.51,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,23,87.0,65.51,66.15,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,87,94.0,66.15,66.22,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,94,122.0,66.22,66.5,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,122,131.0,66.5,66.59,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-5-A,131,151.0,66.59,66.79,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,5,A,,,,
363-U1484A-8H-6-A,0,67.0,66.79,67.46,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,6,A,,,,
363-U1484A-8H-6-A,67,84.0,67.46,67.63,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,6,A,,,,
363-U1484A-8H-6-A,84,112.0,67.63,67.91,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,6,A,,,,
363-U1484A-8H-7-A,0,7.0,67.91,67.98,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,7,A,,,,
363-U1484A-8H-7-A,7,116.0,67.98,69.07,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"60-62 cm: Giant piece of wood!; gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,7,A,,,,
363-U1484A-8H-8-A,0,41.0,69.07,69.48,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,8,A,,,,
363-U1484A-8H-9-A,0,30.0,69.48,69.78,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,9,A,,,,
363-U1484A-8H-9-A,30,35.0,69.78,69.83,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,8,H,9,A,,,,
363-U1484A-8H-9-A,35,65.0,69.83,70.13,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,9,A,,,,
363-U1484A-8H-9-A,71,80.0,70.19,70.28,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,9,A,,,,
363-U1484A-8H-9-A,85,112.0,70.33,70.6,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,9,A,,,,
363-U1484A-8H-CC-A,0,32.0,71.63,71.95,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,8,H,CC,A,,,,
363-U1484A-9H-1-A,0,42.0,71.5,71.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,1,A,,,,
363-U1484A-9H-1-A,42,51.0,71.92,72.01,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,9,H,1,A,,,,
363-U1484A-9H-1-A,51,93.0,72.01,72.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,1,A,,,,
363-U1484A-9H-1-A,93,103.0,72.43,72.53,,sand [Leg210],sand,,N 4 (dark gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,1,A,,,,
363-U1484A-9H-1-A,103,113.0,72.53,72.63,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,1,A,,,,
363-U1484A-9H-2-A,0,29.0,72.63,72.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"gas expansion cracks, shell fragments, occassional wood pieces, sand and clay lithologies mixed",,,,,,,,,,,,,363,U1484,A,9,H,2,A,,,,
