Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-5R-4-A,43.5,56,787.605,787.73,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,encrustation [BJ80],foraminifer,R [A85],,,,,diagenetic overprinted foraminifers; agglutinated foraminifers observed allover,,,,362,U1480,G,5,R,4,A,,,,
362-U1480G-6R-1-A,0,8.5,792.8,792.885,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],,,,,,,mixed up material with drilling mud,,,,,,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,8.5,20,792.885,793,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,20,21,793,793.01,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,21,27,793.01,793.07,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,27,28,793.07,793.08,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],lithified [B84],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,,,,,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,28,33,793.08,793.13,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,33,36,793.13,793.16,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,,,,,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,36,44,793.16,793.24,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,44,48,793.24,793.28,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,,,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,48,55,793.28,793.35,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,55,60.5,793.35,793.405,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,slight [DB91],3,Nereites,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,60.5,72,793.405,793.52,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,72,74.5,793.52,793.545,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,,,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,74.5,81,793.545,793.61,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,81,84,793.61,793.64,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,cross-bedded,,,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,84,87,793.64,793.67,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,87,93,793.67,793.73,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,,,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,93,95,793.73,793.75,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 2.5/1 (black),,,,,,partially lithified,,,,,,,"small-scaled lamination in mm-size due to higher silt content in the clay (clay with silt) sometimes highly bioturbated resulting in mm-sized, horizontal aligned lenses",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-1-A,95,124,793.75,794.04,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae at 97 cm, 102 cm, 105 cm, 111 cm, 113 cm, 115 cm, 118 cm, 121 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,6,R,1,A,,,,
362-U1480G-6R-2-A,0,66,794.04,794.7,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae at 4 cm, 6 cm, 12 cm, 20 cm, 25 cm, 27 cm, 31 cm, 40 cm, 45 cm, 48 cm, 51 cm, 53 cm, 57 cm, 62 cm. Carbonate concretion at 63 cm",planar lamination,slight [DB91],3,Nereites,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,6,R,2,A,,,,
362-U1480G-6R-3-A,0,19,794.88,795.07,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae at 3 cm, 6 cm, 13 cm, 15 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-3-A,19,26,795.07,795.14,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,,,,,slumped layer,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-3-A,26,31,795.14,795.19,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae at 3 cm, 6 cm, 13 cm, 15 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-3-A,31,37,795.19,795.25,IIC,,very fine sand,with silt [2014],very fine sand,very fine sand with silt,very fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,,thin bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],silt [W22_1],fine sand [W22_2],,,,,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-3-A,37,46,795.25,795.34,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,,,,,slumped layer,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-3-A,46,58,795.34,795.46,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae at 3 cm, 6 cm, 13 cm, 15 cm.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,6,R,3,A,,,,
362-U1480G-6R-CC-A,0,13,795.46,795.59,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5Y 3/1 (very dark gray),,,,,,partially lithified,,,,,,,"Silt laminae at 1 cm, 8 cm, 12 cm.",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,6,R,CC,A,,,,
362-U1480G-7R-CC-A,0,5,802.5,802.55,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],,,,,,,mixed up material with drilling mud,,,,,,,,,,,,,,,,,,,362,U1480,G,7,R,CC,A,,,,
362-U1480G-7R-CC-A,5,10,802.55,802.6,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,sub-vertical,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,7,R,CC,A,,,,
362-U1480G-7R-CC-A,10,17,802.6,802.67,IIC,,fine sand [USGS],with clay [2014],fine sand,fine sand with clay,fine sand with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,,,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,7,R,CC,A,,,,
362-U1480G-7R-CC-A,17,19.5,802.67,802.695,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,non-graded,well [2014],,,small-scaled lamination in mm-size,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,7,R,CC,A,,,,
362-U1480G-8R-1-A,0,39,812.2,812.59,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thick bed [B01],partially lithified,fine sand [W22_2],4,normal grading,,silt [W22_1],fine sand [W22_2],Disseminated plant material in the entire bed; planar lamination in the first 2 cm together with convolute lamination,convolute bedded,absent [DB91],1,,,,,,plant fragment,c [A85],,,,,,,,,362,U1480,G,8,R,1,A,,,,
362-U1480G-8R-1-A,39,150,812.59,813.7,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae between 64-67 cm, 73-76 cm, 98-101 cm, 115-117. In the lower part bisquitting due to drill disturbance is strong and disturbs sediment structures.",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,1,A,,,,
362-U1480G-8R-2-A,0,59,813.7,814.29,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae between 28-34 cm, 53-58 cm. Bisquitting due to drill disturbance is strong and disturbs sediment structures.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,8,R,2,A,,,,
362-U1480G-8R-2-A,59,60,814.29,814.3,IIC,calcareous [Leg339],clay [S54],with carbonate allochems [F80],calcareous clay,calcareous clay with carbonate allochems,clay with carbonate allochems,,2.5Y 4/1 (dark gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,,lithified [B84],silt [W22_1],2,,,,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,8,R,2,A,,,,
362-U1480G-8R-2-A,60,101,814.3,814.71,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt laminae between 89-90 cm, 93-96. Bisquitting due to drill disturbance is strong and disturbs sediment structures.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,2,A,,,,
362-U1480G-8R-3-A,0,99,814.71,815.7,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt to silty clay laminae between 20-21 cm, 29-31 cm, 70-72 cm, 90-92 cm.",planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,3,A,,,,
362-U1480G-8R-4-A,0,17,815.7,815.87,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt to silty clay laminae between 56.5-57 cm, 66-69 cm, 75-76 cm.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,4,A,,,,
362-U1480G-8R-4-A,33,65,816.03,816.35,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt to silty clay laminae between 56.5-57 cm, 66-69 cm, 75-76 cm.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,4,A,,,,
362-U1480G-8R-4-A,65,69,816.35,816.39,IIC,,silt [S54],,silt,silt,silt,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],horizontal lamination in the lower part of the bed convolute lamination in the upper part.,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,8,R,4,A,,,,
362-U1480G-8R-4-A,69,94,816.39,816.64,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],Silt to silty clay laminae between 75-76 cm.,planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,4,A,,,,
362-U1480G-8R-5-A,0,128,816.83,818.11,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],"Silt to silty clay laminae between 0-3 cm, 33-35 cm. Bisquitting due to drill disturbance is strong and disturbs sediment structures.",planar lamination,heavy [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,5,A,,,,
362-U1480G-8R-CC-A,0,23,818.11,818.34,IIC,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,2.5Y 3/1 (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],Silt to silty clay laminae between 19-20 cm.,planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,8,R,CC,A,,,,
362-U1480G-9R-1-A,0,49,821.9,822.39,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,sub-horizontal,,partially lithified,silt [W22_1],2,,,,,small-scaled lamination in mm-size. Cm-wide coal fragment at 45 cm,planar lamination,slight [DB91],3,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,9,R,1,A,,,,
362-U1480G-9R-1-A,49,51,822.39,822.41,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 4/N (dark gray),,,,,,partially lithified,,,,,,,mixed up material with drilling mud,,,,,,,,,,,,,,,,,,,362,U1480,G,9,R,1,A,,,,
362-U1480G-9R-1-A,51,54,822.41,822.44,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,sub-horizontal,,partially lithified,silt [W22_1],2,,,,,small-scaled lamination in mm-size,planar lamination,slight [DB91],3,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,9,R,1,A,,,,
362-U1480G-9R-1-A,54,60,822.44,822.5,IIC,calcareous [Leg339],claystone [S54],,calcareous claystone,calcareous claystone,claystone,,GLEY 1 5/N (gray),,,,,,lithified [B84],clay [W22_1],1,non-graded,well [2014],,,mudstone,,slight [DB91],3,Nereites,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,9,R,1,A,,,,
362-U1480G-10R-CC-A,0,29,831.6,831.89,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,possibly mixed up material from coring,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,10,R,CC,A,,,,
362-U1480G-10R-CC-A,29,45,831.89,832.05,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,,partially lithified,silt [W22_1],2,,,,,3-5 cm wide calcareous clay clast at 34-45 cm.,planar lamination,absent [DB91],1,,,,,,,,mudstone [2014],,,,,,,,362,U1480,G,10,R,CC,A,,,,
362-U1480G-11R-1-A,0,16,841.3,841.46,IIC,,sand-silt-clay [S54],,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,mixed up material due to coring,,,,,,,,,,,,,,,,,,,362,U1480,G,11,R,1,A,,,,
362-U1480G-11R-1-A,16,88,841.46,842.18,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,very thin bed [B01],partially lithified,silt [W22_1],2,,,,,"normally graded, planar laminated very thin beds of silty-clay to clay with planar sharp horizontal basal boundary. Silt lamina at 43.5, 49, 57.5, 69.5, 75.5, 82.5 cm.",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,11,R,1,A,,,,
