Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1456C-33F-1-A,144,150.0,204.24,204.3,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,1,A,
355-U1456C-33F-2-A,0,125.0,204.3,205.55,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,2,A,
355-U1456C-33F-3-A,0,137.0,205.55,206.92,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,3,A,
355-U1456C-33F-CC-A,0,3.0,206.92,206.95,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,33,F,CC,A,
355-U1456C-33F-CC-A,3,14.0,206.95,207.06,,,clay,with silt,clay with silt,,,brown,10YR 5/1 (gray),95,clay,1,clay,1,,,sandy silt,,sandy silt,sandy silt,sandy silt,dark gray,10YR 4/1 (dark gray),5,silt,2,fine sand,4,,100,,,,thinly bedded,,,,,,,,,,,,,355,U1456,C,33,F,CC,A,
355-U1456C-34F,0,456.0,207.5,212.06,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,34,F,,,
355-U1456C-34F-1-A,0,20.0,207.5,207.7,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),90,fine sand,4,medium sand,5,,,silty clay,,silty clay,silty clay,silty clay,brown,10YR 5/1 (gray),10,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,34,F,1,A,
355-U1456C-34F-1-A,20,150.0,207.7,209.0,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,34,F,1,A,
355-U1456C-34F-2-A,0,150.0,209.0,210.5,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,34,F,2,A,
355-U1456C-34F-3-A,0,8.0,210.5,210.58,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),100,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,100,erosive,scoured,sub-vertical,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-3-A,8,58.0,210.58,211.08,,,clay,,clay,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 4/1 (dark gray),10,silt,2,fine sand,4,,100,erosive,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-3-A,58,77.0,211.08,211.27,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),100,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,100,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-3-A,77,89.0,211.27,211.39,,silty,clay,,silty clay,,,brown,10YR 5/1 (gray),70,clay,1,silt,2,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 4/1 (dark gray),30,silt,2,fine sand,4,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-3-A,89,110.0,211.39,211.6,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),100,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-3-A,110,141.0,211.6,211.91,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,brown,10YR 5/1 (gray),40,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,34,F,3,A,
355-U1456C-34F-CC-A,0,6.0,211.91,211.97,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,,clay,,clay,clay,clay,brown,10YR 5/1 (gray),40,clay,1,,,,100,erosive,scoured,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,34,F,CC,A,
355-U1456C-34F-CC-A,6,10.0,211.97,212.01,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,brown,10YR 5/1 (gray),,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1456,C,34,F,CC,A,
355-U1456C-35F,0,274.0,212.2,214.94,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,35,F,,,
355-U1456C-35F-1-A,0,20.0,212.2,212.4,,silty,clay,,silty clay,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,brown,10YR 5/1 (gray),40,fine sand,4,medium sand,5,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,35,F,1,A,
355-U1456C-35F-1-A,20,95.0,212.4,213.15,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,sub-vertical,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,35,F,1,A,
355-U1456C-35F-1-A,95,131.0,213.15,213.51,,silty,clay,,silty clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,35,F,1,A,
355-U1456C-35F-1-A,131,150.0,213.51,213.7,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,35,F,1,A,
355-U1456C-35F-2-A,0,119.0,213.7,214.89,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,35,F,2,A,
355-U1456C-36F,0,332.0,216.9,220.22,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,36,F,,,
355-U1456C-36F-1-A,0,20.0,216.9,217.1,,,clay,,clay,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,1,A,
355-U1456C-36F-1-A,20,39.0,217.1,217.29,,silty,sand,,silty sand,,,dark gray,10YR 4/1 (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,36,F,1,A,
355-U1456C-36F-1-A,39,125.0,217.29,218.15,,,clay,,clay,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,silty,sand,,silty sand,silty sand,sand,dark gray,10YR 4/1 (dark gray),40,fine sand,4,medium sand,5,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,36,F,1,A,
355-U1456C-36F-2-A,0,58.0,218.15,218.73,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),90,medium sand,5,coarse sand,6,,silty,clay,,silty clay,silty clay,clay,dark gray,10YR 4/1 (dark gray),10,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,36,F,2,A,
355-U1456C-36F-2-A,58,73.0,218.73,218.88,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,2,A,
355-U1456C-36F-3-A,0,4.0,218.88,218.92,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),,medium sand,5,coarse sand,6,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,,355,U1456,C,36,F,3,A,
355-U1456C-36F-3-A,4,27.0,218.92,219.15,,,clay,,clay,,,brown,10YR 5/1 (gray),80,clay,1,silt,2,,,silt,,silt,silt,silt,dark gray,10YR 4/1 (dark gray),20,silt,2,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,3,A,
355-U1456C-36F-3-A,27,89.0,219.15,219.77,,,sand,,sand,,,dark gray,10YR 3/1 (very dark gray),80,fine sand,4,medium sand,5,,silty,clay,,silty clay,silty clay,clay,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,sharp,inclined,thickly bedded,normally graded,,,,,,,,,,,,355,U1456,C,36,F,3,A,
355-U1456C-36F-3-A,89,102.0,219.77,219.9,,,clay,,clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-vertical,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,3,A,
355-U1456C-36F-3-A,102,120.0,219.9,220.08,,sandy,silt,,sandy silt,,,dark gray,10YR 4/1 (dark gray),70,silt,2,fine sand,4,,,clay,,clay,clay,clay,dark gray,10YR 4/1 (dark gray),30,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,3,A,
355-U1456C-36F-CC-A,0,9.3,220.08,220.173,,sandy,silt,,sandy silt,,,brown,10YR 5/1 (gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,36,F,CC,A,
355-U1456C-371,0,0.0,221.6,221.6,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,371,,,,
355-U1456C-38X,0,110.0,408.0,409.1,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,38,X,,,
355-U1456C-38X-1-A,0,30.0,408.0,408.3,,nannofossil rich,clay,,nannofossil rich clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1456,C,38,X,1,A,
355-U1456C-38X-1-A,30,35.0,408.3,408.35,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,38,X,1,A,
355-U1456C-38X-1-A,35,74.0,408.35,408.74,,nannofossil rich,clay,,nannofossil rich clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,,,,,sparse,1,,,,,,,355,U1456,C,38,X,1,A,
355-U1456C-38X-1-A,74,79.0,408.74,408.79,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 3/10Y (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,sparse,1,,,,,,,355,U1456,C,38,X,1,A,
355-U1456C-38X-1-A,79,81.0,408.79,408.81,,nannofossil rich,clay,,nannofossil rich clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,sparse,1,,,,,,,355,U1456,C,38,X,1,A,
355-U1456C-38X-CC-A,0,17.0,408.88,409.05,,nannofossil rich,clay,,nannofossil rich clay,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,38,X,CC,A,
355-U1456C-39X,0,111.0,413.8,414.91,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,39,X,,,
355-U1456C-39X-1-A,0,64.0,413.8,414.44,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,39,X,1,A,
355-U1456C-39X-CC-A,0,41.0,414.44,414.85,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,39,X,CC,A,
355-U1456C-40X,0,306.0,418.0,421.06,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,40,X,,,
355-U1456C-40X-1-A,0,150.0,418.0,419.5,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,,355,U1456,C,40,X,1,A,
355-U1456C-40X-2-A,0,111.0,419.5,420.61,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,40,X,2,A,
355-U1456C-40X-CC-A,0,19.0,420.61,420.8,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),40,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,40,X,CC,A,
355-U1456C-40X-CC-A,19,39.0,420.8,421.0,,nannofossil rich,siltstone,,nannofossil rich siltstone,,parallel lamination,dark gray,10YR 3/1 (very dark gray),80,silt,2,silt,2,,nannofossil rich,sandstone,,nannofossil rich sandstone,nannofossil rich sandstone,sandstone,brown,10YR 5/1 (gray),20,very fine sand,3,fine sand,4,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,40,X,CC,A,
355-U1456C-41X,0,504.0,427.7,432.74,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,41,X,,,
355-U1456C-41X-1-A,0,15.0,427.7,427.85,,,nannofossil chalk,,nannofossil chalk,,,dark green,GLEY 1 4/10Y (dark greenish gray),50,clay,1,silt,2,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,brown,10YR 5/1 (gray),50,clay,1,silt,2,,100,Erosive,hardground,inclined,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,1,A,
355-U1456C-41X-1-A,15,36.0,427.85,428.06,,,nannofossil chalk,,nannofossil chalk,,burrows,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,Silt,2,,,,,,,,,,,,,,,,,Planar,bioturbated,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,,355,U1456,C,41,X,1,A,
355-U1456C-41X-1-A,36,53.0,428.06,428.23,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),85,clay,1,Silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),15,silt,2,very fine sand,3,,100,erosive,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,1,A,
355-U1456C-41X-1-A,53,117.0,428.23,428.87,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),60,clay,1,Silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 4/1 (dark gray),40,silt,2,fine sand,4,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,41,X,1,A,
355-U1456C-41X-1-A,117,150.0,428.87,429.2,,nannofossil rich,sandstone,,nannofossil rich sandstone,,,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),40,clay,1,silt,2,,100,,,,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,41,X,1,A,
355-U1456C-41X-2-A,0,105.0,429.2,430.25,,nannofossil rich,sandstone,,nannofossil rich sandstone,,,dark gray,10YR 4/1 (dark gray),60,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),40,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,very thickly bedded,,,,,,,,,,,,,355,U1456,C,41,X,2,A,
355-U1456C-41X-2-A,105,135.0,430.25,430.55,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,2,A,
355-U1456C-41X-3-A,0,18.0,430.7,430.88,,nannofossil rich,claystone,,nannofossil rich claystone,,parallel lamination,brown,10YR 5/1 (gray),85,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),15,silt,2,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,3,A,
355-U1456C-41X-3-A,18,101.0,430.88,431.71,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,41,X,3,A,
355-U1456C-41X-4-A,0,20.0,431.71,431.91,,nannofossil rich,claystone,,nannofossil rich claystone,,parallel lamination,brown,10YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,sandstone,,nannofossil rich sandstone,nannofossil rich sandstone,sandstone,dark gray,10YR 4/1 (dark gray),20,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,4,A,
355-U1456C-41X-4-A,20,39.0,431.91,432.1,,nannofossil rich,sandstone,,nannofossil rich sandstone,,,dark gray,10YR 4/1 (dark gray),85,fine sand,4,medium sand,5,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),15,clay,1,silt,2,,100,erosive,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,4,A,
355-U1456C-41X-4-A,39,56.0,432.1,432.27,,nannofossil rich,claystone,,nannofossil rich claystone,,parallel lamination,brown,10YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,41,X,4,A,
355-U1456C-41X-CC-A,0,42.0,432.27,432.69,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,41,X,CC,A,
355-U1456C-42X,0,85.0,437.4,438.25,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,42,X,,,
355-U1456C-42X-1-A,0,13.0,437.4,437.53,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 4/1 (dark gray),40,silt,2,very fine sand,3,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,42,X,1,A,
355-U1456C-42X-1-A,13,41.0,437.53,437.81,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 4/1 (dark gray),80,clay,1,silt,2,,80,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,42,X,1,A,
355-U1456C-42X-1-A,41,80.3,437.81,438.203,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,very fine sand,3,fine sand,4,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,42,X,1,A,
355-U1456C-43X,0,88.0,438.1,438.98,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,43,X,,,
355-U1456C-43X-1-A,0,40.0,438.1,438.5,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),20,silt,2,very fine sand,3,,100,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,43,X,1,A,
355-U1456C-43X-1-A,40,65.0,438.5,438.75,,nannofossil rich,sandstone,,nannofossil rich sandstone,,,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,dark gray,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,43,X,1,A,
355-U1456C-43X-1-A,65,83.0,438.75,438.93,,nannofossil rich,siltstone,,nannofossil rich siltstone,,,brown,10YR 5/1 (gray),60,clay,1,silt,2,,nannofossil rich,siltstone,,nannofossil rich siltstone,nannofossil rich siltstone,siltstone,dark gray,10YR 3/1 (very dark gray),40,silt,2,very fine sand,3,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,43,X,1,A,
355-U1456C-44X,0,45.0,446.1,446.55,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,44,X,,,
355-U1456C-44X-1-A,0,16.0,446.1,446.26,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,sandstone,,nannofossil rich sandstone,nannofossil rich sandstone,sandstone,dark gray,10YR 4/1 (dark gray),10,very fine sand,3,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,44,X,1,A,
355-U1456C-44X-1-A,16,35.0,446.26,446.45,,nannofossil rich,sandstone,,nannofossil rich sandstone,,,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1456,C,44,X,1,A,
355-U1456C-45X,0,374.0,455.8,459.54,III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,45,X,,,
355-U1456C-45X-1-A,0,10.0,455.8,455.9,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,45,X,1,A,
355-U1456C-45X-1-A,10,38.0,455.9,456.18,,nannofossil rich,sandstone,,nannofossil rich sandstone,,parallel lamination,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,45,X,1,A,
355-U1456C-45X-1-A,38,98.0,456.18,456.78,,nannofossil rich,sandstone,,nannofossil rich sandstone,,color banding,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,45,X,1,A,
355-U1456C-45X-1-A,98,150.0,456.78,457.3,,nannofossil rich,claystone,,nannofossil rich claystone,,color banding,dark gray,10YR 4/1 (dark gray),60,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),40,clay,1,silt,2,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1456,C,45,X,1,A,
355-U1456C-45X-2-A,0,43.0,457.3,457.73,,nannofossil rich,sandstone,,nannofossil rich sandstone,,color banding,dark gray,10YR 4/1 (dark gray),80,very fine sand,3,fine sand,4,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/1 (gray),20,clay,1,silt,2,,100,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,45,X,2,A,
