Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1471C-11H-7-A,0,83,101.8,102.63,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,0,57,102.8,103.37,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,57,61,103.37,103.41,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,61,84,103.41,103.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,84,105,103.64,103.85,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,105,118,103.85,103.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,118,122,103.98,104.02,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,122,125,104.02,104.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,125,139,104.05,104.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,139,140,104.19,104.2,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,140,142,104.2,104.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-1-A,142,150,104.22,104.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-2-A,0,18,104.3,104.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-2-A,18,30,104.48,104.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-2-A,30,150,104.6,105.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,0,8,105.8,105.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,8,26,105.88,106.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-3-A,26,34,106.06,106.14,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,34,60,106.14,106.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-3-A,60,62,106.4,106.42,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,62,66,106.42,106.46,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-3-A,66,68,106.46,106.48,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,68,76,106.48,106.56,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-3-A,76,80,106.56,106.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated. Mottling,,,
359-U1471C-12H-3-A,80,84,106.6,106.64,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-3-A,84,150,106.64,107.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-4-A,0,150,107.3,108.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-5-A,0,92,108.8,109.72,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-5-A,92,110,109.72,109.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-5-A,110,119,109.9,109.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-5-A,119,125,109.99,110.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-5-A,125,135,110.05,110.15,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-5-A,135,148,110.15,110.28,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-5-A,148,150,110.28,110.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-6-A,0,22,110.3,110.52,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-6-A,22,37,110.52,110.67,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-6-A,37,43,110.67,110.73,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-6-A,43,68,110.73,110.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-6-A,68,89,110.98,111.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-6-A,89,95,111.19,111.25,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-6-A,95,101,111.25,111.31,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-6-A,101,104,111.31,111.34,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Partly-lithified planktic foraminifera-rich PACKSTONE. Very fine-grained. Planktic foraminifera is abundant. Benthic foraminifera.,,,
359-U1471C-12H-6-A,104,150,111.34,111.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-7-A,0,79,111.8,112.59,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-12H-CC-A,0,15,112.59,112.74,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. FIne-grained. Planktic foraminifera is abundant. Benthic foraminifera. Slightly indurated.,,,
359-U1471C-13H-1-A,0,150,112.3,113.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-2-A,0,150,113.8,115.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-3-A,0,150,115.3,116.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-4-A,0,60,116.8,117.4,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-4-A,60,88,117.4,117.68,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-4-A,88,150,117.68,118.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-5-A,0,20,118.3,118.5,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-5-A,20,150,118.5,119.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-6-A,0,150,119.8,121.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present.,,,
359-U1471C-13H-7-A,0,69,121.3,121.99,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera are common. Organic matter is present. Few mollusk fragments Scaphopod are rare.,,,
359-U1471C-14H-1-A,0,8,121.8,121.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common.",,,
359-U1471C-14H-1-A,8,150,121.88,123.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine- to medium-grained to. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts is present.",,,
359-U1471C-14H-2-A,0,150,123.3,124.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-3-A,0,95,124.8,125.75,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-3-A,95,106,125.75,125.86,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained to. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common and up to 5 mm.",,,
359-U1471C-14H-3-A,106,150,125.86,126.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-4-A,0,131,126.3,127.61,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-4-A,131,150,127.61,127.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-14H-5-A,0,61,127.8,128.41,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Partially lithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present.",,,
359-U1471C-14H-5-A,61,142,128.41,129.22,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-5-A,142,150,129.22,129.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
359-U1471C-14H-6-A,0,24,129.3,129.54,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,intraclast,Aggregate grains,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant and benthic foraminifera, bioclasts and organic matter are common. Aggregate grains/intraclasts are present to common.",,,
