Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1478,D,1,1-1,H,1,A,0,150,0.0,1.5,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-1-A
361,U1478,D,1,1-2,H,2,A,0,150,1.5,3.0,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-2-A
361,U1478,D,1,1-3,H,3,A,0,150,3.0,4.5,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-3-A
361,U1478,D,1,1-4,H,4,A,0,150,4.5,6.0,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-4-A
361,U1478,D,1,1-5,H,5,A,0,56,6.0,6.56,1,sandy,silt [2014],with foraminifers,sandy silt,sandy silt with foraminifers,silt with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-5-A
361,U1478,D,1,1-CC,H,CC,A,0,15,6.56,6.71,1,sandy,silt [2014],with foraminifers,sandy silt,sandy silt with foraminifers,silt with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-1H-CC-A
361,U1478,D,3,3-1,H,1,A,0,89,8.7,9.59,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-1-A
361,U1478,D,3,3-1,H,1,A,89,101,9.59,9.71,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-1-A
361,U1478,D,3,3-1,H,1,A,101,150,9.71,10.2,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-1-A
361,U1478,D,3,3-2,H,2,A,0,21,10.2,10.41,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-2-A
