Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1478,D,3,3-2,H,2,A,21,60,10.41,10.8,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-2-A
361,U1478,D,3,3-2,H,2,A,60,75,10.8,10.95,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-2-A
361,U1478,D,3,3-2,H,2,A,75,108,10.95,11.28,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-2-A
361,U1478,D,3,3-2,H,2,A,108,150,11.28,11.7,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-2-A
361,U1478,D,3,3-3,H,3,A,0,89,11.7,12.59,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,gastropod,present [A79],,,,,361-U1478D-3H-3-A
361,U1478,D,3,3-3,H,3,A,89,134,12.59,13.04,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-3-A
361,U1478,D,3,3-3,H,3,A,134,150,13.04,13.2,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-3-A
361,U1478,D,3,3-4,H,4,A,0,22,13.2,13.42,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-4-A
361,U1478,D,3,3-4,H,4,A,22,35,13.42,13.55,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-4-A
361,U1478,D,3,3-4,H,4,A,35,150,13.55,14.7,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-4-A
361,U1478,D,3,3-5,H,5,A,0,63,14.7,15.33,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-5-A
361,U1478,D,3,3-5,H,5,A,63,92,15.33,15.62,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-5-A
361,U1478,D,3,3-5,H,5,A,92,150,15.62,16.2,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-5-A
361,U1478,D,3,3-6,H,6,A,0,120,16.2,17.4,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-6-A
361,U1478,D,3,3-7,H,7,A,0,26,17.4,17.66,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-7-A
361,U1478,D,3,3-7,H,7,A,26,38,17.66,17.78,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-7-A
361,U1478,D,3,3-7,H,7,A,38,58,17.78,17.98,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-7-A
361,U1478,D,3,3-CC,H,CC,A,0,33,17.98,18.31,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-3H-CC-A
361,U1478,D,4,4-1,H,1,A,0,96,18.2,19.16,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-1-A
361,U1478,D,4,4-1,H,1,A,96,102,19.16,19.22,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-1-A
361,U1478,D,4,4-1,H,1,A,102,141,19.22,19.61,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-1-A
361,U1478,D,4,4-1,H,1,A,141,150,19.61,19.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-1-A
361,U1478,D,4,4-2,H,2,A,0,23,19.7,19.93,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-2-A
361,U1478,D,4,4-2,H,2,A,23,78,19.93,20.48,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-2-A
361,U1478,D,4,4-2,H,2,A,78,150,20.48,21.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-2-A
361,U1478,D,4,4-3,H,3,A,0,114,21.2,22.34,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-3-A
361,U1478,D,4,4-3,H,3,A,114,150,22.34,22.7,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-3-A
361,U1478,D,4,4-4,H,4,A,0,150,22.7,24.2,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-4-A
361,U1478,D,4,4-5,H,5,A,0,102,24.2,25.22,1,sandy,silt [2014],with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-5-A
361,U1478,D,4,4-5,H,5,A,102,150,25.22,25.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-5-A
361,U1478,D,4,4-6,H,6,A,0,150,25.7,27.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-6-A
361,U1478,D,4,4-7,H,7,A,0,58,27.2,27.78,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-7-A
361,U1478,D,4,4-CC,H,CC,A,0,28,27.78,28.06,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-4H-CC-A
361,U1478,D,5,5-1,H,1,A,0,76,27.7,28.46,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-1-A
361,U1478,D,5,5-1,H,1,A,76,134,28.46,29.04,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-1-A
361,U1478,D,5,5-1,H,1,A,134,150,29.04,29.2,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-1-A
361,U1478,D,5,5-2,H,2,A,0,103,29.2,30.23,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-2-A
361,U1478,D,5,5-2,H,2,A,103,150,30.23,30.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-2-A
361,U1478,D,5,5-3,H,3,A,0,150,30.7,32.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-3-A
361,U1478,D,5,5-4,H,4,A,0,39,32.2,32.59,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-4-A
361,U1478,D,5,5-4,H,4,A,39,150,32.59,33.7,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,burrows,moderate,2,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-4-A
361,U1478,D,5,5-5,H,5,A,0,41,33.7,34.11,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-5-A
361,U1478,D,5,5-5,H,5,A,41,78,34.11,34.48,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,gastropod,present [A79],,,,,361-U1478D-5H-5-A
361,U1478,D,5,5-5,H,5,A,78,98,34.48,34.68,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-5-A
361,U1478,D,5,5-5,H,5,A,98,150,34.68,35.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-5-A
361,U1478,D,5,5-6,H,6,A,0,33,35.2,35.53,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-6-A
361,U1478,D,5,5-6,H,6,A,33,140,35.53,36.6,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-6-A
361,U1478,D,5,5-7,H,7,A,0,50,36.6,37.1,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-7-A
361,U1478,D,5,5-7,H,7,A,50,55,37.1,37.15,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-7-A
361,U1478,D,5,5-CC,H,CC,A,0,26,37.15,37.41,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-5H-CC-A
361,U1478,D,6,6-1,H,1,A,0,150,37.2,38.7,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-1-A
361,U1478,D,6,6-2,H,2,A,0,110,38.7,39.8,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-2-A
361,U1478,D,6,6-2,H,2,A,110,150,39.8,40.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-2-A
361,U1478,D,6,6-3,H,3,A,0,150,40.2,41.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-3-A
361,U1478,D,6,6-4,H,4,A,0,118,41.7,42.88,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-4-A
361,U1478,D,6,6-4,H,4,A,118,134,42.88,43.04,1,clayey,silt [2014],with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-4-A
361,U1478,D,6,6-4,H,4,A,134,150,43.04,43.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-4-A
361,U1478,D,6,6-5,H,5,A,0,150,43.2,44.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-5-A
361,U1478,D,6,6-6,H,6,A,0,100,44.7,45.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-6-A
361,U1478,D,6,6-7,H,7,A,0,61,45.7,46.31,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,,361-U1478D-6H-7-A
