Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334A-17H-CC-A,320,U1334,A,17,17-CC,H,CC,A,0,32,158.65,158.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-17H-CC-A,320,U1334,A,17,17-CC,H,CC,A,0,36,158.65,159.01,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,Black streaks are common through the core,,
320-U1334A-18H-1-A,320,U1334,A,18,18-1,H,1,A,0,150,160.2,161.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-2-A,320,U1334,A,18,18-2,H,2,A,0,150,161.7,163.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-3-A,320,U1334,A,18,18-3,H,3,A,0,150,163.2,164.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-4-A,320,U1334,A,18,18-4,H,4,A,0,150,164.7,166.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-5-A,320,U1334,A,18,18-5,H,5,A,0,150,166.2,167.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-6-A,320,U1334,A,18,18-6,H,6,A,0,140,167.7,169.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-7-A,320,U1334,A,18,18-7,H,7,A,0,74,169.1,169.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-18H-7-A,320,U1334,A,18,18-7,H,7,A,74,79,169.84,169.89,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 7,,,
320-U1334A-18H-CC-A,320,U1334,A,18,18-CC,H,CC,A,0,2,169.89,169.91,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 7,,,
320-U1334A-18H-CC-A,320,U1334,A,18,18-CC,H,CC,A,2,28,169.91,170.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1334A-19H-1-A,320,U1334,A,19,19-1,H,1,A,0,142,169.7,171.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-2-A,320,U1334,A,19,19-2,H,2,A,0,150,171.12,172.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-3-A,320,U1334,A,19,19-3,H,3,A,0,150,172.62,174.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-4-A,320,U1334,A,19,19-4,H,4,A,0,150,174.12,175.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-5-A,320,U1334,A,19,19-5,H,5,A,0,150,175.62,177.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-6-A,320,U1334,A,19,19-6,H,6,A,0,104,177.12,178.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-19H-CC-A,320,U1334,A,19,19-CC,H,CC,A,0,32,178.16,178.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10G 8/1,Black streaks are common through the core. Darker horizons occur in section 1 (Gley 1 5G 7/1),,
320-U1334A-20H-1-A,320,U1334,A,20,20-1,H,1,A,0,150,179.2,180.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-2-A,320,U1334,A,20,20-2,H,2,A,0,150,180.7,182.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-3-A,320,U1334,A,20,20-3,H,3,A,0,150,182.2,183.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-4-A,320,U1334,A,20,20-4,H,4,A,0,150,183.7,185.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-5-A,320,U1334,A,20,20-5,H,5,A,0,150,185.2,186.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-6-A,320,U1334,A,20,20-6,H,6,A,0,130,186.7,188.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-7-A,320,U1334,A,20,20-7,H,7,A,0,47,188.0,188.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-20H-CC-A,320,U1334,A,20,20-CC,H,CC,A,0,18,188.47,188.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-21H-1-A,320,U1334,A,21,21-1,H,1,A,0,150,188.7,190.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-21H-2-A,320,U1334,A,21,21-2,H,2,A,0,110,190.2,191.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5BG 8/1,,,
320-U1334A-21H-2-A,320,U1334,A,21,21-2,H,2,A,110,150,191.3,191.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-3-A,320,U1334,A,21,21-3,H,3,A,0,150,191.7,193.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-4-A,320,U1334,A,21,21-4,H,4,A,0,150,193.2,194.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-5-A,320,U1334,A,21,21-5,H,5,A,0,150,194.7,196.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-6-A,320,U1334,A,21,21-6,H,6,A,0,150,196.2,197.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-7-A,320,U1334,A,21,21-7,H,7,A,0,66,197.7,198.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-21H-CC-A,320,U1334,A,21,21-CC,H,CC,A,0,14,198.36,198.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,
320-U1334A-22H-1-A,320,U1334,A,22,22-1,H,1,A,0,150,198.2,199.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1334A-22H-2-A,320,U1334,A,22,22-2,H,2,A,0,150,199.7,201.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1334A-22H-3-A,320,U1334,A,22,22-3,H,3,A,0,150,201.2,202.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1334A-22H-4-A,320,U1334,A,22,22-4,H,4,A,0,150,202.7,204.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1334A-22H-5-A,320,U1334,A,22,22-5,H,5,A,0,80,204.2,205.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,2.5Y 8/2,,,
320-U1334A-22H-5-A,320,U1334,A,22,22-5,H,5,A,80,150,205.0,205.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,grading toward 10YR 8/4 in CC,,
320-U1334A-22H-6-A,320,U1334,A,22,22-6,H,6,A,0,96,205.7,206.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,grading toward 10YR 8/4 in CC,,
320-U1334A-22H-CC-A,320,U1334,A,22,22-CC,H,CC,A,0,22,206.66,206.88,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,grading toward 10YR 8/4 in CC,,
320-U1334A-23X-1-A,320,U1334,A,23,23-1,X,1,A,0,150,206.9,208.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-2-A,320,U1334,A,23,23-2,X,2,A,0,138,208.4,209.78,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-2-A,320,U1334,A,23,23-2,X,2,A,138,150,209.78,209.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1334A-23X-3-A,320,U1334,A,23,23-3,X,3,A,0,114,209.9,211.04,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1334A-23X-3-A,320,U1334,A,23,23-3,X,3,A,114,150,211.04,211.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-4-A,320,U1334,A,23,23-4,X,4,A,0,150,211.4,212.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-5-A,320,U1334,A,23,23-5,X,5,A,0,150,212.9,214.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-6-A,320,U1334,A,23,23-6,X,6,A,0,146,214.4,215.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-23X-CC-A,320,U1334,A,23,23-CC,X,CC,A,0,29,215.86,216.15,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
320-U1334A-24X-1-A,320,U1334,A,24,24-1,X,1,A,0,150,214.5,216.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-2-A,320,U1334,A,24,24-2,X,2,A,0,150,216.0,217.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-3-A,320,U1334,A,24,24-3,X,3,A,0,150,217.5,219.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-4-A,320,U1334,A,24,24-4,X,4,A,0,150,219.0,220.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-5-A,320,U1334,A,24,24-5,X,5,A,0,150,220.5,222.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-6-A,320,U1334,A,24,24-6,X,6,A,0,90,222.0,222.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-6-A,320,U1334,A,24,24-6,X,6,A,90,148,222.9,223.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 7/3,,,
320-U1334A-24X-6-A,320,U1334,A,24,24-6,X,6,A,148,150,223.48,223.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-7-A,320,U1334,A,24,24-7,X,7,A,0,40,223.5,223.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-24X-CC-A,320,U1334,A,24,24-CC,X,CC,A,0,31,223.9,224.21,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1334A-25X-1-A,320,U1334,A,25,25-1,X,1,A,0,150,224.1,225.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-1-A,320,U1334,A,25,25-1,X,1,A,0,150,224.1,225.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-2-A,320,U1334,A,25,25-2,X,2,A,0,150,225.6,227.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-2-A,320,U1334,A,25,25-2,X,2,A,0,150,225.6,227.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-3-A,320,U1334,A,25,25-3,X,3,A,0,150,227.1,228.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-3-A,320,U1334,A,25,25-3,X,3,A,0,150,227.1,228.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-4-A,320,U1334,A,25,25-4,X,4,A,0,150,228.6,230.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-4-A,320,U1334,A,25,25-4,X,4,A,0,150,228.6,230.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-5-A,320,U1334,A,25,25-5,X,5,A,0,150,230.1,231.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-5-A,320,U1334,A,25,25-5,X,5,A,0,150,230.1,231.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-6-A,320,U1334,A,25,25-6,X,6,A,0,150,231.6,233.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-6-A,320,U1334,A,25,25-6,X,6,A,0,150,231.6,233.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-7-A,320,U1334,A,25,25-7,X,7,A,0,43,233.1,233.53,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-7-A,320,U1334,A,25,25-7,X,7,A,0,43,233.1,233.53,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-25X-CC-A,320,U1334,A,25,25-CC,X,CC,A,0,27,233.53,233.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 7/2,diatoms (~ 8%),,
320-U1334A-25X-CC-A,320,U1334,A,25,25-CC,X,CC,A,0,27,233.53,233.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,50,firm,10YR 8/3,,,
320-U1334A-26X-1-A,320,U1334,A,26,26-1,X,1,A,0,150,233.6,235.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/2,,,
320-U1334A-26X-2-A,320,U1334,A,26,26-2,X,2,A,0,5,235.1,235.15,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/2,,,
320-U1334A-26X-2-A,320,U1334,A,26,26-2,X,2,A,5,150,235.15,236.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-3-A,320,U1334,A,26,26-3,X,3,A,0,150,236.6,238.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-4-A,320,U1334,A,26,26-4,X,4,A,0,150,238.1,239.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-5-A,320,U1334,A,26,26-5,X,5,A,0,150,239.6,241.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-6-A,320,U1334,A,26,26-6,X,6,A,0,150,241.1,242.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-7-A,320,U1334,A,26,26-7,X,7,A,0,46,242.6,243.06,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-26X-CC-A,320,U1334,A,26,26-CC,X,CC,A,0,31,243.06,243.37,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-27X-1-A,320,U1334,A,27,27-1,X,1,A,0,150,243.2,244.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-27X-2-A,320,U1334,A,27,27-2,X,2,A,0,26,244.7,244.96,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,
320-U1334A-27X-2-A,320,U1334,A,27,27-2,X,2,A,26,150,244.96,246.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 6/4,,,
320-U1334A-27X-3-A,320,U1334,A,27,27-3,X,3,A,0,100,246.2,247.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 6/4,,,
320-U1334A-27X-4-A,320,U1334,A,27,27-4,X,4,A,0,76,247.2,247.96,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 6/4,,,
320-U1334A-27X-4-A,320,U1334,A,27,27-4,X,4,A,76,100,247.96,248.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,
320-U1334A-27X-5-A,320,U1334,A,27,27-5,X,5,A,0,150,248.2,249.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,
320-U1334A-27X-6-A,320,U1334,A,27,27-6,X,6,A,0,62,249.7,250.32,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,20,firm,10YR 4/3,,,
320-U1334A-27X-6-A,320,U1334,A,27,27-6,X,6,A,0,62,249.7,250.32,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,80,firm,10YR 5/3,,,
320-U1334A-27X-CC-A,320,U1334,A,27,27-CC,X,CC,A,0,43,250.32,250.75,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,20,firm,10YR 4/3,,,
320-U1334A-27X-CC-A,320,U1334,A,27,27-CC,X,CC,A,0,43,250.32,250.75,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,80,firm,10YR 5/3,,,
320-U1334A-28X-1-A,320,U1334,A,28,28-1,X,1,A,0,150,252.8,254.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/2,,,
320-U1334A-28X-1-A,320,U1334,A,28,28-1,X,1,A,0,150,252.8,254.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,70,firm,10YR 5/3,,,
320-U1334A-28X-2-A,320,U1334,A,28,28-2,X,2,A,0,42,254.3,254.72,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 3/2,,,
320-U1334A-28X-2-A,320,U1334,A,28,28-2,X,2,A,0,42,254.3,254.72,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,70,firm,10YR 5/3,,,
320-U1334A-28X-2-A,320,U1334,A,28,28-2,X,2,A,42,150,254.72,255.8,Claystone [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Claystone,100,firm,10YR 2/2,,,
320-U1334A-28X-3-A,320,U1334,A,28,28-3,X,3,A,0,150,255.8,257.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-3-A,320,U1334,A,28,28-3,X,3,A,0,150,255.8,257.3,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-28X-4-A,320,U1334,A,28,28-4,X,4,A,0,150,257.3,258.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-4-A,320,U1334,A,28,28-4,X,4,A,0,150,257.3,258.8,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-28X-5-A,320,U1334,A,28,28-5,X,5,A,0,150,258.8,260.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-5-A,320,U1334,A,28,28-5,X,5,A,0,150,258.8,260.3,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-28X-6-A,320,U1334,A,28,28-6,X,6,A,0,150,260.3,261.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-6-A,320,U1334,A,28,28-6,X,6,A,0,150,260.3,261.8,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-28X-7-A,320,U1334,A,28,28-7,X,7,A,0,47,261.8,262.27,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-7-A,320,U1334,A,28,28-7,X,7,A,0,47,261.8,262.27,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-28X-CC-A,320,U1334,A,28,28-CC,X,CC,A,0,44,262.27,262.71,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,70,firm,10YR 5/3,,,
320-U1334A-28X-CC-A,320,U1334,A,28,28-CC,X,CC,A,0,44,262.27,262.71,radiolarite [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey,with nannofossils,Clayey radiolarite with nannofossils,30,firm,10YR 3/2,,,
320-U1334A-29X-1-A,320,U1334,A,29,29-1,X,1,A,0,95,262.4,263.35,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 2/2,,,
320-U1334A-29X-1-A,320,U1334,A,29,29-1,X,1,A,0,95,262.4,263.35,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 4/3,,,
