Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1484B-9H-7-A,130.0,143.0,75.04,75.17,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,7,A,,,,
363-U1484B-9H-8-A,0.0,70.0,75.17,75.87,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,8,A,,,,
363-U1484B-9H-8-A,70.0,78.0,75.87,75.95,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,8,A,,,,
363-U1484B-9H-8-A,78.0,104.0,75.95,76.21,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,8,A,,,,
363-U1484B-9H-CC-A,0.0,32.0,76.21,76.53,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,Shell fragments and sulfide specks are present. Gas expansion cracks is intense.,,,,,,,,,,,,,363,U1484,B,9,H,CC,A,,,,
363-U1484B-10H-1-A,0.0,34.0,76.3,76.64,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,1,A,,,,
363-U1484B-10H-2-A,0.0,47.0,76.64,77.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,2,A,,,,
363-U1484B-10H-2-A,63.0,145.0,77.27,78.09,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,2,A,,,,
363-U1484B-10H-3-A,0.0,11.0,78.09,78.2,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,3,A,,,,
363-U1484B-10H-3-A,11.0,17.0,78.2,78.26,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,3,A,,,,
363-U1484B-10H-3-A,17.0,58.0,78.26,78.67,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,3,A,,,,
363-U1484B-10H-3-A,75.0,146.0,78.84,79.55,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,3,A,,,,
363-U1484B-10H-4-A,0.0,144.0,79.55,80.99,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,4,A,,,,
363-U1484B-10H-5-A,0.0,145.0,80.99,82.44,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,5,A,,,,
363-U1484B-10H-6-A,0.0,10.0,82.44,82.54,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,6,A,,,,
363-U1484B-10H-6-A,10.0,19.0,82.54,82.63,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,6,A,,,,
363-U1484B-10H-6-A,19.0,144.0,82.63,83.88,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,6,A,,,,
363-U1484B-10H-7-A,0.0,7.0,83.88,83.95,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,7,A,,,,
363-U1484B-10H-7-A,7.0,40.0,83.95,84.28,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,7,A,,,,
363-U1484B-10H-7-A,40.0,57.0,84.28,84.45,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,7,A,,,,
363-U1484B-10H-7-A,57.0,102.0,84.45,84.9,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,7,A,,,,
363-U1484B-10H-7-A,108.0,135.0,84.96,85.23,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,7,A,,,,
363-U1484B-10H-8-A,0.0,60.0,85.23,85.83,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,8,A,,,,
363-U1484B-10H-8-A,66.0,106.0,85.89,86.29,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,8,A,,,,
363-U1484B-10H-CC-A,0.0,46.0,86.29,86.75,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,10,H,CC,A,,,,
363-U1484B-11H-1-A,0.0,64.0,85.8,86.44,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,1,A,,,,
363-U1484B-11H-2-A,0.0,116.0,86.44,87.6,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,2,A,,,,
363-U1484B-11H-3-A,0.0,120.0,87.6,88.8,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,3,A,,,,
363-U1484B-11H-4-A,0.0,43.0,88.8,89.23,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,4,A,,,,
363-U1484B-11H-4-A,43.0,45.0,89.23,89.25,,coquina [X363],coquina,,2.5Y 7/3 (pale yellow),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,4,A,,,,
363-U1484B-11H-4-A,45.0,116.0,89.25,89.96,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,4,A,,,,
363-U1484B-11H-5-A,0.0,99.0,89.96,90.95,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,5,A,,,,
363-U1484B-11H-6-A,0.0,146.0,90.95,92.41,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,6,A,,,,
363-U1484B-11H-7-A,0.0,27.0,92.41,92.68,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,7,A,,,,
363-U1484B-11H-7-A,27.0,146.0,92.68,93.87,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,7,A,,,,
363-U1484B-11H-8-A,0.0,50.0,93.87,94.37,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,8,A,,,,
363-U1484B-11H-8-A,59.0,98.0,94.46,94.85,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,8,A,,,,
363-U1484B-11H-CC-A,0.0,50.0,94.85,95.35,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,11,H,CC,A,,,,
363-U1484B-12H-1-A,0.0,72.0,95.3,96.02,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,1,A,,,,
363-U1484B-12H-2-A,0.0,76.0,96.06,96.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,2,A,,,,
363-U1484B-12H-2-A,81.0,134.0,96.87,97.4,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,2,A,,,,
363-U1484B-12H-3-A,0.0,23.0,97.4,97.63,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,3,A,,,,
363-U1484B-12H-3-A,23.0,68.0,97.63,98.08,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,3,A,,,,
363-U1484B-12H-3-A,68.0,83.0,98.08,98.23,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,3,A,,,,
363-U1484B-12H-3-A,83.0,94.0,98.23,98.34,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,3,A,,,,
363-U1484B-12H-3-A,94.0,120.0,98.34,98.6,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,3,A,,,,
363-U1484B-12H-4-A,0.0,124.0,98.6,99.84,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,4,A,,,,
363-U1484B-12H-5-A,0.0,27.0,99.84,100.11,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,5,A,,,,
363-U1484B-12H-5-A,27.0,46.0,100.11,100.3,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,5,A,,,,
363-U1484B-12H-5-A,50.0,125.0,100.34,101.09,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,5,A,,,,
363-U1484B-12H-6-A,0.0,90.0,101.09,101.99,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,6,A,,,,
363-U1484B-12H-6-A,90.0,99.0,101.99,102.08,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,6,A,,,,
363-U1484B-12H-6-A,99.0,148.0,102.08,102.57,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,6,A,,,,
363-U1484B-12H-7-A,0.0,37.0,102.57,102.94,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,37.0,45.0,102.94,103.02,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,45.0,101.0,103.02,103.58,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,101.0,109.0,103.58,103.66,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,109.0,133.0,103.66,103.9,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,133.0,139.0,103.9,103.96,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-7-A,139.0,147.0,103.96,104.04,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,7,A,,,,
363-U1484B-12H-8-A,0.0,64.0,104.04,104.68,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,8,A,,,,
363-U1484B-12H-8-A,69.0,115.0,104.73,105.19,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,8,A,,,,
363-U1484B-12H-CC-A,0.0,38.0,105.19,105.57,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,12,H,CC,A,,,,
363-U1484B-13F-1-A,0.0,81.0,104.8,105.61,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,1,A,,,,
363-U1484B-13F-1-A,81.0,90.0,105.61,105.7,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,1,A,,,,
363-U1484B-13F-1-A,90.0,126.0,105.7,106.06,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,1,A,,,,
363-U1484B-13F-2-A,0.0,19.0,106.06,106.25,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,2,A,,,,
363-U1484B-13F-2-A,19.0,85.0,106.25,106.91,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,2,A,,,,
363-U1484B-13F-2-A,85.0,97.0,106.91,107.03,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,2,A,,,,
363-U1484B-13F-2-A,97.0,100.0,107.03,107.06,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,2,A,,,,
363-U1484B-13F-3-A,0.0,19.0,107.06,107.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,3,A,,,,
363-U1484B-13F-3-A,19.0,26.0,107.25,107.32,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,3,A,,,,
363-U1484B-13F-3-A,26.0,39.0,107.32,107.45,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,3,A,,,,
363-U1484B-13F-3-A,39.0,51.0,107.45,107.57,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,3,A,,,,
363-U1484B-13F-3-A,51.0,66.0,107.57,107.72,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,3,A,,,,
363-U1484B-13F-4-A,0.0,61.0,107.72,108.33,foraminifer-bearing [X363],silty clay [S54],foraminifer-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,4,A,,,,
363-U1484B-13F-CC-A,0.0,36.0,108.38,108.74,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,13,F,CC,A,,,,
363-U1484B-14F-1-A,0.0,110.0,109.5,110.6,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,14,F,1,A,,,,
363-U1484B-14F-2-A,0.0,127.0,110.6,111.87,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,14,F,2,A,,,,
363-U1484B-14F-3-A,0.0,101.0,111.87,112.88,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,14,F,3,A,,,,
363-U1484B-14F-4-A,0.0,103.0,112.88,113.91,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,14,F,4,A,,,,
363-U1484B-14F-CC-A,0.0,15.0,113.91,114.06,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,14,F,CC,A,,,,
363-U1484B-15F-1-A,0.0,124.0,114.2,115.44,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,15,F,1,A,,,,
363-U1484B-15F-2-A,0.0,42.0,115.44,115.86,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,15,F,2,A,,,,
363-U1484B-15F-2-A,65.0,133.0,116.09,116.77,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,15,F,2,A,,,,
363-U1484B-15F-3-A,0.0,129.0,116.77,118.06,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,15,F,3,A,,,,
363-U1484B-15F-CC-A,0.0,20.0,118.06,118.26,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,15,F,CC,A,,,,
363-U1484B-16F-1-A,0.0,5.0,118.9,118.95,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,1,A,,,,
363-U1484B-16F-1-A,5.0,15.0,118.95,119.05,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,1,A,,,,
363-U1484B-16F-1-A,15.0,35.0,119.05,119.25,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,1,A,,,,
363-U1484B-16F-1-A,35.0,62.0,119.25,119.52,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,1,A,,,,
363-U1484B-16F-1-A,62.0,112.0,119.52,120.02,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,1,A,,,,
363-U1484B-16F-2-A,0.0,144.0,120.02,121.46,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,2,A,,,,
363-U1484B-16F-3-A,0.0,98.0,121.46,122.44,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,3,A,,,,
363-U1484B-16F-CC-A,0.0,15.0,122.44,122.59,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,16,F,CC,A,,,,
363-U1484B-17F-1-A,0.0,47.0,123.6,124.07,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,sharp and irregular base,,,,,,,,,,,,,363,U1484,B,17,F,1,A,,,,
363-U1484B-17F-1-A,47.0,142.0,124.07,125.02,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,"wood fragments: 85 cm, 110 cm",,,,,,,,,,,,,363,U1484,B,17,F,1,A,,,,
363-U1484B-17F-2-A,0.0,128.0,125.02,126.3,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,17,F,2,A,,,,
363-U1484B-17F-3-A,0.0,73.0,126.3,127.03,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,wood fragments: 69 cm,,,,,,,,,,,,,363,U1484,B,17,F,3,A,,,,
363-U1484B-17F-CC-A,0.0,22.0,127.03,127.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,17,F,CC,A,,,,
363-U1484B-18F-1-A,0.0,108.0,128.3,129.38,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,drilling disturbance: 40-70 cm,,,,,,,,,,,,,363,U1484,B,18,F,1,A,,,,
363-U1484B-18F-2-A,0.0,153.0,129.33,130.86,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,2,A,,,,
363-U1484B-18F-3-A,0.0,92.0,130.86,131.78,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,3,A,,,,
363-U1484B-18F-4-A,0.0,29.0,131.54,131.83,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,4,A,,,,
363-U1484B-18F-4-A,29.0,39.0,131.83,131.93,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,4,A,,,,
363-U1484B-18F-4-A,39.0,50.0,131.93,132.04,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,4,A,,,,
363-U1484B-18F-4-A,60.0,94.0,132.14,132.48,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,4,A,,,,
363-U1484B-18F-CC-A,0.0,37.0,132.48,132.85,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,18,F,CC,A,,,,
363-U1484B-19H-1-A,0.0,27.0,133.0,133.27,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,1,A,,,,
363-U1484B-19H-2-A,0.0,106.0,133.27,134.33,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,2,A,,,,
363-U1484B-19H-2-A,115.0,138.0,134.42,134.65,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,2,A,,,,
363-U1484B-19H-3-A,0.0,138.0,134.65,136.03,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,"0-27 cm: ash-fill burrow, no original layer",,,,,,,,,,,,,363,U1484,B,19,H,3,A,,,,
