Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links
361,U1476,C,1,1-1,H,1,A,0,23,0,0.23,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-1,H,1,A,23,34,0.23,0.34,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,shell fragment,abundant [A79],,,,
361,U1476,C,1,1-1,H,1,A,34,150,0.34,1.5,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,mineral,pyrite,,,,,,
361,U1476,C,1,1-2,H,2,A,0,22,1.5,1.72,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,brown,7.5YR 6/4 (light brown),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,diagenetic stratification,,,,,,,,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-2,H,2,A,22,150,1.72,3,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,2.5YR 6/2 (pale red),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-3,H,3,A,0,44,3,3.44,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light gray,2.5YR 6/2 (pale red),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-3,H,3,A,44,80,3.44,3.8,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-3,H,3,A,80,150,3.8,4.5,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-4,H,4,A,0,12,4.5,4.62,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light green,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-4,H,4,A,12,107,4.62,5.57,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1476,C,1,1-CC,H,CC,A,0,15,5.57,5.72,1,,foraminiferal ooze [2014],with nannofossils,foraminiferal ooze,foraminiferal ooze with nannofossils,foraminiferal ooze with nannofossils,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
