Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466A-7H-3-A,0,150,55.5,57.0,,grainstone,4,grainstone,unlithified,1,10YR 6/1 (gray),coarse sand,6,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (C).,,"Black clasts, possible organic matter.",,,,,,,,,,Moderately sorted.,,,,359,U1466,A,7,H,3,A
359-U1466A-7H-4-A,0,128,57.0,58.28,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,halimeda,,red algae,,,"Black clasts, possible organic matter.",,,,,,,,,,Moderately sorted.,,,,359,U1466,A,7,H,4,A
359-U1466A-7H-4-A,128,130,58.28,58.3,,packstone,3,packstone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,,,,,,,,,,,,,,,,Moderately sorted.,,,,359,U1466,A,7,H,4,A
359-U1466A-7H-4-A,130,150,58.3,58.5,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,halimeda,,,,,,,,,,,,,Moderately sorted.,,,,359,U1466,A,7,H,4,A
359-U1466A-7H-5-A,0,151,58.5,60.01,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (C).,,"Black clasts, possible organic matter.",,,,,,,,,,Well sorted.,,,,359,U1466,A,7,H,5,A
359-U1466A-7H-6-A,0,106,60.01,61.07,,grainstone,4,grainstone,unlithified,1,2.5Y 8.5/1 (white),medium sand,5,foraminifera (planktic),,halimeda,,red algae,,,"Black clasts, possible organic matter.",,,,,,,,,,Well sorted.,,,,359,U1466,A,7,H,6,A
359-U1466A-7H-CC-A,0,9,61.07,61.16,,grainstone,4,grainstone,unlithified,1,2.5Y 8.5/1 (white),medium sand,5,foraminifera (planktic),,halimeda,,red algae,,,"Black clasts, possible organic matter.",,,,,,,,,,Well sorted.,,,,359,U1466,A,7,H,CC,A
359-U1466A-8H-1-A,0,55,62.0,62.55,,grainstone,4,grainstone,unlithified,1,,medium sand,5,,,,,,,,,,,,,,,,,,Disturbed cave-in,,,,359,U1466,A,8,H,1,A
359-U1466A-8H-1-A,55,150,62.55,63.5,,packstone,3,packstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,halimeda,,foraminifera (benthic),"Also present: bivalve fragments, echinoid fragments and spines, bryozoan fragments, otoliths (C)",,,,,,,,,,,,Moderately sorted. Medium to coarse grained. Yellow to reddish stained grains present.,,,,359,U1466,A,8,H,1,A
359-U1466A-8H-2-A,0,150,63.5,65.0,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,halimeda,Also present: Bivalve fragments,,,,,,,,,,,,Moderately sorted. Medium to coarse. Black grains (R). Aggregates at 18-20 and 133-135 cm.,,,,359,U1466,A,8,H,2,A
359-U1466A-8H-3-A,0,150,65.0,66.5,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: echinoid spines and bivalve fragments (C), bryozoan fragments (F)",,,,,,,,,,,,"Poorly to moderately sorted. Medium to coarse. Common aggregates at 0-2, 118-133-134 cm.",,,,359,U1466,A,8,H,3,A
359-U1466A-8H-4-A,0,150,66.5,68.0,,packstone,3,packstone,unlithified,1,10YR 7/3 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: echinoid spines and bivalve fragments (C), bryozoan fragments (F)",,,,,,,,,,,,Poorly to moderately sorted. Medium to coarse. Common aggregates.,,,,359,U1466,A,8,H,4,A
359-U1466A-8H-5-A,0,150,68.0,69.5,,packstone,3,packstone,unlithified,1,2.5YR 7/3 (light reddish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,Also present: Bivalve fragments,,,,,,,,,,,,Moderately sorted. Common aggregates throughout section.,,,,359,U1466,A,8,H,5,A
359-U1466A-8H-6-A,0,100,69.5,70.5,,packstone,3,packstone,unlithified,1,2.5YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: schinoid spines (C), bivalve fragments (F)",,,,,,,,,,,,Moderately sorted. Common aggregates throughout section.,,,,359,U1466,A,8,H,6,A
359-U1466A-8H-7-A,0,74,70.5,71.24,,packstone,3,packstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: echinoid spines (C), bivalve fragments and coral (F).",,,,,,,,,,,,Moderately sorted. Common aggregates (up to 1 cm) throughout section.,,,,359,U1466,A,8,H,7,A
359-U1466A-8H-CC-A,0,9,71.24,71.33,,packstone,3,packstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: echinoid spines (C), bivalve fragments and coral (F).",,,,,,,,,,,,Moderately sorted. Common aggregates (up to 1 cm) throughout section.,,,,359,U1466,A,8,H,CC,A
359-U1466A-9H-1-A,0,16,71.5,71.66,,grainstone,4,grainstone,unlithified,1,,medium sand,5,foraminifera (planktic),,foraminifera (benthic),,halimeda,"Also present: echinoid spines (C), bivalve fragments and coral (F).",,,,,,,,,,,,Disturbed cave-in,,,,359,U1466,A,9,H,1,A
359-U1466A-9H-1-A,16,121,71.66,72.71,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,echinoderm,,,,,,,,,,,,,Moderately to well sorted.,,,,359,U1466,A,9,H,1,A
359-U1466A-9H-2-A,0,84,72.71,73.55,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,echinoderm,,,,,,,,,,,,,Moderately sorted. Aggregates up to 1 cm (Avg. 0.5 cm),,,,359,U1466,A,9,H,2,A
359-U1466A-9H-2-A,84,129,73.55,74.0,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,echinoderm,,,,,,,,slight,2,,,,Moderately sorted. Aggregates (C).,,,,359,U1466,A,9,H,2,A
359-U1466A-9H-3-A,0,24,74.0,74.24,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,echinoid fragments and mollusk fragments (C).,,,,,,,,,,gradational,,Poorly sorted.,,,,359,U1466,A,9,H,3,A
359-U1466A-9H-3-A,24,29,74.24,74.29,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,echinoid fragments and mollusk fragments (C).,,,,,,,moderate,3,,gradational,,Poorly sorted with abundant black clasts,,,,359,U1466,A,9,H,3,A
359-U1466A-9H-3-A,29,39,74.29,74.39,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,"echinoid fragments and mollusk fragments (C), otoliths (P)",,,,,,,moderate,3,,gradational,,Poorly sorted.,,,,359,U1466,A,9,H,3,A
359-U1466A-9H-3-A,39,150,74.39,75.5,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,"echinoid fragments and mollusk fragments (C), otoliths (P)",,,,,,,moderate,3,,,,Poorly sorted. Bioturbation difficult to identify.,,,,359,U1466,A,9,H,3,A
359-U1466A-9H-4-A,0,10,75.5,75.6,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,Extensive flow-in.,,,,359,U1466,A,9,H,4,A
359-U1466A-9H-4-A,10,70,75.6,76.2,,packstone,3,packstone,unlithified,1,2.5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,"echinoid fragments and mollusk fragments (C), otoliths (P)",,,,,,,moderate,3,,,,Moderately sorted. Bioturbation difficult to identify (potential Thalassinoides).,,,,359,U1466,A,9,H,4,A
359-U1466A-9H-4-A,70,117,76.2,76.67,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,"echinoid fragments and mollusk fragments (C), otoliths (P)",,,,,,,moderate,3,,,,Moderately sorted. Aggregates (A). Bioturbation difficult to identify.,,,,359,U1466,A,9,H,4,A
359-U1466A-9H-4-A,117,121,76.67,76.71,,wackestone,2,wackestone,unlithified,1,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),,,,,,,,,,,,,,,,,Very fine wackstone,,,,359,U1466,A,9,H,4,A
359-U1466A-9H-4-A,121,150,76.71,77.0,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Calcareous bioclast,"echinoid fragments and mollusk fragments (C), otoliths (P)",,,,,,,,,,,,Moderately sorted. Aggregates (A). Bioturbation difficult to identify.,,,,359,U1466,A,9,H,4,A
359-U1466A-9H-5-A,0,150,77.0,78.5,,packstone,3,packstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: bivalve fragments",,,,,,,common,4,,,,Poorly to moderately sorted. Aggregates throughout the section (avg. 1 cm). Bioturbation with grain mixing. Black lithic grains (F),,,,359,U1466,A,9,H,5,A
359-U1466A-9H-6-A,0,27,78.5,78.77,,packstone,3,packstone,unlithified,1,10YR 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: halimeda fragments and bivalve fragments (C).",,,,,,,common,4,,gradational,,Poorly to moderately sorted. Black lithic grains (F),,,,359,U1466,A,9,H,6,A
359-U1466A-9H-6-A,27,133,78.77,79.83,,packstone,3,packstone,unlithified,1,10YR 8/3 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: halimeda fragments and bivalve fragments (C).",,,,,,,moderate,3,,,,Poorly to moderately sorted. Black lithic grains (F). Bioturbation in-fill are grainstone (coarse to very coarse).,,,,359,U1466,A,9,H,6,A
359-U1466A-9H-CC-A,0,11,79.83,79.94,,packstone,3,packstone,unlithified,1,10YR 8/3 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: halimeda fragments and bivalve fragments (C).",,,,,,,moderate,3,,,,Poorly to moderately sorted. Black lithic grains (F). Bioturbation in-fill are grainstone (coarse to very coarse).,,,,359,U1466,A,9,H,CC,A
359-U1466A-10H-1-A,0,87,81.0,81.87,,rudstone,6,rudstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in.,,,,359,U1466,A,10,H,1,A
359-U1466A-10H-1-A,87,96,81.87,81.96,,grainstone,4,grainstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: bivalve fragments (C), Halimeda fragments (P).",,,,,,,,,,,,Moderately sorted. Pyritized forams present.,,,,359,U1466,A,10,H,1,A
359-U1466A-10H-1-A,96,123,81.96,82.23,,packstone,3,packstone,partially lithified,3,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: bivalve fragments (C), Halimeda fragments (P).",,,,,,,,,,,,Moderately sorted. Pyritized forams present.,,,,359,U1466,A,10,H,1,A
359-U1466A-10H-1-A,123,151,82.23,82.51,,grainstone,4,grainstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: bivalve fragments (C), Halimeda fragments (P).",,,,,,,,,,,,Moderately sorted. Pyritized forams present.,,,,359,U1466,A,10,H,1,A
359-U1466A-10H-2-A,0,96,82.51,83.47,,packstone,3,packstone,unlithified,1,10YR 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: Bivalve fragments and pteropod fragments (F).",,,,,,,moderate,3,,gradational,,Moderately sorted. Grainstone in-fill associated with bioturbation. Lithified aggregates (up to 1 cm) present.,,,,359,U1466,A,10,H,2,A
359-U1466A-10H-2-A,96,151,83.47,84.02,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: Bivalve fragments and pteropod fragments (F).",,,,,,,moderate,3,,,,Moderately sorted. Lithified aggregates (up to 1 cm) present.,,,,359,U1466,A,10,H,2,A
359-U1466A-10H-3-A,0,23,84.02,84.25,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Poorly sorted. Black lithic clasts (P),,,,359,U1466,A,10,H,3,A
359-U1466A-10H-3-A,23,37,84.25,84.39,,packstone,3,packstone,unlithified,1,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Matrix supported interval.,,,,359,U1466,A,10,H,3,A
359-U1466A-10H-3-A,37,49,84.39,84.51,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Poorly sorted. Black lithic clasts (P),,,,359,U1466,A,10,H,3,A
359-U1466A-10H-3-A,49,103,84.51,85.05,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,,,Poorly sorted.,,,,359,U1466,A,10,H,3,A
359-U1466A-10H-4-A,0,16,85.05,85.21,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Poorly sorted.,,,,359,U1466,A,10,H,4,A
359-U1466A-10H-4-A,16,24,85.21,85.29,,packstone,3,packstone,unlithified,1,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Poorly sorted.,,,,359,U1466,A,10,H,4,A
359-U1466A-10H-4-A,24,49,85.29,85.54,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,gradational,horizontal,Poorly sorted.,,,,359,U1466,A,10,H,4,A
359-U1466A-10H-5-A,0,8,85.54,85.62,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,complete,6,,sharp,horizontal,Poorly sorted.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,8,13,85.62,85.67,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,,,Poorly sorted. Sharp contact coarsening up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,13,23,85.67,85.77,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),granule,8,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,sharp,,Poorly sorted. Sharp contact fining up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,23,28,85.77,85.82,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,sharp,,Poorly sorted. Sharp contact coarsening up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,28,36,85.82,85.9,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,sharp,,Poorly sorted. Sharp contact fining up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,36,41,85.9,85.95,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,gradational,,Poorly sorted. Sharp contact coarsening up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,41,62,85.95,86.16,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),granule,8,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,,,,gradational,,Poorly sorted. Sharp contact fining up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,62,94,86.16,86.48,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,moderate,3,,gradational,,Poorly sorted. Sharp contact coarsening up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,94,126,86.48,86.8,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: halimeda fragments (C).",,,,,,,,,,sharp,,Poorly sorted. Sharp contact fining up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,126,134,86.8,86.88,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: halimeda fragments (C).",,,,,,,,,,sharp,horizontal,Poorly sorted. Sharp contact coarsening up.,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-5-A,134,150,86.88,87.04,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: mollusk fragments (C).",,,,,,,common,4,,,,Poorly sorted,,,,359,U1466,A,10,H,5,A
359-U1466A-10H-6-A,0,73,87.04,87.77,,grainstone,4,grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),Also present: bivalve fragments (C).,,,,,,,moderate,3,,sharp,horizontal,Poorly sorted. Fining up form coarse sand to medium sand.,,,,359,U1466,A,10,H,6,A
359-U1466A-10H-6-A,73,75,87.77,87.79,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),Also present: bivalve fragments (C).,,,,,,,,,,sharp,horizontal,Poorly sorted. Fining up form coarse sand to medium sand.,,,,359,U1466,A,10,H,6,A
359-U1466A-10H-6-A,75,135,87.79,88.39,,grainstone,4,grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),Also present: bivalve fragments (C).,,,,,,,moderate,3,,,,Moderately sorted. packstone in-fill associated with bioturbation and partially lithified.,,,,359,U1466,A,10,H,6,A
359-U1466A-10H-CC-A,0,4,88.39,88.43,,grainstone,4,grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),Also present: bivalve fragments (C).,,,,,,,moderate,3,,,,Moderately sorted. packstone in-fill associated with bioturbation and partially lithified.,,,,359,U1466,A,10,H,CC,A
359-U1466A-11H-1-A,0,33,88.5,88.83,,rudstone,6,rudstone,unlithified,1,,medium sand,5,,,,,,,,,,,,,,,,,,Extensive cave-in.,,,,359,U1466,A,11,H,1,A
359-U1466A-11H-1-A,33,83,88.83,89.33,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,bivalve,,aggregate,,,,,,,,,,,Well sorted,,,,359,U1466,A,11,H,1,A
359-U1466A-11H-2-A,0,53,89.33,89.86,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),very fine sand,3,foraminifera (planktic),,echinoderm,small fragments,,,aggregate,,,,,,,,,,,Well sorted,,,,359,U1466,A,11,H,2,A
359-U1466A-11H-3-A,0,83,89.86,90.69,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,Halimeda,Also present: Gastropod (vermetid) and coral fragments (F).,,,,,,,,,,,,Moderately sorted. Grayish-blue and brownish stained grains present.,,,,359,U1466,A,11,H,3,A
359-U1466A-11H-3-A,83,114,90.69,91.0,,packstone,3,packstone,unlithified,1,10YR 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Halimeda,,,,,,,,common,4,,,,Poorly to moderately sorted,,,,359,U1466,A,11,H,3,A
359-U1466A-11H-3-A,114,120,91.0,91.06,,packstone,3,packstone,unlithified,1,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,Halimeda,,,,,,,,,,,,,Poorly to moderately sorted,,,,359,U1466,A,11,H,3,A
359-U1466A-11H-3-A,120,134,91.06,91.2,,packstone,3,packstone,unlithified,1,10YR 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Halimeda,,,,,,,,common,4,,,,Poorly to moderately sorted,,,,359,U1466,A,11,H,3,A
359-U1466A-11H-4-A,0,26,91.2,91.46,,packstone,3,packstone,unlithified,1,10YR 8/3 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,Halimeda,,,,,,,,slight,2,,,,Moderately sorted,,,,359,U1466,A,11,H,4,A
359-U1466A-11H-4-A,26,40,91.46,91.6,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,bryozoa,"Also present: Halimeda fragments, red algae and echinoid spine (F).",,,,,,,,,,,,Moderately sorted. Coarse sediment in bioturbation.,,,,359,U1466,A,11,H,4,A
359-U1466A-11H-4-A,40,150,91.6,92.7,,grainstone,4,grainstone,unlithified,1,10YR 8/3 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bryozoa,"Also present: Halimeda fragments, red algae and echinoid spine (F).",,,,,,,slight,2,,,,Moderately sorted. Coarse sediment in bioturbation. Burrows partially lithified.,,,,359,U1466,A,11,H,4,A
359-U1466A-11H-5-A,0,150,92.7,94.2,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),granule,8,foraminifera (planktic),,foraminifera (benthic),,bryozoa,"Also present: Halimeda fragments, red algae and echinoid spine (F).",,,,,,,,,,,,Moderately sorted.,,,,359,U1466,A,11,H,5,A
359-U1466A-11H-6-A,0,140,94.2,95.6,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,red algae,,Halimeda,Also present: echinoid fragments and bivalve fragments (P).,,,,,,,complete,6,,,,Moderately sorted. Coarse sediment in bioturbation. Burrows partially lithified. Pyrite infill in forams.,,,,359,U1466,A,11,H,6,A
359-U1466A-11H-CC-A,0,18,95.6,95.78,,grainstone,4,grainstone,unlithified,1,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,red algae,,gastropod,"vermetid, Also present: Echinoid spines and foraminifera (benthic) (P).",,,,,,,complete,6,,,,Moderately sorted. Coarse sediment in bioturbation. Burrows partially lithified. Pyrite infill in forams.,,,,359,U1466,A,11,H,CC,A
359-U1466A-12F-1-A,0,14,95.8,95.94,,rudstone,6,rudstone,unlithified,1,,,6,,,,,,,,,,,,,,,,,,Extensive cave-in.,,,,359,U1466,A,12,F,1,A
359-U1466A-12F-1-A,14,44,95.94,96.24,,packstone,3,packstone,unlithified,1,10YR 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,red algae,,echinoderm,fregments,,,,,,,,,,,,Poorly sorted,,,,359,U1466,A,12,F,1,A
359-U1466A-12F-2-A,0,60,96.24,96.84,,grainstone,4,grainstone,partially lithified,3,10YR 8.5/1 (white),medium sand,5,foraminifera (planktic),,red algae,,echinoderm,fregments,,,,,,,,,,gradational,horizontal,Moderately sorted.,,,,359,U1466,A,12,F,2,A
359-U1466A-12F-2-A,60,149,96.84,97.73,,packstone,3,packstone,partially lithified,3,10YR 8.5/1 (white),medium sand,5,foraminifera (planktic),,red algae,,echinoderm,fregments,,,,,,,,,,gradational,horizontal,Moderately sorted.,,,,359,U1466,A,12,F,2,A
359-U1466A-12F-3-A,0,90,97.73,98.63,,packstone,3,packstone,partially lithified,3,10YR 8/2 (very pale brown),coarse sand,6,foraminifera (planktic),,halimeda,,bivalve,,,,,,,,,,,gradational,horizontal,Moderately sorted. Fragmented lithified clasts (A),,,,359,U1466,A,12,F,3,A
359-U1466A-12F-4-A,0,10,98.63,98.73,,packstone,3,packstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,red algae,encrusting,,,,,,,,,,,,gradational,horizontal,Poorly sorted and increase in lithification down core,,,,359,U1466,A,12,F,4,A
359-U1466A-12F-4-A,10,23,98.73,98.86,,packstone,3,packstone,lithified,5,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,red algae,encrusting,coral (massive),fregments,,,,,,,slight,2,,gradational,horizontal,Moderately sorted.,,,,359,U1466,A,12,F,4,A
359-U1466A-12F-4-A,23,75,98.86,99.38,,grainstone,4,grainstone,lithified,5,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,red algae,encrusting,coral (massive),fregments,,,,,,,,,,,,Moderately sorted. Fragmented lithified clasts (A),,,,359,U1466,A,12,F,4,A
359-U1466A-12F-CC-A,0,15,99.38,99.53,,grainstone,4,grainstone,lithified,5,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,red algae,encrusting,coral (massive),fregments,,,,,,,,,,,,Moderately sorted. Fragmented lithified clasts (A),,,,359,U1466,A,12,F,CC,A
359-U1466A-13H-1-A,0,46,100.5,100.96,,rudstone,6,rudstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in,,,,359,U1466,A,13,H,1,A
359-U1466A-13H-1-A,46,150,100.96,102.0,,packstone,3,packstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,,,"grainstone-packstone, medium- to coarse-grained, burrows are more lithfied and are filled with packstone",,,,359,U1466,A,13,H,1,A
