Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1422C-1H-3-A,94,95,3.94,3.95,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,1,H,3,A,
346-U1422C-1H-3-A,94,140,3.94,4.4,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,1,H,3,A,
346-U1422C-1H-CC-A,0,18,4.4,4.58,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,1,H,CC,A,
346-U1422C-2H-1-A,0,24,4.6,4.84,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,23,24,4.83,4.84,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,24,25,4.84,4.85,,tephra [FS84],,tephra ,pumice,,,,10YR 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,25,30,4.85,4.9,silty ,clay ,,silty  clay ,,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,28,30,4.88,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,Microfault,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,30,34,4.9,4.94,silty ,clay ,,silty  clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,34,37,4.94,4.97,,tephra ,,tephra ,,,,,10YR 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,37,45,4.97,5.05,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,45,56,5.05,5.16,silty ,clay ,,silty  clay ,,,,parallel lamination,10YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,56,112,5.16,5.72,,clay ,,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,57,58,5.17,5.18,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,Pyritized micronodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,66,67,5.26,5.27,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,112,120,5.72,5.8,,clay ,,clay ,,,,,10BG 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-1-A,120,121,5.8,5.81,,tephra ,,tephra ,vitric,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,1,A,
346-U1422C-2H-2-A,0,5,6.1,6.15,,clay ,,clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,1,2,6.11,6.12,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,5,7,6.15,6.17,silty ,clay ,,silty  clay ,,,,,5YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,7,10,6.17,6.2,,tephra ,,tephra ,vitric,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,10,39,6.2,6.49,silty ,clay ,,silty  clay ,,,,,5YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,39,42,6.49,6.52,silty ,clay ,,silty  clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,42,78,6.52,6.88,silty ,clay ,,silty  clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,70,71,6.8,6.81,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,78,115,6.88,7.25,silty [Leg339],clay [Leg210],,silty  clay ,,,,parallel lamination,5YR 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,92,93,7.02,7.03,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,Pyritized nodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,99,102,7.09,7.12,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,Pyritized nodule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,115,125,7.25,7.35,,clay [Leg210],,clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,125,128,7.35,7.38,silty ,clay ,,silty  clay ,,,,,5YR 3/1 (very dark gray),slight ,1,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-2-A,128,150,7.38,7.6,,clay ,,clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,2,A,
346-U1422C-2H-3-A,0,40,7.6,8,silty ,clay ,,silty  clay ,,,,color banding,5G 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,40,47,8,8.07,silty [Leg339],clay [Leg210],,silty  clay ,,,,,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,47,50,8.07,8.1,,clay [Leg210],,clay ,,,,,5G 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,50,86,8.1,8.46,silty ,clay ,,silty [Leg339] clay ,,,,color banding,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,86,100,8.46,8.6,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,100,114,8.6,8.74,silty ,clay ,,silty [Leg339] clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,114,129,8.74,8.89,,clay [Leg210],,clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,124,126,8.84,8.86,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,129,132,8.89,8.92,silty ,clay ,,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,132,139,8.92,8.99,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-3-A,139,150,8.99,9.1,,clay ,,clay ,,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,3,A,
346-U1422C-2H-4-A,0,16,9.1,9.26,,clay [Leg210],,clay ,,,,,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,16,28,9.26,9.38,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,28,77,9.38,9.87,,clay [Leg210],,clay ,,,,color banding,5GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,34,35,9.44,9.45,,,,,,,,,,,,present ,1,pebble ,,,,,,,,,,Clast hole. Clast is in working half.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,47,50,9.57,9.6,,,,,,,,,,,,present [A79],1,cobble [W22_2],,,,,,,,,,Clast hole. Clast is in working half.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,77,105,9.87,10.15,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,105,107,10.15,10.17,,tephra [FS84],,tephra ,vitric,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,107,125,10.17,10.35,silty ,clay ,,silty [Leg339] clay ,,,,,5GY 6/1 (greenish gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,125,128,10.35,10.38,,clay [Leg210],,clay ,,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,128,131,10.38,10.41,,tephra [FS84],,tephra ,,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-4-A,131,143.5,10.41,10.535,,clay [Leg210],,clay ,,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,4,A,
346-U1422C-2H-5-A,0,15.5,10.6,10.755,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,15.5,16.5,10.755,10.765,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,16.5,23,10.765,10.83,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 4/2 (olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,23,38,10.83,10.98,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,38,44,10.98,11.04,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,44,136,11.04,11.96,,clay [Leg210],,clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,58,59,11.18,11.19,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,"Clast hole., Clast in working half.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,136,143,11.96,12.03,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-5-A,143,150,12.03,12.1,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,5,A,
346-U1422C-2H-6-A,0,6.5,12.1,12.165,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,6.5,12,12.165,12.22,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,12,13,12.22,12.23,foraminifer rich,sandy silt [Leg339],,foraminifer rich sandy silt ,,,,,,,,,,,,,,,,,,,,,,foraminifer rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,13,85.5,12.23,12.955,,clay [Leg210],,clay ,,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,44,59,12.54,12.69,,,,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,82,83,12.92,12.93,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,84,85,12.94,12.95,,,,,,,,,,,,present [A79],1,pebble [W22_2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,85.5,87,12.955,12.97,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,87,136,12.97,13.46,,clay [Leg210],,clay ,,,,color banding,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-6-A,126,128,13.36,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,6,A,
346-U1422C-2H-7-A,0,23,13.46,13.69,,clay [Leg210],,clay ,,,,,5GY 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
346-U1422C-2H-7-A,23,31,13.69,13.77,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
346-U1422C-2H-7-A,31,44,13.77,13.9,,clay [Leg210],,clay ,,,,,5GY 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
346-U1422C-2H-7-A,44,53,13.9,13.99,silty [Leg339],clay [Leg210],,silty [Leg339] clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
346-U1422C-2H-7-A,53,56,13.99,14.02,,tephra [FS84],,tephra ,vitric,,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
346-U1422C-2H-7-A,56,59,14.02,14.05,,clay [Leg210],,clay ,,,,,5G 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1422,C,2,H,7,A,
