Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1342C-1H-3-A,323,U1342,C,1,1-3,H,3,A,42,65,3.42,3.65,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-1H-3-A,323,U1342,C,1,1-3,H,3,A,65,97,3.65,3.97,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-3-A,323,U1342,C,1,1-3,H,3,A,97,150,3.97,4.5,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-1H-4-A,323,U1342,C,1,1-4,H,4,A,0,30,4.5,4.8,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-1H-4-A,323,U1342,C,1,1-4,H,4,A,30,50,4.8,5,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-4-A,323,U1342,C,1,1-4,H,4,A,50,74,5,5.24,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-1H-4-A,323,U1342,C,1,1-4,H,4,A,74,150,5.24,6,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,0,35,6,6.35,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,35,45,6.35,6.45,foraminifer ooze,Leg 323,diatom-bearing,diatom-bearing foraminifer ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,45,51,6.45,6.51,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,51,58,6.51,6.58,foraminifer ooze,Leg 323,diatom-bearing,diatom-bearing foraminifer ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,58,64,6.58,6.64,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,64,82,6.64,6.82,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-1H-5-A,323,U1342,C,1,1-5,H,5,A,82,109,6.82,7.09,clayey silt [S54],"Shepard, 1954",nannofossil- and diatom-bearing foraminifer-rich,nannofossil- and diatom-bearing foraminifer-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,0,28,7.2,7.48,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,28,42,7.48,7.62,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,42,59,7.62,7.79,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,59,69,7.79,7.89,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,69,80,7.89,8,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,80,94,8,8.14,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,94,99,8.14,8.19,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,99,107,8.19,8.27,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,107,119,8.27,8.39,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-1-A,323,U1342,C,2,2-1,H,1,A,119,150,8.39,8.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-2-A,323,U1342,C,2,2-2,H,2,A,0,36,8.7,9.06,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-2-A,323,U1342,C,2,2-2,H,2,A,36,130,9.06,10,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-2-A,323,U1342,C,2,2-2,H,2,A,130,138,10,10.08,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-2-A,323,U1342,C,2,2-2,H,2,A,138,142,10.08,10.12,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/2,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 4/3,,,,,,,
323-U1342C-2H-2-A,323,U1342,C,2,2-2,H,2,A,142,150,10.12,10.2,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,0,6,10.2,10.26,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,6,45,10.26,10.65,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,45,50,10.65,10.7,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,50,62,10.7,10.82,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,62,80,10.82,11,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,80,95,11,11.15,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,95,125,11.15,11.45,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,125,136,11.45,11.56,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-3-A,323,U1342,C,2,2-3,H,3,A,136,150,11.56,11.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-4-A,323,U1342,C,2,2-4,H,4,A,0,13,11.7,11.83,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-4-A,323,U1342,C,2,2-4,H,4,A,13,32,11.83,12.02,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-4-A,323,U1342,C,2,2-4,H,4,A,32,90,12.02,12.6,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-4-A,323,U1342,C,2,2-4,H,4,A,90,140,12.6,13.1,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-4-A,323,U1342,C,2,2-4,H,4,A,140,150,13.1,13.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,0,18,13.2,13.38,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,18,34,13.38,13.54,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,34,47,13.54,13.67,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,47,50,13.67,13.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,laminated with dark olive gray 5Y 3/2,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,50,70,13.7,13.9,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,70,76,13.9,13.96,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,76,80,13.96,14,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,80,98,14,14.18,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,98,123,14.18,14.43,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,123,134,14.43,14.54,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-5-A,323,U1342,C,2,2-5,H,5,A,134,150,14.54,14.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,0,17,14.7,14.87,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,17,25,14.87,14.95,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,25,33,14.95,15.03,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,33,49,15.03,15.19,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,49,129,15.19,15.99,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,129,134,15.99,16.04,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-6-A,323,U1342,C,2,2-6,H,6,A,134,150,16.04,16.2,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-7-A,323,U1342,C,2,2-7,H,7,A,0,20,16.2,16.4,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,laminated with dark olive gray 5Y 3/2 and olive 5Y 5/3,,,,,,,
323-U1342C-2H-7-A,323,U1342,C,2,2-7,H,7,A,20,36,16.4,16.56,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-2H-7-A,323,U1342,C,2,2-7,H,7,A,36,58,16.56,16.78,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-2H-7-A,323,U1342,C,2,2-7,H,7,A,58,65,16.78,16.85,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,laminated with dark olive gray 5Y 3/2,,,,,,,
323-U1342C-2H-CC-A,323,U1342,C,2,2-CC,H,CC,A,0,4,16.85,16.89,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,laminated with dark olive gray 5Y 3/2,,,,,,,
323-U1342C-2H-CC-A,323,U1342,C,2,2-CC,H,CC,A,4,10,16.89,16.95,silt [S54],,,silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,0,4,16.7,16.74,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,4,26,16.74,16.96,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,26,63,16.96,17.33,foraminifer ooze,,diatom-rich,diatom-rich foraminifer ooze,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,63,93,17.33,17.63,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,93,139,17.63,18.09,foraminifer ooze,,diatom-rich,diatom-rich foraminifer ooze,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,139,144,18.09,18.14,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-1-A,323,U1342,C,3,3-1,H,1,A,144,150,18.14,18.2,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,0,65,18.2,18.85,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,65,75,18.85,18.95,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,75,91,18.95,19.11,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,91,126,19.11,19.46,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,126,148,19.46,19.68,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-2-A,323,U1342,C,3,3-2,H,2,A,148,150,19.68,19.7,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,0,5,19.7,19.75,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,5,36,19.75,20.06,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,36,73,20.06,20.43,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,73,99,20.43,20.69,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,99,108,20.69,20.78,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,108,125,20.78,20.95,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,125,146,20.95,21.16,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-3-A,323,U1342,C,3,3-3,H,3,A,146,150,21.16,21.2,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,0,34,21.2,21.54,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,34,50,21.54,21.7,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,50,104,21.7,22.24,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,104,113,22.24,22.33,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,113,130,22.33,22.5,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-4-A,323,U1342,C,3,3-4,H,4,A,130,150,22.5,22.7,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,0,26,22.7,22.96,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,26,81,22.96,23.51,silt [S54],,foraminifer and diatom-rich,foraminifer and diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,81,91,23.51,23.61,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,91,96,23.61,23.66,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10YR 3/2,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,96,104,23.66,23.74,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-5-A,323,U1342,C,3,3-5,H,5,A,104,150,23.74,24.2,foraminifer ooze,,diatom-rich,diatom-rich foraminifer ooze,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-3H-6-A,323,U1342,C,3,3-6,H,6,A,0,14,24.2,24.34,foraminifer ooze,,diatom-rich,diatom-rich foraminifer ooze,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-3H-6-A,323,U1342,C,3,3-6,H,6,A,14,24,24.34,24.44,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-6-A,323,U1342,C,3,3-6,H,6,A,24,70,24.44,24.9,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-6-A,323,U1342,C,3,3-6,H,6,A,70,87,24.9,25.07,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-6-A,323,U1342,C,3,3-6,H,6,A,87,150,25.07,25.7,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-7-A,323,U1342,C,3,3-7,H,7,A,0,48,25.7,26.18,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10Y 3/1,,,,,,,,,,,,
323-U1342C-3H-7-A,323,U1342,C,3,3-7,H,7,A,48,67,26.18,26.37,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-3H-CC-A,323,U1342,C,3,3-CC,H,CC,A,0,19,26.37,26.56,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1342C-4H-1-A,323,U1342,C,4,4-1,H,1,A,0,13,26.2,26.33,diatom ooze,Leg 323,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1342C-4H-1-A,323,U1342,C,4,4-1,H,1,A,13,28,26.33,26.48,clayey silt [S54],"Shepard, 1954",foraminifer and diatom-rich,foraminifer and diatom-rich clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,
323-U1342C-4H-1-A,323,U1342,C,4,4-1,H,1,A,28,41,26.48,26.61,clay [S54] ,,foraminifer and diatom-rich,foraminifer and diatom-rich clay,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1342C-4H-1-A,323,U1342,C,4,4-1,H,1,A,41,54,26.61,26.74,diatom ooze,Leg 323,foraminifer-bearing,foraminifer-bearing diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1342C-4H-1-A,323,U1342,C,4,4-1,H,1,A,54,58,26.74,26.78,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100,soft,5Y 4/1 ,,,,,,,,,,,,
