Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data
339-U1386A-1H-1-A,339,U1386,A,1,1-1,H,1,A,0,15,0,0.15,silty-muddy ,calcareous ooze ,,silty-muddy   calcareous ooze ,silty-muddy  calcareous ooze ,calcareous ooze ,100,2.5Y 4/2 (dark grayish brown),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-1H-1-A,339,U1386,A,1,1-1,H,1,A,15,150,0.15,1.5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,present ,,Mm-scale pyritic burrow fills are common.  ,100,100,
339-U1386A-1H-2-A,339,U1386,A,1,1-2,H,2,A,0,118,1.5,2.68,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 ,2,present ,,Mm-scale pyritic burrow fills are common.  Shell at 22 cm; shell fragments at 69 cm.,100,100,
339-U1386A-1H-2-A,339,U1386,A,1,1-2,H,2,A,118,141,2.68,2.91,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,75,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,sandy silt ,with biogenic carbonate ,sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,25,5Y 4/1 (dark gray),silt ,2,medium sand ,5,100,irregular contact,normal grading,medium bed ,,,,sparse_339 ,2,present ,,"Interval has sharp irregular base; potentially erosional.  Sediment fines upward in basal 8 cm, then remains ~uniform above that level.

Shell fragments present.",75,75,
339-U1386A-1H-2-A,339,U1386,A,1,1-2,H,2,A,141,150,2.91,3,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,Mm-scale pyritic burrow fills are common.,100,100,
339-U1386A-1H-3-A,339,U1386,A,1,1-3,H,3,A,0,65,3,3.65,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,present ,,Mm-scale pyritic burrow fills are common.  Shell fragments at 12 cm and 47 cm.,100,100,
339-U1386A-1H-CC-A,339,U1386,A,1,1-CC,H,CC,A,0,21,3.65,3.86,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,present ,,Mm-scale pyritic burrow fills are common.  Shell fragments at 12 cm.,100,100,
339-U1386A-2H-1-A,339,U1386,A,2,2-1,H,1,A,0,150,3.8,5.3,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-2-A,339,U1386,A,2,2-2,H,2,A,0,150,5.3,6.8,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-3-A,339,U1386,A,2,2-3,H,3,A,0,150,6.8,8.3,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,present ,,Shell fragments at 120-121 cm.,100,100,
339-U1386A-2H-4-A,339,U1386,A,2,2-4,H,4,A,0,150,8.31,9.81,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,0,5,9.81,9.86,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments scattered through this section.,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,5,33,9.86,10.14,nannofossil ,sandy mud ,,nannofossil   sandy mud ,nannofossil  sandy mud ,sandy mud ,100,5Y 4/2 (olive gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Coarser-grained interval.,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,33,74,10.14,10.55,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments scattered through this section.,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,74,101,10.55,10.82,nannofossil ,sandy mud ,,nannofossil   sandy mud ,nannofossil  sandy mud ,sandy mud ,100,5Y 4/2 (olive gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 ,2,rare ,,"Coarser-grained interval, with sharp erosional base.",100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,101,136,10.82,11.17,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments scattered through this section.,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,136,148,11.17,11.29,nannofossil ,sandy mud ,,nannofossil   sandy mud ,nannofossil  sandy mud ,sandy mud ,100,5Y 4/2 (olive gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 ,2,rare ,,Coarser-grained interval.,100,100,
339-U1386A-2H-5-A,339,U1386,A,2,2-5,H,5,A,148,150,11.29,11.31,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments scattered through this section.,100,100,
339-U1386A-2H-6-A,339,U1386,A,2,2-6,H,6,A,0,120,11.31,12.51,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-6-A,339,U1386,A,2,2-6,H,6,A,20,80,11.51,12.11,nannofossil ,sandy mud ,,nannofossil   sandy mud ,nannofossil  sandy mud ,sandy mud ,100,5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 ,2,rare ,,"Coarser-grained interval, with shell fragments and relatively complete pectin valve.",100,100,
339-U1386A-2H-6-A,339,U1386,A,2,2-6,H,6,A,112,120,12.43,12.51,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-7-A,339,U1386,A,2,2-7,H,7,A,0,37,12.47,12.84,nannofossil ,sandy mud ,,nannofossil   sandy mud ,nannofossil  sandy mud ,sandy mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Slightly coarser-grained interval.,100,100,
339-U1386A-2H-7-A,339,U1386,A,2,2-7,H,7,A,37,56,12.84,13.03,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-2H-7-A,339,U1386,A,2,2-7,H,7,A,56,63,13.03,13.1,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Slightly coarser-grained interval.,100,100,
339-U1386A-2H-CC-A,339,U1386,A,2,2-CC,H,CC,A,0,28,13.09,13.37,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,Slightly coarser-grained interval.,100,100,
339-U1386A-2H-CC-A,339,U1386,A,2,2-CC,H,CC,A,28,44,13.37,13.53,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/2 (olive gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-1-A,339,U1386,A,3,3-1,H,1,A,0,28,13.3,13.58,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Bivalve shell fragments at 12 cm,100,100,
339-U1386A-3H-1-A,339,U1386,A,3,3-1,H,1,A,28,37,13.58,13.67,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 ,2,rare ,,Shell fragments.,100,100,
339-U1386A-3H-1-A,339,U1386,A,3,3-1,H,1,A,37,58,13.67,13.88,,sandy silt ,with biogenic components ,sandy silt ,sandy silt  with biogenic components ,sandy silt   with biogenic components ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,slight_339 ,3,present ,,Mottled with 2.5Y 3/1,100,100,
339-U1386A-3H-1-A,339,U1386,A,3,3-1,H,1,A,58,150,13.88,14.8,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,0,67,14.8,15.47,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,67,73,15.47,15.53,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,,,Mottled with Grey1 10Y 3/1,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,73,116,15.53,15.96,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,color contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,116,120,15.96,16,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,120,134,16,16.14,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-2-A,339,U1386,A,3,3-2,H,2,A,134,150,16.14,16.3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,60,5y 4/1 (dark gray),silt ,2,medium sand ,5,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,40,5y 4/1 (dark gray),clay ,1,silt ,2,100,,layering,thin bed ,,,,slight_339 ,3,rare ,,Shell fragments,60,60,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,0,43,16.31,16.74,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,43,63,16.74,16.94,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,63,77,16.94,17.08,,sandy silt ,with biogenic carbonate ,sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,,,Mottled with Grey1 10Y /3,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,77,81,17.08,17.12,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,81,94,17.12,17.25,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,94,96,17.25,17.27,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,96,146,17.27,17.77,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-3-A,339,U1386,A,3,3-3,H,3,A,146,150,17.77,17.81,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,0,4,17.82,17.86,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,4,20,17.86,18.02,,sandy silt ,with biogenic carbonate ,sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,20,39,18.02,18.21,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,39,41,18.21,18.23,,sandy silt ,with biogenic carbonate ,sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,5y 4/1 (dark gray),very fine sand ,3,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,41,63,18.23,18.45,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,inclined boundary or contact,massive ,,,,,sparse_339 ,2,,,,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,41,138,18.23,19.2,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,inclined boundary or contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-4-A,339,U1386,A,3,3-4,H,4,A,138,150,19.2,19.32,nannofossil ,silty mud ,,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,0,9,19.32,19.41,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,5y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,rare [A48],,Shell fragments,100,100,
339-U1386A-3H-5-A,339,U1386,A,3,3-5,H,5,A,9,11,19.41,19.43,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate [Leg339],sandy silt   with biogenic carbonate [Leg339],100,5y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,,,Mottled with Grey1 2.5Y 3/1,100,100,
