Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,0.0,54.0,281.4,281.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,54.0,57.0,281.94,281.97,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,medium sand [W22_2],5.0,,,,planar,sharp,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,57.0,70.0,281.97,282.1,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,sharp,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,70.0,73.0,282.1,282.13,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,dark gray,,fine sand [W22_2],4.0,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,73.0,105.0,282.13,282.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,105.0,108.0,282.45,282.48,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,dark gray,,,,,,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-39X-1-A,350,U1437,B,39,39-1,X,1,A,108.0,141.0,282.48,282.81,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,0.0,14.0,282.9,283.04,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,dark gray,unconsolidated [2014],very fine sand [W22_2],3.0,very fine sand [W22_2],3.0,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,14.0,16.0,283.04,283.06,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,unconsolidated [2014],very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,16.0,26.0,283.06,283.16,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,unconsolidated [2014],very fine sand [W22_2],3.0,very fine sand [W22_2],3.0,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],,,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,26.0,85.0,283.16,283.75,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,unconsolidated [2014],,,,,,irregular,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,85.0,90.0,283.75,283.8,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,dark gray,unconsolidated [2014],very fine sand [W22_2],3.0,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-2-A,350,U1437,B,39,39-2,X,2,A,90.0,130.0,283.8,284.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,unconsolidated [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-3-A,350,U1437,B,39,39-3,X,3,A,0.0,27.0,284.2,284.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-3-A,350,U1437,B,39,39-3,X,3,A,27.0,31.0,284.47,284.51,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,richer in ash,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-39X-3-A,350,U1437,B,39,39-3,X,3,A,31.0,37.0,284.51,284.57,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,white,,fine sand [W22_2],4.0,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-39X-3-A,350,U1437,B,39,39-3,X,3,A,37.0,61.0,284.57,284.81,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,with glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-CC-A,350,U1437,B,39,39-CC,X,CC,A,0.0,12.0,284.81,284.93,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-CC-A,350,U1437,B,39,39-CC,X,CC,A,17.0,22.0,284.98,285.03,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,dark gray,,fine sand [W22_2],4.0,coarse sand [W22_2],6.0,with scoria,planar,sharp,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-39X-CC-A,350,U1437,B,39,39-CC,X,CC,A,22.0,33.0,285.03,285.14,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,not recovered,,thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,0.0,23.0,291.1,291.33,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,23.0,27.0,291.33,291.37,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,27.0,45.0,291.37,291.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,45.0,51.0,291.55,291.61,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,51.0,60.0,291.61,291.7,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,60.0,70.0,291.7,291.8,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-1-A,350,U1437,B,40,40-1,X,1,A,70.0,72.0,291.8,291.82,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,0.0,4.0,291.82,291.86,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,4.0,10.0,291.86,291.92,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,10.0,21.0,291.92,292.03,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,21.0,23.0,292.03,292.05,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,23.0,33.0,292.05,292.15,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-40X-CC-A,350,U1437,B,40,40-CC,X,CC,A,33.0,40.0,292.15,292.22,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,0.0,6.0,320.2,320.26,I,,,,tuffaceous,mud [2014],with lapilli-ash [2014],tuffaceous mud,tuffaceous mud with lapilli-ash,mud with lapilli-ash,,,,clay [W22_1],1.0,granule [W22_2],8.0,disturbed,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,6.0,16.0,320.26,320.36,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,occasional lapilli sized clast,curviplanar,diffuse,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,16.0,27.0,320.36,320.47,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,bioturbation increases upward,irregular,sharp,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,27.0,95.0,320.47,321.15,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,95.0,98.0,321.15,321.18,I,,,,mafic,lapilli-ash [2014],with mud [2014],mafic lapilli-ash,mafic lapilli-ash with mud,lapilli-ash with mud,,dark gray,,silt [W22_1],2.0,granule [W22_2],8.0,disturbance intense,irregular,bioturbated,,,poor [2014],normally coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,scoria [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-43X-1-A,350,U1437,B,43,43-1,X,1,A,98.0,140.0,321.18,321.6,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,0.0,6.0,321.7,321.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,sharp,horizontal,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,6.0,7.0,321.76,321.77,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,dark gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,irregular,sharp,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,"feldspar, hornblende",vitric matrix [2014],crystal matrix [2014],,,"feldspar, hornblende",,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,7.0,45.0,321.77,322.15,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,not recovered,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,45.0,47.0,322.15,322.17,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2.0,granule [W22_2],8.0,,irregular,not recovered,,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,scoria [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,47.0,67.0,322.17,322.37,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,67.0,70.0,322.37,322.4,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,light gray,,silt [W22_1],2.0,silt [W22_1],2.0,"occasional evolved clast, sand sized",irregular,sharp,horizontal,,,,stratified,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-43X-2-A,350,U1437,B,43,43-2,X,2,A,70.0,72.0,322.4,322.42,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,occasional lapilli of evolved material,,not recovered,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-CC-A,350,U1437,B,43,43-CC,X,CC,A,0.0,11.0,322.42,322.53,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,sharp,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-CC-A,350,U1437,B,43,43-CC,X,CC,A,11.0,12.0,322.53,322.54,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-43X-CC-A,350,U1437,B,43,43-CC,X,CC,A,12.0,24.0,322.54,322.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-CC-A,350,U1437,B,43,43-CC,X,CC,A,24.0,25.0,322.66,322.67,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-43X-CC-A,350,U1437,B,43,43-CC,X,CC,A,25.0,30.0,322.67,322.72,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,0.0,8.0,339.6,339.68,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,,,,,,irregular,not recovered,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,8.0,51.0,339.68,340.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,single pumice lapilli,curviplanar,bioturbated,,,,,,high,3.0,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,at 39,,,,,at 39,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,51.0,54.0,340.11,340.14,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VITric matrix [2014],,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,54.0,71.0,340.14,340.31,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,71.0,73.0,340.31,340.33,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,73.0,78.0,340.33,340.38,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,78.0,80.0,340.38,340.4,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,gray,,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,diffuse,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,possible biotite(?),vitric matrix [2014],crystal matrix [2014],,,possible biotite(?),,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,80.0,85.0,340.4,340.45,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,gradational,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,85.0,92.0,340.45,340.52,I,,,,tuffaceous,mud [2014],with crystals,tuffaceous mud,tuffaceous mud with crystals,mud with crystals,,,,coarse sand [W22_2],6.0,coarse sand [W22_2],6.0,crystals and obsidian,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-1-A,350,U1437,B,45,45-1,X,1,A,92.0,140.0,340.52,341.0,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,0.0,37.0,341.1,341.47,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,sharp,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,37.0,40.0,341.47,341.5,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,light gray,,silt [W22_1],2.0,silt [W22_1],2.0,with feldspar crystals,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,40.0,43.0,341.5,341.53,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,sharp,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,43.0,44.0,341.53,341.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,clay [W22_1],1.0,silt [W22_1],2.0,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,44.0,73.0,341.54,341.83,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,with occasional intermediate volcanic lapilli horizon,curviplanar,diffuse,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,73.0,74.0,341.83,341.84,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,sharp,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,74.0,102.0,341.84,342.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,102.0,105.0,342.12,342.15,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,sharp,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,105.0,110.0,342.15,342.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,planar,sharp,,,,,,high,3.0,,foraminifer,trace [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,110.0,111.0,342.2,342.21,I,,,,evolved,ash [2014],with crystals,evolved ash,evolved ash with crystals,ash with crystals,,light gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,with feldspar crystals,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-45X-2-A,350,U1437,B,45,45-2,X,2,A,111.0,140.0,342.21,342.5,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,high,3.0,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,0.0,29.0,342.6,342.89,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,29.0,32.5,342.89,342.925,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,32.5,41.0,342.925,343.01,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,irregular,diffuse,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,41.0,46.0,343.01,343.06,I,,,,evolved,ash [2014],with lithics [2014],evolved ash,evolved ash with lithics,ash with lithics,,gray,,silt [W22_1],2.0,pebble [W22_2],9.0,,irregular,diffuse,,,,,,,,,,,vitric [2014],,,,,,,,,scoria [2014],angular,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,46.0,94.0,343.06,343.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,curviplanar,sharp,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,94.0,97.0,343.54,343.57,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,curviplanar,sharp to gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437B-45X-3-A,350,U1437,B,45,45-3,X,3,A,97.0,111.0,343.57,343.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
