Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1435A-8R-1-A,20,150,65.3,66.6,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100.0,GLEY 1 6/5GY (greenish gray),well consolidated [B84],silt [W22_1],2.0,silt [W22_1],2.0,moderate [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,1,A
349-U1435A-8R-2-A,0,102,66.6,67.62,nannofossil rich,clay [Leg339],with foraminifers [Leg339],nannofossil rich  clay ,nannofossil rich clay  with foraminifers ,100.0,GLEY 1 6/5GY (greenish gray),well consolidated [B84],silt [W22_1],2.0,silt [W22_1],2.0,moderate [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,2,A
349-U1435A-8R-2-A,102,140,67.62,68.0,nannofossil rich,clay [Leg339],with foraminifers [Leg339],nannofossil rich  clay ,nannofossil rich clay  with foraminifers ,100.0,GLEY 1 6/5GY (greenish gray),well consolidated [B84],silt [W22_1],2.0,silt [W22_1],2.0,moderate [BP01],,,,,,,,,,100.0,,,,,,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,2,A
349-U1435A-8R-3-A,0,12,68.1,68.22,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100.0,GLEY 1 6/10Y (greenish gray),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,,color banding,heavy [DB86],3.0,,,,mineral,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,12,39,68.22,68.49,,clay [Leg339],with calcite crystals,clay ,clay  with calcite crystals,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,medium bed [B01],color banding,heavy [DB86],3.0,,,,mineral,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,39,60,68.49,68.7,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100.0,GLEY 1 6/10Y (greenish gray),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,60,82,68.7,68.92,,clay [Leg339],with calcite crystals,clay ,clay  with calcite crystals,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,medium bed [B01],color banding,heavy [DB86],3.0,,,,mineral,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,82,92,68.92,69.02,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100.0,GLEY 1 6/10Y (greenish gray),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],color banding,heavy [DB86],3.0,,,,mineral,charcoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,92,112,69.02,69.22,,clay [Leg339],with calcite crystals,clay ,clay  with calcite crystals,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,medium bed [B01],color banding,heavy [DB86],3.0,,,,mineral,chalcedony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,112,128,69.22,69.38,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100.0,GLEY 1 6/10Y (greenish gray),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-3-A,128,150,69.38,69.6,,clay [Leg339],with calcite crystals,clay ,clay  with calcite crystals,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,3,A
349-U1435A-8R-4-A,0,6,69.6,69.66,,clay [Leg339],with foraminifers [Leg339],clay ,clay  with foraminifers ,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,4,A
349-U1435A-8R-4-A,6,103,69.66,70.63,nannofossil rich,clay [Leg339],with foraminifers [Leg339],nannofossil rich  clay ,nannofossil rich clay  with foraminifers ,100.0,GLEY 1 5/10Y (greenish gray),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,thick bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,4,A
349-U1435A-8R-4-A,29,32,69.89,69.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,4,A
349-U1435A-8R-4-A,103,119,70.63,70.79,,clay [Leg339],with foraminifers [Leg339],clay ,clay  with foraminifers ,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,4,A
349-U1435A-8R-5-A,0,16,70.79,70.95,,clay [Leg339],with foraminifers [Leg339],clay ,clay  with foraminifers ,100.0,2.5Y 3/2 (very dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,5,A
349-U1435A-8R-5-A,16,60,70.95,71.39,,clay [Leg339],with foraminifers [Leg339],clay ,clay  with foraminifers ,100.0,2.5Y 4/2 (dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,5,A
349-U1435A-8R-CC-A,0,17,71.39,71.56,,clay [Leg339],with foraminifers [Leg339],clay ,clay  with foraminifers ,100.0,2.5Y 3/2 (very dark grayish brown),well consolidated [B84],silt [W22_1],2.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,,color banding,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,8,R,CC,A
349-U1435A-9R-1-A,0,93,74.8,75.73,nannofossil rich,clay [Leg339],with calcite crystals,nannofossil rich  clay ,nannofossil rich clay  with calcite crystals,100.0,GLEY 1 5/10GY (greenish gray),well consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,thick bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,1,A
349-U1435A-9R-1-A,93,139,75.73,76.19,nannofossil rich,clay [Leg339],with calcite crystals,nannofossil rich  clay ,nannofossil rich clay  with calcite crystals,100.0,GLEY 1 5/10GY (greenish gray),well consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [2014],,,,,,,,,,100.0,,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,1,A
349-U1435A-9R-2-A,0,19,76.3,76.49,nannofossil rich,clay [Leg339],with calcite crystals,nannofossil rich  clay ,nannofossil rich clay  with calcite crystals,100.0,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,2,A
349-U1435A-9R-2-A,19,72,76.49,77.02,nannofossil rich,clay [Leg339],with calcite crystals,nannofossil rich  clay ,nannofossil rich clay  with calcite crystals,100.0,GLEY 1 5/10GY (greenish gray),well consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,,thick bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,2,A
349-U1435A-9R-2-A,72,135,77.02,77.65,silty [Leg339],clay [Leg339],with sand [Leg339],silty   clay ,silty  clay  with sand ,100.0,2.5Y 4/1 (dark gray),well consolidated [B84],clay [W22_1],1.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,faint lamination,irregular,curved,thick bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,2,A
349-U1435A-9R-2-A,135,140,77.65,77.7,silty [Leg339],claystone [Leg339],with sand [Leg339],silty   claystone ,silty  claystone  with sand ,100.0,GLEY 1 6/10Y (greenish gray),lithified [B84],clay [W22_1],1.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,,irregular,,thin bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,2,A
349-U1435A-9R-2-A,140,150,77.7,77.8,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,,,,,lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,2,A
349-U1435A-9R-3-A,0,64,77.8,78.44,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,,gradational,horizontal,,lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,3,A
349-U1435A-9R-3-A,64,110,78.44,78.9,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,10YR 4/1 (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,faint lamination,,,,lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,3,A
349-U1435A-9R-4-A,0,22,78.9,79.12,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,10YR 4/1 (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,,coarsening upward,slight [DB86],1.0,,,,,,wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,4,A
349-U1435A-9R-4-A,22,56,79.12,79.46,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,,planar,curved,medium bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,4,A
349-U1435A-9R-4-A,56,69,79.46,79.59,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,10YR 4/1 (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,faint lamination,,,,,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,4,A
349-U1435A-9R-CC-A,0,10,79.59,79.69,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,10YR 4/1 (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,planar,curved,,lamination,slight [DB86],1.0,,,,,,wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,CC,A
349-U1435A-9R-CC-A,10,19,79.69,79.78,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,poor [2014],,,,,,,,,,100.0,,,,,,,lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,9,R,CC,A
349-U1435A-10R-1-A,0,47,84.5,84.97,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,1,A
349-U1435A-10R-1-A,47,60,84.97,85.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,medium bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,1,A
349-U1435A-10R-1-A,60,114,85.1,85.64,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,1,A
349-U1435A-10R-1-A,114,135,85.64,85.85,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,1,A
349-U1435A-10R-2-A,0,146,86.0,87.46,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,2,A
349-U1435A-10R-CC-A,0,19,87.46,87.65,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,10,R,CC,A
349-U1435A-11R-1-A,0,15,94.2,94.35,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,11,R,1,A
349-U1435A-11R-1-A,15,62,94.35,94.82,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,11,R,1,A
349-U1435A-11R-CC-A,0,16,94.82,94.98,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),moderately consolidated [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,11,R,CC,A
349-U1435A-12R-1-A,0,150,103.9,105.4,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],,slight [DB86],1.0,,,,,,wood,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,1,A
349-U1435A-12R-2-A,0,150,105.4,106.9,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,2,A
349-U1435A-12R-3-A,0,136,106.9,108.26,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,3,A
349-U1435A-12R-3-A,0,150,106.9,108.4,,,,,,,,moderately consolidated [B84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,3,A
349-U1435A-12R-4-A,0,144,108.4,109.84,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,4,A
349-U1435A-12R-CC-A,0,18,109.84,110.02,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,CC,A
349-U1435A-12R-CC-A,0,26,109.84,110.1,,,,,,,,moderately consolidated [B84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,12,R,CC,A
349-U1435A-13R-1-A,0,150,113.6,115.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,1,A
349-U1435A-13R-2-A,0,150,115.1,116.6,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,2,A
349-U1435A-13R-3-A,0,136,116.6,117.96,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,3,A
349-U1435A-13R-3-A,0,150,116.6,118.1,,,,,,,,moderately consolidated [B84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,3,A
349-U1435A-13R-4-A,0,150,118.1,119.6,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,4,A
349-U1435A-13R-5-A,0,136,119.6,120.96,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,5,A
349-U1435A-13R-6-A,0,65,120.96,121.61,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,sub-horizontal,thick bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,6,A
349-U1435A-13R-CC-A,0,19,121.61,121.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,inclined,medium bed [B01],,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,CC,A
349-U1435A-13R-CC-A,0,25,121.61,121.86,,,,,,,,moderately consolidated [B84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,13,R,CC,A
349-U1435A-14R-1-A,0,125,123.3,124.55,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,slight [DB86],1.0,,,,,,wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,14,R,1,A
