Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1435A-19R-1-A,101,150,172.81,173.3,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,1,A
349-U1435A-19R-2-A,0,41,173.3,173.71,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,2,A
349-U1435A-19R-2-A,41,46,173.71,173.76,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,50.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderately well [BP01],,,,clayey [Leg339],siltstone [Leg339],,clayey   siltstone ,clayey  siltstone ,50.0,100.0,,,,erosive,sub-horizontal,thin bed [B01],lamination,slight [DB86],1.0,,,,,,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,2,A
349-U1435A-19R-2-A,46,150,173.76,174.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,2,A
349-U1435A-19R-3-A,0,95,174.8,175.75,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,3,A
349-U1435A-19R-3-A,95,100,175.75,175.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thin bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,3,A
349-U1435A-19R-3-A,100,136,175.8,176.16,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,3,A
349-U1435A-19R-4-A,0,27,176.3,176.57,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,4,A
349-U1435A-19R-4-A,27,66,176.57,176.96,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,4,A
349-U1435A-19R-4-A,66,103,176.96,177.33,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,4,A
349-U1435A-19R-4-A,103,150,177.33,177.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,4,A
349-U1435A-19R-5-A,0,73,177.8,178.53,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,erosive,horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,wood,R [A85],shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-5-A,73,107,178.53,178.87,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,C [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-5-A,107,113,178.87,178.93,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 6/N (gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-5-A,113,132,178.93,179.12,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,wood,A [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-5-A,132,150,179.12,179.3,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,70.0,GLEY 1 5/N (gray),lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,silty [Leg339],claystone [Leg339],,silty   claystone ,silty  claystone ,30.0,100.0,,,Sand is large burrows,,,medium bed [B01],,heavy [DB86],3.0,,,,,,wood,R [A85],shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-5-A,132,150,179.12,179.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,5,A
349-U1435A-19R-6-A,0,67,179.3,179.97,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,Sand in large burrows,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,Tr [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,6,A
349-U1435A-19R-6-A,67,73,179.97,180.03,,claystone [Leg339],,claystone ,claystone ,60.0,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,40.0,100.0,,,,planar,sub-horizontal,thin bed [B01],,heavy [DB86],3.0,,,,,,shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,6,A
349-U1435A-19R-6-A,73,100,180.03,180.3,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,slight [DB86],1.0,,,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,6,A
349-U1435A-19R-7-A,0,79,180.3,181.09,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,Tr [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,7,A
349-U1435A-19R-CC-A,0,18,181.09,181.27,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,wood,R [A85],shell fragment,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,19,R,CC,A
349-U1435A-20R-1-A,0,99,181.5,182.49,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,c [A85],wood,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,1,A
349-U1435A-20R-1-A,99,108,182.49,182.58,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thin bed [B01],grain orientation layering,slight [DB86],1.0,,,,,,shell fragment,tr [A85],wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,1,A
349-U1435A-20R-1-A,108,150,182.58,183.0,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,1,A
349-U1435A-20R-2-A,0,150,183.0,184.5,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,very thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,2,A
349-U1435A-20R-3-A,0,96,184.5,185.46,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,3,A
349-U1435A-20R-3-A,96,101,185.46,185.51,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,horizontal,thick bed [B01],grain orientation layering,slight [DB86],1.0,,,,,,shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,3,A
349-U1435A-20R-3-A,101,125,185.51,185.75,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,3,A
349-U1435A-20R-3-A,125,135,185.75,185.85,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,r [A85],wood,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,3,A
349-U1435A-20R-4-A,0,120,186.0,187.2,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,very thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],wood,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,4,A
349-U1435A-20R-4-A,120,150,187.2,187.5,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,medium sand [W22_2],5.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,,grain orientation layering,slight [DB86],1.0,,,,,,shell fragment,R [A85],wood,Tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,4,A
349-U1435A-20R-5-A,0,107,187.5,188.57,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,very thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,5,A
349-U1435A-20R-5-A,107,112,188.57,188.62,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thin bed [B01],,slight [DB86],1.0,,,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,5,A
349-U1435A-20R-5-A,112,150,188.62,189.0,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,wood,D [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,5,A
349-U1435A-20R-6-A,0,10,189.0,189.1,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,sub-horizontal,medium bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,6,A
349-U1435A-20R-6-A,10,100,189.1,190.0,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,R [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,6,A
349-U1435A-20R-7-A,0,69,190.0,190.69,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,gradational,horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,7,A
349-U1435A-20R-7-A,69,93,190.69,190.93,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,7,A
349-U1435A-20R-CC-A,6,19,190.99,191.12,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,20,R,CC,A
349-U1435A-21R-1-A,0,5,191.2,191.25,silty [Leg339],sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,sub-horizontal,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,1,A
349-U1435A-21R-1-A,5,9,191.25,191.29,silty [Leg339],sandstone [Leg339],,sandstone ,sandstone ,100.0,10YR 5/4 (yellowish brown),Lithified [B84],Medium sand [W22_2],5.0,granule [W22_2],8.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,sub-horizontal,very thin bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,1,A
349-U1435A-21R-1-A,9,150,191.29,192.7,silty [Leg339],sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,1,A
349-U1435A-21R-2-A,0,150,192.7,194.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,2,A
349-U1435A-21R-3-A,0,104,194.2,195.24,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,irregular,sub-horizontal,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,3,A
349-U1435A-21R-3-A,104,136,195.24,195.56,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,3,A
349-U1435A-21R-4-A,0,32,195.7,196.02,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,erosive,curved,thick bed [B01],lamination,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,4,A
349-U1435A-21R-4-A,32,150,196.02,197.2,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,slight [DB86],1.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,4,A
349-U1435A-21R-5-A,0,150,197.2,198.7,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,slight [DB86],1.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,5,A
349-U1435A-21R-6-A,0,119,198.7,199.89,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,6,A
349-U1435A-21R-CC-A,0,6,199.89,199.95,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,21,R,CC,A
349-U1435A-22R,8,19,200.98,201.09,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,,,medium bed [B01],grain orientation layering,moderate [DB86],2.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,22,R,,
349-U1435A-23R-1-A,0,147,210.6,212.07,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),Lithified [B84],Medium sand [W22_2],5.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,"In 124 cm of this section, there is a  1.5 cm scale shall ghost (cast). ",,,thick bed [B01],wavy lamination,heavy [DB86],3.0,,,,,,shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,23,R,1,A
