Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1427A-16H-3-A,124,135,137.91,138.02,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers ,,,,,,,,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,3,A,
346-U1427A-16H-4-A,0,124,138.02,139.26,,,,,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,4,A,
346-U1427A-16H-5-A,0,151,139.26,140.77,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,5,A,
346-U1427A-16H-6-A,0,136,140.77,142.13,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,6,A,
346-U1427A-16H-7-A,0,150,142.13,143.63,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,7,A,
346-U1427A-16H-7-A,43,45,142.56,142.58,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,7,A,
346-U1427A-16H-8-A,0,106,143.63,144.69,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,8,A,
346-U1427A-16H-CC-A,0,35,144.69,145.04,nannofossil rich,silty clay [MMK88],with foraminifers [Leg339],nannofossil rich silty clay  with foraminifers [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,16,H,CC,A,
346-U1427A-17H-1-A,0,16,144.3,144.46,diatom bearing,silt [Leg210],with volcanic ash [Leg339],diatom bearing silt  with volcanic ash [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silt ,silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,1,A,
346-U1427A-17H-2-A,0,116,144.46,145.62,diatom bearing,silt [Leg210],with volcanic ash [Leg339],diatom bearing silt  with volcanic ash [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silt ,silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,2,A,
346-U1427A-17H-3-A,0,151,145.62,147.13,diatom bearing,silt [Leg210],with volcanic ash [Leg339],diatom bearing silt  with volcanic ash [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silt ,silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,3,A,
346-U1427A-17H-3-A,70,71,146.32,146.33,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,3,A,
346-U1427A-17H-4-A,0,115,147.13,148.28,diatom bearing,silt [Leg210],with volcanic ash [Leg339],diatom bearing silt  with volcanic ash [Leg339],,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silt ,silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,4,A,
346-U1427A-17H-5-A,0,151,148.28,149.79,diatom rich,silt [Leg210],,diatom rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,5,A,
346-U1427A-17H-5-A,33,34,148.61,148.62,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,5,A,
346-U1427A-17H-6-A,0,153,149.79,151.32,diatom rich,silt [Leg210],,diatom rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,6,A,
346-U1427A-17H-7-A,0,149,151.32,152.81,diatom rich,silt [Leg210],,diatom rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,7,A,
346-U1427A-17H-7-A,90,92,152.22,152.24,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,7,A,
346-U1427A-17H-8-A,0,122,152.81,154.03,diatom rich,silt [Leg210],,diatom rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,8,A,
346-U1427A-17H-CC-A,0,11,154.03,154.14,diatom rich,silt [Leg210],,diatom rich silt ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silt ,silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,17,H,CC,A,
346-U1427A-18H-1-A,0,45,153.8,154.25,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,1,A,
346-U1427A-18H-2-A,0,150,154.25,155.75,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,2,A,
346-U1427A-18H-3-A,0,141,155.75,157.16,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,3,A,
346-U1427A-18H-4-A,0,18.5,157.16,157.345,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,4,A,
346-U1427A-18H-4-A,18.5,19,157.345,157.35,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,4,A,
346-U1427A-18H-4-A,19,150,157.35,158.66,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,4,A,
346-U1427A-18H-5-A,0,9.5,158.66,158.755,biosiliceous bearing,clayey silt [MMK88],with volcanic ash [Leg339],biosiliceous bearing clayey silt  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,5,A,
346-U1427A-18H-5-A,9.5,10.5,158.755,158.765,,tephra [FS84],,tephra ,scoria,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,5,A,
346-U1427A-18H-5-A,10.5,151,158.765,160.17,biosiliceous bearing,clayey silt [MMK88],with volcanic ash [Leg339],biosiliceous bearing clayey silt  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,5,A,
346-U1427A-18H-6-A,0,151,160.17,161.68,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,6,A,
346-U1427A-18H-7-A,0,139,161.68,163.07,biosiliceous bearing,clayey silt [MMK88],with volcanic ash [Leg339],biosiliceous bearing clayey silt  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,7,A,
346-U1427A-18H-8-A,0,73,163.07,163.8,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,8,A,
346-U1427A-18H-CC-A,0,16,163.8,163.96,biosiliceous bearing,clayey silt [MMK88],,biosiliceous bearing clayey silt ,,,,,10Y 4/2 (grayish green),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous bearing  clayey silt ,clayey silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,18,H,CC,A,
346-U1427A-19H-1-A,0,58,163.3,163.88,,silty clay [MMK88],with volcanic ash [Leg339],silty clay  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,1,A,
346-U1427A-19H-1-A,58,58,163.88,163.88,,tephra [FS84],,tephra ,scoria,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,1,A,
346-U1427A-19H-1-A,58,151,163.88,164.81,,silty clay [MMK88],with volcanic ash [Leg339],silty clay  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,1,A,
346-U1427A-19H-2-A,0,142,164.81,166.23,diatom rich,silty clay [MMK88],,diatom rich silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,2,A,
346-U1427A-19H-3-A,0,150,166.23,167.73,,silty clay [MMK88],,silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,3,A,
346-U1427A-19H-4-A,0,150,167.73,169.23,,silty clay [MMK88],,silty clay ,,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,4,A,
346-U1427A-19H-5-A,0,150,169.23,170.73,nannofossil rich,silty clay [MMK88],with volcanic ash [Leg339],nannofossil rich silty clay  with volcanic ash [Leg339],,,,,10Y 4/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  silty clay ,silty clay   with volcanic ash [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,5,A,
346-U1427A-19H-6-A,0,122,170.73,171.95,,silty clay [MMK88],,silty clay ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,6,A,
346-U1427A-19H-6-A,122,123,171.95,171.96,,tephra [FS84],,tephra ,scoria,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,6,A,
346-U1427A-19H-6-A,123,137,171.96,172.1,,silty clay [MMK88],,silty clay ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,6,A,
346-U1427A-19H-7-A,0,68,172.1,172.78,,silty clay [MMK88],,silty clay ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,7,A,
346-U1427A-19H-CC-A,0,14,172.78,172.92,,silty clay [MMK88],,silty clay ,,,,,10Y 3/2 (very dark grayish green),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,19,H,CC,A,
346-U1427A-20H-1-A,0,142,172.8,174.22,biosiliceous rich,calcareous ooze [Leg339],,biosiliceous rich calcareous ooze ,,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,1,A,
346-U1427A-20H-2-A,0,141,174.22,175.63,biosiliceous rich,calcareous ooze [Leg339],,biosiliceous rich calcareous ooze ,,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,2,A,
346-U1427A-20H-3-A,0,150,175.63,177.13,biosiliceous rich,calcareous ooze [Leg339],,biosiliceous rich calcareous ooze ,,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,3,A,
346-U1427A-20H-4-A,0,151,177.13,178.64,biosiliceous rich,calcareous ooze [Leg339],,biosiliceous rich calcareous ooze ,,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  calcareous ooze ,calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,4,A,
346-U1427A-20H-5-A,0,150,178.64,180.14,biosiliceous rich,silty clay [MMK88],with nannofossils [Leg339],biosiliceous rich silty clay  with nannofossils [Leg339],,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  silty clay ,silty clay   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,5,A,
346-U1427A-20H-6-A,0,145,180.14,181.59,volcanic glass rich,nannofossil ooze [Leg339],,volcanic glass rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,6,A,
346-U1427A-20H-6-A,84,87,180.98,181.01,,,,,vitric,volcaniclastic-bearing,2,patch or bleb,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,6,A,
346-U1427A-20H-7-A,0,67,181.59,182.26,volcanic glass rich,nannofossil ooze [Leg339],,volcanic glass rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,7,A,
346-U1427A-20H-CC-A,0,17,182.26,182.43,volcanic glass rich,nannofossil ooze [Leg339],,volcanic glass rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,volcanic glass rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,20,H,CC,A,
346-U1427A-21H-1-A,0,150,182.3,183.8,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,1,A,
346-U1427A-21H-2-A,0,150,183.8,185.3,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,2,A,
346-U1427A-21H-3-A,0,149,185.3,186.79,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,3,A,
346-U1427A-21H-3-A,93,95,186.23,186.25,,,,,pumice,volcaniclastic-bearing,2,patch or bleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,3,A,
346-U1427A-21H-4-A,0,150,186.79,188.29,biosiliceous rich,clayey silt [MMK88],with nannofossils [Leg339],biosiliceous rich clayey silt  with nannofossils [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  clayey silt ,clayey silt   with nannofossils [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,4,A,
346-U1427A-21H-5-A,0,155,188.29,189.84,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,5,A,
346-U1427A-21H-6-A,0,110,189.84,190.94,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,6,A,
346-U1427A-21H-7-A,0,67,190.94,191.61,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,7,A,
346-U1427A-21H-7-A,14,19,191.08,191.13,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,Numerous broken shell fragments.,,,,,,,,,,,,,,,,,,,346,U1427,A,21,H,7,A,
346-U1427A-22H-1-A,0,140,191.8,193.2,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,1,A,
346-U1427A-22H-2-A,0,145,193.2,194.65,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,2,A,
346-U1427A-22H-3-A,0,150,194.65,196.15,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,3,A,
346-U1427A-22H-4-A,0,160,196.15,197.75,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,4,A,
346-U1427A-22H-5-A,0,150,197.75,199.25,,biosiliceous calcareous ooze [Leg339],,biosiliceous calcareous ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous calcareous ooze ,biosiliceous calcareous ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,5,A,
346-U1427A-22H-6-A,0,136,199.25,200.61,biosiliceous rich,nannofossil ooze [Leg339],,biosiliceous rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,6,A,
346-U1427A-22H-7-A,0,80,200.61,201.41,biosiliceous rich,nannofossil ooze [Leg339],,biosiliceous rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,7,A,
346-U1427A-22H-CC-A,0,31,201.41,201.72,biosiliceous rich,nannofossil ooze [Leg339],,biosiliceous rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,22,H,CC,A,
346-U1427A-23H-1-A,0,151,201.3,202.81,biosiliceous rich,nannofossil ooze [Leg339],,biosiliceous rich nannofossil ooze ,,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,biosiliceous rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,1,A,
346-U1427A-23H-2-A,0,150,202.81,204.31,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 4/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,2,A,
346-U1427A-23H-2-A,100,103,203.81,203.84,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,,,,,,,,,,,,Broken shell debris in layer.,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,2,A,
346-U1427A-23H-3-A,0,150,204.31,205.81,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,3,A,
346-U1427A-23H-3-A,53,61,204.84,204.92,,,,,pumice,volcaniclastic-rich,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coarse sand-sized pumice grains in a distinct 7-cm thick layer.,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,3,A,
346-U1427A-23H-4-A,0,70,205.81,206.51,nannofossil rich,clayey silt [MMK88],with biosilica [Leg339],nannofossil rich clayey silt  with biosilica [Leg339],,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clayey silt ,clayey silt   with biosilica [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,23,H,4,A,
