Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
366-U1491A-1H-1-A,0.0,34.0,0.0,0.34,1,,,,planar,hardground,horizontal,clayey,mud,with silt,clayey mud with silt,7.5YR 4/4 (brown),massive,unconsolidated,clay,1,silt,2,,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1491,A,1,H,1,A,,,
366-U1491A-1H-1-A,34.0,87.5,0.34,0.875,1,,,,curviplanar,hardground,horizontal,clayey,mud,with lithic clasts,clayey mud with lithic clasts,7.5YR 5/3 (brown),massive,unconsolidated,clay,1,clay,1,,,,,,lithic,,pebble,10.0,pebble,10.0,angular,,,,,,,,black,,,,,,,,366,U1491,A,1,H,1,A,,,
366-U1491A-1H-1-A,87.5,115.0,0.875,1.15,1,,,,curviplanar,hardground,horizontal,clayey,mud,,clayey mud,7.5YR 4/4 (brown),massive,unconsolidated,clay,1,clay,1,,well,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1491,A,1,H,1,A,,,
366-U1491A-1H-1-A,115.0,132.0,1.15,1.32,1,,,,planar,,,"matrix-supported, monomict",mud,with carbonate clasts,"matrix-supported, monomict mud with carbonate clasts",7.5YR 3/4 (dark brown),massive,consolidated,clay,1,clay,1,,poor,,,,carbonate,,pebble,10.0,cobble,11.0,sub-rounded,,,,,,,,,,,,,,,,366,U1491,A,1,H,1,A,,,
