Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data
339-U1385D-7H-3-A,339,U1385,D,7,7-3,H,3,A,0,150,54.41,55.91,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-7H-4-A,339,U1385,D,7,7-4,H,4,A,0,150,55.91,57.41,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil chalk ,,muddy   nannofossil chalk ,muddy  nannofossil chalk ,nannofossil chalk ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thin bed ,,,,slight_339 ,3,,,Zoophycos- and Chondrites-type burrows (18-29 cm).,70,70,
339-U1385D-7H-5-A,339,U1385,D,7,7-5,H,5,A,0,150,57.41,58.91,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,80,80,
339-U1385D-7H-6-A,339,U1385,D,7,7-6,H,6,A,0,150,58.92,60.42,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Dark patch mottles (40-120 cm).,100,100,
339-U1385D-7H-7-A,339,U1385,D,7,7-7,H,7,A,0,59,60.32,60.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10GY 4/1 (dark greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thin bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-7H-CC-A,339,U1385,D,7,7-CC,H,CC,A,0,43,60.91,61.34,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-8H-1-A,339,U1385,D,8,8-1,H,1,A,0,150,60.9,62.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Pyrite specks.,100,100,
339-U1385D-8H-2-A,339,U1385,D,8,8-2,H,2,A,0,150,62.4,63.9,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-8H-3-A,339,U1385,D,8,8-3,H,3,A,0,150,63.9,65.4,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-8H-4-A,339,U1385,D,8,8-4,H,4,A,0,150,65.4,66.9,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-8H-5-A,339,U1385,D,8,8-5,H,5,A,0,150,66.9,68.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10YR 5/1 (gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-8H-6-A,339,U1385,D,8,8-6,H,6,A,0,150,68.41,69.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Dark patch mottles.,100,100,
339-U1385D-8H-7-A,339,U1385,D,8,8-7,H,7,A,0,61,69.91,70.52,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-8H-CC-A,339,U1385,D,8,8-CC,H,CC,A,0,33,70.52,70.85,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-9H-1-A,339,U1385,D,9,9-1,H,1,A,0,150,70.4,71.9,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,contorted strata ,Contorted strata at 0-16 cm.  Possible fall-in or paleo-slump.,75,75,
339-U1385D-9H-2-A,339,U1385,D,9,9-2,H,2,A,0,150,71.91,73.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-9H-3-A,339,U1385,D,9,9-3,H,3,A,0,102,73.44,74.46,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,color contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-9H-3-A,339,U1385,D,9,9-3,H,3,A,102,150,74.46,74.94,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,65,65,
339-U1385D-9H-4-A,339,U1385,D,9,9-4,H,4,A,0,45,74.98,75.43,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,35.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,color contact,layering,thick bed ,,,,slight_339 ,3,,,,65,65,
339-U1385D-9H-4-A,339,U1385,D,9,9-4,H,4,A,45,150,75.43,76.48,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,7.5YR 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-9H-5-A,339,U1385,D,9,9-5,H,5,A,0,41,76.48,76.89,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,7.5YR 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-9H-5-A,339,U1385,D,9,9-5,H,5,A,41,150,76.89,77.98,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,85,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,15.0,10GY 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,85,85,
339-U1385D-9H-6-A,339,U1385,D,9,9-6,H,6,A,0,23,78.0,78.23,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,85,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,15.0,10GY 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,85,85,
339-U1385D-9H-6-A,339,U1385,D,9,9-6,H,6,A,23,35,78.23,78.35,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,10Y 7/1 (ligth greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-9H-6-A,339,U1385,D,9,9-6,H,6,A,35,150,78.35,79.5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,55,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,45.0,5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-9H-7-A,339,U1385,D,9,9-7,H,7,A,0,67,79.51,80.18,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,55,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,45.0,5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-9H-CC-A,339,U1385,D,9,9-CC,H,CC,A,0,30,80.18,80.48,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,55,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,45.0,5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-10H-1-A,339,U1385,D,10,10-1,H,1,A,0,23,79.9,80.13,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-10H-1-A,339,U1385,D,10,10-1,H,1,A,23,150,80.13,81.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-10H-2-A,339,U1385,D,10,10-2,H,2,A,0,150,81.4,82.9,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-10H-3-A,339,U1385,D,10,10-3,H,3,A,0,150,82.9,84.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-10H-4-A,339,U1385,D,10,10-4,H,4,A,0,150,84.41,85.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-10H-5-A,339,U1385,D,10,10-5,H,5,A,0,49,85.94,86.43,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-10H-5-A,339,U1385,D,10,10-5,H,5,A,49,150,86.43,87.44,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-10H-6-A,339,U1385,D,10,10-6,H,6,A,0,50,87.45,87.95,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-10H-6-A,339,U1385,D,10,10-6,H,6,A,50,88,87.95,88.33,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,Dark greenish gray lamina at 70-71 cm.,100,100,
339-U1385D-10H-6-A,339,U1385,D,10,10-6,H,6,A,88,150,88.33,88.95,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,55,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,45.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-10H-7-A,339,U1385,D,10,10-7,H,7,A,0,60,88.96,89.56,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,55,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,45.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-10H-CC-A,339,U1385,D,10,10-CC,H,CC,A,0,37,89.57,89.94,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,55,5GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,45.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,,,,,,slight_339 ,3,,,,55,55,
339-U1385D-11H-1-A,339,U1385,D,11,11-1,H,1,A,0,77,89.4,90.17,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-1-A,339,U1385,D,11,11-1,H,1,A,0,150,89.4,90.9,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-1-A,339,U1385,D,11,11-1,H,1,A,77,116,90.17,90.56,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-2-A,339,U1385,D,11,11-2,H,2,A,0,30,90.9,91.2,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-2-A,339,U1385,D,11,11-2,H,2,A,30,92,91.2,91.82,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-2-A,339,U1385,D,11,11-2,H,2,A,92,150,91.82,92.4,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-3-A,339,U1385,D,11,11-3,H,3,A,0,132,92.43,93.75,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-3-A,339,U1385,D,11,11-3,H,3,A,132,150,93.75,93.93,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-4-A,339,U1385,D,11,11-4,H,4,A,0,150,93.94,95.44,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-5-A,339,U1385,D,11,11-5,H,5,A,0,150,95.45,96.95,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-6-A,339,U1385,D,11,11-6,H,6,A,0,99,96.98,97.97,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-6-A,339,U1385,D,11,11-6,H,6,A,99,150,97.97,98.48,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,present ,,Shell fragment at 133 cm.,100,100,
339-U1385D-11H-7-A,339,U1385,D,11,11-7,H,7,A,0,61,98.5,99.11,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-11H-CC-A,339,U1385,D,11,11-CC,H,CC,A,0,28,99.12,99.4,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-12H-1-A,339,U1385,D,12,12-1,H,1,A,0,150,98.9,100.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-2-A,339,U1385,D,12,12-2,H,2,A,0,150,100.4,101.9,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-3-A,339,U1385,D,12,12-3,H,3,A,0,150,101.9,103.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-4-A,339,U1385,D,12,12-4,H,4,A,0,150,103.42,104.92,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-5-A,339,U1385,D,12,12-5,H,5,A,0,150,104.94,106.44,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-6-A,339,U1385,D,12,12-6,H,6,A,0,150,106.48,107.98,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,25.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,75,75,
339-U1385D-12H-6-A,339,U1385,D,12,12-6,H,6,A,60,80,107.08,107.28,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,
