Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1489D-1H-1-A,0,26,0,0.26,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,7.5YR 5/3 (brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,
363-U1489D-1H-1-A,26,35,0.26,0.35,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,7.5YR 4/3 (brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,
363-U1489D-1H-1-A,35,65,0.35,0.65,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,2.5Y 5/3 (light olive brown),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,
363-U1489D-1H-1-A,65,129,0.65,1.29,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,
363-U1489D-1H-1-A,129,150,1.29,1.5,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,1,A,
363-U1489D-1H-2-A,0,3,1.5,1.53,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,
363-U1489D-1H-2-A,3,24,1.53,1.74,clay-bearing diatom-rich [X363],nannofossil ooze [Leg339],clay-bearing diatom-rich nannofossil ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,rad-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,
363-U1489D-1H-2-A,24,66,1.74,2.16,radiolarian-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],radiolarian-bearing foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,clay-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,
363-U1489D-1H-2-A,66,120,2.16,2.7,clay-bearing radiolarian-rich [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,2,A,
363-U1489D-1H-3-A,0,19,2.7,2.89,clay-bearing radiolarian-rich [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,3,A,
363-U1489D-1H-3-A,19,24,2.89,2.94,clay-bearing radiolarian-bearing [X363],nannofossil ooze [Leg339],clay-bearing radiolarian-bearing nannofossil ooze,,2.5Y 7/4 (pale yellow),slight [DB86],,,,,,diatom-bearing,,,,,,,,,,,,,363,U1489,D,1,H,3,A,
363-U1489D-1H-3-A,24,32,2.94,3.02,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,3,A,
363-U1489D-1H-3-A,32,72,3.02,3.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,3,A,
363-U1489D-1H-CC-A,0,27,3.42,3.69,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,1,H,CC,A,
363-U1489D-2H-1-A,0,113,3.7,4.83,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,1,A,
363-U1489D-2H-1-A,113,150,4.83,5.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,1,A,
363-U1489D-2H-2-A,0,50,5.2,5.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,
363-U1489D-2H-2-A,50,130,5.7,6.5,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,
363-U1489D-2H-2-A,130,150,6.5,6.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,2,A,
363-U1489D-2H-3-A,0,60,6.7,7.3,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,3,A,
363-U1489D-2H-3-A,60,78,7.3,7.48,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,3,A,
363-U1489D-2H-3-A,78,150,7.48,8.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,3,A,
363-U1489D-2H-4-A,0,82,8.2,9.02,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,4,A,
363-U1489D-2H-4-A,82,97,9.02,9.17,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,4,A,
363-U1489D-2H-4-A,97,150,9.17,9.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,4,A,
363-U1489D-2H-5-A,0,150,9.7,11.2,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,5,A,
363-U1489D-2H-6-A,0,150,11.2,12.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,6,A,
363-U1489D-2H-7-A,0,68,12.7,13.38,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,7,A,
363-U1489D-2H-CC-A,0,26,13.38,13.64,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,2,H,CC,A,
363-U1489D-3H-1-A,0,47,13.2,13.67,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,1,A,
363-U1489D-3H-1-A,47,53,13.67,13.73,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,1,A,
363-U1489D-3H-1-A,53,113,13.73,14.33,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,1,A,
363-U1489D-3H-1-A,113,136,14.33,14.56,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,1,A,
363-U1489D-3H-1-A,136,150,14.56,14.7,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,1,A,
363-U1489D-3H-2-A,0,5,14.7,14.75,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,2,A,
363-U1489D-3H-2-A,5,28,14.75,14.98,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,2,A,
363-U1489D-3H-2-A,28,92,14.98,15.62,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,2,A,
363-U1489D-3H-2-A,92,97,15.62,15.67,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,D,3,H,2,A,
