Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-14H-4-A,101,133.5,101.41,101.735,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,133.5,138,101.735,101.78,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,30,0,32,0,0,0,3,10,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,138,143,101.78,101.83,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,143,144,101.83,101.84,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,30,0,32,0,0,0,3,10,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-4-A,144,150,101.84,101.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,4,A,
340-U1398B-14H-5-A,0,13,101.9,102.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,13,71,102.03,102.61,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,50,pebble [W22_2],0,,0,,0,,0,,50,fine mud [T07],0,,,,rounded,20,0,3,12,35,0,0,10,20,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,71,92,102.61,102.82,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,92,97,102.82,102.87,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,99,0,0,0,1,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,97,105,102.87,102.95,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,1,2,94,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,105,109,102.95,102.99,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,1,2,94,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,109,140,102.99,103.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-5-A,140,150,103.3,103.4,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,14,H,5,A,
340-U1398B-14H-6-A,0,23,103.4,103.63,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,23,28,103.63,103.68,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,20,15,0,0,20,25,15,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,28,62,103.68,104.02,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,62,85.5,104.02,104.255,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,10,10,15,57,0,0,1,2,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,85.5,133,104.255,104.73,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,133,135,104.73,104.75,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,1,0,0,18,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,135,137,104.75,104.77,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,1,0,0,18,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,137,140,104.77,104.8,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,1,0,0,18,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-6-A,140,150,104.8,104.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,6,A,
340-U1398B-14H-7-A,0,2,104.9,104.92,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,43,2,5,5,45,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,2,36,104.92,105.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,36,36.5,105.26,105.265,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,98,0,0,0,1,0,,very well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,36.5,37,105.265,105.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,37,37.5,105.27,105.275,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,98,0,0,0,1,0,,very well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,37.5,55,105.275,105.45,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,volcaniclastic-mud [BGS-S81],40,fine mud [T07],3,100,Intercalated layers at fine scale.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,2,90,0,0,2,1,0,,well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-7-A,55,59,105.45,105.49,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,7,A,
340-U1398B-14H-CC-A,0,24,105.49,105.73,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,14,H,CC,A,
340-U1398B-14H-CC-A,24,29,105.73,105.78,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,14,H,CC,A,
340-U1398B-15H-1-A,0,32,105.4,105.72,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,32,33,105.72,105.73,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,1,0,1,0,98,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,33,65,105.73,106.05,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,65,80,106.05,106.2,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,80,127.5,106.2,106.675,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,127.5,128,106.675,106.68,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Tephra,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,85,0,0,1,2,2,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,128,144,106.68,106.84,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-1-A,144,151,106.84,106.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Multiple tephra layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,86,0,0,2,2,10,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,1,A,
340-U1398B-15H-2-A,0,3.5,106.91,106.945,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,2,A,
340-U1398B-15H-2-A,3.5,31,106.945,107.22,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,85,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,30,0,2,0,58,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,2,A,
340-U1398B-15H-2-A,31,151,107.22,108.42,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,85,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,68,0,0,2,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,2,A,
340-U1398B-15H-3-A,0,26.5,108.42,108.685,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,68,0,0,2,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,26.5,49,108.685,108.91,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,49,72,108.91,109.14,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,95,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,72,120,109.14,109.62,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,120,129,109.62,109.71,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,98,0,0,0,0,2,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,129,136,109.71,109.78,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-3-A,136,147,109.78,109.89,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,15,H,3,A,
340-U1398B-15H-4-A,0,28,109.89,110.17,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,20,0,5,10,45,0,0,5,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,28,35,110.17,110.24,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,35,39,110.24,110.28,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,10,45,0,0,5,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,39,43,110.28,110.32,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,43,61,110.32,110.5,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,5,40,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,61,70,110.5,110.59,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,70,82,110.59,110.71,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,fine sand [T07],4,100,Both fine and thick layers.,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,30,0,0,0,40,10,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-4-A,82,146,110.71,111.35,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,2,100,coarse sand [T07],0,,0,,0,,0,,0,,0,,,,angular,10,2,0,25,48,0,0,5,10,0,,poor [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,4,A,
340-U1398B-15H-5-A,0,6,111.35,111.41,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,15,30,0,0,15,20,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,6,16,111.41,111.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,16,20,111.51,111.55,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,20,34,111.55,111.69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,34,43,111.69,111.78,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,43,50,111.78,111.85,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,50,74,111.85,112.09,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,74,80,112.09,112.15,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,80,86,112.15,112.21,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,86,107,112.21,112.42,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,15,30,0,0,15,20,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,107,118,112.42,112.53,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,118,127,112.53,112.62,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,15,30,0,0,15,20,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,127,136,112.62,112.71,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-5-A,136,146,112.71,112.81,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,340,U1398,B,15,H,5,A,
340-U1398B-15H-6-A,0,4,112.81,112.85,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,4,9,112.85,112.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,9,27,112.9,113.08,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,27,42,113.08,113.23,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,42,59.5,113.23,113.405,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,5,5,10,63,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,59.5,91,113.405,113.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,91,109,113.72,113.9,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,3,15,32,0,0,10,10,15,,moderate [BP01],moderate [alteration],4,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-6-A,109,146,113.9,114.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,6,A,
340-U1398B-15H-7-A,0,3,114.27,114.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,10,45,0,0,5,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,340,U1398,B,15,H,7,A,
