Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Lithology Suffix,Lithology Prefix,Minor Lithology Suffix
340-U1395A-1H-2-A,340,U1395,A,1,1-2,H,2,A,6.0,86.0,1.56,2.36,,,calcareous sand [Leg210],90.0,fine sand [T07],4.0,volcaniclastic-sand [BGS-S81],10.0,,,100.0,"normally graded, bio/volcaniclastic mixed turbidite",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,very well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-2-A,340,U1395,A,1,1-2,H,2,A,86.0,92.0,2.36,2.42,,,calcareous sand [Leg210],70.0,medium sand [T07],6.0,volcaniclastic-sand [BGS-S81],30.0,medium sand [T07],6.0,100.0,zone of concentration of oxidized lava clasts; mixed turbidite,15.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-2-A,340,U1395,A,1,1-2,H,2,A,92.0,112.0,2.42,2.62,,,volcaniclastic-sand [BGS-S81],60.0,medium sand [T07],6.0,calcareous sand [Leg210],40.0,medium sand [T07],6.0,100.0,"bottom part of the mixed turbidite sequence, base is erosive",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-2-A,340,U1395,A,1,1-2,H,2,A,112.0,126.0,2.62,2.76,,,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,"grey, hemipelagic fines",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-3-A,340,U1395,A,1,1-3,H,3,A,0.0,20.0,2.76,2.96,slight [drilling disturbance],2.0,calcareous sand [Leg210],100.0,fine sand [T07],4.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-3-A,340,U1395,A,1,1-3,H,3,A,20.0,33.0,2.96,3.09,slight [drilling disturbance],2.0,calcareous sand [Leg210],100.0,medium sand [T07],6.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-3-A,340,U1395,A,1,1-3,H,3,A,33.0,35.0,3.09,3.11,slight [drilling disturbance],2.0,calcareous sand [Leg210],70.0,medium sand [T07],6.0,volcaniclastic-sand [BGS-S81],30.0,medium sand [T07],6.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-3-A,340,U1395,A,1,1-3,H,3,A,35.0,50.0,3.11,3.26,slight to moderate [drilling disturbance],3.0,volcaniclastic-sand [BGS-S81],70.0,coarse sand [T07],7.0,calcareous sand [Leg210],30.0,coarse sand [T07],7.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-1H-CC-A,340,U1395,A,1,1-CC,H,CC,A,0.0,4.0,3.26,3.3,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],70.0,fine sand [T07],4.0,calcareous sand [Leg210],30.0,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-1-A,340,U1395,A,2,2-1,H,1,A,0.0,15.0,3.1,3.25,moderate to high [drilling disturbance],5.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,volcaniclastic massive sand,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,poor [BP01],rare [alteration],2.0,,,,,,,,,,,,,
340-U1395A-2H-1-A,340,U1395,A,2,2-1,H,1,A,15.0,104.0,3.25,4.14,slight to moderate [drilling disturbance],3.0,calcareous sand [Leg210],60.0,fine sand [T07],4.0,carbonate ooze [Leg178],40.0,silt-fine mud [T07],2.0,100.0,mottled grey hemipelagic sediment,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-1-A,340,U1395,A,2,2-1,H,1,A,104.0,150.0,4.14,4.6,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,mottled fine grained hemipelagic sediment with greensh layers of  less than 2 cm thick,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,0.0,6.0,4.6,4.66,moderate [drilling disturbance],4.0,calcareous sand [Leg210],60.0,fine sand [T07],4.0,carbonate ooze [Leg178],40.0,silt-fine mud [T07],2.0,100.0,grey hemipelagic sediment,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,6.0,44.0,4.66,5.04,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,grey hemipelagic sediment with green thin layers,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,44.0,51.0,5.04,5.11,moderate [drilling disturbance],4.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,"dark colour, top of the volcaniclastic turbidite unit",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,51.0,58.0,5.11,5.18,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,"dark colour, normally graded, bottom of the volcaniclastic turbidite unit",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,58.0,59.0,5.18,5.19,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,59.0,64.0,5.19,5.24,moderate [drilling disturbance],4.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,"dark colour, top of the volcaniclastic turbidite unit",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,64.0,68.0,5.24,5.28,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,"dark colour, normally graded, bottom of the volcaniclastic turbidite unit",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,68.0,134.0,5.28,5.94,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,grey hemipelagic sediment with green thin layers,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-2-A,340,U1395,A,2,2-2,H,2,A,134.0,150.0,5.94,6.1,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],70.0,silt-fine mud [T07],2.0,calcareous sand [Leg210],30.0,fine sand [T07],4.0,100.0,"hemipelagic sediments
",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-3-A,340,U1395,A,2,2-3,H,3,A,0.0,10.0,6.1,6.2,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],50.0,fine sand [T07],4.0,calcareous sand [Leg210],50.0,fine sand [T07],4.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-3-A,340,U1395,A,2,2-3,H,3,A,10.0,27.0,6.2,6.37,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],50.0,fine medium sand [T07],5.0,calcareous sand [Leg210],50.0,fine medium sand [T07],5.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-3-A,340,U1395,A,2,2-3,H,3,A,27.0,150.0,6.37,7.6,slight to moderate [drilling disturbance],3.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-4-A,340,U1395,A,2,2-4,H,4,A,0.0,87.0,7.6,8.47,moderate [drilling disturbance],4.0,calcareous sand [Leg210],100.0,fine mud [T07],3.0,,,,,100.0,"grey colour, hemipelagic sediments with thin green layers",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-4-A,340,U1395,A,2,2-4,H,4,A,87.0,92.0,8.47,8.52,moderate [drilling disturbance],4.0,calcareous sand [Leg210],70.0,fine sand [T07],4.0,volcaniclastic-sand [BGS-S81],30.0,fine sand [T07],4.0,100.0,"light grey colour, bio(dominant)/volcaniclastic sand",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-4-A,340,U1395,A,2,2-4,H,4,A,92.0,150.0,8.52,9.1,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,"grey colour, hemipelagic sediments with thin green layers",0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,0.0,56.0,9.1,9.66,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,56.0,56.5,9.66,9.665,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],80.0,fine sand [T07],4.0,calcareous sand [Leg210],20.0,fine sand [T07],4.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,56.5,57.0,9.665,9.67,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],80.0,fine medium sand [T07],5.0,calcareous sand [Leg210],20.0,fine medium sand [T07],5.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,57.0,57.5,9.67,9.675,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],80.0,fine sand [T07],4.0,calcareous sand [Leg210],20.0,fine sand [T07],4.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,57.5,58.0,9.675,9.68,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],80.0,fine medium sand [T07],5.0,calcareous sand [Leg210],20.0,fine medium sand [T07],5.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,58.0,75.0,9.68,9.85,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,75.0,98.0,9.85,10.08,moderate [drilling disturbance],4.0,calcareous sand [Leg210],60.0,fine sand [T07],4.0,volcaniclastic-sand [BGS-S81],40.0,fine sand [T07],4.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,98.0,116.0,10.08,10.26,moderate [drilling disturbance],4.0,calcareous sand [Leg210],60.0,medium sand [T07],6.0,volcaniclastic-sand [BGS-S81],40.0,fine medium sand [T07],5.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-5-A,340,U1395,A,2,2-5,H,5,A,116.0,150.0,10.26,10.6,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,0.0,5.0,10.6,10.65,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,5.0,15.0,10.65,10.75,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,15.0,53.0,10.75,11.13,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,53.0,69.0,11.13,11.29,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,69.0,81.0,11.29,11.41,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,81.0,98.0,11.41,11.58,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],70.0,medium sand [T07],6.0,calcareous sand [Leg210],30.0,medium sand [T07],6.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,98.0,108.0,11.58,11.68,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],70.0,coarse sand [T07],7.0,calcareous sand [Leg210],30.0,coarse sand [T07],7.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-2H-6-A,340,U1395,A,2,2-6,H,6,A,108.0,114.0,11.68,11.74,,,,,,,,,,,,PAL sample,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
340-U1395A-3H-1-A,340,U1395,A,3,3-1,H,1,A,0.0,32.0,12.6,12.92,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],95.0,fine medium sand [T07],5.0,calcareous sand [Leg210],5.0,fine medium sand [T07],5.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-3H-1-A,340,U1395,A,3,3-1,H,1,A,32.0,42.0,12.92,13.02,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],95.0,medium sand [T07],6.0,calcareous sand [Leg210],5.0,medium sand [T07],6.0,100.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-3H-1-A,340,U1395,A,3,3-1,H,1,A,42.0,110.0,13.02,13.7,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],95.0,coarse sand [T07],7.0,calcareous sand [Leg210],5.0,coarse sand [T07],7.0,100.0,,2.0,15.0,granule [T07],0.0,,60.0,granule [T07],25.0,granule [T07],0.0,,0.0,,0.0,,100.0,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1395A-3H-1-A,340,U1395,A,3,3-1,H,1,A,110.0,150.0,13.7,14.1,slight [drilling disturbance],2.0,volcaniclastic-breccia [BGS-S81],95.0,very coarse sand [T07],8.0,calcareous sand [Leg210],5.0,very coarse sand [T07],8.0,100.0,,5.0,50.0,granule [T07],0.0,,30.0,granule [T07],20.0,granule [T07],0.0,,0.0,,0.0,,100.0,,,,,,,,,,,,,,moderate [BP01],absent [alteration],0.0,,,,,,,,,,,,,
