Label ID,Exp,Site,Hole,Core,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Color(name),Prefix,Principal lithology,Suffix,Complete name,Lithology [%],"Dominant grain size(Wentworth, 1922)",Dominant grain size rank,Clastic grain roundness,Lithification,Lithology comments,File Data
330-U1372A-2R-1-A,330,U1372,A,2,R,1,A,0,105,0.1,1.15,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,coarse sand [U14W22],4,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-2-A,330,U1372,A,2,R,2,A,0,33,1.15,1.48,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,coarse sand [U14W22],4,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-2-A,330,U1372,A,2,R,2,A,33,34.5,1.48,1.495,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,slightly consolidated,Very likely winnowed residue of an ooze richer in nannofossils. Increased abundance of black glassy grains,
330-U1372A-2R-2-A,330,U1372,A,2,R,2,A,34.5,77,1.495,1.92,pale yellow,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,"""Very likely winnowed residue of an ooze richer in nannofossils. Occurrence of whiter forams that leads to overall whiter color of the """"bed"""".""",
330-U1372A-2R-2-A,330,U1372,A,2,R,2,A,77,119,1.92,2.34,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-3-A,330,U1372,A,2,R,3,A,0,139,2.34,3.73,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-4-A,330,U1372,A,2,R,4,A,0,134,3.73,5.07,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-5-A,330,U1372,A,2,R,5,A,0,16,5.07,5.23,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-5-A,330,U1372,A,2,R,5,A,16,55,5.23,5.62,brown,sandy nannofossil foraminiferal,ooze [MMK88],with pumice and glass,sandy nannofossil foraminiferal ooze with pumice and glass,,medium sand [U14W22],4,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Increased abundance of black glassy grains.,
330-U1372A-2R-5-A,330,U1372,A,2,R,5,A,55,146,5.62,6.53,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-6-A,330,U1372,A,2,R,6,A,0,94,6.53,7.47,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-2R-CC-A,330,U1372,A,2,R,CC,A,0,18,7.47,7.65,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Includes some pumices.,
330-U1372A-3R-1-A,330,U1372,A,3,R,1,A,0,120,9.7,10.9,pale yellow,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,Very likely winnowed residue of a foraminifera nannofossil ooze.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,0,45,10.9,11.35,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,coarse sand [U14W22],4,,unconsolidated,Very likely winnowed residue of a foraminifera nannofossil ooze. Includes some pumices.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,45,46,11.35,11.36,brown,sandy nannofossil foraminiferal,ooze [MMK88],with pumice and glass,sandy nannofossil foraminiferal ooze with pumice and glass,,coarse sand [U14W22],4,,slightly consolidated,Very likely winnowed residue of an ooze richer in nannofossils. Increased abundance of black glassy grains.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,46,52,11.36,11.42,very pale brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,"Very likely winnowed residue of an ooze richer in nannofossils. Occurrence of whiter forams that leads to overall whiter color of the ""bed"".",
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,52,54,11.42,11.44,brown,sandy nannofossil foraminiferal,ooze [MMK88],with pumice and glass,sandy nannofossil foraminiferal ooze with pumice and glass,,coarse sand [U14W22],4,,slightly consolidated,Very likely winnowed residue of an ooze richer in nannofossils. Increased abundance of black glassy grains.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,54,63,11.44,11.53,very pale brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],3,,unconsolidated,"Very likely winnowed residue of an ooze richer in nannofossils. Occurrence of whiter forams that leads to overall whiter color of the ""bed"".",
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,63,72,11.53,11.62,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,coarse sand [U14W22],4,,unconsolidated,Very likely winnowed residue of a foraminifera nannofossil ooze. Includes some pumices.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,72,80.5,11.62,11.705,,,,,,,,3,,,,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,73,80.5,11.63,11.705,very pale brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,fine sand [U14W22],,,unconsolidated,Very likely winnowed residue of an ooze richer in nannofossils. Occurrence of whiter forams that leads to overall whiter color of the bed.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,80.5,96,11.705,11.86,light yellowish brown,sandy nannofossil foraminiferal,ooze [MMK88],,sandy nannofossil foraminiferal ooze,,coarse sand [U14W22],4,,unconsolidated,Very likely winnowed residue of a foraminifera nannofossil ooze. Includes some pumices.,
330-U1372A-3R-2-A,330,U1372,A,3,R,2,A,96,101,11.86,11.91,light olive brown,pumiceous,gravel [USGS-F54],,pumiceous gravel,,pebble [U14W22],5,,unconsolidated,Matrix of sandy nannofossil foraminifera ooze. Contains larger black glassy grains.,
330-U1372A-3R-CC-A,330,U1372,A,3,R,CC,A,0,15,11.91,12.06,light olive brown,pumiceous,gravel [USGS-F54],,pumiceous gravel,,pebble [U14W22],5,,unconsolidated,Matrix of sandy nannofossil foraminifera ooze. Contains larger black glassy grains.,
330-U1372A-4R-1-A,330,U1372,A,4,R,1,A,0,136,13.5,14.86,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward.",
330-U1372A-4R-2-A,330,U1372,A,4,R,2,A,0,134,14.86,16.2,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward.",
330-U1372A-4R-3-A,330,U1372,A,4,R,3,A,0,130,16.2,17.5,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward.",
330-U1372A-4R-4-A,330,U1372,A,4,R,4,A,0,68,17.5,18.18,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward.",
330-U1372A-5R-1-A,330,U1372,A,5,R,1,A,0,34,18,18.34,white,foraminiferal,limestone [MMK88],with basalt clasts,foraminiferal limestone with basalt clasts,,pebble [U14W22],4,subrounded[330],lithified,,
330-U1372A-5R-1-A,330,U1372,A,5,R,1,A,34,120,18.34,19.2,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward. Bioclast abundance decreases upward.",
330-U1372A-5R-2-A,330,U1372,A,5,R,2,A,0,141,19.2,20.61,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward. Bioclast abundance decreases upward.",
330-U1372A-5R-3-A,330,U1372,A,5,R,3,A,0,142,20.61,22.03,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward. Bioclast abundance decreases upward.",
330-U1372A-5R-4-A,330,U1372,A,5,R,4,A,0,149,22.03,23.52,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward. Bioclast abundance decreases upward.",
330-U1372A-5R-5-A,330,U1372,A,5,R,5,A,0,125,23.52,24.77,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,angular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids. Micrite content increases upward. Bioclast abundance decreases upward.",
330-U1372A-5R-5-A,330,U1372,A,5,R,5,A,125,136,24.77,24.88,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,pebble [U14W22],4,rounded[330],cemented,,
