Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
,350,U1436,B,6,6-3,H,3,A,85.0,114.0,28.35,28.64,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,114.0,119.0,28.64,28.69,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,119.0,137.0,28.69,28.87,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,137.0,142.0,28.87,28.92,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,142.0,147.0,28.92,28.97,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-3,H,3,A,147.0,150.0,28.97,29.0,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,0.0,8.0,29.0,29.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,8.0,9.0,29.08,29.09,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,9.0,29.0,29.09,29.29,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,29.0,34.0,29.29,29.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,34.0,63.0,29.34,29.63,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,63.0,67.0,29.63,29.67,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,non-graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,67.0,119.0,29.67,30.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,119.0,121.0,30.19,30.21,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,121.0,126.0,30.21,30.26,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,126.0,129.0,30.26,30.29,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,129.0,140.0,30.29,30.4,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,140.0,147.0,30.4,30.47,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,brown,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-4,H,4,A,147.0,150.0,30.47,30.5,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,0.0,38.0,30.5,30.88,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,38.0,41.0,30.88,30.91,I,,,,evolved,ash [2014],with lapilli [2014],evolved ash,evolved ash with lapilli,ash with lapilli,,gray,,medium sand [W22_2],5,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,41.0,45.0,30.91,30.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,45.0,47.0,30.95,30.97,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,47.0,64.0,30.97,31.14,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,64.0,68.0,31.14,31.18,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,68.0,81.0,31.18,31.31,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,81.0,84.0,31.31,31.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-5,H,5,A,84.0,102.0,31.34,31.52,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-6,H,6,A,0.0,19.0,31.52,31.71,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-6,H,6,A,19.0,25.0,31.71,31.77,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,gray,,fine sand [W22_2],4,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-6,H,6,A,25.0,35.0,31.77,31.87,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-6,H,6,A,35.0,64.0,31.87,32.16,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,6,6-CC,H,CC,A,0.0,13.0,32.16,32.29,I,,,,,mud [2014],,mud,mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,0.0,30.0,32.4,32.7,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,gray,,granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,30.0,51.0,32.7,32.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,51.0,53.0,32.91,32.93,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,53.0,55.0,32.93,32.95,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,55.0,56.0,32.95,32.96,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,coarse sand [W22_2],6,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,56.0,95.0,32.96,33.35,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,95.0,97.0,33.35,33.37,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,97.0,104.0,33.37,33.44,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,104.0,148.0,33.44,33.88,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-1,H,1,A,148.0,150.0,33.88,33.9,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,0.0,18.0,33.9,34.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,18.0,22.0,34.08,34.12,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,22.0,26.0,34.12,34.16,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,26.0,58.0,34.16,34.48,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,58.0,63.0,34.48,34.53,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,63.0,84.0,34.53,34.74,I,,,,,ash [2014],with mud [2014],ash,ash with mud,ash with mud,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,84.0,94.0,34.74,34.84,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,94.0,129.0,34.84,35.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,129.0,141.0,35.19,35.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-2,H,2,A,141.0,150.0,35.31,35.4,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,0.0,39.0,35.4,35.79,I,,,,tuffaceous,mud [2014],with lapilli [2014],tuffaceous mud,tuffaceous mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,39.0,40.0,35.79,35.8,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,40.0,54.0,35.8,35.94,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,54.0,57.0,35.94,35.97,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,57.0,71.0,35.97,36.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,71.0,91.0,36.11,36.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,91.0,109.0,36.31,36.49,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,109.0,115.0,36.49,36.55,I,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, monomictic, evolved lapilli-ash","matrix-supported, monomictic, evolved lapilli-ash",lapilli-ash,,gray,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-3,H,3,A,115.0,150.0,36.55,36.9,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,0.0,2.0,36.9,36.92,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,2.0,8.0,36.92,36.98,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,8.0,10.0,36.98,37.0,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,10.0,26.0,37.0,37.16,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,26.0,30.0,37.16,37.2,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,30.0,56.0,37.2,37.46,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,56.0,61.0,37.46,37.51,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,61.0,77.0,37.51,37.67,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,77.0,80.0,37.67,37.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,80.0,86.0,37.7,37.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,86.0,93.0,37.76,37.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,dark gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,93.0,111.0,37.83,38.01,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,111.0,118.0,38.01,38.08,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-4,H,4,A,118.0,149.0,38.08,38.39,I,,,,tuffaceous,mud [2014],with lapilli [2014],tuffaceous mud,tuffaceous mud with lapilli,mud with lapilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,0.0,12.0,38.39,38.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,12.0,14.0,38.51,38.53,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,14.0,22.0,38.53,38.61,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,22.0,24.0,38.61,38.63,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,24.0,38.0,38.63,38.77,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,38.0,46.0,38.77,38.85,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,46.0,85.0,38.85,39.24,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,85.0,92.0,39.24,39.31,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,light gray,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,92.0,127.0,39.31,39.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,127.0,130.0,39.66,39.69,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,7,7-5,H,5,A,130.0,138.0,39.69,39.77,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,0.0,30.0,39.8,40.1,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],with mud [2014],"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli with mud",lapilli with mud,,,,granule [W22_2],8,pebble [W22_2],9,coring disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,30.0,68.0,40.1,40.48,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,68.0,75.0,40.48,40.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,75.0,86.0,40.55,40.66,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,86.0,99.0,40.66,40.79,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,99.0,101.0,40.79,40.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-1,H,1,A,101.0,131.0,40.81,41.11,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-2,H,2,A,0.0,5.0,41.3,41.35,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-2,H,2,A,5.0,150.0,41.35,42.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-3,H,3,A,0.0,111.0,42.8,43.91,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,8,8-4,H,4,A,0.0,85.0,43.91,44.76,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
