Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1400B-11H-1-A,340,1400,B,11,11-1,H,1,A,87.5,89,58.875,58.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,5,0,34,0,0,1,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-1-A,340,1400,B,11,11-1,H,1,A,89,98,58.89,58.98,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Three tephra layers composing alternating of fine sand and silt.,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,5,0,34,0,0,1,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-1-A,340,1400,B,11,11-1,H,1,A,98,150,58.98,59.5,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,0,10,59.5,59.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,10,13,59.6,59.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,2,0,50,0,0,1,2,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,13,20,59.63,59.7,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,2,0,50,0,0,1,2,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,20,27,59.7,59.77,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,27,31,59.77,59.81,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-2-A,340,1400,B,11,11-2,H,2,A,31,150,59.81,61,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,0,27.5,61,61.275,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,27.5,28.5,61.275,61.285,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,22,0,5,0,60,0,0,1,2,10,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,28.5,57,61.285,61.57,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,57,59,61.57,61.59,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,1,0,38,0,0,1,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,59,87,61.59,61.87,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,87,89,61.87,61.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,20,0,20,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,89,96,61.89,61.96,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,96,104,61.96,62.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,20,0,20,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-3-A,340,1400,B,11,11-3,H,3,A,104,152,62.04,62.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,0,3,62.52,62.55,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,3,4,62.55,62.56,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,65,5,10,10,10,0,0,0,0,0,,moderate [BP01],high [alteration],8,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,4,10,62.56,62.62,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,10,12,62.62,62.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,3,15,42,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,12,61,62.64,63.13,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,61,64,63.13,63.16,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,15,35,0,0,0,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,64,75,63.16,63.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,75,79,63.27,63.31,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,15,35,0,0,0,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,79,123,63.31,63.75,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,123,125,63.75,63.77,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,15,35,0,0,0,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,125,134,63.77,63.86,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,134,138,63.86,63.9,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,15,35,0,0,0,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,138,140,63.9,63.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-4-A,340,1400,B,11,11-4,H,4,A,140,150,63.92,64.02,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,35,0,5,15,35,0,0,0,5,5,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,0,6,64.02,64.08,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,6,7,64.08,64.09,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,10,15,35,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,7,15,64.09,64.17,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,15,19,64.17,64.21,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,3,27,20,0,0,10,10,5,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,19,59,64.21,64.61,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,59,61,64.61,64.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,3,27,20,0,0,10,10,5,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,61,77,64.63,64.79,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,77,79,64.79,64.81,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,3,27,20,0,0,10,10,5,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,79,89,64.81,64.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,89,92,64.91,64.94,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,20,15,44,0,0,0,1,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,92,107,64.94,65.09,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,7+ fining upward layers.,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,2,18,55,0,0,0,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,107,128,65.09,65.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,128,131,65.3,65.33,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,15,15,30,0,0,5,15,10,,moderately well [BP01],moderate [alteration],4,,,,,,,,,
340-U1400B-11H-5-A,340,1400,B,11,11-5,H,5,A,131,150,65.33,65.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,0,8,65.52,65.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,8,21,65.6,65.73,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,Consists of 8+ fining upward layers.,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,15,45,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,21,33,65.73,65.85,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,20,15,55,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,33,59,65.85,66.11,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,Consists of 10+ fining upward layers.,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,25,40,0,0,0,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,59,74,66.11,66.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,74,80,66.26,66.32,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,10,25,30,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,80,107,66.32,66.59,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-6-A,340,1400,B,11,11-6,H,6,A,107,110,66.59,66.62,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,10,25,30,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-7-A,340,1400,B,11,11-7,H,7,A,0,17,66.62,66.79,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,angular,9,0,35,20,35,0,0,1,0,0,,well [BP01],moderate [alteration],4,,,,,,,,,
340-U1400B-11H-7-A,340,1400,B,11,11-7,H,7,A,17,40,66.79,67.02,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-7-A,340,1400,B,11,11-7,H,7,A,40,41,67.02,67.03,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,30,10,15,0,0,2,0,40,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-7-A,340,1400,B,11,11-7,H,7,A,41,51,67.03,67.13,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-CC-A,340,1400,B,11,11-CC,H,7,A,0,15,67.13,67.28,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-11H-CC-A,340,1400,B,11,11-CC,H,CC,A,15,18,67.28,67.31,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400B-12H-1-A,340,1400,B,12,12-1,H,CC,A,0,12,67.5,67.62,high [drilling disturbance],6,carbonate ooze [Leg178],85,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],15,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-12H-1-A,340,1400,B,12,12-1,H,1,A,12,28,67.62,67.78,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-12H-1-A,340,1400,B,12,12-1,H,1,A,28,115,67.78,68.65,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,0,,0,,0,,0,,0,,100,,0,,,,angular,40,0,40,0,20,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-12H-1-A,340,1400,B,12,12-1,H,1,A,115,131,68.65,68.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-12H-1-A,340,1400,B,12,12-1,H,1,A,131,147,68.81,68.97,slight [drilling disturbance],2,carbonate ooze [Leg178],85,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],15,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,54,0,5,0,30,0,0,5,1,5,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,0,5,68.97,69.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,5,6,69.02,69.03,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,3,0,36,0,0,1,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,6,60,69.03,69.57,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,60,61,69.57,69.58,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,3,0,36,0,0,1,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,61,95,69.58,69.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,95,110,69.92,70.07,slight [drilling disturbance],2,carbonate ooze [Leg178],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,10,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,
340-U1400B-12H-2-A,340,1400,B,12,12-2,H,2,A,110,121,70.07,70.18,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400B-12H-3-A,340,1400,B,12,12-3,H,3,A,0,28,70.18,70.46,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,volcaniclastic-mud [BGS-S81],50,silt-fine mud [T07],2,100,Highly deformed tephra layers consisting of thin coarse and fine sublayers.,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,0,0,38,0,0,1,1,0,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,Highly deformed,,,,
340-U1400B-12H-4-A,340,1400,B,12,12-4,H,4,A,0,117,70.46,71.63,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,"Clasts were likely once pumice, but are now weathered to mud.",rounded,2,0,35,25,36,0,0,1,1,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-12H-5-A,340,1400,B,12,12-5,H,5,A,0,150,71.63,73.13,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,"Clasts were likely once pumice, but are now weathered to mud.",rounded,3,0,30,25,42,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-12H-6-A,340,1400,B,12,12-6,H,6,A,0,69,73.13,73.82,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,"Clasts were likely once pumice, but are now weathered to mud.",rounded,0,0,40,15,45,0,0,0,0,0,,poor [BP01],rare [alteration],2,,,,,,,,,
