Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
367-U1500B-23R-2-A,0.0,44.0,1050.1,1050.54,,claystone [Leg339],,claystone,claystone,,10YR 5/1 (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,interlamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,44.0,67.0,1050.54,1050.77,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,67.0,99.0,1050.77,1051.09,,sandstone [Leg339],with foraminifers [2014],sandstone,sandstone with foraminifers,,10YR 5/1 (gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,interlamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,99.0,105.0,1051.09,1051.15,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,105.0,115.0,1051.15,1051.25,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,,,,interlamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,115.0,125.0,1051.25,1051.35,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-2-A,125.0,145.0,1051.35,1051.55,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,2,A
367-U1500B-23R-3-A,0.0,95.0,1051.55,1052.5,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],silt [W22_1],2,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,3,A
367-U1500B-23R-3-A,95.0,125.0,1052.5,1052.8,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,3,A
367-U1500B-23R-CC-A,0.0,24.0,1052.8,1053.04,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,CC,A
367-U1500B-24R-1-A,0.0,6.0,1058.7,1058.76,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,24,R,1,A
367-U1500B-24R-1-A,6.0,39.0,1058.76,1059.09,,sandstone [Leg339],,sandstone,sandstone,,N 7 (light gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,24,R,1,A
367-U1500B-25R-CC-A,0.0,29.0,1068.4,1068.69,,sandstone [Leg339],,sandstone,sandstone,,N 7 (light gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,25,R,CC,A
367-U1500B-26R-1-A,0.0,103.0,1078.1,1079.13,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,1,A
367-U1500B-26R-1-A,103.0,107.0,1079.13,1079.17,,siltstone [Leg339],,siltstone,siltstone,,2.5Y 3/1 (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,1,A
367-U1500B-26R-1-A,107.0,143.0,1079.17,1079.53,,silty claystone [S54],,silty claystone,silty claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,1,A
367-U1500B-26R-1-A,143.0,147.0,1079.53,1079.57,,clayey siltstone [S54],,clayey siltstone,clayey siltstone,,10YR 4/1 (dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,1,A
367-U1500B-26R-2-A,0.0,53.0,1079.57,1080.1,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,7.5YR 2.5/1 (black),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,2,A
367-U1500B-26R-2-A,53.0,57.5,1080.1,1080.145,,siltstone [Leg339],,siltstone,siltstone,,10YR 4/1 (dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,2,A
367-U1500B-26R-2-A,57.5,112.0,1080.145,1080.69,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,2,A
367-U1500B-26R-2-A,112.0,115.5,1080.69,1080.725,,siltstone [Leg339],,siltstone,siltstone,,2.5Y 4/1 (dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,parallel lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,2,A
367-U1500B-26R-2-A,115.5,142.0,1080.725,1080.99,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,2,A
367-U1500B-26R-3-A,0.0,43.0,1080.99,1081.42,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,43.0,46.0,1081.42,1081.45,,siltstone [Leg339],,siltstone,siltstone,,2.5Y 3/1 (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,46.0,60.0,1081.45,1081.59,,claystone [Leg339],,claystone,claystone,,7.5YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,60.0,63.0,1081.59,1081.62,,siltstone [Leg339],,siltstone,siltstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,erosive,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,63.0,77.0,1081.62,1081.76,,claystone [Leg339],,claystone,claystone,,7.5YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,gradational,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,77.0,81.5,1081.76,1081.805,,siltstone [Leg339],,siltstone,siltstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [2014],,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,81.5,130.0,1081.805,1082.29,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,7.5YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-3-A,130.0,135.0,1082.29,1082.34,,siltstone [Leg339],,siltstone,siltstone,,7.5YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,moderate [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,3,A
367-U1500B-26R-4-A,0.0,24.0,1082.34,1082.58,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,4,A
367-U1500B-26R-4-A,24.0,29.0,1082.58,1082.63,,siltstone [Leg339],,siltstone,siltstone,,2.5Y 3/1 (very dark gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,4,A
367-U1500B-26R-4-A,29.0,93.0,1082.63,1083.27,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,7.5YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,4,A
367-U1500B-26R-4-A,93.0,96.0,1083.27,1083.3,,clayey siltstone [S54],,clayey siltstone,clayey siltstone,,7.5YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,4,A
367-U1500B-26R-5-A,0.0,46.0,1083.3,1083.76,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,5,A
367-U1500B-26R-5-A,46.0,50.0,1083.76,1083.8,,siltstone [Leg339],,siltstone,siltstone,,2.5Y 3/1 (very dark gray),lithified [B84],silt [W22_1],2,silt [W22_1],2,moderate [2014],,,,erosive,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,5,A
367-U1500B-26R-5-A,50.0,68.0,1083.8,1083.98,,claystone [Leg339],,claystone,claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,26,R,5,A
367-U1500B-27R-1-A,0.0,7.0,1087.8,1087.87,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,7.0,14.0,1087.87,1087.94,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,14.0,19.0,1087.94,1087.99,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,19.0,30.0,1087.99,1088.1,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,30.0,37.0,1088.1,1088.17,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,37.0,41.0,1088.17,1088.21,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,41.0,44.0,1088.21,1088.24,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,44.0,56.0,1088.24,1088.36,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-1-A,56.0,139.0,1088.36,1089.19,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,1,A
367-U1500B-27R-2-A,0.0,138.0,1089.19,1090.57,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,2,A
367-U1500B-27R-3-A,0.0,13.0,1090.57,1090.7,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,3,A
367-U1500B-27R-3-A,13.0,95.0,1090.7,1091.52,,claystone [Leg339],,claystone,claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,3,A
367-U1500B-27R-3-A,95.0,113.0,1091.52,1091.7,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,erosive,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,3,A
367-U1500B-27R-3-A,113.0,136.0,1091.7,1091.93,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,3,A
367-U1500B-27R-3-A,136.0,148.0,1091.93,1092.05,,claystone [Leg339],,claystone,claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,3,A
367-U1500B-27R-4-A,0.0,93.0,1092.05,1092.98,,claystone [Leg339],,claystone,claystone,,7.5YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,27,R,4,A
367-U1500B-28R-1-A,0.0,28.0,1097.5,1097.78,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 4/N (dark gray),lithified [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,coarser at the base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,1,A
367-U1500B-28R-1-A,28.0,46.0,1097.78,1097.96,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,gradational,,,lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,foraminifera in the sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,1,A
367-U1500B-28R-1-A,46.0,74.0,1097.96,1098.24,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,1,A
367-U1500B-28R-1-A,74.0,90.0,1098.24,1098.4,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,1,A
367-U1500B-28R-2-A,0.0,13.0,1098.4,1098.53,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,sub-horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,2,A
367-U1500B-28R-2-A,13.0,20.0,1098.53,1098.6,,sandy claystone [S54],,sandy claystone,sandy claystone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,very coarse sand [W22_2],7,moderate [2014],,,,,,,parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,2,A
367-U1500B-28R-2-A,20.0,49.0,1098.6,1098.89,,silty claystone [S54],,silty claystone,silty claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,2,A
367-U1500B-28R-2-A,49.0,70.0,1098.89,1099.1,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,,gradational,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,2,A
367-U1500B-28R-2-A,70.0,80.0,1099.1,1099.2,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,28,R,2,A
367-U1500B-29R-1-A,0.0,14.0,1107.2,1107.34,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,29,R,1,A
367-U1500B-29R-1-A,14.0,18.0,1107.34,1107.38,,clayey siltstone [S54],,clayey siltstone,clayey siltstone,,7.5YR 4/1 (dark gray),lithified [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,29,R,1,A
367-U1500B-29R-1-A,18.0,77.0,1107.38,1107.97,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,29,R,1,A
