Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
367-U1500B-8R-1-A,95.0,107.0,904.45,904.57,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,very coarse sand [W22_2],7,poor [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,8,R,1,A
367-U1500B-8R-1-A,107.0,111.0,904.57,904.61,,claystone [Leg339],,claystone,claystone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,8,R,1,A
367-U1500B-9R-1-A,0.0,73.0,913.2,913.93,,silty claystone [S54],with sand [2014],silty claystone,silty claystone with sand,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,9,R,1,A
367-U1500B-10R-1-A,0.0,75.0,922.9,923.65,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A
367-U1500B-10R-1-A,75.0,91.0,923.65,923.81,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A
367-U1500B-10R-1-A,91.0,125.0,923.81,924.15,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,1,A
367-U1500B-10R-2-A,0.0,2.0,924.15,924.17,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A
367-U1500B-10R-2-A,2.0,56.0,924.17,924.71,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A
367-U1500B-10R-2-A,56.0,59.0,924.71,924.74,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,irregular,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A
367-U1500B-10R-2-A,59.0,133.0,924.74,925.48,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,2,A
367-U1500B-10R-3-A,0.0,22.0,925.48,925.7,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A
367-U1500B-10R-3-A,22.0,48.0,925.7,925.96,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,coarse sand [W22_2],6,poor [2014],,,,irregular,horizontal,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A
367-U1500B-10R-3-A,48.0,60.0,925.96,926.08,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,3,A
367-U1500B-10R-CC-A,0.0,5.0,926.08,926.13,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,CC,A
367-U1500B-10R-CC-A,5.0,20.0,926.13,926.28,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/5GY (very dark greenish gray),lithified [B84],clay [W22_1],1,coarse sand [W22_2],6,poor [2014],,,,,,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,10,R,CC,A
367-U1500B-11R-1-A,0.0,15.0,932.6,932.75,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,,planar,sub-horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A
367-U1500B-11R-1-A,15.0,26.0,932.75,932.86,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,planar,sub-horizontal,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A
367-U1500B-11R-1-A,26.0,32.0,932.86,932.92,,claystone [Leg339],,claystone,claystone,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,planar,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A
367-U1500B-11R-1-A,32.0,48.0,932.92,933.08,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,11,R,1,A
367-U1500B-12R-1-A,0.0,134.0,942.3,943.64,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,12,R,1,A
367-U1500B-13R-1-A,0.0,98.0,952.0,952.98,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,13,R,1,A
367-U1500B-14R-CC-A,0.0,17.0,961.7,961.87,,claystone [Leg339],,claystone,claystone,,10YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,14,R,CC,A
367-U1500B-15R-1-A,0.0,62.0,971.4,972.02,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,1,A
367-U1500B-15R-2-A,0.0,144.0,972.02,973.46,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/3 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,2,A
367-U1500B-15R-3-A,0.0,95.0,973.46,974.41,,silty claystone [S54],,silty claystone,silty claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A
367-U1500B-15R-3-A,95.0,100.0,974.41,974.46,,sandy claystone [S54],,sandy claystone,sandy claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A
367-U1500B-15R-3-A,100.0,143.0,974.46,974.89,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,3,A
367-U1500B-15R-4-A,0.0,32.0,974.89,975.21,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,32.0,38.0,975.21,975.27,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,7.5YR 4/1 (dark gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,poor [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,38.0,53.0,975.27,975.42,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,well [2014],,,,planar,,,parallel lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,53.0,56.5,975.42,975.455,,clayey sandstone [S54],,clayey sandstone,clayey sandstone,,10YR 5/1 (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,56.5,78.0,975.455,975.67,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/3 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,inclined,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,78.0,96.0,975.67,975.85,,clayey sandstone [S54],with foraminifers [2014],clayey sandstone,clayey sandstone with foraminifers,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,,planar,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-4-A,96.0,130.0,975.85,976.19,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,4,A
367-U1500B-15R-5-A,0.0,23.0,976.19,976.42,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,bioturbated,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A
367-U1500B-15R-5-A,23.0,29.0,976.42,976.48,,silty claystone [S54],,silty claystone,silty claystone,,2.5Y 4/1 (dark gray),lithified [B84],clay [W22_1],1,very coarse sand [W22_2],7,well [2014],,,,,,,parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A
367-U1500B-15R-5-A,29.0,103.0,976.48,977.22,,claystone [Leg339],,claystone,claystone,,7.5YR 2.5/2 (very dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A
367-U1500B-15R-5-A,103.0,110.0,977.22,977.29,,silty claystone [S54],,silty claystone,silty claystone,,2.5Y 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,5,A
367-U1500B-15R-6-A,0.0,88.0,977.29,978.17,,claystone [Leg339],,claystone,claystone,,10YR 3/1 (very dark gray),moderately consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,6,A
367-U1500B-15R-CC-A,0.0,11.0,978.17,978.28,,siltstone [Leg339],,siltstone,siltstone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,15,R,CC,A
367-U1500B-18R-CC-A,0.0,15.0,1000.5,1000.65,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,18,R,CC,A
367-U1500B-19R-1-A,0.0,22.0,1010.2,1010.42,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,2.5YR 3/1 (dark reddish gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,1,A
367-U1500B-19R-1-A,22.0,137.0,1010.42,1011.57,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,1,A
367-U1500B-19R-2-A,0.0,5.0,1011.57,1011.62,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,2.5Y 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,planar,sub-horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A
367-U1500B-19R-2-A,5.0,9.0,1011.62,1011.66,,clayey sandstone [S54],,clayey sandstone,clayey sandstone,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],fine sand [W22_2],4,fine sand [W22_2],4,well [2014],,,,planar,inclined,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A
367-U1500B-19R-2-A,9.0,16.0,1011.66,1011.73,,claystone [Leg339],,claystone,claystone,,7.5YR 3/2 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,inclined,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A
367-U1500B-19R-2-A,16.0,31.0,1011.73,1011.88,,claystone [Leg339],with sand [2014],claystone,claystone with sand,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,poor [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A
367-U1500B-19R-2-A,31.0,128.0,1011.88,1012.85,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,2,A
367-U1500B-19R-3-A,0.0,145.0,1012.85,1014.3,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,3,A
367-U1500B-19R-4-A,0.0,131.0,1014.3,1015.61,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,4,A
367-U1500B-19R-CC-A,0.0,19.0,1015.61,1015.8,,claystone [Leg339],,claystone,claystone,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,19,R,CC,A
367-U1500B-20R-1-A,0.0,85.0,1019.9,1020.75,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/1 (very dark gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,1,A
367-U1500B-20R-2-A,0.0,24.0,1020.75,1020.99,,claystone [Leg339],,claystone,claystone,,10YR 3/3 (dark brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,bioturbated,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A
367-U1500B-20R-2-A,24.0,43.0,1020.99,1021.18,,clayey sandstone [S54],with foraminifers [2014],clayey sandstone,clayey sandstone with foraminifers,,GLEY 1 3/10Y (very dark greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,planar,,,lens or pod [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A
367-U1500B-20R-2-A,43.0,104.0,1021.18,1021.79,,claystone [Leg339],with silt [2014],claystone,claystone with silt,,10YR 3/2 (very dark grayish brown),lithified [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,parallel lamination,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,20,R,2,A
367-U1500B-21R-1-A,0.0,99.0,1029.6,1030.59,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,21,R,1,A
367-U1500B-21R-2-A,0.0,80.0,1030.59,1031.39,,claystone [Leg339],,claystone,claystone,,10YR 4/2 (dark grayish brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,very thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,21,R,2,A
367-U1500B-22R-1-A,0.0,14.0,1039.3,1039.44,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/10GY (greenish gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,22,R,1,A
367-U1500B-23R-1-A,0.0,42.0,1049.0,1049.42,,claystone [Leg339],,claystone,claystone,,7.5YR 4/2 (brown),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
367-U1500B-23R-1-A,42.0,50.0,1049.42,1049.5,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 5/5G (grayish green),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
367-U1500B-23R-1-A,50.0,55.0,1049.5,1049.55,,claystone [Leg339],,claystone,claystone,,GLEY 1 5/5G (grayish green),moderately consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,,irregular,horizontal,,intraclast,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
367-U1500B-23R-1-A,55.0,72.0,1049.55,1049.72,,sandstone [Leg339],with gravel [2014],sandstone,sandstone with gravel,,GLEY 1 4/10Y (dark greenish gray),lithified [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,well [2014],,,,irregular,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
367-U1500B-23R-1-A,72.0,100.0,1049.72,1050.0,,claystone [Leg339],,claystone,claystone,,10YR 5/1 (gray),lithified [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
367-U1500B-23R-1-A,100.0,110.0,1050.0,1050.1,,sandstone [Leg339],,sandstone,sandstone,,10YR 3/1 (very dark gray),lithified [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,,,,intraclast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1500,B,23,R,1,A
