Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1446A-10H-4-A,0.0,102.0,83.37,84.39,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,4,A
353-U1446A-10H-5-A,0.0,126.0,84.39,85.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,5,A
353-U1446A-10H-6-A,0.0,143.0,85.65,87.08,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,6,A
353-U1446A-10H-7-A,0.0,151.0,87.08,88.59,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,7,A
353-U1446A-10H-8-A,0.0,146.0,88.59,90.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,8,A
353-U1446A-10H-CC-A,0.0,21.0,90.05,90.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,CC,A
353-U1446A-11H-1-A,0.0,119.0,89.8,90.99,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,1,A
353-U1446A-11H-2-A,0.0,57.0,90.99,91.56,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,2,A
353-U1446A-11H-3-A,0.0,140.0,91.56,92.96,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1446,A,11,H,3,A
353-U1446A-11H-4-A,0.0,65.0,92.96,93.61,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,4,A
353-U1446A-11H-4-A,65.0,144.0,93.61,94.4,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,4,A
353-U1446A-11H-5-A,0.0,151.0,94.4,95.91,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,5,A
353-U1446A-11H-6-A,0.0,131.0,95.91,97.22,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,6,A
353-U1446A-11H-7-A,0.0,101.0,97.32,98.33,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,7,A
353-U1446A-11H-8-A,0.0,56.0,98.33,98.89,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,8,A
353-U1446A-11H-CC-A,0.0,39.0,98.89,99.28,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,11,H,CC,A
353-U1446A-12H-1-A,0.0,10.0,99.3,99.4,,,clay,,clay,clay,clay,,gray,GLEY 1 4/N (dark gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1446,A,12,H,1,A
353-U1446A-12H-1-A,10.0,60.0,99.4,99.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,12,H,1,A
353-U1446A-12H-2-A,0.0,142.0,99.9,101.32,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation observed towards paler colors at the bottom of the section,,,,353,U1446,A,12,H,2,A
353-U1446A-12H-3-A,0.0,137.0,101.32,102.69,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Gradual color gradation from dark-to-pale-to-dark gary,,,,353,U1446,A,12,H,3,A
353-U1446A-12H-4-A,0.0,142.0,102.69,104.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,4,A
353-U1446A-12H-5-A,0.0,149.0,104.11,105.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,5,A
353-U1446A-12H-6-A,0.0,153.0,105.6,107.13,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,6,A
353-U1446A-12H-7-A,0.0,107.0,107.13,108.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,7,A
353-U1446A-12H-8-A,0.0,50.0,108.2,108.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,8,A
353-U1446A-12H-CC-A,0.0,76.0,108.7,109.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,12,H,CC,A
353-U1446A-13H-1-A,0.0,143.0,108.8,110.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,1,A
353-U1446A-13H-2-A,0.0,142.0,110.23,111.65,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,2,A
353-U1446A-13H-3-A,0.0,142.0,111.65,113.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,3,A
353-U1446A-13H-4-A,0.0,142.0,113.07,114.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,4,A
353-U1446A-13H-5-A,0.0,142.0,114.49,115.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,5,A
353-U1446A-13H-6-A,0.0,129.0,115.91,117.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,6,A
353-U1446A-13H-7-A,0.0,129.0,117.3,118.59,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,7,A
353-U1446A-13H-CC-A,0.0,39.0,118.59,118.98,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Color gradation,,,,353,U1446,A,13,H,CC,A
353-U1446A-14H-1-A,0.0,64.0,118.3,118.94,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,1,A
353-U1446A-14H-2-A,0.0,133.0,118.94,120.27,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,2,A
353-U1446A-14H-3-A,0.0,142.0,120.27,121.69,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,3,A
353-U1446A-14H-4-A,0.0,142.0,121.69,123.11,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,4,A
353-U1446A-14H-5-A,0.0,27.0,123.11,123.38,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),planar,sharp,inclined,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A
353-U1446A-14H-5-A,27.0,66.0,123.38,123.77,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A
353-U1446A-14H-5-A,66.0,141.0,123.77,124.52,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,5,A
353-U1446A-14H-6-A,0.0,26.0,124.52,124.78,,,clay,,clay,clay,clay,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,6,A
353-U1446A-14H-6-A,26.0,31.0,124.78,124.83,,,silt,,silt,silt,silt,,light gray,GLEY 1 8/10Y (light greenish gray),erosive,sharp,,,,,,,,Turbidite,,,Peloid rich,,,,353,U1446,A,14,H,6,A
353-U1446A-14H-6-A,31.0,142.0,124.83,125.94,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,White blebs and mottled areas,,,,353,U1446,A,14,H,6,A
353-U1446A-14H-7-A,0.0,142.0,126.04,127.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,7,A
353-U1446A-14H-8-A,0.0,122.0,127.46,128.68,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,8,A
353-U1446A-14H-CC-A,0.0,27.0,128.68,128.95,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,14,H,CC,A
353-U1446A-15H-1-A,0.0,142.0,127.8,129.22,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,1,A
353-U1446A-15H-2-A,0.0,142.0,129.22,130.64,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,2,A
353-U1446A-15H-3-A,0.0,141.0,130.64,132.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,3,A
353-U1446A-15H-4-A,0.0,144.0,132.05,133.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,4,A
353-U1446A-15H-5-A,0.0,141.0,133.49,134.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,5,A
353-U1446A-15H-6-A,0.0,151.0,134.9,136.41,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,6,A
353-U1446A-15H-7-A,0.0,104.0,136.41,137.45,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,7,A
353-U1446A-15H-CC-A,0.0,20.0,137.45,137.65,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,15,H,CC,A
353-U1446A-16H-1-A,0.0,138.0,137.3,138.68,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,1,A
353-U1446A-16H-2-A,0.0,141.0,138.68,140.09,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,2,A
353-U1446A-16H-3-A,0.0,144.0,140.09,141.53,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,3,A
353-U1446A-16H-4-A,0.0,143.0,141.53,142.96,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,4,A
353-U1446A-16H-5-A,0.0,86.0,142.96,143.82,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,5,A
353-U1446A-16H-6-A,0.0,143.0,143.82,145.25,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,6,A
353-U1446A-16H-7-A,0.0,110.0,145.25,146.35,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,7,A
353-U1446A-16H-CC-A,0.0,63.0,146.35,146.98,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,16,H,CC,A
353-U1446A-17H-1-A,0.0,30.0,146.8,147.1,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,1,A
353-U1446A-17H-2-A,0.0,143.0,147.1,148.53,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,2,A
353-U1446A-17H-3-A,0.0,140.0,148.53,149.93,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,3,A
353-U1446A-17H-4-A,0.0,130.0,149.93,151.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Shell fragments between 70 and 73 cm. Color change to lighter (GLEY 1 4/10Y) with inclined sharp bottom contact between 88-98 cm.,,,,353,U1446,A,17,H,4,A
353-U1446A-17H-5-A,0.0,79.0,151.23,152.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,5,A
353-U1446A-17H-6-A,0.0,128.0,152.02,153.3,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,6,A
353-U1446A-17H-7-A,0.0,140.0,153.3,154.7,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,7,A
353-U1446A-17H-8-A,0.0,115.0,154.7,155.85,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,8,A
353-U1446A-17H-CC-A,0.0,42.0,155.85,156.27,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,17,H,CC,A
353-U1446A-18H-1-A,0.0,46.0,156.3,156.76,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,1,A
353-U1446A-18H-2-A,0.0,136.0,156.76,158.12,,,clay,,clay,clay,clay,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,2,A
353-U1446A-18H-3-A,0.0,131.0,158.12,159.43,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,3,A
353-U1446A-18H-4-A,0.0,141.0,159.43,160.84,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,4,A
353-U1446A-18H-5-A,0.0,132.0,160.84,162.16,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,5,A
353-U1446A-18H-6-A,0.0,136.0,162.16,163.52,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,6,A
353-U1446A-18H-7-A,0.0,131.0,163.52,164.83,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Gradual color change to lighter (GLEY 1 5/10 Y) from about 25-30 cm.,,,,353,U1446,A,18,H,7,A
353-U1446A-18H-8-A,0.0,108.0,164.83,165.91,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,8,A
353-U1446A-18H-9-A,0.0,68.0,165.91,166.59,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,9,A
353-U1446A-18H-CC-A,0.0,41.0,166.59,167.0,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,18,H,CC,A
353-U1446A-19F-1-A,0.0,142.0,165.8,167.22,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,1,A
353-U1446A-19F-2-A,0.0,141.0,167.22,168.63,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,2,A
353-U1446A-19F-3-A,0.0,112.0,168.63,169.75,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,3,A
353-U1446A-19F-4-A,0.0,81.0,169.75,170.56,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,4,A
353-U1446A-19F-CC-A,0.0,23.0,170.56,170.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,19,F,CC,A
353-U1446A-20F-1-A,0.0,150.0,170.6,172.1,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,1,A
353-U1446A-20F-2-A,0.0,150.0,172.1,173.6,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,2,A
353-U1446A-20F-3-A,0.0,144.0,173.6,175.04,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,3,A
353-U1446A-20F-4-A,0.0,38.0,175.04,175.42,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,4,A
353-U1446A-20F-CC-A,0.0,23.0,175.42,175.65,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,20,F,CC,A
353-U1446A-21F-1-A,0.0,138.0,175.4,176.78,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,1,A
353-U1446A-21F-2-A,0.0,148.0,176.78,178.26,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,2,A
353-U1446A-21F-3-A,0.0,79.0,178.26,179.05,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,3,A
353-U1446A-21F-4-A,0.0,91.0,179.05,179.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,4,A
353-U1446A-21F-CC-A,0.0,15.0,179.96,180.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,21,F,CC,A
