Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1487A-2H-1-A,0,127,6.4,7.67,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,Ash at 131 cm in Section 2.,,,,,,,,,,,,,363,U1487,A,2,H,1,A,,,,,
363-U1487A-2H-1-A,127,134,7.67,7.74,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,1,A,,,,,
363-U1487A-2H-1-A,134,150,7.74,7.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,1,A,,,,,
363-U1487A-2H-2-A,0,150,7.9,9.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,2,A,,,,,
363-U1487A-2H-3-A,0,19,9.4,9.59,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 8/2 (pale yellow),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,3,A,,,,,
363-U1487A-2H-3-A,19,145,9.59,10.85,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,3,A,,,,,
363-U1487A-2H-4-A,0,9,10.9,10.99,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,4,A,,,,,
363-U1487A-2H-4-A,9,150,10.99,12.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,4,A,,,,,
363-U1487A-2H-5-A,0,150,12.4,13.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,5,A,,,,,
363-U1487A-2H-6-A,0,110,13.9,15.0,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,6,A,,,,,
363-U1487A-2H-7-A,0,63,15.05,15.68,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,7,A,,,,,
363-U1487A-2H-CC-A,0,16,15.68,15.84,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,2,H,CC,A,,,,,
363-U1487A-3H-1-A,0,152,15.9,17.42,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Ash at 136 cm in Section 3.,,,,,,,,,,,,,363,U1487,A,3,H,1,A,,,,,
363-U1487A-3H-2-A,0,150,17.42,18.92,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,2,A,,,,,
363-U1487A-3H-3-A,0,74,18.92,19.66,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,3,A,,,,,
363-U1487A-3H-3-A,74,97,19.66,19.89,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,3,A,,,,,
363-U1487A-3H-3-A,97,150,19.89,20.42,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,3,A,,,,,
363-U1487A-3H-4-A,0,116,20.42,21.58,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,4,A,,,,,
363-U1487A-3H-4-A,116,130,21.58,21.72,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,4,A,,,,,
363-U1487A-3H-4-A,130,144,21.72,21.86,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,4,A,,,,,
363-U1487A-3H-5-A,0,150,21.92,23.42,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,5,A,,,,,
363-U1487A-3H-6-A,0,27,23.42,23.69,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,6,A,,,,,
363-U1487A-3H-6-A,27,61,23.69,24.03,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,6,A,,,,,
363-U1487A-3H-6-A,61,66,24.03,24.08,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,6,A,,,,,
363-U1487A-3H-6-A,66,97,24.08,24.39,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,6,A,,,,,
363-U1487A-3H-6-A,97,144,24.39,24.86,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,6,A,,,,,
363-U1487A-3H-7-A,0,69,24.92,25.61,diatom-bearing radiolarian-bearing [X363],foraminiferal ooze [Leg339],diatom-bearing radiolarian-bearing foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,7,A,,,,,
363-U1487A-3H-CC-A,0,17,25.61,25.78,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,3,H,CC,A,,,,,
363-U1487A-4H-1-A,0,7,25.4,25.47,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,Ash at 75 cm.,,,,,,,,,,,,,363,U1487,A,4,H,1,A,,,,,
363-U1487A-4H-1-A,7,100,25.47,26.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,1,A,,,,,
363-U1487A-4H-1-A,100,143,26.4,26.83,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,Scoria at 109 cm,,,,,,,,,,,,,363,U1487,A,4,H,1,A,,,,,
363-U1487A-4H-1-A,143,150,26.83,26.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,1,A,,,,,
363-U1487A-4H-2-A,0,23,26.9,27.13,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,2,A,,,,,
363-U1487A-4H-2-A,23,43,27.13,27.33,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,2,A,,,,,
363-U1487A-4H-2-A,43,90,27.33,27.8,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,2,A,,,,,
363-U1487A-4H-2-A,90,126,27.8,28.16,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,2,A,,,,,
363-U1487A-4H-2-A,126,150,28.16,28.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,2,A,,,,,
363-U1487A-4H-3-A,0,98,28.4,29.38,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,3,A,,,,,
363-U1487A-4H-3-A,98,126,29.38,29.66,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,3,A,,,,,
363-U1487A-4H-3-A,126,150,29.66,29.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,3,A,,,,,
363-U1487A-4H-4-A,0,15,29.9,30.05,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,4,A,,,,,
363-U1487A-4H-4-A,15,73,30.05,30.63,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,4,A,,,,,
363-U1487A-4H-4-A,73,99,30.63,30.89,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,4,A,,,,,
363-U1487A-4H-4-A,99,150,30.89,31.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,4,A,,,,,
363-U1487A-4H-5-A,0,5,31.4,31.45,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-5-A,5,60,31.45,32.0,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-5-A,60,75,32.0,32.15,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-5-A,75,95,32.15,32.35,clay-rich nannofossil-rich [X363],foraminiferal ash [X363],clay-rich nannofossil-rich foraminiferal ash,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-5-A,95,105,32.35,32.45,,ashy sand [X363],ashy sand,,5YR 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-5-A,105,150,32.45,32.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,5,A,,,,,
363-U1487A-4H-6-A,0,57,32.9,33.47,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,6,A,,,,,
363-U1487A-4H-6-A,57,115,33.47,34.05,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,6,A,,,,,
363-U1487A-4H-7-A,0,32,34.1,34.42,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,7,A,,,,,
363-U1487A-4H-7-A,32,53,34.42,34.63,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,7,A,,,,,
363-U1487A-4H-CC-A,0,27,34.63,34.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,4,H,CC,A,,,,,
363-U1487A-5H-1-A,0,23,34.9,35.13,,ashy sand [X363],ashy sand,,5YR 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,1,A,,,,,
363-U1487A-5H-1-A,23,150,35.13,36.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,1,A,,,,,
363-U1487A-5H-2-A,0,113,36.4,37.53,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,2,A,,,,,
363-U1487A-5H-2-A,113,130,37.53,37.7,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,2,A,,,,,
363-U1487A-5H-2-A,130,141,37.7,37.81,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,2,A,,,,,
363-U1487A-5H-2-A,141,150,37.81,37.9,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,2,A,,,,,
363-U1487A-5H-3-A,0,21,37.9,38.11,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,3,A,,,,,
363-U1487A-5H-3-A,21,50,38.11,38.4,clay-rich nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-rich nannofossil-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,3,A,,,,,
363-U1487A-5H-3-A,50,150,38.4,39.4,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,3,A,,,,,
363-U1487A-5H-4-A,0,76,39.4,40.16,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,A,,,,,
363-U1487A-5H-4-A,76,83,40.16,40.23,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,A,,,,,
363-U1487A-5H-4-A,83,119,40.23,40.59,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,A,,,,,
363-U1487A-5H-4-A,119,122,40.59,40.62,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,A,,,,,
363-U1487A-5H-4-A,122,150,40.62,40.9,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,4,A,,,,,
363-U1487A-5H-5-A,0,82,40.9,41.72,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,5,A,,,,,
363-U1487A-5H-5-A,82,100,41.72,41.9,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,5,A,,,,,
363-U1487A-5H-5-A,100,150,41.9,42.4,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,5,A,,,,,
363-U1487A-5H-6-A,0,28,42.4,42.68,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,6,A,,,,,
363-U1487A-5H-6-A,28,30,42.68,42.7,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/2 (dark reddish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,6,A,,,,,
363-U1487A-5H-6-A,30,105,42.7,43.45,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,6,A,,,,,
363-U1487A-5H-7-A,0,37,43.5,43.87,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,7,A,,,,,
363-U1487A-5H-7-A,37,57,43.87,44.07,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,7,A,,,,,
363-U1487A-5H-CC-A,0,9,44.07,44.16,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,CC,A,,,,,
363-U1487A-5H-CC-A,9,10,44.16,44.17,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/2 (dark reddish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,CC,A,,,,,
363-U1487A-5H-CC-A,10,19,44.17,44.26,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,5,H,CC,A,,,,,
363-U1487A-6H-1-A,0,56,44.4,44.96,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,1,A,,,,,
363-U1487A-6H-1-A,56,62,44.96,45.02,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,1,A,,,,,
363-U1487A-6H-1-A,62,144,45.02,45.84,ash-bearing nannofossil-rich [X363],foraminiferal clay [X363],ash-bearing nannofossil-rich foraminiferal clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,1,A,,,,,
363-U1487A-6H-1-A,144,150,45.84,45.9,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1487,A,6,H,1,A,,,,,
