Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1445C-1H-1-A,0.0,80.0,0.0,0.8,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,brown,5Y 4/3 (olive),gradational,,,,,,,,,,,,,,,,353,U1445,C,1,H,1,A
353-U1445C-1H-1-A,80.0,150.0,0.8,1.5,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1445,C,1,H,1,A
353-U1445C-1H-2-A,0.0,150.0,1.5,3.0,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1445,C,1,H,2,A
353-U1445C-1H-3-A,0.0,133.0,3.0,4.33,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1445,C,1,H,3,A
353-U1445C-1H-CC-A,0.0,15.0,4.33,4.48,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,353,U1445,C,1,H,CC,A
353-U1445C-2H-1-A,0.0,79.0,4.4,5.19,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),gradational,,,,,,,,,,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,79.0,80.0,5.19,5.2,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,80.0,98.0,5.2,5.38,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),gradational,,,,,,,,,,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,98.0,100.0,5.38,5.4,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,inclined,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,100.0,137.0,5.4,5.77,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 4/1 (dark gray),gradational,,,,,,,,,,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,137.0,139.0,5.77,5.79,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-1-A,139.0,150.0,5.79,5.9,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,1,A
353-U1445C-2H-2-A,0.0,82.0,5.9,6.72,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,2,A
353-U1445C-2H-2-A,82.0,85.0,6.72,6.75,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,2,A
353-U1445C-2H-2-A,85.0,150.0,6.75,7.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,2,A
353-U1445C-2H-3-A,0.0,8.0,7.4,7.48,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,8.0,12.0,7.48,7.52,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,12.0,86.0,7.52,8.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,86.0,91.0,8.26,8.31,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,91.0,105.0,8.31,8.45,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,105.0,106.0,8.45,8.46,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,106.0,137.0,8.46,8.77,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,137.0,138.0,8.77,8.78,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-3-A,138.0,150.0,8.78,8.9,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,3,A
353-U1445C-2H-4-A,0.0,30.0,8.9,9.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,30.0,31.0,9.2,9.21,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,31.0,39.0,9.21,9.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,39.0,40.0,9.29,9.3,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,40.0,84.0,9.3,9.74,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,84.0,85.0,9.74,9.75,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,85.0,124.0,9.75,10.14,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,124.0,129.0,10.14,10.19,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-4-A,129.0,150.0,10.19,10.4,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,4,A
353-U1445C-2H-5-A,0.0,23.0,10.4,10.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,23.0,24.0,10.63,10.64,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,inclined,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,5,A
