Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1490B-4H-6-A,14,26,34.14,34.26,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,6,A,,,,,
363-U1490B-4H-6-A,26,41,34.26,34.41,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,6,A,,,,,
363-U1490B-4H-6-A,41,150,34.41,35.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,6,A,,,,,
363-U1490B-4H-7-A,0,60,35.5,36.1,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,7,A,,,,,
363-U1490B-4H-CC-A,0,14,36.1,36.24,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,CC,A,,,,,
363-U1490B-5H-1-A,0,16,36.0,36.16,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,1,A,,,,,
363-U1490B-5H-1-A,16,58,36.16,36.58,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,1,A,,,,,
363-U1490B-5H-1-A,58,150,36.58,37.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,1,A,,,,,
363-U1490B-5H-2-A,0,4,37.5,37.54,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,2,A,,,,,
363-U1490B-5H-2-A,4,8,37.54,37.58,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,2,A,,,,,
363-U1490B-5H-2-A,8,24,37.58,37.74,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,2,A,,,,,
363-U1490B-5H-2-A,24,59,37.74,38.09,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,2,A,,,,,
363-U1490B-5H-2-A,59,150,38.09,39.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,2,A,,,,,
363-U1490B-5H-3-A,0,5,39.0,39.05,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,3,A,,,,,
363-U1490B-5H-3-A,5,8,39.05,39.08,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,3,A,,,,,
363-U1490B-5H-3-A,8,96,39.08,39.96,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,3,A,,,,,
363-U1490B-5H-3-A,96,108,39.96,40.08,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,3,A,,,,,
363-U1490B-5H-3-A,108,150,40.08,40.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,3,A,,,,,
363-U1490B-5H-4-A,0,30,40.5,40.8,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,4,A,,,,,
363-U1490B-5H-4-A,30,35,40.8,40.85,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,4,A,,,,,
363-U1490B-5H-4-A,35,150,40.85,42.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,4,A,,,,,
363-U1490B-5H-5-A,0,14,42.0,42.14,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,5,A,,,,,
363-U1490B-5H-5-A,14,24,42.14,42.24,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,5,A,,,,,
363-U1490B-5H-5-A,24,97,42.24,42.97,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,5,A,,,,,
363-U1490B-5H-5-A,97,108,42.97,43.08,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,5,A,,,,,
363-U1490B-5H-5-A,108,150,43.08,43.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,5,A,,,,,
363-U1490B-5H-6-A,0,16,43.5,43.66,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,6,A,,,,,
363-U1490B-5H-6-A,16,39,43.66,43.89,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,6,A,,,,,
363-U1490B-5H-6-A,39,70,43.89,44.2,,foraminifer-diatom ooze [X363],foraminifer-diatom ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,6,A,,,,,
363-U1490B-5H-6-A,70,82,44.2,44.32,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,6,A,,,,,
363-U1490B-5H-6-A,82,150,44.32,45.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,6,A,,,,,
363-U1490B-5H-7-A,0,38,45.0,45.38,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,7,A,,,,,
363-U1490B-5H-7-A,38,52,45.38,45.52,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,7,A,,,,,
363-U1490B-5H-7-A,52,68,45.52,45.68,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,7,A,,,,,
363-U1490B-5H-CC-A,0,16,45.68,45.84,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,5,H,CC,A,,,,,
363-U1490B-6H-1-A,0,11,45.5,45.61,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,1,A,,,,,
363-U1490B-6H-1-A,11,150,45.61,47.0,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,1,A,,,,,
363-U1490B-6H-2-A,0,88,47.0,47.88,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,2,A,,,,,
363-U1490B-6H-2-A,88,92,47.88,47.92,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,2,A,,,,,
363-U1490B-6H-2-A,92,150,47.92,48.5,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,2,A,,,,,
363-U1490B-6H-3-A,0,66,48.5,49.16,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,3,A,,,,,
363-U1490B-6H-3-A,66,69,49.16,49.19,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,3,A,,,,,
363-U1490B-6H-3-A,69,125,49.19,49.75,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,3,A,,,,,
363-U1490B-6H-3-A,125,152,49.75,50.02,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,3,A,,,,,
363-U1490B-6H-4-A,0,41,50.02,50.43,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,4,A,,,,,
363-U1490B-6H-4-A,41,50,50.43,50.52,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,4,A,,,,,
363-U1490B-6H-4-A,50,150,50.52,51.52,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,scoria fragments (1.5 cm in diameter),,,,,,,,,,,,,363,U1490,B,6,H,4,A,,,,,
363-U1490B-6H-5-A,0,39,51.52,51.91,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,5,A,,,,,
363-U1490B-6H-5-A,39,52,51.91,52.04,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,5,A,,,,,
363-U1490B-6H-5-A,52,150,52.04,53.02,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,5,A,,,,,
363-U1490B-6H-6-A,0,150,53.02,54.52,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,6,A,,,,,
363-U1490B-6H-7-A,0,75,54.52,55.27,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,7,A,,,,,
363-U1490B-6H-CC-A,0,18,55.27,55.45,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,6,H,CC,A,,,,,
363-U1490B-7H-1-A,0,39,55.0,55.39,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/1 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,1,A,,,,,
363-U1490B-7H-1-A,39,150,55.39,56.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,1,A,,,,,
363-U1490B-7H-2-A,0,59,56.5,57.09,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,2,A,,,,,
363-U1490B-7H-2-A,59,66,57.09,57.16,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,2,A,,,,,
363-U1490B-7H-2-A,66,150,57.16,58.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,2,A,,,,,
363-U1490B-7H-3-A,0,150,58.0,59.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,3,A,,,,,
363-U1490B-7H-4-A,0,150,59.5,61.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,4,A,,,,,
363-U1490B-7H-5-A,0,103,61.0,62.03,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,5,A,,,,,
363-U1490B-7H-5-A,103,113,62.03,62.13,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/1 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,5,A,,,,,
363-U1490B-7H-5-A,113,150,62.13,62.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,5,A,,,,,
363-U1490B-7H-6-A,0,150,62.5,64.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,6,A,,,,,
363-U1490B-7H-7-A,0,77,64.0,64.77,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,7,A,,,,,
363-U1490B-7H-CC-A,0,16,64.77,64.93,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,7,H,CC,A,,,,,
363-U1490B-8H-1-A,0,150,64.5,66.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,1,A,,,,,
363-U1490B-8H-2-A,0,150,66.0,67.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,2,A,,,,,
363-U1490B-8H-3-A,0,150,67.5,69.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,3,A,,,,,
363-U1490B-8H-4-A,0,150,69.0,70.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,4,A,,,,,
363-U1490B-8H-5-A,0,150,70.5,72.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,5,A,,,,,
363-U1490B-8H-6-A,0,150,72.0,73.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,6,A,,,,,
363-U1490B-8H-7-A,0,66,73.5,74.16,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,7,A,,,,,
363-U1490B-8H-CC-A,0,18,74.16,74.34,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,8,H,CC,A,,,,,
363-U1490B-10H-1-A,0,150,76.0,77.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,1,A,,,,,
363-U1490B-10H-2-A,0,150,77.5,79.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,2,A,,,,,
363-U1490B-10H-3-A,0,150,79.0,80.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,3,A,,,,,
363-U1490B-10H-4-A,0,150,80.5,82.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,4,A,,,,,
363-U1490B-10H-5-A,0,150,82.0,83.5,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,5,A,,,,,
363-U1490B-10H-6-A,0,150,83.5,85.0,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,6,A,,,,,
363-U1490B-10H-7-A,0,70,85.0,85.7,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,7,A,,,,,
363-U1490B-10H-CC-A,0,20,85.7,85.9,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,10,H,CC,A,,,,,
363-U1490B-11H-1-A,0,150,85.5,87.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,1,A,,,,,
363-U1490B-11H-2-A,0,150,87.0,88.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,2,A,,,,,
363-U1490B-11H-3-A,0,150,88.5,90.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,3,A,,,,,
363-U1490B-11H-4-A,0,150,90.0,91.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,4,A,,,,,
363-U1490B-11H-5-A,0,150,91.5,93.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,5,A,,,,,
363-U1490B-11H-6-A,0,110,93.0,94.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,6,A,,,,,
363-U1490B-11H-7-A,0,64,94.1,94.74,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,7,A,,,,,
363-U1490B-11H-CC-A,0,14,94.74,94.88,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,11,H,CC,A,,,,,
363-U1490B-12H-1-A,0,21,95.0,95.21,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common. Crumbling surface texture in parts of section 1 to 3.,,,,,,,,,,,,,363,U1490,B,12,H,1,A,,,,,
363-U1490B-12H-1-A,21,28,95.21,95.28,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,12,H,1,A,,,,,
363-U1490B-12H-1-A,28,150,95.28,96.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common. Crumbling surface texture in parts of section 1 to 3.,,,,,,,,,,,,,363,U1490,B,12,H,1,A,,,,,
363-U1490B-12H-2-A,0,150,96.5,98.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common. Crumbling surface texture in parts of section 1 to 3.,,,,,,,,,,,,,363,U1490,B,12,H,2,A,,,,,
363-U1490B-12H-3-A,0,150,98.0,99.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common. Crumbling surface texture in parts of section 1 to 3.,,,,,,,,,,,,,363,U1490,B,12,H,3,A,,,,,
363-U1490B-12H-4-A,0,150,99.5,101.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common.,,,,,,,,,,,,,363,U1490,B,12,H,4,A,,,,,
363-U1490B-12H-5-A,0,150,101.0,102.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common. Brownish specks are common from 45 to 85 cm.,,,,,,,,,,,,,363,U1490,B,12,H,5,A,,,,,
363-U1490B-12H-6-A,0,150,102.5,104.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,greenish and purplish layers and sulfide specks are common.,,,,,,,,,,,,,363,U1490,B,12,H,6,A,,,,,
