Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1502B-4R-1-A,0,27,738.7,738.97,,limestone [MMK88],,limestone,limestone,,GLEY 1 6/N (gray),lithified [B84],clay [W22_1],1,fine sand [W22_2],4,moderate [2014],,,Green alteration minerals present. Limestone consist of dolomite.,irregular,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,4,R,1,A
368-U1502B-4R-1-A,27,46,738.97,739.16,,sandstone [Leg339],,sandstone,sandstone,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [2014],,,Dolomitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,4,R,1,A
368-U1502B-4R-1-A,60,147,739.3,740.17,,,,,,,GLEY 1 7/N (light gray),lithified [B84],pebble [W22_2],10,pebble [W22_2],9,poor [2014],,,green-white (hydrothermal) alteration minerals present + abundant sulfides in singular grains and veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],,100,pebble [W22_2],angular,dolerite,,,,,,,100,,,,,,,,,,,,,,"All clasts hydrothermally overprinted. Sedimentary clast protolith may have been claystone (small grainsize, not reacting to HCl)",,368,U1502,B,4,R,1,A
368-U1502B-4R-2-A,0,28,740.17,740.45,,,,,,,GLEY 1 7/N (light gray),lithified [B84],pebble [W22_2],10,pebble [W22_2],9,poor [2014],,,green-white (hydrothermal) alteration minerals present + abundant sulfides in singular grains and veins.,gradational,steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],,100,pebble [W22_2],angular,dolerite,,,,,,,100,,,,,,,,,,,,,,"All clasts hydrothermally overprinted. Sedimentary clast protolith may have been claystone (small grainsize, not reacting to HCl)",,368,U1502,B,4,R,2,A
368-U1502B-4R-2-A,28,94,740.45,741.11,,,,,,,GLEY 1 7/N (light gray),lithified [B84],pebble [W22_2],10,cobble [W22_2],10,poor [2014],,,green-white (hydrothermal) alteration minerals present + rare sulfides in singular grains and veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],,100,pebble [W22_2],angular,dolerite,,,,,,,100,,,,,,,,,,,,,,"All clasts hydrothermally overprinted. Sedimentary clast protolith may have been claystone (small grainsize, not reacting to HCl)",,368,U1502,B,4,R,2,A
368-U1502B-4R-CC-A,0,19,741.11,741.3,,,,,,,GLEY 1 7/N (light gray),lithified [B84],pebble [W22_2],10,pebble [W22_2],9,poor [2014],,,green-white (hydrothermal) alteration minerals present + rare sulfides in singular grains and veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [A85],,100,pebble [W22_2],angular,dolerite,,,,,,,100,,,,,,,,,,,,,,"Matrix supported. All clasts hydrothermally overprinted. Sedimentary clast protolith may have been claystone (small grainsize, not reacting to HCl)",,368,U1502,B,4,R,CC,A
368-U1502B-5R-CC-A,19,36,749.88,750.05,,,,,,,GLEY 1 6/10Y (greenish gray),lithified [B84],pebble [W22_2],10,pebble [W22_2],9,poor [2014],,,green-white (hydrothermal) alteration minerals present + rare sulfides in singular grains and veins. Matrix between the clasts is (partially) crystalline with colourless and olivegreen euhedral crystals. Breccia is matrix supported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,5,R,CC,A
368-U1502B-6R-1-A,41,152,758.31,759.42,,,,,,,10YR 7/4 (very pale brown),lithified [B84],pebble [W22_2],10,cobble [W22_2],10,poor [2014],,,polymict breccia with angular dolerite clasts (dominant) and black chert fragments,,,,,,,fracture,,pyrite,,,,,,,,,,,,,,,,,,,,,,D [A85],90,80,pebble [W22_2],angular,basalt [IUGS-S78&79],20,pebble [W22_2],subangular,5,,,105,,,,,,,,,,,,,,,,368,U1502,B,6,R,1,A
368-U1502B-6R-2-A,0,67,759.42,760.09,,,,,,,10YR 6/1 (gray),lithified [B84],pebble [W22_2],10,cobble [W22_2],10,poor [2014],,,polymict breccia with angular dolerite clasts (dominant) and black chert fragments,,,,,,,fracture,,pyrite,,,,,,,,,,,,,,,,,,,,,,D [A85],90,70,pebble [W22_2],subangular,basalt [IUGS-S78&79],30,pebble [W22_2],sub-rounded,5,,,105,,,,,,,,,,,,,,,,368,U1502,B,6,R,2,A
368-U1502B-6R-3-A,88,94,761.61,761.67,,chert [MMK88],,chert,chert,,GLEY 1 3/N (very dark gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,very well [BP01],,,possibly slightly contact-metamophosed,planar,horizontal,thin lamina [B01],parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,6,R,3,A
368-U1502B-6R-3-A,94,98,761.67,761.71,,claystone [Leg339],,claystone,claystone,,GLEY 2 5/10B (bluish gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,very well [BP01],,,possibly slightly contact-metamophosed,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,6,R,3,A
368-U1502B-6R-5-A,68,85,764.27,764.44,,,,,,,GLEY 1 7/5GY (light greenish grey),moderately consolidated [B84],pebble [W22_2],10,cobble [W22_2],10,poor [2014],,,brecciation probably enhanced by drilling disturbance,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],90,60,pebble [W22_2],subangular,basalt [IUGS-S78&79],40,pebble [W22_2],sub-rounded,,,,100,,,,,,,,,,,,,,,,368,U1502,B,6,R,5,A
368-U1502B-6R-6-A,136,140,766.38,766.42,,claystone [Leg339],,claystone,claystone,,GLEY 1 7/5GY (light greenish grey),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [2014],,,,irregular,curved,,,none [DB86],0,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,6,R,6,A
368-U1502B-6R-CC-A,0,26,766.44,766.7,,,,,,,GLEY 1 7/5GY (light greenish grey),moderately consolidated [B84],pebble [W22_2],10,cobble [W22_2],10,poor [2014],,,brecciation probably enhanced by drilling disturbance,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],90,60,pebble [W22_2],sub-rounded,basalt [IUGS-S78&79],40,pebble [W22_2],sub-rounded,,,,100,,,,,,,,,,,,,,,,368,U1502,B,6,R,CC,A
368-U1502B-7R-2-A,5,12,769.02,769.09,,chert [MMK88],,chert,chert,,GLEY 1 8/N (white gray),lithified [B84],clay [W22_1],1,clay [W22_1],1,very well [BP01],,,possibly slightly contact-metamophosed,planar,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,7,R,2,A
368-U1502B-7R-2-A,37,53,769.34,769.5,clast-supported,breccia [F70],,clast-supported breccia,clast-supported breccia,,Gley 1 4/10Y (dark greenish gray),moderately consolidated [B84],pebble [W22_2],10,pebble [W22_2],9,poor [2014],,,"polymict, with sedimentary rock fragments (dolomitic limestone, chert, claystone) and basaltc fragments; strongly fractured by drilling disturbance",planar,horizontal,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],95,,,,,100,pebble [W22_2],subangular,,,,100,,,,,,,,,,,,,,,,368,U1502,B,7,R,2,A
368-U1502B-9R-1-A,6,127,786.76,787.97,,,,,,,2.5Y 6/3 (light yellowish brown),well consolidated [B84],granule [W22_2],8,cobble [W22_2],10,poor [BP01],,,basaltic clasts,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,D [A85],70,100,pebble [W22_2],sub-rounded,basalt [IUGS-S78&79],,,,,,,100,,,,,,,,,,,,,,,,368,U1502,B,9,R,1,A
368-U1502B-22R-CC-A,2,22,846.82,847.02,,breccia [F70],,breccia,breccia,,10YR 6/6 (brownish yellow),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [2014],,,highly silicified sedimentary rock,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,22,R,CC,A
368-U1502B-22R-CC-A,22,25,847.02,847.05,,dolomite [USGS],,dolomite,dolomite,,GLEY 1 6/N (gray),lithified [B84],clay [W22_1],1,medium sand [W22_2],5,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,22,R,CC,A
368-U1502B-28R-1-A,0,6,873.0,873.06,,breccia [F70],,breccia,breccia,,10YR 6/6 (brownish yellow),lithified [B84],granule [W22_2],8,pebble [W22_2],9,poor [2014],,,fall-in,,,,contact not recovered,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1502,B,28,R,1,A
