Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-21R-3-A,351,U1438,D,21,21-3,R,3,A,,0,36,396.2,396.56,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 10 mm,planar,wavy,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-3-A,351,U1438,D,21,21-3,R,3,A,,36,63,396.56,396.83,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,,,well [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-3-A,351,U1438,D,21,21-3,R,3,A,,63,74,396.83,396.94,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very fine sand [W22_2],3,pebble [W22_2],9,pebbles up to 10 mm,irregular,scoured,,,poor [2014],reversely graded,,slight,1,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-3-A,351,U1438,D,21,21-3,R,3,A,,74,86,396.94,397.06,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,,,,,well [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-21R-CC-A,351,U1438,D,21,21-CC,R,CC,A,,0,11,397.06,397.17,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,moderate [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-1-A,351,U1438,D,22,22-1,R,1,A,,0,88,403.1,403.98,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 4 (dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 20,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,0,12,403.98,404.1,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 4 (dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 5 mm,planar,sharp,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, mafic [2014]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,12,44,404.1,404.42,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,5G 4/1 (dark greenish gray),consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,planar,sharp,,,poor [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,44,68,404.42,404.66,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,N 4 (dark gray),consolidated [2014],fine sand [W22_2],4,pebble [W22_2],9,pebbles up to 6 mm,planar,sharp,,,poor [2014],reversely graded,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,68,80,404.66,404.78,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,68,150,404.66,405.48,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 40 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,80,110,404.78,405.08,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,110,127,405.08,405.25,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-2-A,351,U1438,D,22,22-2,R,2,A,,127,150,405.25,405.48,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-3-A,351,U1438,D,22,22-3,R,3,A,,0,18,405.48,405.66,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,granules up to 3 mm,irregular,gradational,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-3-A,351,U1438,D,22,22-3,R,3,A,,18,57,405.66,406.05,,,,,tuffaceous,conglomerate [2014b],,tuffaceous conglomerate,tuffaceous conglomerate,conglomerate,,,5B 5/1 (bluish gray),,granule [W22_2],8,pebble [W22_2],9,pebbles up to 45 mm,irregular,sharp,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-3-A,351,U1438,D,22,22-3,R,3,A,,57,69,406.05,406.17,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,silt [W22_1],2,abundant small faults,,,,,well [2014],,wavy bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-3-A,351,U1438,D,22,22-3,R,3,A,,76,98,406.24,406.46,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,medium sand [W22_2],5,,irregular,sharp,,,poor [2014],,wavy bedding,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-3-A,351,U1438,D,22,22-3,R,3,A,,98,150,406.46,406.98,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 40 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-4-A,351,U1438,D,22,22-4,R,4,A,,0,151,406.98,408.49,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,"intraclast >80 mm, deformed; pebbles up to 20 mm",,,,,poor [2014],,intraclast,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-5-A,351,U1438,D,22,22-5,R,5,A,,0,152,408.49,410.01,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 12 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-6-A,351,U1438,D,22,22-6,R,6,A,,0,151,410.01,411.52,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 18 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-7-A,351,U1438,D,22,22-7,R,7,A,,0,117,411.52,412.69,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 10 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-22R-CC-A,351,U1438,D,22,22-CC,R,CC,A,,0,40,412.71,413.11,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5B 5/1 (bluish gray),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 5 mm,,,,,poor [2014],,,none,0,,,,,lithic [2014],,,"volcanic, felsic [2014b]",sub-rounded,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,0,148,412.8,414.28,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,90,98,413.7,413.78,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,98,122,413.78,414.02,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,122,130,414.02,414.1,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,130,140,414.1,414.2,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-1-A,351,U1438,D,23,23-1,R,1,A,,140,148,414.2,414.28,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-2-A,351,U1438,D,23,23-2,R,2,A,,0,146,414.28,415.74,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-3-A,351,U1438,D,23,23-3,R,3,A,,0,148,415.74,417.22,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-4-A,351,U1438,D,23,23-4,R,4,A,,0,121,417.22,418.43,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-5-A,351,U1438,D,23,23-5,R,5,A,,0,77,418.43,419.2,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-23R-CC-A,351,U1438,D,23,23-CC,R,CC,A,,0,24,419.2,419.44,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,poor [2014],non-graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-1-A,351,U1438,D,24,24-1,R,1,A,,0,122,422.5,423.72,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,N 3 (very dark gray),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,lithic [2014],crystal [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-2-A,351,U1438,D,24,24-2,R,2,A,,0,128,423.81,425.09,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,N 3 (very dark gray),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-3-A,351,U1438,D,24,24-3,R,3,A,,0,150,425.09,426.59,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,N 3 (very dark gray),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-4-A,351,U1438,D,24,24-4,R,4,A,,0,113,426.59,427.72,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,N 3 (very dark gray),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-5-A,351,U1438,D,24,24-5,R,5,A,,0,60,427.72,428.32,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,N 3 (very dark gray),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-24R-CC-A,351,U1438,D,24,24-CC,R,CC,A,,0,31,428.32,428.63,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,N 3 (very dark gray),consolidated [2014],very coarse sand [W22_2],7,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,0,16,432.2,432.36,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,16,27,432.36,432.47,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),consolidated [2014],coarse sand [W22_2],6,very coarse sand [W22_2],7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,27,38,432.47,432.58,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,38,74,432.58,432.94,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,74,79,432.94,432.99,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,79,92,432.99,433.12,,,,,tuffaceous,mudstone [2014],with nannofossils [2014],tuffaceous mudstone,tuffaceous mudstone with nannofossils,mudstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-1-A,351,U1438,D,25,25-1,R,1,A,,92,150,433.12,433.7,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-2-A,351,U1438,D,25,25-2,R,2,A,,0,68,433.7,434.38,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,irregular,wavy,horizontal,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-2-A,351,U1438,D,25,25-2,R,2,A,,68,102,434.38,434.72,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,irregular,wavy,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-2-A,351,U1438,D,25,25-2,R,2,A,,78,102,434.48,434.72,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-2-A,351,U1438,D,25,25-2,R,2,A,,102,150,434.72,435.2,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,with 15% fine sandstone (1-2 cm) intercalated in this layer,planar,sharp,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,0,2,435.2,435.22,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,2,26,435.22,435.46,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,2,26,435.22,435.46,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,26,73,435.46,435.93,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,with 20% planar lamination fine sandstone (1-4 cm) intercalated in this layer,planar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,57,62,435.77,435.82,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,73,94,435.93,436.14,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,horizontal,,,normally graded,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-3-A,351,U1438,D,25,25-3,R,3,A,,94,131,436.14,436.51,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,0,24,436.71,436.95,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,0,43,436.71,437.14,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,with a normal grading cross lamination sediment structure between 32 and 35cm,planar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,0,45,436.71,437.16,,,,,,,,,,,,,,,,,,,with a normal grading cross lamination sediment structure between 32 and 35cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,43,62,437.14,437.33,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),consolidated [2014],fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,horizontal,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,50,62,437.21,437.33,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,53,62,437.24,437.33,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-25R-4-A,351,U1438,D,25,25-4,R,4,A,,62,104,437.33,437.75,,,,,tuffaceous,siltstone [2014],with nannofossils [2014],tuffaceous siltstone,tuffaceous siltstone with nannofossils,siltstone with nannofossils,,,5G 5/2 (grayish green),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,several normal grading very fine sandstone (1-4 cm) intercalated in this layer,planar,gradational,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
