Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Minor Lithology Suffix,Lithology name,Lithology classification,Lithology (%),Grain size max (mm),Lithification,Comment,File Data,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
329-U1370E-2H-1-A,329,U1370,E,2,2-1,H,1,A,0.0,140.0,6.2,7.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-2-A,329,U1370,E,2,2-2,H,2,A,0.0,30.0,7.7,8.0,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-2-A,329,U1370,E,2,2-2,H,2,A,60.0,110.0,8.3,8.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-2-A,329,U1370,E,2,2-2,H,2,A,130.0,140.0,9.0,9.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-3-A,329,U1370,E,2,2-3,H,3,A,0.0,40.0,9.2,9.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-3-A,329,U1370,E,2,2-3,H,3,A,60.0,110.0,9.8,10.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-3-A,329,U1370,E,2,2-3,H,3,A,130.0,140.0,10.5,10.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-4-A,329,U1370,E,2,2-4,H,4,A,0.0,20.0,10.7,10.9,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-4-A,329,U1370,E,2,2-4,H,4,A,60.0,130.0,11.3,12.0,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-5-A,329,U1370,E,2,2-5,H,5,A,0.0,30.0,12.2,12.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-5-A,329,U1370,E,2,2-5,H,5,A,60.0,140.0,12.8,13.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-6-A,329,U1370,E,2,2-6,H,6,A,0.0,113.0,13.7,14.83,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-7-A,329,U1370,E,2,2-7,H,7,A,0.0,46.0,14.93,15.39,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-2H-CC-A,329,U1370,E,2,2-CC,H,CC,A,0.0,18.0,15.44,15.62,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-1-A,329,U1370,E,3,3-1,H,1,A,0.0,140.0,15.7,17.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-2-A,329,U1370,E,3,3-2,H,2,A,0.0,30.0,17.2,17.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-2-A,329,U1370,E,3,3-2,H,2,A,60.0,140.0,17.8,18.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-3-A,329,U1370,E,3,3-3,H,3,A,0.0,40.0,18.7,19.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-3-A,329,U1370,E,3,3-3,H,3,A,60.0,110.0,19.3,19.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-3-A,329,U1370,E,3,3-3,H,3,A,130.0,140.0,20.0,20.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-4-A,329,U1370,E,3,3-4,H,4,A,0.0,130.0,20.2,21.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-5-A,329,U1370,E,3,3-5,H,5,A,0.0,40.0,21.7,22.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-5-A,329,U1370,E,3,3-5,H,5,A,60.0,140.0,22.3,23.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-6-A,329,U1370,E,3,3-6,H,6,A,0.0,58.0,23.2,23.78,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-3H-CC-A,329,U1370,E,3,3-CC,H,CC,A,0.0,31.0,23.88,24.19,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-1-A,329,U1370,E,4,4-1,H,1,A,0.0,140.0,25.2,26.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-2-A,329,U1370,E,4,4-2,H,2,A,0.0,30.0,26.7,27.0,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-2-A,329,U1370,E,4,4-2,H,2,A,60.0,140.0,27.3,28.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-3-A,329,U1370,E,4,4-3,H,3,A,0.0,110.0,28.2,29.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-3-A,329,U1370,E,4,4-3,H,3,A,130.0,140.0,29.5,29.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-4-A,329,U1370,E,4,4-4,H,4,A,0.0,130.0,29.7,31.0,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-5-A,329,U1370,E,4,4-5,H,5,A,0.0,40.0,31.2,31.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-5-A,329,U1370,E,4,4-5,H,5,A,60.0,110.0,31.8,32.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-5-A,329,U1370,E,4,4-5,H,5,A,130.0,140.0,32.5,32.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-6-A,329,U1370,E,4,4-6,H,6,A,0.0,56.0,32.7,33.26,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-4H-CC-A,329,U1370,E,4,4-CC,H,CC,A,0.0,17.0,33.26,33.43,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-1-A,329,U1370,E,5,5-1,H,1,A,0.0,140.0,34.7,36.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-2-A,329,U1370,E,5,5-2,H,2,A,0.0,30.0,36.2,36.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-2-A,329,U1370,E,5,5-2,H,2,A,60.0,134.0,36.8,37.54,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-3-A,329,U1370,E,5,5-3,H,3,A,0.0,20.0,37.64,37.84,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-3-A,329,U1370,E,5,5-3,H,3,A,60.0,140.0,38.24,39.04,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-4-A,329,U1370,E,5,5-4,H,4,A,0.0,20.0,39.14,39.34,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-4-A,329,U1370,E,5,5-4,H,4,A,60.0,130.0,39.74,40.44,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-5-A,329,U1370,E,5,5-5,H,5,A,0.0,40.0,40.64,41.04,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-5-A,329,U1370,E,5,5-5,H,5,A,60.0,140.0,41.24,42.04,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-6-A,329,U1370,E,5,5-6,H,6,A,0.0,60.0,42.14,42.74,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-7-A,329,U1370,E,5,5-7,H,7,A,0.0,51.0,42.84,43.35,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-5H-CC-A,329,U1370,E,5,5-CC,H,CC,A,0.0,19.0,43.35,43.54,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-1-A,329,U1370,E,6,6-1,H,1,A,0.0,140.0,44.2,45.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-2-A,329,U1370,E,6,6-2,H,2,A,0.0,10.0,45.7,45.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-2-A,329,U1370,E,6,6-2,H,2,A,60.0,133.0,46.3,47.03,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-3-A,329,U1370,E,6,6-3,H,3,A,0.0,140.0,47.13,48.53,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-4-A,329,U1370,E,6,6-4,H,4,A,0.0,130.0,48.63,49.93,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-5-A,329,U1370,E,6,6-5,H,5,A,0.0,40.0,50.13,50.53,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-5-A,329,U1370,E,6,6-5,H,5,A,60.0,100.0,50.73,51.13,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-6H-CC-A,329,U1370,E,6,6-CC,H,CC,A,0.0,33.0,51.23,51.56,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-7H-1-A,329,U1370,E,7,7-1,H,1,A,0.0,131.0,53.7,55.01,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-7H-2-A,329,U1370,E,7,7-2,H,2,A,0.0,96.0,55.01,55.97,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-7H-CC-A,329,U1370,E,7,7-CC,H,CC,A,0.0,16.0,55.97,56.13,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-1-A,329,U1370,E,8,8-1,H,1,A,0.0,85.0,56.1,56.95,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-2-A,329,U1370,E,8,8-2,H,2,A,0.0,150.0,56.95,58.45,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-3-A,329,U1370,E,8,8-3,H,3,A,0.0,150.0,58.45,59.95,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-4-A,329,U1370,E,8,8-4,H,4,A,0.0,150.0,59.95,61.45,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-5-A,329,U1370,E,8,8-5,H,5,A,0.0,150.0,61.45,62.95,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-6-A,329,U1370,E,8,8-6,H,6,A,0.0,150.0,62.95,64.45,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-7-A,329,U1370,E,8,8-7,H,7,A,0.0,76.0,64.45,65.21,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-8H-CC-A,329,U1370,E,8,8-CC,H,CC,A,0.0,14.0,65.21,65.35,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-1-A,329,U1370,E,9,9-1,H,1,A,0.0,20.0,62.1,62.3,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-1-A,329,U1370,E,9,9-1,H,1,A,60.0,150.0,62.7,63.6,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-2-A,329,U1370,E,9,9-2,H,2,A,0.0,30.0,63.6,63.9,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-2-A,329,U1370,E,9,9-2,H,2,A,60.0,140.0,64.2,65.0,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-3-A,329,U1370,E,9,9-3,H,3,A,0.0,41.0,65.1,65.51,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-3-A,329,U1370,E,9,9-3,H,3,A,51.0,150.0,65.61,66.6,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-4-A,329,U1370,E,9,9-4,H,4,A,0.0,141.0,66.6,68.01,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-5-A,329,U1370,E,9,9-5,H,5,A,0.0,131.0,68.01,69.32,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-6-A,329,U1370,E,9,9-6,H,6,A,0.0,140.0,69.32,70.72,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-7-A,329,U1370,E,9,9-7,H,7,A,0.0,78.0,70.72,71.5,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
329-U1370E-9H-CC-A,329,U1370,E,9,9-CC,H,CC,A,0.0,26.0,71.5,71.76,metalliferous,clay [S54] ,,metalliferous clay,"Shepard, 1954",,,,,,,,,
