Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
371-U1508C-13R-1-A,82,84,485.02,485.04,,,,,cherty,limestone [USGS],,cherty limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,C,13,R,1,A,,,,
371-U1508C-13R-1-A,84,121,485.04,485.41,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,1,A,,,,
371-U1508C-13R-1-A,121,126,485.41,485.46,,,,,cherty,limestone [USGS],,cherty limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,C,13,R,1,A,,,,
371-U1508C-13R-1-A,126,147,485.46,485.67,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,1,A,,,,
371-U1508C-13R-2-A,0,60,485.67,486.27,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,60,64,486.27,486.31,,,,,cherty,limestone [USGS],,cherty limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,64,68,486.31,486.35,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,68,70,486.35,486.37,,,,,cherty,limestone [USGS],,cherty limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,70,75,486.37,486.42,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,75,77,486.42,486.44,,,,,cherty,limestone [USGS],,cherty limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-2-A,77,143,486.44,487.1,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,2,A,,,,
371-U1508C-13R-3-A,0,32,487.1,487.42,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,"""Bullseye"" diagenetic fronts at 89 and 121 cm",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,3,A,,,,
371-U1508C-13R-3-A,32,39,487.42,487.49,,,,,`,limestone [USGS],,` limestone,foraminifers,silicate minerals,GLEY 1 6/5GY (greenish gray),massive [BJ84],,,,,,,nodule,,moderate [B06],3,,,,,,,,,,,` limestone,limestone,,,,371,U1508,C,13,R,3,A,,,,
371-U1508C-13R-3-A,39,147,487.49,488.57,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,3,A,,,,
371-U1508C-13R-4-A,0,144,488.57,490.01,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,"""Bullseye"" diagenetic fronts at 80 and 118 and 134 cm",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,4,A,,,,
371-U1508C-13R-5-A,0,72,490.01,490.73,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,5,A,,,,
371-U1508C-13R-6-A,0,64,490.93,491.57,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,6,A,,,,
371-U1508C-13R-CC-A,0,4,491.57,491.61,,,,,clayey,nannofossil chalk [Leg339],,clayey nannofossil chalk,foraminifers,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1508,C,13,R,CC,A,,,,
371-U1508C-14R-1-A,0,147,493.8,495.27,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely though the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,1,A,,,,
371-U1508C-14R-2-A,0,147,495.27,496.74,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely though the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,2,A,,,,
371-U1508C-14R-3-A,0,146,496.74,498.2,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,nodule,,moderate [B06],3,cm size nodules (silicified?) occur from 33-38 cm followed by pyrite blebs in 38-41cm interval and 51-52 cm .Diagenetic halos occur sporadically though the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,3,A,,,,
371-U1508C-14R-4-A,0,127,498.2,499.47,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,4,A,,,,
371-U1508C-14R-5-A,0,141,499.67,501.08,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,5,A,,,,
371-U1508C-14R-6-A,0,81,501.08,501.89,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,6,A,,,,
371-U1508C-14R-7-A,0,92,501.89,502.81,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,7,A,,,,
371-U1508C-14R-8-A,0,71,502.81,503.52,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,8,A,,,,
371-U1508C-14R-CC-A,0,44,503.52,503.96,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Diagenetic halos occur sparsely through the section.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,14,R,CC,A,,,,
371-U1508C-15R-1-A,0,20,503.4,503.6,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,Pyrite nodules,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,15,R,1,A,,,,
371-U1508C-16R-1-A,0,26,513.0,513.26,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,16,R,1,A,,,,
371-U1508C-17R-1-A,0,92,522.5,523.42,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,foraminifers,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,C,17,R,1,A,,,,
371-U1508C-18R-1-A,0,50,532.1,532.6,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,limestone,limestone,,,,371,U1508,C,18,R,1,A,,,,
371-U1508C-19R-1-A,0,42,536.6,537.02,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,Greenish gray color bandings are tilted at around 12 degrees.,,,,,,,,,,limestone,limestone,,,,371,U1508,C,19,R,1,A,,,,
371-U1508C-20R-1-A,0,72,541.6,542.32,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,slight [B06],2,,gradational boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,1,A,,,,
371-U1508C-20R-1-A,72,86,542.32,542.46,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,1,A,,,,
371-U1508C-20R-1-A,86,150,542.46,543.1,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,1,A,,,,
371-U1508C-20R-2-A,0,150,543.1,544.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,2,A,,,,
371-U1508C-20R-3-A,0,149,544.6,546.09,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,3,A,,,,
371-U1508C-20R-4-A,0,142,546.09,547.51,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,4,A,,,,
371-U1508C-20R-5-A,0,9,547.51,547.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,5,A,,,,
371-U1508C-20R-5-A,9,12,547.6,547.63,,,,,foraminiferal [Leg339],limestone [USGS],,foraminiferal limestone,,,GLEY 1 8/5GY (light greenish gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,sparse [B06],1,,,,,,,,,,,foraminiferal limestone,limestone,,,,371,U1508,C,20,R,5,A,,,,
371-U1508C-20R-5-A,12,150,547.63,549.01,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,5,A,,,,
371-U1508C-20R-6-A,0,101,549.01,550.02,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,6,A,,,,
371-U1508C-20R-7-A,0,61,550.02,550.63,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,20,R,7,A,,,,
371-U1508C-21R-1-A,0,150,551.2,552.7,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,1,A,,,,
371-U1508C-21R-2-A,0,141,552.7,554.11,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,2,A,,,,
371-U1508C-21R-3-A,0,150,554.11,555.61,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,3,A,,,,
371-U1508C-21R-4-A,0,126,555.61,556.87,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,4,A,,,,
371-U1508C-21R-5-A,0,150,556.87,558.37,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,5,A,,,,
371-U1508C-21R-6-A,0,140,558.37,559.77,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,6,A,,,,
371-U1508C-21R-7-A,0,117,559.77,560.94,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,7,A,,,,
371-U1508C-21R-CC-A,0,18,560.94,561.12,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,21,R,CC,A,,,,
371-U1508C-22R-1-A,0,143,560.8,562.23,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,pyritic blebs at ~115cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,22,R,1,A,,,,
371-U1508C-22R-2-A,0,128,562.23,563.51,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,diagenetic halo at ~94cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,22,R,2,A,,,,
371-U1508C-22R-3-A,0,136,563.51,564.87,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,diagenetic halo at ~62cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,22,R,3,A,,,,
371-U1508C-22R-4-A,0,126,564.87,566.13,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,22,R,4,A,,,,
371-U1508C-22R-5-A,0,144,566.13,567.57,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,22,R,5,A,,,,
371-U1508C-23R-1-A,0,137,570.3,571.67,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,numerous diagenetic halos,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,1,A,,,,
371-U1508C-23R-2-A,0,146,571.67,573.13,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Concentration of small black speckles at 90 cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,2,A,,,,
371-U1508C-23R-3-A,0,130,573.13,574.43,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,3,A,,,,
371-U1508C-23R-4-A,0,146,574.43,575.89,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,4,A,,,,
371-U1508C-23R-5-A,0,147,575.89,577.36,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,5,A,,,,
371-U1508C-23R-6-A,0,115,577.36,578.51,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),,,,,,silt [W22_1],2,,,moderate [B06],3,Large pyrite bleb at 110 cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,6,A,,,,
371-U1508C-23R-7-A,0,105,578.51,579.56,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,23,R,7,A,,,,
371-U1508C-24R-1-A,0,115,579.8,580.95,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,1,A,,,,
371-U1508C-24R-2-A,0,146,581.25,582.71,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,2,A,,,,
371-U1508C-24R-3-A,0,55,582.71,583.26,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,pyritic bleb at ~50cm,color boundary or contact,gradational,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,3,A,,,,
371-U1508C-24R-3-A,55,146,583.26,584.17,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,diagenetic halo at ~62cm,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,3,A,,,,
371-U1508C-24R-4-A,0,96,584.17,585.13,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,4,A,,,,
371-U1508C-24R-4-A,96,99,585.13,585.16,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,diagenetic layer ?,color boundary or contact,gradational,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,4,A,,,,
371-U1508C-24R-4-A,99,145,585.16,585.62,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,diagenetic halo at ~134cm,color boundary or contact,gradational,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,4,A,,,,
371-U1508C-24R-5-A,0,90,585.62,586.52,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,5,A,,,,
371-U1508C-24R-5-A,90,123,586.52,586.85,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,5,A,,,,
371-U1508C-24R-5-A,123,147,586.85,587.09,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,5,A,,,,
371-U1508C-24R-6-A,0,101,587.09,588.1,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,6,A,,,,
371-U1508C-24R-7-A,0,85,588.3,589.15,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,24,R,7,A,,,,
