Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
371-U1508C-25R-1-A,0,144,589.5,590.94,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,1,A,,,,
371-U1508C-25R-2-A,0,127,590.94,592.21,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,2,A,,,,
371-U1508C-25R-3-A,0,135,592.21,593.56,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Large pyrite bleb at 83 cm. Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,3,A,,,,
371-U1508C-25R-4-A,0,142,593.56,594.98,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,4,A,,,,
371-U1508C-25R-5-A,0,146,594.98,596.44,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,5,A,,,,
371-U1508C-25R-6-A,0,91,596.44,597.35,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,6,A,,,,
371-U1508C-25R-7-A,0,61,597.35,597.96,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey and light greenish grey. Darker intervals are heavily bioturbated, lighter intervals moderately so.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,25,R,7,A,,,,
371-U1508C-26R-1-A,0,141,599.1,600.51,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,1,A,,,,
371-U1508C-26R-2-A,0,147,600.51,601.98,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,2,A,,,,
371-U1508C-26R-3-A,0,146,601.98,603.44,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,3,A,,,,
371-U1508C-26R-4-A,0,145,603.44,604.89,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,4,A,,,,
371-U1508C-26R-5-A,0,113,604.89,606.02,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,5,A,,,,
371-U1508C-26R-6-A,0,74,606.02,606.76,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Color banding at several decimeter scale between greenish grey (GLEY 1 6/5GY) and light greenish grey (GLEY 1 8/5GY). Darker intervals are heavily bioturbated, lighter intervals moderately so. pale green (GLEY 1 6/5G) laminae are very rarely observed (i.e., 1-3 per section on average).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,26,R,6,A,,,,
371-U1508C-27R-1-A,0,146,608.8,610.26,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,Several pyritised burrows,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,27,R,1,A,,,,
371-U1508C-27R-2-A,0,146,610.26,611.72,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,27,R,2,A,,,,
371-U1508C-27R-3-A,0,152,611.72,613.24,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,27,R,3,A,,,,
371-U1508C-27R-4-A,0,82,613.24,614.06,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,27,R,4,A,,,,
371-U1508C-27R-5-A,0,76,614.06,614.82,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,27,R,5,A,,,,
371-U1508C-28R-1-A,0,147,618.4,619.87,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Distinct color banding occurs at the ~50 cm scale between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,1,A,,,,
371-U1508C-28R-2-A,0,141,619.87,621.28,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,heavy [DB91],4,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,2,A,,,,
371-U1508C-28R-3-A,0,136,621.28,622.64,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,heavy [DB91],4,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,3,A,,,,
371-U1508C-28R-4-A,0,149,622.64,624.13,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,slight [B06],2,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,4,A,,,,
371-U1508C-28R-5-A,0,146,624.13,625.59,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,5,A,,,,
371-U1508C-28R-6-A,0,149,625.59,627.08,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,heavy [DB91],4,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,6,A,,,,
371-U1508C-28R-7-A,0,92,627.08,628.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,7,A,,,,
371-U1508C-28R-CC-A,0,9,628.0,628.09,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/10GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,"Distinct color banding varying from centimeter to decimeter scale occurs between greenish grey (GLEY 1 7/5GY) and light greenish grey (GLEY 1 8/10GY). Darker intervals are heavily bioturbated and thinner than the lighter intervals. In contrast, lighter intervals are only moderately to slightly bioturbated. Rare pyritized burrows occur throughout the section.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,28,R,CC,A,,,,
371-U1508C-29R-1-A,0,126,627.9,629.16,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding is muted in section 1.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,1,A,,,,
371-U1508C-29R-2-A,0,147,629.16,630.63,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding varies from few to several centimeters in thickness.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,2,A,,,,
371-U1508C-29R-3-A,0,132,630.63,631.95,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding varies from few to several centimeters in thickness.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,3,A,,,,
371-U1508C-29R-4-A,0,150,631.95,633.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding varies from few to several centimeters in thickness.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,4,A,,,,
371-U1508C-29R-5-A,0,140,633.45,634.85,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding varies from few to several centimeters in thickness.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,5,A,,,,
371-U1508C-29R-6-A,0,123,634.85,636.08,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding varies from few to several centimeters in thickness.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,29,R,6,A,,,,
371-U1508C-30R-1-A,0,148,637.5,638.98,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,1,A,,,,
371-U1508C-30R-2-A,0,147,638.98,640.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,2,A,,,,
371-U1508C-30R-3-A,0,131,640.45,641.76,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,3,A,,,,
371-U1508C-30R-4-A,0,149,641.76,643.25,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically. One bivalve (possibly) shell is found at 27.5 cm offset.,,,,,,,,bivalve,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,4,A,,,,
371-U1508C-30R-5-A,0,144,643.25,644.69,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically. A gastropod (possibly) shell was found at 97 cm offset.,,,,,,,,gastropod,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,5,A,,,,
371-U1508C-30R-6-A,0,93,644.69,645.62,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,6,A,,,,
371-U1508C-30R-7-A,0,76,645.62,646.38,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters in thickness. Pale green lamina occur sporadically.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,30,R,7,A,,,,
371-U1508C-31R-1-A,0,123,647.1,648.33,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 7/5GY) varies from few to several centimeters to decimeter in thickness. A few mm to cm-size pyrite nodules at observed in section 1 in two intervals: 22-25 cm and a higher concentration between 97 and 121 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,1,A,,,,
371-U1508C-31R-2-A,0,140,648.33,649.73,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale. A few mm to cm-size pyrite nodules at observed sporadically in section 2 at cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,2,A,,,,
371-U1508C-31R-3-A,0,149,649.73,651.22,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale. A cm-size pyrite nodule with a multi cm wide diagenetic halo occurs at 109-111 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,3,A,,,,
371-U1508C-31R-4-A,0,134,651.22,652.56,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale. A few mm to cm-size pyrite nodules at observed sporadically in section 2 at cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,4,A,,,,
371-U1508C-31R-5-A,0,150,652.56,654.06,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,5,A,,,,
371-U1508C-31R-6-A,0,100,654.06,655.06,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,31,R,6,A,,,,
371-U1508C-32R-1-A,0,131,656.6,657.91,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale. mm-scale grained pyritic blebs throughout section 1,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,1,A,,,,
371-U1508C-32R-2-A,0,150,657.91,659.41,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,2,A,,,,
371-U1508C-32R-3-A,0,149,659.41,660.9,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,3,A,,,,
371-U1508C-32R-4-A,0,142,660.9,662.32,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,4,A,,,,
371-U1508C-32R-5-A,0,101,662.32,663.33,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,5,A,,,,
371-U1508C-32R-CC-A,0,12,663.33,663.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,32,R,CC,A,,,,
371-U1508C-33R-1-A,0,134,664.1,665.44,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,33,R,1,A,,,,
371-U1508C-33R-2-A,0,90,665.44,666.34,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,33,R,2,A,,,,
371-U1508C-33R-CC-A,0,17,666.34,666.51,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,33,R,CC,A,,,,
371-U1508C-34R-1-A,0,137,666.1,667.47,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,34,R,1,A,,,,
371-U1508C-34R-2-A,0,124,667.47,668.71,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,34,R,2,A,,,,
