Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1341C-8H-5-A,323,U1341,C,8,8-5,H,5,A,0,17,67,67.17,diatom silt,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-8H-5-A,323,U1341,C,8,8-5,H,5,A,17,110,67.17,68.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-5-A,323,U1341,C,8,8-5,H,5,A,110,137,68.1,68.37,diatom silt,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-8H-5-A,323,U1341,C,8,8-5,H,5,A,137,150,68.37,68.5,nannofossil diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich nannofossil diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-8H-6-A,323,U1341,C,8,8-6,H,6,A,0,20,68.5,68.7,nannofossil diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich nannofossil diatom ooze,100,soft,5Y 5/2,,,,,,,,,,,,,
323-U1341C-8H-6-A,323,U1341,C,8,8-6,H,6,A,20,87,68.7,69.37,diatom silt,Leg 323,nannofossil-bearing,nannofossil-bearing diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-8H-6-A,323,U1341,C,8,8-6,H,6,A,87,150,69.37,70,diatom clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-8H-7-A,323,U1341,C,8,8-7,H,7,A,0,10,70,70.1,diatom clay,Leg 323,nannofossil-bearing,nannofossil-bearing diatom clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-8H-7-A,323,U1341,C,8,8-7,H,7,A,10,83,70.1,70.83,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-8H-CC-A,323,U1341,C,8,8-CC,H,CC,A,0,4,70.83,70.87,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-9H-1-A,323,U1341,C,9,9-1,H,1,A,0,150,70.5,72,diatom clayey silt,,,diatom clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-9H-2-A,323,U1341,C,9,9-2,H,2,A,0,20,72,72.2,diatom clayey silt,,,diatom clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-9H-2-A,323,U1341,C,9,9-2,H,2,A,20,150,72.2,73.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-9H-3-A,323,U1341,C,9,9-3,H,3,A,0,10,73.5,73.6,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-9H-3-A,323,U1341,C,9,9-3,H,3,A,10,72,73.6,74.22,diatom clayey silt,,,diatom clayey silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-9H-3-A,323,U1341,C,9,9-3,H,3,A,72,105,74.22,74.55,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-9H-3-A,323,U1341,C,9,9-3,H,3,A,72,105,74.22,74.55,diatom clayey silt,,,diatom clayey silt,50,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-9H-3-A,323,U1341,C,9,9-3,H,3,A,105,150,74.55,75,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-9H-4-A,323,U1341,C,9,9-4,H,4,A,0,95,75,75.95,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-9H-4-A,323,U1341,C,9,9-4,H,4,A,95,150,75.95,76.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-9H-5-A,323,U1341,C,9,9-5,H,5,A,0,126,76.5,77.76,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-9H-5-A,323,U1341,C,9,9-5,H,5,A,126,150,77.76,78,coarse ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,coarse ash,100,soft,10Y 2.5/1,,,,,,,,,,,,,
323-U1341C-9H-6-A,323,U1341,C,9,9-6,H,6,A,0,150,78,79.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-9H-7-A,323,U1341,C,9,9-7,H,7,A,0,90,79.5,80.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-9H-CC-A,323,U1341,C,9,9-CC,H,CC,A,0,21,80.4,80.61,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-1-A,323,U1341,C,10,10-1,H,1,A,0,20,80,80.2,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-1-A,323,U1341,C,10,10-1,H,1,A,20,90,80.2,80.9,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-10H-1-A,323,U1341,C,10,10-1,H,1,A,90,150,80.9,81.5,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-2-A,323,U1341,C,10,10-2,H,2,A,0,150,81.5,83,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-3-A,323,U1341,C,10,10-3,H,3,A,0,150,83,84.5,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-4-A,323,U1341,C,10,10-4,H,4,A,0,114,84.5,85.64,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-4-A,323,U1341,C,10,10-4,H,4,A,114,147,85.64,85.97,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-10H-4-A,323,U1341,C,10,10-4,H,4,A,147,150,85.97,86,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-5-A,323,U1341,C,10,10-5,H,5,A,0,43,86,86.43,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-5-A,323,U1341,C,10,10-5,H,5,A,43,95,86.43,86.95,diatom silt,Leg 323,,diatom silt,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-10H-5-A,323,U1341,C,10,10-5,H,5,A,95,150,86.95,87.5,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-6-A,323,U1341,C,10,10-6,H,6,A,0,77,87.5,88.27,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-6-A,323,U1341,C,10,10-6,H,6,A,77,106,88.27,88.56,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-10H-6-A,323,U1341,C,10,10-6,H,6,A,106,150,88.56,89,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-7-A,323,U1341,C,10,10-7,H,7,A,0,85,89,89.85,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-10H-7-A,323,U1341,C,10,10-7,H,7,A,85,90,89.85,89.9,fine-ashy silt,Leg 323,diatom-rich,diatom-rich fine-ashy silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-10H-CC-A,323,U1341,C,10,10-CC,H,CC,A,0,13,89.85,89.98,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-11H-1-A,323,U1341,C,11,11-1,H,1,A,0,67,89.5,90.17,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-1-A,323,U1341,C,11,11-1,H,1,A,67,98,90.17,90.48,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-11H-1-A,323,U1341,C,11,11-1,H,1,A,98,150,90.48,91,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-2-A,323,U1341,C,11,11-2,H,2,A,0,63,91,91.63,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-2-A,323,U1341,C,11,11-2,H,2,A,63,150,91.63,92.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-11H-3-A,323,U1341,C,11,11-3,H,3,A,0,14,92.5,92.64,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-11H-3-A,323,U1341,C,11,11-3,H,3,A,14,150,92.64,94,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-4-A,323,U1341,C,11,11-4,H,4,A,0,150,94,95.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-5-A,323,U1341,C,11,11-5,H,5,A,0,127,95.5,96.77,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-11H-CC-A,323,U1341,C,11,11-CC,H,CC,A,0,16,96.77,96.93,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-12H-1-A,323,U1341,C,12,12-1,H,1,A,0,150,95.5,97,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-2-A,323,U1341,C,12,12-2,H,2,A,0,150,97,98.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-3-A,323,U1341,C,12,12-3,H,3,A,0,120,98.5,99.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-3-A,323,U1341,C,12,12-3,H,3,A,120,150,99.7,100,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-4-A,323,U1341,C,12,12-4,H,4,A,0,150,100,101.5,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-5-A,323,U1341,C,12,12-5,H,5,A,0,10,101.5,101.6,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-5-A,323,U1341,C,12,12-5,H,5,A,10,59,101.6,102.09,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-5-A,323,U1341,C,12,12-5,H,5,A,59,94,102.09,102.44,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-5-A,323,U1341,C,12,12-5,H,5,A,94,150,102.44,103,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-6-A,323,U1341,C,12,12-6,H,6,A,0,10,103,103.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-6-A,323,U1341,C,12,12-6,H,6,A,10,70,103.1,103.7,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-6-A,323,U1341,C,12,12-6,H,6,A,70,150,103.7,104.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-7-A,323,U1341,C,12,12-7,H,7,A,0,60,104.5,105.1,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/3,,,,,,,,,,,,,
323-U1341C-12H-7-A,323,U1341,C,12,12-7,H,7,A,60,90,105.1,105.4,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-12H-CC-A,323,U1341,C,12,12-CC,H,CC,A,0,23,105.4,105.63,diatom clay,Leg 323,,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-13H-1-A,323,U1341,C,13,13-1,H,1,A,0,150,105,106.5,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-2-A,323,U1341,C,13,13-2,H,2,A,0,45,106.5,106.95,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-2-A,323,U1341,C,13,13-2,H,2,A,45,100,106.95,107.5,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-2-A,323,U1341,C,13,13-2,H,2,A,100,150,107.5,108,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-3-A,323,U1341,C,13,13-3,H,3,A,0,0.015,108,108,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-3-A,323,U1341,C,13,13-3,H,3,A,0,60,108,108.6,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-3-A,323,U1341,C,13,13-3,H,3,A,60,150,108.6,109.5,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-4-A,323,U1341,C,13,13-4,H,4,A,0,0.015,109.5,109.5,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-4-A,323,U1341,C,13,13-4,H,4,A,0,60,109.5,110.1,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-4-A,323,U1341,C,13,13-4,H,4,A,60,150,110.1,111,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-5-A,323,U1341,C,13,13-5,H,5,A,0,0.015,111,111,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-5-A,323,U1341,C,13,13-5,H,5,A,0,78,111,111.78,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-5-A,323,U1341,C,13,13-5,H,5,A,78,150,111.78,112.5,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-6-A,323,U1341,C,13,13-6,H,6,A,0,17,112.5,112.67,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-13H-6-A,323,U1341,C,13,13-6,H,6,A,17,150,112.67,114,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-7-A,323,U1341,C,13,13-7,H,7,A,0,84,114,114.84,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-CC-A,323,U1341,C,13,13-CC,H,CC,A,0,0.00310000002384186,114.84,114.84,diatom clay,Leg 323,nannofossil-rich,nannofossil-rich diatom clay,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-13H-CC-A,323,U1341,C,13,13-CC,H,CC,A,0,21,114.84,115.05,diatom silty clay,Leg 323,,diatom silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-14H-1-A,323,U1341,C,14,14-1,H,1,A,0,150,114.5,116,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-2-A,323,U1341,C,14,14-2,H,2,A,0,20,116,116.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-2-A,323,U1341,C,14,14-2,H,2,A,20,150,116.2,117.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-3-A,323,U1341,C,14,14-3,H,3,A,0,15,117.5,117.65,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-3-A,323,U1341,C,14,14-3,H,3,A,15,64,117.65,118.14,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,,
323-U1341C-14H-3-A,323,U1341,C,14,14-3,H,3,A,64,115,118.14,118.65,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-3-A,323,U1341,C,14,14-3,H,3,A,115,150,118.65,119,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-4-A,323,U1341,C,14,14-4,H,4,A,0,35,119,119.35,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-4-A,323,U1341,C,14,14-4,H,4,A,35,135,119.35,120.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-4-A,323,U1341,C,14,14-4,H,4,A,135,150,120.35,120.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-5-A,323,U1341,C,14,14-5,H,5,A,0,80,120.5,121.3,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-5-A,323,U1341,C,14,14-5,H,5,A,80,150,121.3,122,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,0,35,122,122.35,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,35,65,122.35,122.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,65,87,122.65,122.87,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,87,98,122.87,122.98,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,98,142,122.98,123.42,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-6-A,323,U1341,C,14,14-6,H,6,A,142,150,123.42,123.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 3/1,,,,,,,,,,,,,
323-U1341C-14H-7-A,323,U1341,C,14,14-7,H,7,A,0,8,123.5,123.58,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-7-A,323,U1341,C,14,14-7,H,7,A,8,35,123.58,123.85,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-14H-7-A,323,U1341,C,14,14-7,H,7,A,35,84,123.85,124.34,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-14H-CC-A,323,U1341,C,14,14-CC,H,CC,A,0,31,124.34,124.65,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-1-A,323,U1341,C,15,15-1,H,1,A,0,60,124,124.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-1-A,323,U1341,C,15,15-1,H,1,A,60,150,124.6,125.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-2-A,323,U1341,C,15,15-2,H,2,A,0,10,125.5,125.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 3/1,,,,,,,,,,,,,
323-U1341C-15H-2-A,323,U1341,C,15,15-2,H,2,A,10,110,125.6,126.6,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-2-A,323,U1341,C,15,15-2,H,2,A,110,150,126.6,127,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-3-A,323,U1341,C,15,15-3,H,3,A,0,35,127,127.35,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-3-A,323,U1341,C,15,15-3,H,3,A,35,150,127.35,128.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-4-A,323,U1341,C,15,15-4,H,4,A,0,90,128.5,129.4,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-4-A,323,U1341,C,15,15-4,H,4,A,90,150,129.4,130,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-5-A,323,U1341,C,15,15-5,H,5,A,0,110,130,131.1,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-5-A,323,U1341,C,15,15-5,H,5,A,110,150,131.1,131.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-15H-6-A,323,U1341,C,15,15-6,H,6,A,0,55,131.5,132.05,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-15H-6-A,323,U1341,C,15,15-6,H,6,A,55,150,132.05,133,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-7-A,323,U1341,C,15,15-7,H,7,A,0,85,133,133.85,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-15H-CC-A,323,U1341,C,15,15-CC,H,CC,A,0,20,133.85,134.05,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-16H-1-A,323,U1341,C,16,16-1,H,1,A,0,150,133.5,135,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soupy,10Y 4/1,,,,,"drilling disturbance, flow-in",,,,,,,,
323-U1341C-16H-2-A,323,U1341,C,16,16-2,H,2,A,0,10,135,135.1,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soupy,10Y 4/1,,,,,"drilling disturbance, flow-in",,,,,,,,
323-U1341C-16H-2-A,323,U1341,C,16,16-2,H,2,A,10,150,135.1,136.5,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-16H-3-A,323,U1341,C,16,16-3,H,3,A,0,25,136.5,136.75,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,,
323-U1341C-16H-3-A,323,U1341,C,16,16-3,H,3,A,25,120,136.75,137.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1341C-16H-3-A,323,U1341,C,16,16-3,H,3,A,120,150,137.7,138,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-16H-4-A,323,U1341,C,16,16-4,H,4,A,0,135,138,139.35,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-16H-CC-A,323,U1341,C,16,16-CC,H,CC,A,0,19,139.35,139.54,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-17H-1-A,323,U1341,C,17,17-1,H,1,A,0,150,137.5,139,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-17H-2-A,323,U1341,C,17,17-2,H,2,A,0,150,139,140.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
323-U1341C-17H-3-A,323,U1341,C,17,17-3,H,3,A,0,80,140.5,141.3,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100,soft,10Y 4/1,,,,,,,,,,,,,
