Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygodiscus erectus	Zygodiscus elegans	Zygodiscus diplogrammus	Watznaueria barnesae	Vekshinella crux	Vekshinella angusta	Tranolithus orionatus	Tegumentum stradneri	Stephanolithion laffittei	Rhagodiscus asper	Rhagodiscus angustus	Reinhardtites fenestratus	Radiolithus planus	Prediscosphaera columnata	Podorhabdus coronadventis	Podorhabdus albianus	Manivitella pemmatoidea	Lucianorhabdus compactus	Lithraphidites carniolensis	Lithraphidites alatus	Lithastrinus floralis	Eiffellithus turriseiffelii	Cretarhabdus crenulatus	Chiastozygus litterarius	Broinsonia signata	Braarudosphaera regularis	Braarudosphaera africana	Biscutum constans	Bidiscus ignotus	Vekshinella matalosa	Nannoconus truitti	Helicolithus trabeculatus	Cyclagelosphaera margerelii	Corollithion signum	Rhagodiscus splendens	Parhabdolithus infinitus	Parhabdolithus embergeri	Gartnerago nanum	Broinsonia enormis	Zygodiscus minimus	Scapholithus fossilis	Corollithion completum	Markalius circumradiatus	Cruciellipsis chiasta	Cretarhabdus loriei	Bidiscus rotatorius	Zeugrhabdotus acanthus	Zeugrhabdotus theta	Cretarhabdus surirellus	Corollithion achylosum	Prediscosphaera cretacea	Lithraphidites acutum	Corollithion exiguum	Chiastozygus amphipons	Podorhabdus dietzmannii	Zygodiscus spiralis	Repagalum parvidentatum	Quadrum nitidum	Micula decussata	Microrhabdulus decoratus	Lucianorhabdus cayeuxii	Lithraphidites praequadratus	Eiffellithus eximius	Cylindralithus serratus	Cribrosphaerella pelta	Cribrosphaerella ehrenbergii	Cribrosphaerella circula	Cribrocorona gallica	Ceratolithoides aculeus	Broinsonia parca	Arkhangelskiella cymbiformis	Ahmuellerella regularis	Gartnerago obliquum	Cyclagelosphaera rotaclypeata	Ceratolithoides verbeekii	Reinhardtites anthophorus	Micula concava	Lithastrinus grillii	Broinsonia furtiva	Podorhabdus decorus	Phanulithus obscurus	Prediscosphaera spinosa	Quadrum trifidum	Prediscosphaera majungae	Lucianorhabdus quadrifidus	Cretarhabdus conicus	Rhagodiscus reniformis	Reinhardtites levis	Quadrum quadratum	Microrhabdulus belgicus	Eiffellithus gorkae	Ahmuellerella octoradiata	Comment
  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 39	X	 5	  40.00	    369.5000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	F                      	C                   	R               	R                  	R                    	R                   	R                        	R                	R                   	R                        	R                 	                         	R                        	R                   	R                      	R                       	R                          	                     	R                    	F                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	                  	R                        	R                          	R                  	R                    	R                       	R                       	R               	R                 	                  	                     	R                     	                        	R                    	                   	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 40	X	 1	  40.00	    373.1000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	F                      	C                   	R               	                   	R                    	R                   	R                        	                 	R                   	R                        	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	R                    	F                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	                  	R                        	R                          	R                  	R                    	R                       	R                       	                	R                 	                  	                     	                      	                        	                     	R                  	                   	                      	                   	R                      	R                     	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 40	X	 3	  40.00	    376.1000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	F                      	C                   	R               	                   	R                    	R                   	R                        	R                	R                   	R                        	R                 	                         	R                        	R                   	R                      	                        	R                          	                     	R                    	F                          	R                      	R                       	R                 	                         	                        	F                	R               	                    	R                 	                         	R                          	R                  	R                    	R                       	R                       	R               	R                 	                  	                     	                      	                        	R                    	                   	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 40	X	 5	  40.00	    379.1000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	F                      	C                   	R               	R                  	R                    	                    	R                        	R                	R                   	                         	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	R                 	                         	                        	R                	                	                    	R                 	                         	R                          	R                  	                     	R                       	R                       	                	R                 	                  	                     	                      	                        	                     	R                  	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 41	X	 1	  40.00	    382.8000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	F                   	R               	                   	R                    	                    	                         	R                	R                   	                         	R                 	R                        	                         	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	                        	                  	                         	                        	R                	R               	                    	                  	                         	                           	                   	                     	R                       	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 41	X	 3	  40.00	    385.8000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	C                   	R               	R                  	R                    	R                   	                         	R                	R                   	R                        	R                 	                         	                         	                    	R                      	R                       	R                          	                     	R                    	R                          	R                      	R                       	R                 	                         	                        	F                	R               	                    	                  	R                        	                           	R                  	                     	R                       	R                       	R               	R                 	                  	                     	R                     	                        	R                    	R                  	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 41	X	 5	  40.00	    388.8000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	F                   	R               	R                  	R                    	                    	R                        	R                	R                   	R                        	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	                  	                         	                           	R                  	                     	R                       	R                       	R               	                  	                  	                     	                      	                        	R                    	                   	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 42	X	 1	  40.00	    392.3000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	R                   	                	                   	R                    	                    	                         	                 	                    	R                        	R                 	                         	                         	                    	                       	                        	                           	                     	                     	R                          	                       	                        	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	R                       	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 42	X	 3	  40.00	    395.3000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	C                   	R               	                   	R                    	R                   	R                        	R                	R                   	                         	                  	R                        	                         	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	                  	R                        	                           	R                  	R                    	R                       	R                       	R               	R                 	                  	                     	                      	                        	                     	                   	                   	R                     	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 42	X	 5	  40.00	    398.3000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	R                      	C                   	R               	                   	F                    	                    	R                        	R                	R                   	R                        	R                 	R                        	                         	R                   	R                      	                        	R                          	                     	R                    	R                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	                  	R                        	                           	R                  	                     	R                       	R                       	R               	R                 	                  	R                    	                      	                        	R                    	                   	                   	                      	                   	R                      	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 43	X	 1	  40.00	    401.9000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	F                   	R               	R                  	R                    	R                   	R                        	R                	R                   	R                        	                  	R                        	R                        	R                   	R                      	R                       	R                          	                     	                     	F                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	R                 	R                        	                           	                   	R                    	R                       	R                       	                	                  	                  	                     	                      	                        	R                    	                   	R                  	R                     	R                  	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 43	X	 3	  40.00	    404.9000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	C                   	R               	R                  	                     	                    	R                        	R                	R                   	R                        	R                 	R                        	                         	R                   	R                      	R                       	R                          	                     	R                    	F                          	                       	R                       	R                 	                         	                        	R                	R               	                    	R                 	R                        	R                          	R                  	R                    	R                       	R                       	R               	R                 	                  	                     	R                     	                        	R                    	                   	R                  	R                     	R                  	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 43	X	 5	  40.00	    407.9000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	F                      	A                   	R               	R                  	C                    	R                   	R                        	R                	R                   	                         	R                 	R                        	R                        	R                   	                       	R                       	R                          	                     	                     	C                          	R                      	R                       	R                 	                         	                        	                 	R               	                    	R                 	R                        	R                          	R                  	                     	R                       	R                       	R               	R                 	                  	                     	                      	                        	R                    	                   	                   	R                     	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 44	X	 1	  40.00	    411.5000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	C                   	R               	R                  	F                    	                    	                         	R                	R                   	                         	                  	R                        	                         	R                   	R                      	                        	R                          	                     	R                    	F                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	R                 	R                        	R                          	                   	R                    	R                       	R                       	R               	R                 	                  	                     	                      	                        	R                    	                   	R                  	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 44	X	 3	  40.00	    414.5000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	C                   	R               	R                  	F                    	                    	                         	R                	R                   	R                        	                  	R                        	R                        	R                   	R                      	                        	R                          	                     	                     	F                          	R                      	R                       	R                 	                         	                        	R                	R               	                    	R                 	R                        	R                          	R                  	R                    	R                       	R                       	R               	R                 	                  	                     	                      	                        	R                    	                   	R                  	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 44	X	 5	  40.00	    417.5000	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	C                   	R               	R                  	C                    	R                   	                         	R                	R                   	R                        	                  	R                        	                         	R                   	R                      	                        	R                          	R                    	                     	R                          	R                      	R                       	                  	                         	                        	R                	R               	                    	R                 	R                        	R                          	                   	R                    	                        	R                       	R               	R                 	                  	                     	                      	                        	R                    	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 45	X	CC	  36.00	    422.4000	Watkins  	Nannofossils                                 	               	P                 	                  	                  	                       	R                   	                	                   	                     	                    	                         	                 	                    	                         	                  	                         	                         	                    	                       	                        	                           	                     	                     	R                          	                       	                        	                  	                         	                        	                 	                	                    	                  	                         	                           	                   	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 46	X	 1	  40.00	    430.4000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	R                      	C                   	                	R                  	R                    	                    	                         	                 	R                   	R                        	R                 	R                        	R                        	R                   	R                      	                        	R                          	                     	                     	F                          	R                      	R                       	R                 	                         	                        	                 	R               	                    	                  	R                        	                           	R                  	R                    	                        	R                       	                	R                 	                  	                     	                      	                        	R                    	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 46	X	 3	  40.00	    433.4000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	R                      	C                   	R               	R                  	R                    	R                   	                         	R                	R                   	                         	R                 	R                        	                         	R                   	R                      	                        	R                          	                     	                     	F                          	R                      	R                       	R                 	                         	                        	R                	R               	R                   	R                 	R                        	                           	R                  	                     	R                       	R                       	R               	R                 	                  	                     	                      	R                       	R                    	R                  	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 46	X	 5	  40.00	    436.4000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	F                      	C                   	R               	R                  	C                    	R                   	                         	R                	R                   	R                        	R                 	R                        	                         	R                   	R                      	                        	R                          	                     	                     	F                          	R                      	R                       	R                 	                         	                        	R                	R               	R                   	R                 	R                        	                           	R                  	                     	R                       	R                       	R               	R                 	R                 	                     	R                     	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 47	X	 1	  40.00	    440.1000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	R                      	C                   	R               	R                  	C                    	R                   	                         	R                	R                   	R                        	                  	R                        	R                        	R                   	R                      	                        	R                          	R                    	                     	F                          	R                      	R                       	R                 	                         	                        	R                	R               	R                   	R                 	                         	R                          	                   	R                    	R                       	R                       	                	R                 	R                 	R                    	R                     	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 47	X	 3	  40.00	    443.1000	Watkins  	Nannofossils                                 	               	P                 	R                 	R                 	R                      	C                   	R               	R                  	C                    	R                   	                         	                 	R                   	R                        	                  	R                        	R                        	R                   	R                      	                        	R                          	                     	                     	R                          	R                      	R                       	R                 	                         	                        	F                	R               	R                   	R                 	R                        	R                          	                   	R                    	R                       	R                       	R               	R                 	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 47	X	 5	  40.00	    446.1000	Watkins  	Nannofossils                                 	               	P                 	                  	R                 	F                      	F                   	R               	R                  	R                    	R                   	                         	R                	R                   	R                        	R                 	R                        	                         	R                   	                       	                        	R                          	                     	                     	R                          	R                      	R                       	                  	                         	                        	F                	R               	R                   	R                 	R                        	R                          	R                  	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 48	X	CC	  25.00	    448.9500	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	R                   	R               	                   	R                    	                    	                         	                 	                    	                         	                  	                         	                         	                    	                       	                        	                           	                     	                     	R                          	R                      	R                       	                  	                         	                        	R                	R               	                    	                  	                         	                           	                   	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 49	X	 1	  18.00	    458.4800	Watkins  	Nannofossils                                 	               	M                 	R                 	R                 	R                      	C                   	R               	R                  	F                    	R                   	R                        	R                	R                   	R                        	R                 	R                        	R                        	R                   	R                      	R                       	R                          	R                    	R                    	R                          	R                      	R                       	R                 	R                        	R                       	F                	R               	                    	                  	                         	                           	                   	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

  SR	Albian           	Cenomanian       	CC11              	              	101	 627	B	 49	X	 1	  18.00	    458.4800	Watkins  	Nannofossils                                 	               	P                 	                  	                  	R                      	R                   	                	                   	R                    	                    	                         	                 	                    	                         	                  	                         	                         	                    	                       	                        	                           	                     	                     	R                          	                       	                        	                  	                         	                        	R                	                	                    	                  	                         	                           	                   	                     	                        	                        	                	                  	                  	                     	                      	                        	                     	                   	                   	                      	                   	                       	                      	                        	                     	                    	                      	                       	                   	                       	               	                	                        	                       	                            	                    	                       	                      	                            	                        	                    	                       	                	                            	                       	                   	                             	                         	                         	              	                    	                  	                   	                    	                       	                	                        	                          	                    	                      	                   	                 	                       	                   	                         	from Watkins & Verbeek; ODP 101 SR Chapter 3 Table 2 p 72-73

