leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
95,603,E,1,1,0.0,51.0,936.40,936.40,936.91,GSM, MUDSTONE," GREENISH GRAY,GRAYISH BROWN"," CONTACTS,BURROWS",, CONCRETIONS," GLAUCONITE,PYRITE",,, HARD, 00000000
95,603,E,1,CC,0.0,7.0,936.40,937.01,936.98,GSM, MUDSTONE, GRAYISH BROWN,,,,,,, HARD, 33233000.3450.3311
95,603,E,H2,1,0.0,150.0,1258.90,1258.90,1260.40,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY, LAMINAE,,,,,, HARD, 00000000
95,603,E,H2,2,0.0,150.0,1258.90,1260.40,1261.90,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY, LAMINAE, GREATLY DISTURBED,,,,, HARD, 00000000
95,603,E,H2,3,0.0,150.0,1258.90,1261.90,1263.40,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, HARD, 33234000.3311.3600
95,603,E,H2,4,0.0,150.0,1258.90,1263.40,1264.90,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, HARD, 33234000.3311.3600
95,603,E,H2,5,0.0,79.0,1258.90,1264.90,1265.69,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, HARD, 00000000
95,603,E,H2,CC,0.0,15.0,1258.90,1265.79,1265.84,BCS," SAND,SANDY NANNOFOSSIL MUDSTONE", DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, HARD, 33234000.3311.3600
95,603,E,H3,1,0.0,135.0,1277.00,1277.00,1278.35,BCS, COARSE SAND, DARK GRAY,,,,,,, HARD, 33234000.3311.3600
95,603,E,H3,1,135.0,150.0,1277.00,1278.35,1278.50,BCS, LAMINAR NANNOFOSSIL CALCAREOUS SHALE, DARK GRAY," LAMINAE,BEDDING,BURROWS",,,,,, HARD, 33233000
95,603,E,H3,2,0.0,90.0,1277.00,1278.50,1279.40,BCS," LIMESTONE,NANNOFOSSIL SHALE,SAND", DARK GRAY TO BLACK," LAMINAE,BURROWS",,, PYRITE,,, HARD, 33214000
95,603,E,H3,2,90.0,150.0,1277.00,1279.40,1280.00,BCS, COARSE MICACEOUS SAND, GRAY,,,,,,, HARD, 33214000
95,603,E,H3,3,0.0,115.0,1277.00,1280.00,1281.15,BCS," COARSE MICACEOUS SAND,MARLY CALCAREOUS SHALE", GRAYS,, GREATLY DISTURBED,,,,, HARD, 00000000
95,603,E,H4,1,0.0,144.0,1279.00,1279.00,1280.44,BCS, NANNOFOSSIL SHALE TO MARLY NANNOFOSSIL LIMESTONE, BLACK TO VERY DARK GRAY," LAMINAE,BURROWS",,, PYRITE,,, HARD, 00000000
95,603,E,H4,CC,0.0,15.0,1279.00,1280.54,1280.59,BCS, NANNOFOSSIL SHALE TO MARLY NANNOFOSSIL LIMESTONE, BLACK TO VERY DARK GRAY,,,,,,, HARD, 12231210.3450
