leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,583,B,1,1,0.0,150.0,0.00,0.00,1.50,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,1,2,0.0,150.0,0.00,1.50,3.00,JC, MUD,,,,,,,, SOFT, 00000000
87,583,B,1,3,0.0,150.0,0.00,3.00,4.50,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,1,4,0.0,30.0,0.00,4.50,4.80,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,1,CC,0.0,20.0,0.00,4.90,5.00,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,2,1,0.0,150.0,5.00,5.00,6.50,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,2,2,0.0,150.0,5.00,6.50,8.00,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,2,3,0.0,140.0,5.00,8.00,9.40,JC, MUD,,,,,,,, SOFT, 00000000
87,583,B,2,4,0.0,50.0,5.00,9.50,10.00,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,2,CC,0.0,20.0,5.00,10.10,10.20,JC, MUD,,,,,,,, SOFT, 33213000
87,583,B,3,1,0.0,145.0,10.00,10.00,11.45,AJS, MUD,,,,,,,, SOFT, 33213000
87,583,B,3,2,0.0,150.0,10.00,11.50,13.00,AJS, MUD,,,,,,,, SOFT, 00000000
87,583,B,3,3,0.0,135.0,10.00,13.00,14.35,AJS," MUD,SAND",,,,,,,, SOFT, 00000000
87,583,B,3,CC,0.0,20.0,10.00,14.45,14.55,AJS, CLAY,,,,,,,, SOFT, 33213000
87,583,B,4,1,0.0,135.0,15.00,15.00,16.35,CLS," MUD,SAND",,,,,,,, SOFT, 33213000
87,583,B,4,2,0.0,150.0,15.00,16.50,18.00,CLS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,B,4,3,0.0,150.0,15.00,18.00,19.50,CLS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,B,4,4,0.0,45.0,15.00,19.50,19.95,CLS, SILTY MUD,,,,,,,, SOFT, 00000000
87,583,B,4,CC,0.0,30.0,15.00,20.10,20.30,CLS, SILTY MUD,,,,,,,, SOFT, 00000000
87,583,B,5,1,0.0,150.0,20.00,20.00,21.50,CLS, MUD,,,,,,,, SOFT, 00000000
87,583,B,5,2,0.0,125.0,20.00,21.50,22.75,CLS," MUD,SILT",,,,,,,, SOFT, 00000000
87,583,B,5,3,0.0,150.0,20.00,23.00,24.50,CLS," MUD,SILT",,,,,,,, SOFT, 33213000
87,583,B,5,4,0.0,48.0,20.00,24.50,24.98,CLS," MUD,SILT",,,,,,,, SOFT, 33213000
87,583,B,5,CC,0.0,140.0,20.00,25.10,26.40,CLS, MUD,,,,,,,, SOFT, 33213000
